"Status","Year","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Telford and Wrekin","Heterosexual / straight","1345","1250","35060","31990"
"In post","2022","Telford and Wrekin","LGBO","70","70","31350","27570"
"In post","2022","Telford and Wrekin","Undeclared","195","175","33080","28200"
"In post","2022","Telford and Wrekin","Unknown","405","370","35210","27570"
"In post","2022","Thurrock","Heterosexual / straight","255","240","27700","26780"
"In post","2022","Thurrock","LGBO","10","10","[c]","[c]"
"In post","2022","Thurrock","Undeclared","45","40","28180","27370"
"In post","2022","Thurrock","Unknown","55","55","24740","21680"
"In post","2022","Torbay","Heterosexual / straight","225","195","27480","27570"
"In post","2022","Torbay","LGBO","25","25","[c]","[c]"
"In post","2022","Torbay","Undeclared","35","30","27730","27570"
"In post","2022","Torbay","Unknown","70","60","25390","21260"
"In post","2022","Tower Hamlets","Heterosexual / straight","3955","3835","49340","44370"
"In post","2022","Tower Hamlets","LGBO","355","350","48290","44860"
"In post","2022","Tower Hamlets","Undeclared","515","495","50750","47980"
"In post","2022","Tower Hamlets","Unknown","1235","1190","48040","41750"
"In post","2022","Tyneside","Heterosexual / straight","11865","10970","31800","27570"
"In post","2022","Tyneside","LGBO","790","765","30460","27570"
"In post","2022","Tyneside","Undeclared","1160","1065","31880","27570"
"In post","2022","Tyneside","Unknown","4625","4145","28670","26130"
"In post","2022","Unknown","Heterosexual / straight","865","820","34210","30650"
"In post","2022","Unknown","LGBO","70","70","34170","30130"
"In post","2022","Unknown","Undeclared","120","110","33580","29290"
"In post","2022","Unknown","Unknown","2255","2230","36800","32700"
"In post","2022","Wakefield","Heterosexual / straight","1260","1165","31350","28200"
"In post","2022","Wakefield","LGBO","95","95","29240","27570"
"In post","2022","Wakefield","Undeclared","160","140","31570","31650"
"In post","2022","Wakefield","Unknown","290","265","29210","27570"
"In post","2022","Walsall","Heterosexual / straight","435","385","26390","27570"
"In post","2022","Walsall","LGBO","25","20","[c]","[c]"
"In post","2022","Walsall","Undeclared","45","40","25610","27570"
"In post","2022","Walsall","Unknown","160","130","24720","23320"
"In post","2022","Wandsworth","Heterosexual / straight","600","575","33250","31880"
"In post","2022","Wandsworth","LGBO","55","55","34100","32830"
"In post","2022","Wandsworth","Undeclared","75","65","33270","31060"
"In post","2022","Wandsworth","Unknown","265","250","30390","30520"
"In post","2022","Warrington","Heterosexual / straight","1935","1845","33980","31990"
"In post","2022","Warrington","LGBO","115","110","33380","31470"
"In post","2022","Warrington","Undeclared","190","180","33630","32770"
"In post","2022","Warrington","Unknown","410","375","30850","28000"
"In post","2022","Warwickshire CC","Heterosexual / straight","1005","925","28550","26780"
"In post","2022","Warwickshire CC","LGBO","50","50","28620","25120"
"In post","2022","Warwickshire CC","Undeclared","130","120","27150","25830"
"In post","2022","Warwickshire CC","Unknown","160","140","27370","26350"
"In post","2022","West Cumbria","Heterosexual / straight","715","655","30940","27570"
"In post","2022","West Cumbria","LGBO","45","40","29380","27120"
"In post","2022","West Cumbria","Undeclared","85","75","32490","28050"
"In post","2022","West Cumbria","Unknown","460","415","24960","21300"
"In post","2022","West Essex","Heterosexual / straight","530","475","31370","29290"
"In post","2022","West Essex","LGBO","20","20","[c]","[c]"
"In post","2022","West Essex","Undeclared","65","60","30660","27750"
"In post","2022","West Essex","Unknown","75","65","33990","29290"
"In post","2022","West Kent","Heterosexual / straight","145","135","36440","30460"
"In post","2022","West Kent","LGBO","5","5","[c]","[c]"
"In post","2022","West Kent","Undeclared","20","20","[c]","[c]"
"In post","2022","West Kent","Unknown","150","140","38820","38070"
"In post","2022","West Lothian","Heterosexual / straight","275","255","35670","27930"
"In post","2022","West Lothian","LGBO","15","15","[c]","[c]"
"In post","2022","West Lothian","Undeclared","30","25","[c]","[c]"
"In post","2022","West Lothian","Unknown","120","115","31680","27570"
"In post","2022","West Northamptonshire","Heterosexual / straight","805","740","28050","25720"
"In post","2022","West Northamptonshire","LGBO","50","50","28520","26220"
"In post","2022","West Northamptonshire","Undeclared","105","95","28570","26780"
"In post","2022","West Northamptonshire","Unknown","150","140","27460","25210"
"In post","2022","West Surrey","Heterosexual / straight","1625","1535","33560","29920"
"In post","2022","West Surrey","LGBO","115","115","31050","29200"
"In post","2022","West Surrey","Undeclared","230","220","36610","32620"
"In post","2022","West Surrey","Unknown","310","280","34070","29520"
"In post","2022","West Sussex (North East)","Heterosexual / straight","885","795","31180","27570"
"In post","2022","West Sussex (North East)","LGBO","45","40","31960","27570"
"In post","2022","West Sussex (North East)","Undeclared","180","160","30830","28350"
"In post","2022","West Sussex (North East)","Unknown","185","170","30560","27250"
"In post","2022","West Sussex (South West)","Heterosexual / straight","840","770","32440","27570"
"In post","2022","West Sussex (South West)","LGBO","65","60","30190","27570"
"In post","2022","West Sussex (South West)","Undeclared","130","115","32510","28800"
"In post","2022","West Sussex (South West)","Unknown","340","305","30770","27570"
"In post","2022","Westminster","Heterosexual / straight","36910","35885","48960","45200"
"In post","2022","Westminster","LGBO","3715","3670","47940","44480"
"In post","2022","Westminster","Undeclared","5235","5100","48560","45200"
"In post","2022","Westminster","Unknown","10940","10690","46980","41750"
"In post","2022","Wiltshire","Heterosexual / straight","4200","4035","35270","33300"
"In post","2022","Wiltshire","LGBO","195","190","33210","29230"
"In post","2022","Wiltshire","Undeclared","600","570","37660","34710"
"In post","2022","Wiltshire","Unknown","2675","2575","40320","38070"
"In post","2022","Wirral","Heterosexual / straight","1430","1265","27590","27130"
"In post","2022","Wirral","LGBO","80","80","26600","22600"
"In post","2022","Wirral","Undeclared","185","160","27120","27130"
"In post","2022","Wirral","Unknown","595","515","25810","22600"
"In post","2022","Wolverhampton","Heterosexual / straight","775","700","28020","27570"
"In post","2022","Wolverhampton","LGBO","50","50","30380","27570"
"In post","2022","Wolverhampton","Undeclared","85","75","27230","27570"
"In post","2022","Wolverhampton","Unknown","240","210","26660","26390"
"In post","2022","Worcestershire CC","Heterosexual / straight","1630","1535","29980","27380"
"In post","2022","Worcestershire CC","LGBO","105","100","28490","25210"
"In post","2022","Worcestershire CC","Undeclared","210","195","30710","27570"
"In post","2022","Worcestershire CC","Unknown","430","395","27920","25210"
"In post","2022","York","Heterosexual / straight","1830","1735","34690","31710"
"In post","2022","York","LGBO","150","150","31540","29180"
"In post","2022","York","Undeclared","230","215","35500","32270"
"In post","2022","York","Unknown","450","420","32220","26750"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Heterosexual / straight","85","[c]","32870","27570"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Unknown","55","[c]","30580","27020"
"Leaver CS","2022","Angus and Dundee City","Heterosexual / straight","65","[c]","26730","21260"
"Leaver CS","2022","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Unknown","175","[c]","26420","21260"
"Leaver CS","2022","Antrim and Newtownabbey","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","Heterosexual / straight","40","[c]","29730","31060"
"Leaver CS","2022","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","Heterosexual / straight","140","[c]","34630","31060"
"Leaver CS","2022","Barnet","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","Unknown","40","[c]","43440","34530"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Heterosexual / straight","195","[c]","26100","21700"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Unknown","75","[c]","24140","21260"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","745","[c]","36720","33230"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","40","[c]","30620","27570"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","115","[c]","39460","38000"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","165","[c]","30670","26930"
"Leaver CS","2022","Bedford","Heterosexual / straight","105","[c]","31390","27570"
"Leaver CS","2022","Bedford","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","Heterosexual / straight","60","[c]","28390","23150"
"Leaver CS","2022","Belfast","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","Heterosexual / straight","185","[c]","31960","29290"
"Leaver CS","2022","Berkshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","Unknown","90","[c]","32680","27680"
"Leaver CS","2022","Bexley and Greenwich","Heterosexual / straight","110","[c]","31080","31060"
"Leaver CS","2022","Bexley and Greenwich","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","Heterosexual / straight","465","[c]","34320","27570"
"Leaver CS","2022","Birmingham","LGBO","35","[c]","31560","27290"
"Leaver CS","2022","Birmingham","Undeclared","65","[c]","34480","27570"
"Leaver CS","2022","Birmingham","Unknown","460","[c]","33360","27570"
"Leaver CS","2022","Blackburn with Darwen","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","Heterosexual / straight","265","[c]","25830","21260"
"Leaver CS","2022","Blackpool","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","Unknown","105","[c]","26700","21260"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","Heterosexual / straight","55","[c]","26670","27260"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","Heterosexual / straight","65","[c]","25300","27570"
"Leaver CS","2022","Bradford","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","Unknown","215","[c]","24000","24100"
"Leaver CS","2022","Breckland and South Norfolk","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Brent","Heterosexual / straight","60","[c]","29850","31060"
"Leaver CS","2022","Brent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brent","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Brent","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","Heterosexual / straight","35","[c]","27010","21260"
"Leaver CS","2022","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","Heterosexual / straight","45","[c]","25390","25120"
"Leaver CS","2022","Brighton and Hove","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Heterosexual / straight","300","[c]","33400","27570"
"Leaver CS","2022","Bristol, City of","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Undeclared","45","[c]","36300","27570"
"Leaver CS","2022","Bristol, City of","Unknown","200","[c]","28380","24500"
"Leaver CS","2022","Bromley","Heterosexual / straight","45","[c]","29050","31060"
"Leaver CS","2022","Bromley","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Heterosexual / straight","145","[c]","32020","27570"
"Leaver CS","2022","Buckinghamshire","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Heterosexual / straight","95","[c]","27180","27570"
"Leaver CS","2022","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Unknown","40","[c]","25320","22040"
"Leaver CS","2022","Cambridgeshire CC","Heterosexual / straight","305","[c]","37300","30070"
"Leaver CS","2022","Cambridgeshire CC","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Undeclared","55","[c]","36880","33300"
"Leaver CS","2022","Cambridgeshire CC","Unknown","75","[c]","39980","31530"
"Leaver CS","2022","Camden and City of London","Heterosexual / straight","95","[c]","37440","31060"
"Leaver CS","2022","Camden and City of London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Unknown","65","[c]","33020","23800"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Heterosexual / straight","340","[c]","35050","27570"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Undeclared","45","[c]","38820","30600"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Unknown","405","[c]","30860","22850"
"Leaver CS","2022","Causeway Coast and Glens","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Heterosexual / straight","35","[c]","28670","26780"
"Leaver CS","2022","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Heterosexual / straight","230","[c]","32760","29230"
"Leaver CS","2022","Central Hampshire","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Unknown","80","[c]","38550","38070"
"Leaver CS","2022","Central Valleys","Heterosexual / straight","75","[c]","30440","27570"
"Leaver CS","2022","Central Valleys","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Heterosexual / straight","80","[c]","27140","26520"
"Leaver CS","2022","Cheshire East","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire West and Chester","Heterosexual / straight","35","[c]","25040","21260"
"Leaver CS","2022","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire West and Chester","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Heterosexual / straight","290","[c]","42340","36130"
"Leaver CS","2022","City of Edinburgh","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Unknown","565","[c]","35810","31540"
"Leaver CS","2022","Clackmannanshire and Fife","Heterosexual / straight","90","[c]","28850","27570"
"Leaver CS","2022","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Unknown","40","[c]","27610","26900"
"Leaver CS","2022","Conwy and Denbighshire","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Heterosexual / straight","125","[c]","26920","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Unknown","35","[c]","25860","21550"
"Leaver CS","2022","Coventry","Heterosexual / straight","115","[c]","37550","31710"
"Leaver CS","2022","Coventry","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Unknown","55","[c]","41430","36640"
"Leaver CS","2022","Croydon","Heterosexual / straight","340","[c]","36370","31060"
"Leaver CS","2022","Croydon","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Undeclared","55","[c]","38500","31880"
"Leaver CS","2022","Croydon","Unknown","210","[c]","34810","30600"
"Leaver CS","2022","Darlington","Heterosexual / straight","40","[c]","32900","29730"
"Leaver CS","2022","Darlington","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Heterosexual / straight","80","[c]","26110","21260"
"Leaver CS","2022","Derby","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Heterosexual / straight","305","[c]","30100","27290"
"Leaver CS","2022","Devon CC","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Undeclared","65","[c]","31680","28660"
"Leaver CS","2022","Devon CC","Unknown","90","[c]","26430","21260"
"Leaver CS","2022","Dorset","Heterosexual / straight","155","[c]","30520","27130"
"Leaver CS","2022","Dorset","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Heterosexual / straight","55","[c]","24330","21260"
"Leaver CS","2022","Dudley","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Heterosexual / straight","245","[c]","26480","21720"
"Leaver CS","2022","Durham","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Unknown","160","[c]","24240","22010"
"Leaver CS","2022","Ealing","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","50","[c]","26520","26590"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Heterosexual / straight","60","[c]","29460","22410"
"Leaver CS","2022","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Heterosexual / straight","35","[c]","29430","27570"
"Leaver CS","2022","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","135","[c]","32620","27570"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","40","[c]","25910","23280"
"Leaver CS","2022","East Kent","Heterosexual / straight","160","[c]","28580","25310"
"Leaver CS","2022","East Kent","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Undeclared","35","[c]","29780","27370"
"Leaver CS","2022","East Kent","Unknown","50","[c]","25750","24880"
"Leaver CS","2022","East Lancashire","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Heterosexual / straight","45","[c]","28950","26120"
"Leaver CS","2022","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Heterosexual / straight","145","[c]","29860","27250"
"Leaver CS","2022","East Riding of Yorkshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Heterosexual / straight","90","[c]","42940","40060"
"Leaver CS","2022","East Surrey","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Heterosexual / straight","145","[c]","24430","21260"
"Leaver CS","2022","East Sussex CC","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Heterosexual / straight","95","[c]","30040","29290"
"Leaver CS","2022","Essex Haven Gateway","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Heterosexual / straight","70","[c]","27740","26780"
"Leaver CS","2022","Essex Thames Gateway","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Essex Thames Gateway","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Falkirk","Heterosexual / straight","60","[c]","25370","21260"
