"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Other","Berkshire, Buckinghamshire and Oxfordshire","Male","10","10","[c]","[c]"
"In post","2022","No function","Other","Cheshire","Female","50","50","28790","27570"
"In post","2022","No function","Other","Cheshire","Male","30","30","29780","27570"
"In post","2022","No function","Other","Cornwall and Isles of Scilly","Female","30","30","25230","27570"
"In post","2022","No function","Other","Cornwall and Isles of Scilly","Male","20","20","[c]","[c]"
"In post","2022","No function","Other","Cumbria","Female","5","5","[c]","[c]"
"In post","2022","No function","Other","Cumbria","Male","5","5","[c]","[c]"
"In post","2022","No function","Other","Derbyshire and Nottinghamshire","Female","110","100","28860","27570"
"In post","2022","No function","Other","Derbyshire and Nottinghamshire","Male","50","50","28570","27570"
"In post","2022","No function","Other","Devon","Female","65","55","27010","27570"
"In post","2022","No function","Other","Devon","Male","40","40","26600","27570"
"In post","2022","No function","Other","Dorset and Somerset","Female","40","35","29230","27570"
"In post","2022","No function","Other","Dorset and Somerset","Male","25","25","[c]","[c]"
"In post","2022","No function","Other","East Anglia","Female","115","105","27680","27570"
"In post","2022","No function","Other","East Anglia","Male","75","70","29620","27570"
"In post","2022","No function","Other","East Wales","Female","110","100","32630","27570"
"In post","2022","No function","Other","East Wales","Male","80","80","33270","27570"
"In post","2022","No function","Other","East Yorkshire and Northern Lincolnshire","Female","55","50","25750","27570"
"In post","2022","No function","Other","East Yorkshire and Northern Lincolnshire","Male","20","20","[c]","[c]"
"In post","2022","No function","Other","Eastern Scotland","Female","270","250","30500","27570"
"In post","2022","No function","Other","Eastern Scotland","Male","165","155","34560","32670"
"In post","2022","No function","Other","Essex","Female","65","55","28610","29290"
"In post","2022","No function","Other","Essex","Male","30","30","27930","29290"
"In post","2022","No function","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Female","220","195","31080","27570"
"In post","2022","No function","Other","Gloucestershire, Wiltshire and Bath/Bristol area","Male","130","125","34780","27570"
"In post","2022","No function","Other","Greater Manchester","Female","260","245","27440","27570"
"In post","2022","No function","Other","Greater Manchester","Male","150","145","28150","27570"
"In post","2022","No function","Other","Hampshire and Isle of Wight","Female","35","25","26540","27570"
"In post","2022","No function","Other","Hampshire and Isle of Wight","Male","25","25","[c]","[c]"
"In post","2022","No function","Other","Herefordshire, Worcestershire and Warwickshire","Female","25","25","[c]","[c]"
"In post","2022","No function","Other","Herefordshire, Worcestershire and Warwickshire","Male","15","15","[c]","[c]"
"In post","2022","No function","Other","Highlands and Islands","Female","35","30","27700","27570"
"In post","2022","No function","Other","Highlands and Islands","Male","20","20","[c]","[c]"
"In post","2022","No function","Other","Inner London - East","Female","360","350","42450","32320"
"In post","2022","No function","Other","Inner London - East","Male","275","270","48860","41010"
"In post","2022","No function","Other","Inner London - West","Female","395","380","43000","34310"
"In post","2022","No function","Other","Inner London - West","Male","235","230","51000","38750"
"In post","2022","No function","Other","Kent","Female","110","105","28890","29290"
"In post","2022","No function","Other","Kent","Male","60","60","28890","29290"
"In post","2022","No function","Other","Lancashire","Female","200","180","27740","27570"
"In post","2022","No function","Other","Lancashire","Male","140","140","27290","27570"
"In post","2022","No function","Other","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Leicestershire, Rutland and Northamptonshire","Female","50","45","26950","27570"
"In post","2022","No function","Other","Leicestershire, Rutland and Northamptonshire","Male","25","25","[c]","[c]"
"In post","2022","No function","Other","Lincolnshire","Female","20","15","[c]","[c]"
"In post","2022","No function","Other","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2022","No function","Other","Merseyside","Female","140","125","28000","27570"
"In post","2022","No function","Other","Merseyside","Male","95","90","28030","27570"
"In post","2022","No function","Other","North Eastern Scotland","Female","45","40","26420","27570"
"In post","2022","No function","Other","North Eastern Scotland","Male","20","20","[c]","[c]"
"In post","2022","No function","Other","North Yorkshire","Female","20","20","[c]","[c]"
"In post","2022","No function","Other","North Yorkshire","Male","15","15","[c]","[c]"
"In post","2022","No function","Other","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","No function","Other","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2022","No function","Other","Northumberland, and Tyne and Wear","Female","190","170","27320","27570"
"In post","2022","No function","Other","Northumberland, and Tyne and Wear","Male","115","110","26730","27570"
"In post","2022","No function","Other","Outer London - East and North East","Female","90","85","31600","31060"
"In post","2022","No function","Other","Outer London - East and North East","Male","40","40","30480","31060"
"In post","2022","No function","Other","Outer London - South","Female","75","70","32510","31060"
"In post","2022","No function","Other","Outer London - South","Male","40","40","39770","31060"
"In post","2022","No function","Other","Outer London - West and North West","Female","120","115","34650","31060"
"In post","2022","No function","Other","Outer London - West and North West","Male","80","80","34870","31060"
"In post","2022","No function","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Shropshire and Staffordshire","Female","80","70","28470","27570"
"In post","2022","No function","Other","Shropshire and Staffordshire","Male","65","60","28110","27570"
"In post","2022","No function","Other","South Yorkshire","Female","75","65","32370","27570"
"In post","2022","No function","Other","South Yorkshire","Male","40","40","34790","27570"
"In post","2022","No function","Other","Southern Scotland","Female","40","35","28080","27570"
"In post","2022","No function","Other","Southern Scotland","Male","25","25","[c]","[c]"
"In post","2022","No function","Other","Surrey, East and West Sussex","Female","115","100","27650","27570"
"In post","2022","No function","Other","Surrey, East and West Sussex","Male","65","65","31820","27570"
"In post","2022","No function","Other","Tees Valley and Durham","Female","80","70","25820","27570"
"In post","2022","No function","Other","Tees Valley and Durham","Male","40","40","25520","26120"
"In post","2022","No function","Other","Unknown","Female","20","20","[c]","[c]"
"In post","2022","No function","Other","Unknown","Male","10","10","[c]","[c]"
"In post","2022","No function","Other","West Central Scotland","Female","345","320","29450","27570"
"In post","2022","No function","Other","West Central Scotland","Male","260","245","30760","27570"
"In post","2022","No function","Other","West Midlands","Female","195","170","27300","27570"
"In post","2022","No function","Other","West Midlands","Male","90","85","27900","27570"
"In post","2022","No function","Other","West Wales and The Valleys","Female","200","180","27200","27570"
"In post","2022","No function","Other","West Wales and The Valleys","Male","120","115","26240","27570"
"In post","2022","No function","Other","West Yorkshire","Female","95","85","32580","27570"
"In post","2022","No function","Other","West Yorkshire","Male","60","60","32160","27570"
"In post","2022","No function","Planning","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","Female","25","20","[c]","[c]"
"In post","2022","No function","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","Male","15","15","[c]","[c]"
"In post","2022","No function","Planning","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Inner London - West","Female","40","40","46650","42980"
"In post","2022","No function","Planning","Inner London - West","Male","50","50","47290","42980"
"In post","2022","No function","Planning","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Bedfordshire and Hertfordshire","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Cheshire","Female","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Derbyshire and Nottinghamshire","Male","15","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Devon","Female","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Devon","Male","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Dorset and Somerset","Female","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Dorset and Somerset","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","East Anglia","Female","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","East Anglia","Male","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","East Wales","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","Male","15","15","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Greater Manchester","Female","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Greater Manchester","Male","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Hampshire and Isle of Wight","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Herefordshire, Worcestershire and Warwickshire","Female","10","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Herefordshire, Worcestershire and Warwickshire","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Inner London - East","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Kent","Male","10","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Leicestershire, Rutland and Northamptonshire","Male","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Lincolnshire","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","North Yorkshire","Female","10","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","North Yorkshire","Male","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Northumberland, and Tyne and Wear","Female","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Northumberland, and Tyne and Wear","Male","15","15","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Outer London - East and North East","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Outer London - West and North West","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Shropshire and Staffordshire","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","South Yorkshire","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Surrey, East and West Sussex","Female","10","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Surrey, East and West Sussex","Male","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Tees Valley and Durham","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","West Midlands","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","West Wales and The Valleys","Male","10","10","[c]","[c]"
"In post","2022","No function","Planning Inspectors","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","West Yorkshire","Male","5","5","[c]","[c]"
"In post","2022","No function","Policy","Bedfordshire and Hertfordshire","Female","10","5","[c]","[c]"
"In post","2022","No function","Policy","Bedfordshire and Hertfordshire","Male","5","5","[c]","[c]"
"In post","2022","No function","Policy","Berkshire, Buckinghamshire and Oxfordshire","Female","15","15","[c]","[c]"
"In post","2022","No function","Policy","Berkshire, Buckinghamshire and Oxfordshire","Male","15","15","[c]","[c]"
"In post","2022","No function","Policy","Cheshire","Female","35","35","37130","31490"
"In post","2022","No function","Policy","Cheshire","Male","35","35","42480","38910"
"In post","2022","No function","Policy","Cornwall and Isles of Scilly","Female","10","10","[c]","[c]"
"In post","2022","No function","Policy","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2022","No function","Policy","Cumbria","Female","20","20","[c]","[c]"
"In post","2022","No function","Policy","Cumbria","Male","15","15","[c]","[c]"
"In post","2022","No function","Policy","Derbyshire and Nottinghamshire","Female","155","140","39210","36500"
"In post","2022","No function","Policy","Derbyshire and Nottinghamshire","Male","85","80","41140","36740"
"In post","2022","No function","Policy","Devon","Female","50","50","40770","37240"
"In post","2022","No function","Policy","Devon","Male","25","25","[c]","[c]"
"In post","2022","No function","Policy","Dorset and Somerset","Female","5","5","[c]","[c]"
"In post","2022","No function","Policy","Dorset and Somerset","Male","15","15","[c]","[c]"
"In post","2022","No function","Policy","East Anglia","Female","60","55","40170","36050"
"In post","2022","No function","Policy","East Anglia","Male","60","60","43050","38150"
"In post","2022","No function","Policy","East Wales","Female","145","140","39350","37350"
"In post","2022","No function","Policy","East Wales","Male","110","110","44660","40380"
"In post","2022","No function","Policy","East Yorkshire and Northern Lincolnshire","Female","10","10","[c]","[c]"
"In post","2022","No function","Policy","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Eastern Scotland","Female","60","55","42190","36830"
"In post","2022","No function","Policy","Eastern Scotland","Male","35","35","40220","36340"
"In post","2022","No function","Policy","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Essex","Male","5","5","[c]","[c]"
"In post","2022","No function","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Female","470","445","39770","36500"
"In post","2022","No function","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Male","290","280","41140","36970"
"In post","2022","No function","Policy","Greater Manchester","Female","400","385","39210","36500"
"In post","2022","No function","Policy","Greater Manchester","Male","310","305","41730","36740"
"In post","2022","No function","Policy","Hampshire and Isle of Wight","Female","120","115","37240","33350"
"In post","2022","No function","Policy","Hampshire and Isle of Wight","Male","110","110","40810","39250"
"In post","2022","No function","Policy","Herefordshire, Worcestershire and Warwickshire","Female","30","25","[c]","[c]"
"In post","2022","No function","Policy","Herefordshire, Worcestershire and Warwickshire","Male","25","25","[c]","[c]"
"In post","2022","No function","Policy","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Inner London - East","Female","100","95","44310","41750"
"In post","2022","No function","Policy","Inner London - East","Male","100","95","50990","50240"
"In post","2022","No function","Policy","Inner London - West","Female","8375","8075","48110","44640"
"In post","2022","No function","Policy","Inner London - West","Male","7320","7255","49810","52290"
"In post","2022","No function","Policy","Kent","Female","10","10","[c]","[c]"
"In post","2022","No function","Policy","Kent","Male","10","10","[c]","[c]"
"In post","2022","No function","Policy","Lancashire","Female","20","15","[c]","[c]"
"In post","2022","No function","Policy","Lancashire","Male","10","10","[c]","[c]"
"In post","2022","No function","Policy","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Leicestershire, Rutland and Northamptonshire","Male","5","5","[c]","[c]"
"In post","2022","No function","Policy","Lincolnshire","Female","10","10","[c]","[c]"
"In post","2022","No function","Policy","Lincolnshire","Male","5","5","[c]","[c]"
"In post","2022","No function","Policy","Merseyside","Female","75","70","42570","39500"
"In post","2022","No function","Policy","Merseyside","Male","50","50","44590","40580"
"In post","2022","No function","Policy","North Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2022","No function","Policy","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","North Yorkshire","Female","230","220","38280","35900"
"In post","2022","No function","Policy","North Yorkshire","Male","195","195","38910","35900"
"In post","2022","No function","Policy","Northern Ireland","Female","50","50","38630","36720"
"In post","2022","No function","Policy","Northern Ireland","Male","40","40","42840","37910"
"In post","2022","No function","Policy","Northumberland, and Tyne and Wear","Female","105","100","39600","36500"
"In post","2022","No function","Policy","Northumberland, and Tyne and Wear","Male","100","100","42210","36740"
"In post","2022","No function","Policy","Outer London - East and North East","Female","5","5","[c]","[c]"
"In post","2022","No function","Policy","Outer London - East and North East","Male","10","10","[c]","[c]"
"In post","2022","No function","Policy","Outer London - South","Female","30","25","[c]","[c]"
"In post","2022","No function","Policy","Outer London - South","Male","25","25","[c]","[c]"
"In post","2022","No function","Policy","Outer London - West and North West","Female","30","30","43590","39390"
"In post","2022","No function","Policy","Outer London - West and North West","Male","45","45","43460","40220"
"In post","2022","No function","Policy","Overseas","Female","610","610","51020","51660"
"In post","2022","No function","Policy","Overseas","Male","820","815","52430","53470"
"In post","2022","No function","Policy","Shropshire and Staffordshire","Female","20","20","[c]","[c]"
"In post","2022","No function","Policy","Shropshire and Staffordshire","Male","15","10","[c]","[c]"
"In post","2022","No function","Policy","South Yorkshire","Female","380","350","41410","36780"
"In post","2022","No function","Policy","South Yorkshire","Male","225","220","43790","37100"
"In post","2022","No function","Policy","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","Surrey, East and West Sussex","Female","20","15","[c]","[c]"
"In post","2022","No function","Policy","Surrey, East and West Sussex","Male","20","20","[c]","[c]"
"In post","2022","No function","Policy","Tees Valley and Durham","Female","195","185","39720","36500"
"In post","2022","No function","Policy","Tees Valley and Durham","Male","110","110","40690","36770"
"In post","2022","No function","Policy","Unknown","Female","15","15","[c]","[c]"
"In post","2022","No function","Policy","Unknown","Male","10","10","[c]","[c]"
"In post","2022","No function","Policy","West Central Scotland","Female","25","25","[c]","[c]"
"In post","2022","No function","Policy","West Central Scotland","Male","40","35","42410","37590"
"In post","2022","No function","Policy","West Midlands","Female","400","385","38910","35920"
"In post","2022","No function","Policy","West Midlands","Male","295","295","41170","36500"
"In post","2022","No function","Policy","West Wales and The Valleys","Female","115","105","30910","27980"
"In post","2022","No function","Policy","West Wales and The Valleys","Male","65","60","34570","32180"
"In post","2022","No function","Policy","West Yorkshire","Female","255","245","41780","37350"
"In post","2022","No function","Policy","West Yorkshire","Male","180","175","43530","38650"
"In post","2022","No function","Project Delivery","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","East Wales","Female","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","East Wales","Male","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Female","60","60","37490","35680"
"In post","2022","No function","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Male","20","20","[c]","[c]"
"In post","2022","No function","Project Delivery","Greater Manchester","Female","15","15","[c]","[c]"
"In post","2022","No function","Project Delivery","Greater Manchester","Male","15","15","[c]","[c]"
"In post","2022","No function","Project Delivery","Hampshire and Isle of Wight","Female","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Inner London - East","Female","20","20","[c]","[c]"
"In post","2022","No function","Project Delivery","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Inner London - West","Female","120","120","47420","51730"
"In post","2022","No function","Project Delivery","Inner London - West","Male","135","135","51010","51730"
"In post","2022","No function","Project Delivery","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Overseas","Male","5","5","[c]","[c]"
"In post","2022","No function","Project Delivery","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","West Midlands","Female","15","15","[c]","[c]"
"In post","2022","No function","Project Delivery","West Midlands","Male","10","10","[c]","[c]"
"In post","2022","No function","Project Delivery","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","West Yorkshire","Female","10","10","[c]","[c]"
"In post","2022","No function","Project Delivery","West Yorkshire","Male","5","5","[c]","[c]"
"In post","2022","No function","Property","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Greater Manchester","Male","5","5","[c]","[c]"
"In post","2022","No function","Property","Inner London - West","Female","5","5","[c]","[c]"
"In post","2022","No function","Property","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","South Yorkshire","Female","5","5","[c]","[c]"
"In post","2022","No function","Property","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Bedfordshire and Hertfordshire","Female","20","20","[c]","[c]"
"In post","2022","No function","Psychology","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Berkshire, Buckinghamshire and Oxfordshire","Female","65","60","36940","31180"
"In post","2022","No function","Psychology","Berkshire, Buckinghamshire and Oxfordshire","Male","10","10","[c]","[c]"
"In post","2022","No function","Psychology","Cheshire","Female","25","20","[c]","[c]"
"In post","2022","No function","Psychology","Cheshire","Male","[c]","[c]","[c]","[c]"
