"Status","Year","Disability","Ethnicity","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","White","London","LGBO","200","195","43690","39640"
"In post","2022","Undeclared","White","London","Undeclared","495","480","46310","40600"
"In post","2022","Undeclared","White","London","Unknown","220","205","39160","35900"
"In post","2022","Undeclared","White","Outside London","Heterosexual / straight","8795","8170","30920","27570"
"In post","2022","Undeclared","White","Outside London","LGBO","715","695","30490","27570"
"In post","2022","Undeclared","White","Outside London","Undeclared","2860","2640","31640","29360"
"In post","2022","Undeclared","White","Outside London","Unknown","1900","1665","29840","31650"
"In post","2022","Undeclared","White","Overseas","Heterosexual / straight","40","40","45800","41250"
"In post","2022","Undeclared","White","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","London","Heterosexual / straight","825","805","40700","37220"
"In post","2022","Unknown","Asian","London","LGBO","35","30","41200","37610"
"In post","2022","Unknown","Asian","London","Undeclared","60","55","42960","38540"
"In post","2022","Unknown","Asian","London","Unknown","385","365","43510","37930"
"In post","2022","Unknown","Asian","Outside London","Heterosexual / straight","940","905","33410","29290"
"In post","2022","Unknown","Asian","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Asian","Outside London","Undeclared","50","50","36940","33050"
"In post","2022","Unknown","Asian","Outside London","Unknown","475","445","31790","26820"
"In post","2022","Unknown","Asian","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Unknown","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","London","Heterosexual / straight","440","435","38680","35150"
"In post","2022","Unknown","Black","London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","London","Undeclared","30","30","37160","34710"
"In post","2022","Unknown","Black","London","Unknown","185","175","38150","33390"
"In post","2022","Unknown","Black","Outside London","Heterosexual / straight","295","280","34420","29360"
"In post","2022","Unknown","Black","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Outside London","Unknown","115","110","34180","28920"
"In post","2022","Unknown","Black","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","London","Heterosexual / straight","215","210","43340","40050"
"In post","2022","Unknown","Mixed","London","LGBO","35","35","44970","40650"
"In post","2022","Unknown","Mixed","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","London","Unknown","60","55","45580","38870"
"In post","2022","Unknown","Mixed","Outside London","Heterosexual / straight","265","255","33940","31410"
"In post","2022","Unknown","Mixed","Outside London","LGBO","25","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Outside London","Unknown","85","80","33680","30450"
"In post","2022","Unknown","Mixed","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","London","Heterosexual / straight","70","70","38190","33570"
"In post","2022","Unknown","Other ethnicity","London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","London","Unknown","30","30","49240","42840"
"In post","2022","Unknown","Other ethnicity","Outside London","Heterosexual / straight","55","55","37450","32770"
"In post","2022","Unknown","Other ethnicity","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Outside London","Unknown","30","30","39960","33930"
"In post","2022","Unknown","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","London","Heterosexual / straight","30","30","42180","41310"
"In post","2022","Unknown","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","London","Undeclared","185","175","47460","40120"
"In post","2022","Unknown","Undeclared","London","Unknown","185","175","45740","40910"
"In post","2022","Unknown","Undeclared","Outside London","Heterosexual / straight","180","165","35480","35000"
"In post","2022","Unknown","Undeclared","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Outside London","Undeclared","650","620","38000","34140"
"In post","2022","Unknown","Undeclared","Outside London","Unknown","660","610","35830","33680"
"In post","2022","Unknown","Undeclared","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","Overseas","Unknown","50","50","52530","52400"
"In post","2022","Unknown","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","London","Heterosexual / straight","220","210","44770","38040"
"In post","2022","Unknown","Unknown","London","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","London","Undeclared","960","940","47720","45140"
"In post","2022","Unknown","Unknown","London","Unknown","13575","13295","42910","37280"
"In post","2022","Unknown","Unknown","Outside London","Heterosexual / straight","590","545","30910","27570"
"In post","2022","Unknown","Unknown","Outside London","LGBO","60","60","30090","26860"
"In post","2022","Unknown","Unknown","Outside London","Undeclared","535","505","40930","36820"
"In post","2022","Unknown","Unknown","Outside London","Unknown","42310","40125","29950","26610"
"In post","2022","Unknown","Unknown","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Overseas","Unknown","425","425","49700","48380"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Unknown","2175","2160","37060","32700"
"In post","2022","Unknown","White","London","Heterosexual / straight","3010","2930","46900","41500"
"In post","2022","Unknown","White","London","LGBO","335","335","44280","40650"
"In post","2022","Unknown","White","London","Undeclared","295","290","48320","42650"
"In post","2022","Unknown","White","London","Unknown","925","875","50770","45240"
"In post","2022","Unknown","White","Outside London","Heterosexual / straight","13910","13165","35320","32770"
"In post","2022","Unknown","White","Outside London","LGBO","885","870","32770","29360"
"In post","2022","Unknown","White","Outside London","Undeclared","1015","955","35970","33300"
"In post","2022","Unknown","White","Outside London","Unknown","4680","4250","33060","28920"
"In post","2022","Unknown","White","Overseas","Heterosexual / straight","220","220","58090","56590"
"In post","2022","Unknown","White","Overseas","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","White","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","White","Overseas","Unknown","80","80","51870","46600"
"In post","2022","Unknown","White","Unknown","Heterosexual / straight","30","30","40860","39030"
"In post","2022","Unknown","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Unknown","Unknown","10","10","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","London","Heterosexual / straight","70","[c]","33270","31060"
"Leaver CS","2022","Declared disabled","Asian","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Outside London","Heterosexual / straight","80","[c]","25790","22600"
"Leaver CS","2022","Declared disabled","Asian","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","London","Heterosexual / straight","80","[c]","32420","30840"
"Leaver CS","2022","Declared disabled","Black","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Outside London","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Outside London","Heterosexual / straight","65","[c]","27860","25120"
"Leaver CS","2022","Declared disabled","Mixed","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Outside London","Undeclared","90","[c]","31780","27570"
"Leaver CS","2022","Declared disabled","Undeclared","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Outside London","Unknown","70","[c]","28550","27570"
"Leaver CS","2022","Declared disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","London","Heterosexual / straight","275","[c]","40590","35060"
"Leaver CS","2022","Declared disabled","White","London","LGBO","95","[c]","38500","33260"
"Leaver CS","2022","Declared disabled","White","London","Undeclared","50","[c]","32890","31060"
"Leaver CS","2022","Declared disabled","White","London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Outside London","Heterosexual / straight","2200","[c]","28930","27070"
"Leaver CS","2022","Declared disabled","White","Outside London","LGBO","275","[c]","28230","26330"
"Leaver CS","2022","Declared disabled","White","Outside London","Undeclared","210","[c]","27670","26470"
"Leaver CS","2022","Declared disabled","White","Outside London","Unknown","425","[c]","29120","26120"
"Leaver CS","2022","Declared disabled","White","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","London","Heterosexual / straight","670","[c]","37810","31060"
"Leaver CS","2022","Declared non-disabled","Asian","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","London","Undeclared","45","[c]","31870","29180"
"Leaver CS","2022","Declared non-disabled","Asian","London","Unknown","105","[c]","41300","32490"
"Leaver CS","2022","Declared non-disabled","Asian","Outside London","Heterosexual / straight","695","[c]","29260","27570"
"Leaver CS","2022","Declared non-disabled","Asian","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Outside London","Undeclared","40","[c]","30620","27570"
"Leaver CS","2022","Declared non-disabled","Asian","Outside London","Unknown","195","[c]","25700","22600"
"Leaver CS","2022","Declared non-disabled","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","London","Heterosexual / straight","545","[c]","34270","31060"
"Leaver CS","2022","Declared non-disabled","Black","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Outside London","Heterosexual / straight","375","[c]","29290","27570"
"Leaver CS","2022","Declared non-disabled","Black","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Outside London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","London","Heterosexual / straight","195","[c]","38450","31060"
"Leaver CS","2022","Declared non-disabled","Mixed","London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Outside London","Heterosexual / straight","280","[c]","28490","27570"
"Leaver CS","2022","Declared non-disabled","Mixed","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","London","Heterosexual / straight","60","[c]","36710","31060"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Outside London","Heterosexual / straight","70","[c]","32480","27570"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
