"Status","Year","Profession_of_post","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Tax","Southern Scotland","Outside London","Heterosexual / straight","225","205","32800","33370"
"In post","2022","Tax","Southern Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Tax","Southern Scotland","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Tax","Southern Scotland","Outside London","Unknown","120","105","30680","28920"
"In post","2022","Tax","Surrey, East and West Sussex","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Tax","Surrey, East and West Sussex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Surrey, East and West Sussex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Tees Valley and Durham","Outside London","Heterosexual / straight","50","45","35130","28920"
"In post","2022","Tax","Tees Valley and Durham","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Tax","Tees Valley and Durham","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","Tax","Tees Valley and Durham","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Tax","West Central Scotland","Outside London","Heterosexual / straight","470","445","36910","33370"
"In post","2022","Tax","West Central Scotland","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Tax","West Central Scotland","Outside London","Undeclared","50","50","40870","33430"
"In post","2022","Tax","West Central Scotland","Outside London","Unknown","170","160","33550","33080"
"In post","2022","Tax","West Midlands","Outside London","Heterosexual / straight","895","860","36990","33370"
"In post","2022","Tax","West Midlands","Outside London","LGBO","55","55","36920","33370"
"In post","2022","Tax","West Midlands","Outside London","Undeclared","95","90","39110","33430"
"In post","2022","Tax","West Midlands","Outside London","Unknown","395","375","32500","33080"
"In post","2022","Tax","West Wales and The Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tax","West Wales and The Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","West Wales and The Valleys","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Tax","West Yorkshire","Outside London","Heterosexual / straight","940","890","35440","33370"
"In post","2022","Tax","West Yorkshire","Outside London","LGBO","60","60","35180","33080"
"In post","2022","Tax","West Yorkshire","Outside London","Undeclared","115","110","36810","33370"
"In post","2022","Tax","West Yorkshire","Outside London","Unknown","635","605","29260","26820"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","90","85","33460","33040"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","75","75","37650","29250"
"In post","2022","Unknown","Cheshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cheshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cumbria","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","215","210","37100","33080"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Outside London","LGBO","25","20","[c]","[c]"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Outside London","Unknown","135","130","38730","33080"
"In post","2022","Unknown","Devon","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Anglia","Outside London","Heterosexual / straight","65","60","39970","33300"
"In post","2022","Unknown","East Anglia","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","East Anglia","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","East Anglia","Outside London","Unknown","50","50","51550","53640"
"In post","2022","Unknown","East Wales","Outside London","Heterosexual / straight","245","240","31960","26820"
"In post","2022","Unknown","East Wales","Outside London","LGBO","30","30","26130","26580"
"In post","2022","Unknown","East Wales","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","East Wales","Outside London","Unknown","130","130","33960","31210"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","Outside London","Heterosexual / straight","5390","5180","43490","39660"
"In post","2022","Unknown","Eastern Scotland","Outside London","LGBO","525","515","39290","34600"
"In post","2022","Unknown","Eastern Scotland","Outside London","Undeclared","365","355","44020","39660"
"In post","2022","Unknown","Eastern Scotland","Outside London","Unknown","2700","2575","39130","34040"
"In post","2022","Unknown","Essex","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","180","175","40800","33370"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","185","185","53300","49700"
"In post","2022","Unknown","Greater Manchester","Outside London","Heterosexual / straight","530","520","36820","33300"
"In post","2022","Unknown","Greater Manchester","Outside London","LGBO","55","55","34200","33080"
"In post","2022","Unknown","Greater Manchester","Outside London","Undeclared","40","40","37690","33080"
"In post","2022","Unknown","Greater Manchester","Outside London","Unknown","395","385","39480","33080"
"In post","2022","Unknown","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","115","110","53520","43710"
"In post","2022","Unknown","Hampshire and Isle of Wight","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Hampshire and Isle of Wight","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Hampshire and Isle of Wight","Outside London","Unknown","75","75","59030","64500"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Highlands and Islands","Outside London","Heterosexual / straight","355","340","34130","31060"
"In post","2022","Unknown","Highlands and Islands","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Highlands and Islands","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","Highlands and Islands","Outside London","Unknown","350","340","31060","28980"
"In post","2022","Unknown","Inner London - East","London","Heterosexual / straight","965","945","50920","54700"
"In post","2022","Unknown","Inner London - East","London","LGBO","110","110","51710","54700"
"In post","2022","Unknown","Inner London - East","London","Undeclared","120","115","51080","54700"
"In post","2022","Unknown","Inner London - East","London","Unknown","410","395","48710","43430"
"In post","2022","Unknown","Inner London - West","London","Heterosexual / straight","3050","2990","52680","54250"
"In post","2022","Unknown","Inner London - West","London","LGBO","345","340","49060","43810"
"In post","2022","Unknown","Inner London - West","London","Undeclared","420","410","50570","53360"
"In post","2022","Unknown","Inner London - West","London","Unknown","2670","2655","47070","34550"
"In post","2022","Unknown","Kent","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Unknown","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Kent","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Lancashire","Outside London","Heterosexual / straight","110","105","31390","21260"
"In post","2022","Unknown","Lancashire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","Lancashire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Lancashire","Outside London","Unknown","75","70","40630","33370"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","Outside London","Heterosexual / straight","295","290","33850","33080"
"In post","2022","Unknown","Merseyside","Outside London","LGBO","20","15","[c]","[c]"
"In post","2022","Unknown","Merseyside","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Merseyside","Outside London","Unknown","200","195","36090","28000"
"In post","2022","Unknown","North Eastern Scotland","Outside London","Heterosexual / straight","410","390","37850","33070"
"In post","2022","Unknown","North Eastern Scotland","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","Outside London","Undeclared","30","30","37870","36130"
"In post","2022","Unknown","North Eastern Scotland","Outside London","Unknown","215","200","34980","31540"
"In post","2022","Unknown","North Yorkshire","Outside London","Heterosexual / straight","355","340","33160","32000"
"In post","2022","Unknown","North Yorkshire","Outside London","LGBO","30","30","29070","26510"
"In post","2022","Unknown","North Yorkshire","Outside London","Undeclared","35","30","34140","33300"
"In post","2022","Unknown","North Yorkshire","Outside London","Unknown","145","135","32940","26670"
"In post","2022","Unknown","Northern Ireland","Outside London","Heterosexual / straight","90","85","29010","26590"
"In post","2022","Unknown","Northern Ireland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Outside London","Unknown","45","45","32550","27560"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","670","635","30260","26590"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Outside London","LGBO","55","55","31520","27190"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Outside London","Undeclared","45","40","27940","23400"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Outside London","Unknown","310","290","30170","26820"
"In post","2022","Unknown","Outer London - East and North East","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - East and North East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - South","London","Heterosexual / straight","215","210","42330","37930"
"In post","2022","Unknown","Outer London - South","London","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Outer London - South","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Outer London - South","London","Unknown","135","135","44150","37610"
"In post","2022","Unknown","Outer London - West and North West","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","Outer London - West and North West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - West and North West","London","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Overseas","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Unknown","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Shropshire and Staffordshire","Outside London","Heterosexual / straight","50","50","46700","40520"
"In post","2022","Unknown","Shropshire and Staffordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Shropshire and Staffordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Shropshire and Staffordshire","Outside London","Unknown","45","45","54440","52080"
"In post","2022","Unknown","South Yorkshire","Outside London","Heterosexual / straight","65","60","43500","38420"
"In post","2022","Unknown","South Yorkshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","South Yorkshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","South Yorkshire","Outside London","Unknown","50","50","50480","49700"
"In post","2022","Unknown","Southern Scotland","Outside London","Heterosexual / straight","505","470","32710","30040"
"In post","2022","Unknown","Southern Scotland","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Unknown","Southern Scotland","Outside London","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","Southern Scotland","Outside London","Unknown","490","455","30640","27360"
"In post","2022","Unknown","Surrey, East and West Sussex","Outside London","Heterosexual / straight","70","65","39930","38750"
"In post","2022","Unknown","Surrey, East and West Sussex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Surrey, East and West Sussex","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","Surrey, East and West Sussex","Outside London","Unknown","45","45","44520","38750"
"In post","2022","Unknown","Tees Valley and Durham","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","Tees Valley and Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tees Valley and Durham","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Heterosexual / straight","160","160","42040","37300"
"In post","2022","Unknown","Unknown","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","Unknown","305","300","35110","29250"
"In post","2022","Unknown","West Central Scotland","Outside London","Heterosexual / straight","2800","2720","40980","36130"
"In post","2022","Unknown","West Central Scotland","Outside London","LGBO","295","290","35630","31540"
"In post","2022","Unknown","West Central Scotland","Outside London","Undeclared","170","165","41930","39660"
"In post","2022","Unknown","West Central Scotland","Outside London","Unknown","1280","1235","37200","31540"
"In post","2022","Unknown","West Midlands","Outside London","Heterosexual / straight","280","275","35920","33080"
"In post","2022","Unknown","West Midlands","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","West Midlands","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","West Midlands","Outside London","Unknown","255","250","39060","32000"
"In post","2022","Unknown","West Wales and The Valleys","Outside London","Heterosexual / straight","40","40","43070","31210"
"In post","2022","Unknown","West Wales and The Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Wales and The Valleys","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Wales and The Valleys","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","West Yorkshire","Outside London","Heterosexual / straight","340","330","38390","33080"
"In post","2022","Unknown","West Yorkshire","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","West Yorkshire","Outside London","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","West Yorkshire","Outside London","Unknown","370","360","36580","28000"
"In post","2022","Veterinarian","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Cheshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Veterinarian","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Cheshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Veterinarian","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Cornwall and Isles of Scilly","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Veterinarian","Cumbria","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Veterinarian","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Cumbria","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Veterinarian","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Derbyshire and Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Derbyshire and Nottinghamshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Devon","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Veterinarian","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Devon","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Dorset and Somerset","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Veterinarian","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Dorset and Somerset","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Veterinarian","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","East Anglia","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Veterinarian","East Anglia","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","East Anglia","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","East Wales","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Veterinarian","East Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","East Wales","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Eastern Scotland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Veterinarian","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Eastern Scotland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Veterinarian","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Essex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Greater Manchester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Greater Manchester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Greater Manchester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Hampshire and Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Highlands and Islands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Highlands and Islands","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Inner London - West","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Inner London - West","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Veterinarian","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","North Eastern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","North Eastern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","North Yorkshire","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Veterinarian","North Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","North Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Northern Ireland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Northumberland, and Tyne and Wear","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Northumberland, and Tyne and Wear","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Northumberland, and Tyne and Wear","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outer London - East and North East","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outer London - East and North East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outer London - West and North West","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outer London - West and North West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Shropshire and Staffordshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
