"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Home Office","London","SCS level","SCS level","260","255","90170","82930"
"In post","2022","Home Office","London","SEO/HEO","HEO","2495","2420","35560","35070"
"In post","2022","Home Office","London","SEO/HEO","SEO","2320","2270","43000","41970"
"In post","2022","Home Office","London","Unknown","Unknown","35","30","[c]","[c]"
"In post","2022","Home Office","Outside London","AA/AO","AA","495","425","18250","18240"
"In post","2022","Home Office","Outside London","AA/AO","AO","5250","4690","21700","21680"
"In post","2022","Home Office","Outside London","EO","EO","10800","9975","25990","25040"
"In post","2022","Home Office","Outside London","G6/G7","G6","245","240","65400","63490"
"In post","2022","Home Office","Outside London","G6/G7","G7","855","840","53390","52070"
"In post","2022","Home Office","Outside London","SCS level","SCS level","45","45","88760","80000"
"In post","2022","Home Office","Outside London","SEO/HEO","HEO","3310","3180","31450","30830"
"In post","2022","Home Office","Outside London","SEO/HEO","SEO","1700","1655","38480","37460"
"In post","2022","Home Office","Outside London","Unknown","Unknown","25","20","[c]","[c]"
"In post","2022","Home Office","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Home Office","Overseas","EO","EO","105","100","27130","27370"
"In post","2022","Home Office","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","SEO/HEO","HEO","10","10","33840","33900"
"In post","2022","Home Office","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","Unknown","Unknown","165","165","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","G6/G7","G6","20","20","66550","65160"
"In post","2022","Institute for Apprenticeships and Technical Education","London","G6/G7","G7","45","45","54550","53950"
"In post","2022","Institute for Apprenticeships and Technical Education","London","SCS level","SCS level","10","10","94980","85180"
"In post","2022","Institute for Apprenticeships and Technical Education","London","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","London","SEO/HEO","SEO","20","20","40850","40430"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","G6","15","15","62440","61440"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","G7","75","75","50440","49960"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","HEO","15","15","29950","29520"
"In post","2022","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","SEO","55","55","36720","36570"
"In post","2022","Intellectual Property Office","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","London","EO","EO","5","5","[c]","[c]"
"In post","2022","Intellectual Property Office","London","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Intellectual Property Office","London","G6/G7","G7","15","15","61520","60850"
"In post","2022","Intellectual Property Office","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","London","SEO/HEO","HEO","10","10","34250","34570"
"In post","2022","Intellectual Property Office","London","SEO/HEO","SEO","15","15","43270","43710"
"In post","2022","Intellectual Property Office","Outside London","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Intellectual Property Office","Outside London","AA/AO","AO","235","215","21660","21810"
"In post","2022","Intellectual Property Office","Outside London","EO","EO","485","455","26140","24030"
"In post","2022","Intellectual Property Office","Outside London","G6/G7","G6","50","45","68110","67520"
"In post","2022","Intellectual Property Office","Outside London","G6/G7","G7","305","285","60000","60790"
"In post","2022","Intellectual Property Office","Outside London","SCS level","SCS level","20","20","78460","74550"
"In post","2022","Intellectual Property Office","Outside London","SEO/HEO","HEO","195","185","32390","30800"
"In post","2022","Intellectual Property Office","Outside London","SEO/HEO","SEO","365","355","42730","41760"
"In post","2022","Legal Aid Agency","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","London","AA/AO","AO","15","15","24230","24310"
"In post","2022","Legal Aid Agency","London","EO","EO","25","25","29410","30170"
"In post","2022","Legal Aid Agency","London","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","London","G6/G7","G7","30","30","60470","57480"
"In post","2022","Legal Aid Agency","London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","London","SEO/HEO","HEO","20","20","36070","36060"
"In post","2022","Legal Aid Agency","London","SEO/HEO","SEO","50","45","44070","42770"
"In post","2022","Legal Aid Agency","Outside London","AA/AO","AA","20","20","19200","19200"
"In post","2022","Legal Aid Agency","Outside London","AA/AO","AO","395","360","21040","20970"
"In post","2022","Legal Aid Agency","Outside London","EO","EO","305","280","25460","25120"
"In post","2022","Legal Aid Agency","Outside London","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Legal Aid Agency","Outside London","G6/G7","G7","45","45","57370","53650"
"In post","2022","Legal Aid Agency","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Outside London","SEO/HEO","HEO","120","115","31350","30450"
"In post","2022","Legal Aid Agency","Outside London","SEO/HEO","SEO","115","110","39120","39580"
"In post","2022","Legal Aid Agency","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","London","EO","EO","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Outside London","AA/AO","AO","280","265","24820","26840"
"In post","2022","Maritime and Coastguard Agency","Outside London","EO","EO","225","220","28710","26780"
"In post","2022","Maritime and Coastguard Agency","Outside London","G6/G7","G6","25","25","71560","69720"
"In post","2022","Maritime and Coastguard Agency","Outside London","G6/G7","G7","145","140","57730","55030"
"In post","2022","Maritime and Coastguard Agency","Outside London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Outside London","SEO/HEO","HEO","280","270","34350","34990"
"In post","2022","Maritime and Coastguard Agency","Outside London","SEO/HEO","SEO","265","260","45590","42650"
"In post","2022","Maritime and Coastguard Agency","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","AO","20","20","23810","23800"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","London","EO","EO","120","115","27580","27400"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","G6","110","105","67460","66850"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","G7","150","145","54030","53630"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","London","SCS level","SCS level","110","100","87550","84310"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","HEO","120","120","33220","32960"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","SEO","150","150","41390","40860"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","EO","40","40","28090","27520"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","G6","55","55","70500","67110"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","G7","80","80","53580","53830"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","SCS level","10","10","85170","83770"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","HEO","60","60","33730","33090"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","SEO","95","90","41610","41010"
"In post","2022","Met Office","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","London","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Met Office","London","SEO/HEO","HEO","15","15","32350","31260"
"In post","2022","Met Office","London","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Met Office","Outside London","AA/AO","AA","40","40","17560","17900"
"In post","2022","Met Office","Outside London","AA/AO","AO","60","60","21300","21430"
"In post","2022","Met Office","Outside London","EO","EO","210","200","25820","25630"
"In post","2022","Met Office","Outside London","G6/G7","G6","160","150","61290","60490"
"In post","2022","Met Office","Outside London","G6/G7","G7","435","410","48350","47960"
"In post","2022","Met Office","Outside London","SCS level","SCS level","10","10","102690","93080"
"In post","2022","Met Office","Outside London","SEO/HEO","HEO","525","505","33550","32810"
"In post","2022","Met Office","Outside London","SEO/HEO","SEO","660","615","40180","39650"
"In post","2022","Met Office","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Met Office","Overseas","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Met Office","Overseas","SEO/HEO","SEO","15","15","38860","39650"
"In post","2022","Ministry of Defence (excl. agencies)","London","AA/AO","AA","240","235","21890","22050"
"In post","2022","Ministry of Defence (excl. agencies)","London","AA/AO","AO","520","500","26700","25640"
"In post","2022","Ministry of Defence (excl. agencies)","London","EO","EO","525","510","30660","30200"
"In post","2022","Ministry of Defence (excl. agencies)","London","G6/G7","G6","220","215","70010","69800"
"In post","2022","Ministry of Defence (excl. agencies)","London","G6/G7","G7","495","490","59380","58550"
"In post","2022","Ministry of Defence (excl. agencies)","London","SCS level","SCS level","175","170","90290","80720"
"In post","2022","Ministry of Defence (excl. agencies)","London","SEO/HEO","HEO","720","705","37580","37500"
"In post","2022","Ministry of Defence (excl. agencies)","London","SEO/HEO","SEO","935","915","45150","44920"
"In post","2022","Ministry of Defence (excl. agencies)","London","Unknown","Unknown","35","35","31780","33950"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","AA/AO","AA","4635","4465","19810","19810"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","AA/AO","AO","9455","9045","24800","21830"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","EO","EO","6310","6125","28510","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","G6/G7","G6","665","605","73460","68500"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","G6/G7","G7","1460","1415","56930","54540"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","SCS level","SCS level","165","160","90700","85040"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","HEO","6070","5895","34840","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","SEO","3785","3675","42500","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Outside London","Unknown","Unknown","45","40","36210","31470"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","AA/AO","AO","30","30","21750","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","EO","EO","100","100","28200","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","G6/G7","G6","40","35","76390","77370"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","G6/G7","G7","65","65","60510","58340"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","HEO","330","330","39000","38690"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","SEO","105","105","45130","42080"
"In post","2022","Ministry of Defence (excl. agencies)","Overseas","Unknown","Unknown","15","15","43940","27720"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","AA/AO","AO","25","20","22100","21380"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","EO","EO","35","30","27320","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","G6/G7","G6","10","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","HEO","55","55","37400","35390"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","SEO","15","15","43790","43090"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Unknown","Unknown","75","75","28640","27370"
"In post","2022","Ministry of Justice (excl. agencies)","London","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","London","AA/AO","AO","105","105","23940","23720"
"In post","2022","Ministry of Justice (excl. agencies)","London","EO","EO","445","435","28810","28310"
"In post","2022","Ministry of Justice (excl. agencies)","London","G6/G7","G6","245","240","68570","67650"
"In post","2022","Ministry of Justice (excl. agencies)","London","G6/G7","G7","950","925","58720","58060"
"In post","2022","Ministry of Justice (excl. agencies)","London","SCS level","SCS level","140","135","87090","81800"
"In post","2022","Ministry of Justice (excl. agencies)","London","SEO/HEO","HEO","845","825","34920","34260"
"In post","2022","Ministry of Justice (excl. agencies)","London","SEO/HEO","SEO","1010","990","43270","41750"
"In post","2022","Ministry of Justice (excl. agencies)","London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","AA/AO","AA","10","10","19200","19200"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","AA/AO","AO","185","170","21190","20970"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","EO","EO","345","330","25760","25120"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","G6/G7","G6","90","90","65470","63030"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","G6/G7","G7","430","425","55110","54270"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","SCS level","SCS level","20","20","89050","86370"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","HEO","610","595","31450","30450"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","SEO","690","670","39770","40230"
"In post","2022","Ministry of Justice (excl. agencies)","Outside London","Unknown","Unknown","15","15","39670","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","London","AA/AO","AO","90","85","26070","24470"
"In post","2022","National Crime Agency","London","EO","EO","615","605","36250","36200"
"In post","2022","National Crime Agency","London","G6/G7","G6","60","60","74820","74010"
"In post","2022","National Crime Agency","London","G6/G7","G7","130","125","63030","60960"
"In post","2022","National Crime Agency","London","SCS level","SCS level","30","30","104940","95000"
"In post","2022","National Crime Agency","London","SEO/HEO","HEO","440","425","43550","43630"
"In post","2022","National Crime Agency","London","SEO/HEO","SEO","260","255","50150","48900"
"In post","2022","National Crime Agency","Outside London","AA/AO","AO","180","165","23020","21050"
"In post","2022","National Crime Agency","Outside London","EO","EO","1865","1815","33580","33100"
"In post","2022","National Crime Agency","Outside London","G6/G7","G6","25","25","73070","76080"
"In post","2022","National Crime Agency","Outside London","G6/G7","G7","150","145","60020","59230"
"In post","2022","National Crime Agency","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Outside London","SEO/HEO","HEO","1110","1080","40960","40210"
"In post","2022","National Crime Agency","Outside London","SEO/HEO","SEO","420","410","46850","45480"
"In post","2022","National Crime Agency","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Overseas","G6/G7","G7","15","15","79140","76970"
"In post","2022","National Crime Agency","Overseas","SEO/HEO","HEO","30","30","50670","49030"
"In post","2022","National Crime Agency","Overseas","SEO/HEO","SEO","80","80","64460","63110"
"In post","2022","National Crime Agency","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","Unknown","SEO/HEO","HEO","30","30","44880","44310"
"In post","2022","National Crime Agency","Unknown","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","National Infrastructure Commission","London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","London","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","London","G6/G7","G7","20","20","54530","53000"
"In post","2022","National Infrastructure Commission","London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","London","SEO/HEO","HEO","10","10","34530","34710"
"In post","2022","National Infrastructure Commission","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Outside London","AA/AO","AA","115","105","23190","23230"
"In post","2022","National Records of Scotland","Outside London","AA/AO","AO","30","25","25740","25930"
"In post","2022","National Records of Scotland","Outside London","EO","EO","70","70","29200","28990"
"In post","2022","National Records of Scotland","Outside London","G6/G7","G6","25","20","73880","75340"
"In post","2022","National Records of Scotland","Outside London","G6/G7","G7","35","30","58030","57190"
"In post","2022","National Records of Scotland","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Outside London","SEO/HEO","HEO","100","95","35950","36130"
"In post","2022","National Records of Scotland","Outside London","SEO/HEO","SEO","80","75","44720","43660"
"In post","2022","National Savings and Investments","London","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","London","EO","EO","10","10","30390","31210"
"In post","2022","National Savings and Investments","London","G6/G7","G6","10","10","73520","74710"
"In post","2022","National Savings and Investments","London","G6/G7","G7","45","45","54540","54100"
"In post","2022","National Savings and Investments","London","SCS level","SCS level","15","15","108880","104500"
"In post","2022","National Savings and Investments","London","SEO/HEO","HEO","30","25","36570","34640"
"In post","2022","National Savings and Investments","London","SEO/HEO","SEO","25","25","45750","45500"
"In post","2022","National Savings and Investments","Outside London","EO","EO","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Outside London","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Outside London","G6/G7","G7","15","15","53350","52090"
"In post","2022","National Savings and Investments","Outside London","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Outside London","SEO/HEO","SEO","20","20","42070","41310"
"In post","2022","Northern Ireland Office","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","London","EO","EO","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","London","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","London","G6/G7","G7","25","25","55740","54850"
"In post","2022","Northern Ireland Office","London","SCS level","SCS level","10","10","90890","79850"
"In post","2022","Northern Ireland Office","London","SEO/HEO","HEO","10","10","34360","34260"
"In post","2022","Northern Ireland Office","London","SEO/HEO","SEO","20","20","42840","41750"
"In post","2022","Northern Ireland Office","Outside London","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Outside London","EO","EO","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Outside London","G6/G7","G7","20","20","54050","52030"
"In post","2022","Northern Ireland Office","Outside London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Outside London","SEO/HEO","HEO","20","20","30820","30450"
"In post","2022","Northern Ireland Office","Outside London","SEO/HEO","SEO","35","35","38300","36720"
"In post","2022","Office for Budget Responsibility","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","London","G6/G7","G6","10","5","[c]","[c]"
"In post","2022","Office for Budget Responsibility","London","G6/G7","G7","15","15","55460","54690"
"In post","2022","Office for Budget Responsibility","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","London","SEO/HEO","HEO","10","10","36320","35610"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","EO","EO","35","30","28630","28880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","G6/G7","G6","25","20","77110","74280"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","G6/G7","G7","65","60","67930","63650"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","SCS level","SCS level","10","10","112880","104500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","HEO","45","40","35000","35010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","SEO","90","90","46200","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","AO","190","170","21410","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","EO","EO","165","160","25870","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","G6","120","120","82300","85550"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","G7","420","410","70630","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","SCS level","20","20","104760","92490"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","HEO","155","150","31960","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","SEO","480","465","47390","51360"
"In post","2022","Office of Gas and Electricity Markets","London","AA/AO","AO","25","25","21160","19750"
"In post","2022","Office of Gas and Electricity Markets","London","EO","EO","155","155","27950","26750"
"In post","2022","Office of Gas and Electricity Markets","London","G6/G7","G6","65","60","75600","76480"
"In post","2022","Office of Gas and Electricity Markets","London","G6/G7","G7","235","230","57410","56510"
"In post","2022","Office of Gas and Electricity Markets","London","SCS level","SCS level","50","45","99850","91560"
"In post","2022","Office of Gas and Electricity Markets","London","SEO/HEO","HEO","145","140","35280","34850"
"In post","2022","Office of Gas and Electricity Markets","London","SEO/HEO","SEO","75","70","42640","42000"
"In post","2022","Office of Gas and Electricity Markets","Outside London","AA/AO","AO","35","30","19150","18280"
"In post","2022","Office of Gas and Electricity Markets","Outside London","EO","EO","190","190","24520","23700"
"In post","2022","Office of Gas and Electricity Markets","Outside London","G6/G7","G6","30","30","71110","69600"
"In post","2022","Office of Gas and Electricity Markets","Outside London","G6/G7","G7","145","145","52320","50180"
"In post","2022","Office of Gas and Electricity Markets","Outside London","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Outside London","SEO/HEO","HEO","130","130","32050","31620"
"In post","2022","Office of Gas and Electricity Markets","Outside London","SEO/HEO","SEO","65","65","38740","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","EO","EO","25","25","23790","23250"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","G6","25","25","65090","63950"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","G7","80","80","49030","47880"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","SCS level","SCS level","20","20","95740","85720"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","HEO","65","60","32430","31620"
"In post","2022","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","SEO","70","65","39360","38000"
"In post","2022","Office of Rail and Road","London","AA/AO","AO","15","15","24090","23510"
"In post","2022","Office of Rail and Road","London","EO","EO","20","20","31230","29920"
"In post","2022","Office of Rail and Road","London","G6/G7","G6","25","25","74650","74070"
"In post","2022","Office of Rail and Road","London","G6/G7","G7","80","75","61010","60650"
"In post","2022","Office of Rail and Road","London","SCS level","SCS level","15","15","109000","95620"
"In post","2022","Office of Rail and Road","London","SEO/HEO","HEO","25","25","35920","34650"
"In post","2022","Office of Rail and Road","London","SEO/HEO","SEO","35","35","45130","43510"
"In post","2022","Office of Rail and Road","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Outside London","EO","EO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Outside London","G6/G7","G6","10","10","70440","70040"
"In post","2022","Office of Rail and Road","Outside London","G6/G7","G7","75","75","56780","56000"
"In post","2022","Office of Rail and Road","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Outside London","SEO/HEO","HEO","15","15","31580","30930"
"In post","2022","Office of Rail and Road","Outside London","SEO/HEO","SEO","25","25","41540","40800"
"In post","2022","Office of the Public Guardian","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Outside London","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Office of the Public Guardian","Outside London","AA/AO","AO","860","770","21010","20970"
"In post","2022","Office of the Public Guardian","Outside London","EO","EO","380","360","25180","25120"
"In post","2022","Office of the Public Guardian","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Outside London","G6/G7","G7","15","15","50870","50430"
"In post","2022","Office of the Public Guardian","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Outside London","SEO/HEO","HEO","115","110","30610","30450"
"In post","2022","Office of the Public Guardian","Outside London","SEO/HEO","SEO","45","45","37090","36050"
