"Status","Year","Disability","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Digital, Data and Technology","375","365","41710","39040"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Knowledge and Information Management","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Project Delivery","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Science and Engineering","60","55","41060","39650"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Digital, Data & Technology","Unknown","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Commercial","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Finance","150","145","40480","37370"
"In post","2022","Declared non-disabled","Undeclared","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Operational Delivery","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Security","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Grants Management","Operational Delivery","50","50","26640","26030"
"In post","2022","Declared non-disabled","Undeclared","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Human Resources","85","80","36980","33410"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Operational Delivery","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Human Resources","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Internal Audit","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Internal Audit","Internal Audit","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Legal","115","110","55690","55610"
"In post","2022","Declared non-disabled","Undeclared","Legal","Operational Delivery","30","30","26440","27160"
"In post","2022","Declared non-disabled","Undeclared","Legal","Other","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Tax","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Legal","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Commercial","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Economics","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Knowledge and Information Management","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Legal","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Operational Delivery","3645","3255","28270","27570"
"In post","2022","Declared non-disabled","Undeclared","No function","Operational Research","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Other","145","130","28740","27570"
"In post","2022","Declared non-disabled","Undeclared","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Policy","325","315","47490","43220"
"In post","2022","Declared non-disabled","Undeclared","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Psychology","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Science and Engineering","285","280","42750","40920"
"In post","2022","Declared non-disabled","Undeclared","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","No function","Tax","100","95","41110","37610"
"In post","2022","Declared non-disabled","Undeclared","No function","Unknown","60","60","44980","40180"
"In post","2022","Declared non-disabled","Undeclared","No function","Veterinarian","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Commercial","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Operational Delivery","50","50","39220","36500"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Other","70","65","33410","31840"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Policy","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Project Delivery","240","230","43500","40580"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Science and Engineering","85","80","40270","39950"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Tax","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Operational Delivery","45","40","32840","31330"
"In post","2022","Declared non-disabled","Undeclared","Property","Other","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Property","270","250","37900","34000"
"In post","2022","Declared non-disabled","Undeclared","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Intelligence Analysis","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Security","Security","125","125","34200","33300"
"In post","2022","Declared non-disabled","Undeclared","Security","Unknown","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Communications","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Digital, Data and Technology","45","45","49030","45170"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Finance","55","55","38710","37450"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Human Resources","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Intelligence Analysis","40","35","29460","28650"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Medicine","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Operational Delivery","685","625","29890","27370"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Other","210","200","28850","26340"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Policy","125","120","49190","47470"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Project Delivery","45","45","46740","42140"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Science and Engineering","60","60","35280","33300"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Security","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Statistics","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Unknown","145","140","41880","36900"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Economics","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Intelligence Analysis","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Operational Delivery","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Operational Research","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Other","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Policy","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Science and Engineering","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Social Research","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Statistics","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Commercial","60","60","39040","38920"
"In post","2022","Declared non-disabled","Unknown","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Operational Delivery","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Commercial","Unknown","30","30","104630","94940"
"In post","2022","Declared non-disabled","Unknown","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Communications","60","60","39690","37060"
"In post","2022","Declared non-disabled","Unknown","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Operational Delivery","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Tax","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Communications","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Counter Fraud","190","175","31530","29410"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Legal","35","35","37600","36110"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Operational Delivery","40","40","34630","30880"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Tax","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Debt","Operational Delivery","50","40","25150","25580"
"In post","2022","Declared non-disabled","Unknown","Debt","Other","55","45","22340","21260"
"In post","2022","Declared non-disabled","Unknown","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Digital, Data and Technology","345","335","38850","35310"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Operational Delivery","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Policy","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Science and Engineering","60","50","39080","39650"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Finance","Commercial","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
