"Status","Year","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Female","730","[c]","34590","31060"
"Leaver Dept.","2022","Declared disabled","No function","Male","445","[c]","34970","28590"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Female","40","[c]","35990","33930"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Male","40","[c]","36380","34340"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Female","150","[c]","35990","30450"
"Leaver Dept.","2022","Declared disabled","Unknown","Male","120","[c]","35220","30820"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Female","125","[c]","42490","39440"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Male","140","[c]","44370","39980"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Female","110","[c]","40700","37580"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Male","90","[c]","45630","40960"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Female","155","[c]","41090","37060"
"Leaver Dept.","2022","Declared non-disabled","Communications","Male","95","[c]","43840","37290"
"Leaver Dept.","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Female","55","[c]","31230","27570"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Male","45","[c]","32990","28470"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Female","200","[c]","41880","36940"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Male","245","[c]","42610","38000"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Female","170","[c]","41230","36330"
"Leaver Dept.","2022","Declared non-disabled","Finance","Male","155","[c]","42760","39960"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Female","35","[c]","24630","21300"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Female","355","[c]","37860","32330"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Male","145","[c]","36870","32000"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Female","85","[c]","44620","41060"
"Leaver Dept.","2022","Declared non-disabled","Legal","Male","45","[c]","44150","31560"
"Leaver Dept.","2022","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","No function","Female","5805","[c]","36810","31990"
"Leaver Dept.","2022","Declared non-disabled","No function","Male","3330","[c]","39130","32330"
"Leaver Dept.","2022","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Female","220","[c]","39860","36780"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Male","255","[c]","39910","35430"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Female","45","[c]","33220","29500"
"Leaver Dept.","2022","Declared non-disabled","Property","Male","55","[c]","47370","40600"
"Leaver Dept.","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Female","45","[c]","41130","36220"
"Leaver Dept.","2022","Declared non-disabled","Security","Male","55","[c]","36240","33470"
"Leaver Dept.","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Female","1215","[c]","35060","28810"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Male","1070","[c]","36720","30830"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","No function","Female","295","[c]","34200","29290"
"Leaver Dept.","2022","Undeclared","No function","Male","230","[c]","35420","31060"
"Leaver Dept.","2022","Undeclared","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Female","55","[c]","33990","30820"
"Leaver Dept.","2022","Undeclared","Unknown","Male","60","[c]","34100","30470"
"Leaver Dept.","2022","Unknown","Analysis","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Analysis","Male","120","[c]","37820","35580"
"Leaver Dept.","2022","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Female","125","[c]","46330","42140"
"Leaver Dept.","2022","Unknown","Commercial","Male","100","[c]","51880","53620"
"Leaver Dept.","2022","Unknown","Communications","Female","110","[c]","44350","39180"
"Leaver Dept.","2022","Unknown","Communications","Male","85","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Female","105","[c]","40860","37040"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Male","140","[c]","43040","39630"
"Leaver Dept.","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Female","115","[c]","38250","36330"
"Leaver Dept.","2022","Unknown","Finance","Male","95","[c]","43560","40210"
"Leaver Dept.","2022","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Female","110","[c]","38170","32000"
"Leaver Dept.","2022","Unknown","Human Resources","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Female","50","[c]","42190","30720"
"Leaver Dept.","2022","Unknown","Legal","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","No function","Female","2370","[c]","41270","34530"
"Leaver Dept.","2022","Unknown","No function","Male","1575","[c]","44460","35710"
"Leaver Dept.","2022","Unknown","Project Delivery","Female","30","[c]","44310","42100"
"Leaver Dept.","2022","Unknown","Project Delivery","Male","55","[c]","43570","39470"
"Leaver Dept.","2022","Unknown","Property","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","575","[c]","35190","29420"
"Leaver Dept.","2022","Unknown","Unknown","Male","490","[c]","35240","31060"
"New entrant CS","2022","Declared disabled","Analysis","Female","60","[c]","30810","30710"
"New entrant CS","2022","Declared disabled","Analysis","Male","55","[c]","30140","30710"
"New entrant CS","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Female","35","[c]","32110","28310"
"New entrant CS","2022","Declared disabled","Commercial","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Female","35","[c]","30740","27930"
"New entrant CS","2022","Declared disabled","Communications","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","Female","70","[c]","27350","26590"
"New entrant CS","2022","Declared disabled","Counter Fraud","Male","65","[c]","26550","25210"
"New entrant CS","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Female","45","[c]","21460","21260"
"New entrant CS","2022","Declared disabled","Debt","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Female","95","[c]","36130","34410"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Male","110","[c]","36540","33080"
"New entrant CS","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Female","35","[c]","33500","32790"
"New entrant CS","2022","Declared disabled","Finance","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Human Resources","Female","80","[c]","31870","28000"
"New entrant CS","2022","Declared disabled","Human Resources","Male","40","[c]","30510","27570"
"New entrant CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Legal","Female","85","[c]","34740","27230"
"New entrant CS","2022","Declared disabled","Legal","Male","30","[c]","36290","37800"
"New entrant CS","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","No function","Female","2270","[c]","28300","27040"
"New entrant CS","2022","Declared disabled","No function","Male","1270","[c]","28090","26590"
"New entrant CS","2022","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Female","65","[c]","32670","31060"
"New entrant CS","2022","Declared disabled","Project Delivery","Male","70","[c]","33000","28680"
"New entrant CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Female","280","[c]","28790","27230"
"New entrant CS","2022","Declared disabled","Unknown","Male","210","[c]","30240","27230"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Analysis","Female","445","[c]","32570","30710"
"New entrant CS","2022","Declared non-disabled","Analysis","Male","495","[c]","34430","31000"
"New entrant CS","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Commercial","Female","230","[c]","33470","31520"
"New entrant CS","2022","Declared non-disabled","Commercial","Male","170","[c]","35010","33000"
"New entrant CS","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Communications","Female","420","[c]","31320","26590"
"New entrant CS","2022","Declared non-disabled","Communications","Male","330","[c]","30400","26590"
"New entrant CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Female","550","[c]","26350","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Male","495","[c]","27660","26590"
"New entrant CS","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Debt","Female","370","[c]","21640","21250"
"New entrant CS","2022","Declared non-disabled","Debt","Male","240","[c]","21630","21250"
"New entrant CS","2022","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Female","620","[c]","35970","33210"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Male","1045","[c]","38820","35900"
"New entrant CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Finance","Female","305","[c]","33340","30400"
"New entrant CS","2022","Declared non-disabled","Finance","Male","255","[c]","34230","31990"
"New entrant CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Grants Management","Female","280","[c]","21510","21300"
"New entrant CS","2022","Declared non-disabled","Grants Management","Male","220","[c]","21900","21300"
"New entrant CS","2022","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Human Resources","Female","570","[c]","32290","28000"
"New entrant CS","2022","Declared non-disabled","Human Resources","Male","205","[c]","33940","29920"
"New entrant CS","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Legal","Female","610","[c]","36360","30130"
"New entrant CS","2022","Declared non-disabled","Legal","Male","290","[c]","39570","38550"
"New entrant CS","2022","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Female","13990","[c]","27840","25480"
"New entrant CS","2022","Declared non-disabled","No function","Male","9355","[c]","28580","26590"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Female","550","[c]","33380","29230"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Male","690","[c]","37410","33120"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Female","235","[c]","31240","26030"
"New entrant CS","2022","Declared non-disabled","Property","Male","270","[c]","35640","33000"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Female","120","[c]","28970","26350"
"New entrant CS","2022","Declared non-disabled","Security","Male","260","[c]","30150","26350"
"New entrant CS","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Female","1875","[c]","30770","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","Male","1385","[c]","31660","27230"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Analysis","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Debt","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data & Technology","Male","65","[c]","36850","34540"
"New entrant CS","2022","Undeclared","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","No function","Female","715","[c]","28290","27570"
"New entrant CS","2022","Undeclared","No function","Male","515","[c]","29390","27570"
"New entrant CS","2022","Undeclared","Project Delivery","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Male","35","[c]","36280","34000"
"New entrant CS","2022","Undeclared","Property","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Female","85","[c]","29880","27230"
"New entrant CS","2022","Undeclared","Unknown","Male","80","[c]","30790","27570"
"New entrant CS","2022","Unknown","Analysis","Female","185","[c]","34410","30710"
"New entrant CS","2022","Unknown","Analysis","Male","195","[c]","35250","30850"
"New entrant CS","2022","Unknown","Commercial","Female","270","[c]","47150","37300"
"New entrant CS","2022","Unknown","Commercial","Male","255","[c]","55820","54420"
"New entrant CS","2022","Unknown","Communications","Female","340","[c]","31600","27270"
"New entrant CS","2022","Unknown","Communications","Male","325","[c]","29410","26590"
"New entrant CS","2022","Unknown","Counter Fraud","Female","195","[c]","27400","26590"
"New entrant CS","2022","Unknown","Counter Fraud","Male","175","[c]","28450","26590"
"New entrant CS","2022","Unknown","Debt","Female","180","[c]","21430","21250"
"New entrant CS","2022","Unknown","Debt","Male","135","[c]","22020","21250"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Female","370","[c]","37270","33840"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Male","570","[c]","37680","33840"
"New entrant CS","2022","Unknown","Finance","Female","290","[c]","34420","31210"
"New entrant CS","2022","Unknown","Finance","Male","230","[c]","34050","29360"
"New entrant CS","2022","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Female","265","[c]","31640","27530"
"New entrant CS","2022","Unknown","Human Resources","Male","150","[c]","35210","29360"
"New entrant CS","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Female","155","[c]","34000","26950"
"New entrant CS","2022","Unknown","Legal","Male","55","[c]","35280","31160"
"New entrant CS","2022","Unknown","No function","Female","8175","[c]","27530","24800"
"New entrant CS","2022","Unknown","No function","Male","5610","[c]","28410","26130"
"New entrant CS","2022","Unknown","Project Delivery","Female","215","[c]","34390","33000"
"New entrant CS","2022","Unknown","Project Delivery","Male","350","[c]","34990","33000"
"New entrant CS","2022","Unknown","Property","Female","245","[c]","28740","25000"
"New entrant CS","2022","Unknown","Property","Male","275","[c]","33510","26350"
"New entrant CS","2022","Unknown","Security","Female","90","[c]","28020","25540"
"New entrant CS","2022","Unknown","Security","Male","345","[c]","28110","25000"
"New entrant CS","2022","Unknown","Unknown","Female","3010","[c]","29530","27230"
"New entrant CS","2022","Unknown","Unknown","Male","2715","[c]","30340","27230"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
