"Status","Year","Ethnicity","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Asian","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G7","Female","Heterosexual / straight","60","[c]","55800","54620"
"Leaver CS","2022","Asian","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G7","Male","Heterosexual / straight","70","[c]","56660","53970"
"Leaver CS","2022","Asian","G7","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HEO","Female","Heterosexual / straight","115","[c]","33210","33090"
"Leaver CS","2022","Asian","HEO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HEO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HEO","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HEO","Male","Heterosexual / straight","100","[c]","33930","33720"
"Leaver CS","2022","Asian","HEO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HEO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HEO","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO","Female","Heterosexual / straight","95","[c]","41250","40940"
"Leaver CS","2022","Asian","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO","Male","Heterosexual / straight","95","[c]","40300","40070"
"Leaver CS","2022","Asian","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Female","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","Female","Heterosexual / straight","165","[c]","22780","22680"
"Leaver CS","2022","Black","AO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","Female","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","Male","Heterosexual / straight","125","[c]","22780","22740"
"Leaver CS","2022","Black","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Female","Heterosexual / straight","280","[c]","29230","29500"
"Leaver CS","2022","Black","EO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Male","Heterosexual / straight","130","[c]","28970","28670"
"Leaver CS","2022","Black","EO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","Female","Heterosexual / straight","40","[c]","55520","53790"
"Leaver CS","2022","Black","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","Male","Heterosexual / straight","40","[c]","55750","53830"
"Leaver CS","2022","Black","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HEO","Female","Heterosexual / straight","95","[c]","33810","33370"
"Leaver CS","2022","Black","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HEO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","HEO","Male","Heterosexual / straight","45","[c]","32480","32330"
"Leaver CS","2022","Black","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HEO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","Female","Heterosexual / straight","70","[c]","42400","41750"
"Leaver CS","2022","Black","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","Male","Heterosexual / straight","50","[c]","42230","40450"
"Leaver CS","2022","Black","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Female","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","Female","Heterosexual / straight","105","[c]","21750","21260"
"Leaver CS","2022","Mixed","AO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","Male","Heterosexual / straight","75","[c]","22020","21260"
"Leaver CS","2022","Mixed","AO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Female","Heterosexual / straight","125","[c]","27690","27570"
"Leaver CS","2022","Mixed","EO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Male","Heterosexual / straight","75","[c]","28470","27570"
"Leaver CS","2022","Mixed","EO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Female","Heterosexual / straight","45","[c]","34150","34020"
"Leaver CS","2022","Mixed","HEO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Female","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AA","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","EO","Female","Heterosexual / straight","35","[c]","29460","30690"
"Leaver CS","2022","Other ethnicity","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","EO","Female","Undeclared","5","[c]","[c]","[c]"
