"Status","Year","Age","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","50-59","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","G6/G7","20","[c]","58940","58990"
"Leaver Dept.","2022","50-59","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","SEO/HEO","30","[c]","35690","33350"
"Leaver Dept.","2022","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","AA/AO","15","[c]","21810","22030"
"Leaver Dept.","2022","60-64","London","EO","35","[c]","28550","27920"
"Leaver Dept.","2022","60-64","London","G6/G7","75","[c]","62880","62290"
"Leaver Dept.","2022","60-64","London","SCS level","30","[c]","125770","114980"
"Leaver Dept.","2022","60-64","London","SEO/HEO","70","[c]","37770","36330"
"Leaver Dept.","2022","60-64","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Outside London","AA/AO","75","[c]","21240","21260"
"Leaver Dept.","2022","60-64","Outside London","EO","70","[c]","26180","26240"
"Leaver Dept.","2022","60-64","Outside London","G6/G7","95","[c]","61000","57970"
"Leaver Dept.","2022","60-64","Outside London","SCS level","40","[c]","116930","117420"
"Leaver Dept.","2022","60-64","Outside London","SEO/HEO","110","[c]","36880","36510"
"Leaver Dept.","2022","60-64","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","AA/AO","15","[c]","21420","22030"
"Leaver Dept.","2022","65+","London","EO","15","[c]","28650","27920"
"Leaver Dept.","2022","65+","London","G6/G7","25","[c]","61840","58770"
"Leaver Dept.","2022","65+","London","SCS level","20","[c]","120930","114000"
"Leaver Dept.","2022","65+","London","SEO/HEO","25","[c]","38210","39110"
"Leaver Dept.","2022","65+","Outside London","AA/AO","30","[c]","21120","21110"
"Leaver Dept.","2022","65+","Outside London","EO","20","[c]","27490","27730"
"Leaver Dept.","2022","65+","Outside London","G6/G7","30","[c]","60820","58810"
"Leaver Dept.","2022","65+","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Outside London","SEO/HEO","35","[c]","34970","33980"
"Leaver Dept.","2022","65+","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","AA/AO","65","[c]","24220","24250"
"New entrant CS","2022","16-19","London","EO","55","[c]","26390","27230"
"New entrant CS","2022","16-19","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","AA/AO","695","[c]","21240","21250"
"New entrant CS","2022","16-19","Outside London","EO","155","[c]","22310","23880"
"New entrant CS","2022","16-19","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Outside London","Unknown","15","[c]","17880","17140"
"New entrant CS","2022","16-19","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","20","[c]","16250","16190"
"New entrant CS","2022","20-29","London","AA/AO","1170","[c]","24920","24470"
"New entrant CS","2022","20-29","London","EO","2335","[c]","28480","28310"
"New entrant CS","2022","20-29","London","G6/G7","325","[c]","55110","54110"
"New entrant CS","2022","20-29","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","London","SEO/HEO","2940","[c]","34380","33570"
"New entrant CS","2022","20-29","London","Unknown","230","[c]","27490","27060"
"New entrant CS","2022","20-29","Outside London","AA/AO","10415","[c]","21760","21260"
"New entrant CS","2022","20-29","Outside London","EO","5055","[c]","26160","26590"
"New entrant CS","2022","20-29","Outside London","G6/G7","175","[c]","52630","49980"
"New entrant CS","2022","20-29","Outside London","SEO/HEO","3200","[c]","32430","31540"
"New entrant CS","2022","20-29","Outside London","Unknown","1775","[c]","23590","23170"
"New entrant CS","2022","20-29","Overseas","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","AA/AO","50","[c]","20700","20970"
"New entrant CS","2022","20-29","Unknown","EO","55","[c]","27840","27570"
"New entrant CS","2022","20-29","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","SEO/HEO","100","[c]","30180","28000"
"New entrant CS","2022","20-29","Unknown","Unknown","145","[c]","20680","16190"
"New entrant CS","2022","30-39","London","AA/AO","310","[c]","26340","25170"
"New entrant CS","2022","30-39","London","EO","665","[c]","29550","30750"
"New entrant CS","2022","30-39","London","G6/G7","700","[c]","58040","54870"
"New entrant CS","2022","30-39","London","SCS level","45","[c]","84270","80000"
"New entrant CS","2022","30-39","London","SEO/HEO","1180","[c]","37700","37610"
"New entrant CS","2022","30-39","London","Unknown","215","[c]","31950","28690"
"New entrant CS","2022","30-39","Outside London","AA/AO","4890","[c]","22020","21260"
"New entrant CS","2022","30-39","Outside London","EO","3210","[c]","26720","27130"
"New entrant CS","2022","30-39","Outside London","G6/G7","890","[c]","54030","51000"
"New entrant CS","2022","30-39","Outside London","SCS level","35","[c]","85090","84560"
"New entrant CS","2022","30-39","Outside London","SEO/HEO","3065","[c]","35030","33080"
"New entrant CS","2022","30-39","Outside London","Unknown","1655","[c]","26720","24800"
"New entrant CS","2022","30-39","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","SEO/HEO","15","[c]","37700","36960"
"New entrant CS","2022","30-39","Unknown","AA/AO","30","[c]","21620","21260"
"New entrant CS","2022","30-39","Unknown","EO","25","[c]","27830","27570"
"New entrant CS","2022","30-39","Unknown","G6/G7","15","[c]","55910","54700"
"New entrant CS","2022","30-39","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","SEO/HEO","45","[c]","33820","33480"
"New entrant CS","2022","30-39","Unknown","Unknown","80","[c]","22670","16190"
"New entrant CS","2022","40-49","London","AA/AO","185","[c]","25740","25110"
"New entrant CS","2022","40-49","London","EO","360","[c]","29490","30720"
"New entrant CS","2022","40-49","London","G6/G7","460","[c]","59580","57430"
"New entrant CS","2022","40-49","London","SCS level","80","[c]","97140","93000"
"New entrant CS","2022","40-49","London","SEO/HEO","525","[c]","38410","37910"
"New entrant CS","2022","40-49","London","Unknown","240","[c]","37310","36580"
"New entrant CS","2022","40-49","Outside London","AA/AO","2930","[c]","21870","21260"
"New entrant CS","2022","40-49","Outside London","EO","1950","[c]","26840","27230"
"New entrant CS","2022","40-49","Outside London","G6/G7","950","[c]","56510","53480"
"New entrant CS","2022","40-49","Outside London","SCS level","75","[c]","93420","81340"
"New entrant CS","2022","40-49","Outside London","SEO/HEO","1940","[c]","35920","35000"
"New entrant CS","2022","40-49","Outside London","Unknown","1600","[c]","30730","28200"
"New entrant CS","2022","40-49","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","SEO/HEO","10","[c]","37800","39030"
"New entrant CS","2022","40-49","Unknown","AA/AO","25","[c]","21430","21300"
"New entrant CS","2022","40-49","Unknown","EO","15","[c]","27370","27570"
"New entrant CS","2022","40-49","Unknown","G6/G7","15","[c]","58370","54700"
"New entrant CS","2022","40-49","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","65","[c]","30190","27810"
"New entrant CS","2022","50-59","London","AA/AO","140","[c]","25020","24080"
"New entrant CS","2022","50-59","London","EO","310","[c]","29920","30270"
"New entrant CS","2022","50-59","London","G6/G7","250","[c]","60730","58320"
"New entrant CS","2022","50-59","London","SCS level","60","[c]","115630","109880"
"New entrant CS","2022","50-59","London","SEO/HEO","300","[c]","39330","39960"
"New entrant CS","2022","50-59","London","Unknown","245","[c]","36640","33700"
"New entrant CS","2022","50-59","Outside London","AA/AO","2495","[c]","21560","21260"
"New entrant CS","2022","50-59","Outside London","EO","1660","[c]","27600","27570"
"New entrant CS","2022","50-59","Outside London","G6/G7","610","[c]","57320","53830"
"New entrant CS","2022","50-59","Outside London","SCS level","45","[c]","97420","88750"
"New entrant CS","2022","50-59","Outside London","SEO/HEO","1220","[c]","36300","35900"
"New entrant CS","2022","50-59","Outside London","Unknown","1830","[c]","30200","28200"
"New entrant CS","2022","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","AA/AO","15","[c]","20920","21260"
"New entrant CS","2022","50-59","Unknown","EO","20","[c]","28770","28430"
"New entrant CS","2022","50-59","Unknown","G6/G7","10","[c]","65820","64500"
"New entrant CS","2022","50-59","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","SEO/HEO","15","[c]","34550","33780"
"New entrant CS","2022","50-59","Unknown","Unknown","60","[c]","31670","28500"
"New entrant CS","2022","60-64","London","AA/AO","25","[c]","24530","25110"
"New entrant CS","2022","60-64","London","EO","45","[c]","29850","30750"
"New entrant CS","2022","60-64","London","G6/G7","35","[c]","63510","59290"
"New entrant CS","2022","60-64","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","London","SEO/HEO","60","[c]","38290","37610"
"New entrant CS","2022","60-64","London","Unknown","110","[c]","36910","35310"
"New entrant CS","2022","60-64","Outside London","AA/AO","560","[c]","21140","21260"
"New entrant CS","2022","60-64","Outside London","EO","245","[c]","27920","27570"
"New entrant CS","2022","60-64","Outside London","G6/G7","80","[c]","57250","54480"
"New entrant CS","2022","60-64","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Outside London","SEO/HEO","170","[c]","35810","35000"
"New entrant CS","2022","60-64","Outside London","Unknown","650","[c]","29190","28200"
"New entrant CS","2022","60-64","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","20","[c]","27040","22510"
"New entrant CS","2022","65+","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","SEO/HEO","10","[c]","40060","39960"
"New entrant CS","2022","65+","London","Unknown","50","[c]","39180","36580"
"New entrant CS","2022","65+","Outside London","AA/AO","110","[c]","21330","21260"
"New entrant CS","2022","65+","Outside London","EO","55","[c]","27370","26580"
"New entrant CS","2022","65+","Outside London","G6/G7","25","[c]","61940","60220"
"New entrant CS","2022","65+","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Outside London","SEO/HEO","40","[c]","35700","34490"
"New entrant CS","2022","65+","Outside London","Unknown","250","[c]","29890","28200"
"New entrant CS","2022","65+","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
