"Status","Year","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Counter Fraud","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Heterosexual / straight","50","[c]","32260","27570"
"Leaver Dept.","2022","Counter Fraud","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Heterosexual / straight","205","[c]","41020","36780"
"Leaver Dept.","2022","Digital, Data & Technology","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Unknown","45","[c]","41480","37270"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Heterosexual / straight","235","[c]","43390","38660"
"Leaver Dept.","2022","Digital, Data & Technology","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Undeclared","90","[c]","43810","38610"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Unknown","90","[c]","41550","38950"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Heterosexual / straight","190","[c]","39630","35310"
"Leaver Dept.","2022","Finance","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Undeclared","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Heterosexual / straight","165","[c]","42190","39000"
"Leaver Dept.","2022","Finance","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Undeclared","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Unknown","40","[c]","45320","40960"
"Leaver Dept.","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Heterosexual / straight","420","[c]","38660","32980"
"Leaver Dept.","2022","Human Resources","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","Unknown","55","[c]","38390","32000"
"Leaver Dept.","2022","Human Resources","Male","Heterosexual / straight","140","[c]","36210","32000"
"Leaver Dept.","2022","Human Resources","Male","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Heterosexual / straight","100","[c]","42520","31440"
"Leaver Dept.","2022","Legal","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","Unknown","40","[c]","48970","52650"
"Leaver Dept.","2022","Legal","Male","Heterosexual / straight","40","[c]","44010","30930"
"Leaver Dept.","2022","Legal","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Heterosexual / straight","6100","[c]","36920","31990"
"Leaver Dept.","2022","No function","Female","LGBO","425","[c]","35550","31060"
"Leaver Dept.","2022","No function","Female","Undeclared","955","[c]","39340","34260"
"Leaver Dept.","2022","No function","Female","Unknown","1725","[c]","39880","32000"
"Leaver Dept.","2022","No function","Male","Heterosexual / straight","3335","[c]","39380","32330"
"Leaver Dept.","2022","No function","Male","LGBO","450","[c]","38670","32780"
"Leaver Dept.","2022","No function","Male","Undeclared","615","[c]","41760","34590"
"Leaver Dept.","2022","No function","Male","Unknown","1175","[c]","42030","33250"
"Leaver Dept.","2022","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Heterosexual / straight","235","[c]","39140","36250"
"Leaver Dept.","2022","Project Delivery","Female","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Unknown","40","[c]","43520","40460"
"Leaver Dept.","2022","Project Delivery","Male","Heterosexual / straight","265","[c]","40040","36650"
"Leaver Dept.","2022","Project Delivery","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Undeclared","35","[c]","40230","38600"
"Leaver Dept.","2022","Project Delivery","Male","Unknown","50","[c]","43960","39470"
"Leaver Dept.","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Heterosexual / straight","50","[c]","34350","32120"
"Leaver Dept.","2022","Property","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Heterosexual / straight","55","[c]","46490","40020"
"Leaver Dept.","2022","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Heterosexual / straight","50","[c]","40220","34550"
"Leaver Dept.","2022","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Heterosexual / straight","55","[c]","36510","33300"
"Leaver Dept.","2022","Security","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Heterosexual / straight","770","[c]","34580","28670"
"Leaver Dept.","2022","Unknown","Female","LGBO","50","[c]","36810","31990"
"Leaver Dept.","2022","Unknown","Female","Undeclared","120","[c]","37450","32390"
"Leaver Dept.","2022","Unknown","Female","Unknown","1055","[c]","36070","30750"
"Leaver Dept.","2022","Unknown","Male","Heterosexual / straight","645","[c]","36220","30330"
"Leaver Dept.","2022","Unknown","Male","LGBO","55","[c]","35580","31770"
"Leaver Dept.","2022","Unknown","Male","Undeclared","105","[c]","36030","31100"
"Leaver Dept.","2022","Unknown","Male","Unknown","935","[c]","37060","34290"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","Heterosexual / straight","435","[c]","33330","30710"
"New entrant CS","2022","Analysis","Female","LGBO","75","[c]","31560","30710"
"New entrant CS","2022","Analysis","Female","Undeclared","80","[c]","35440","30710"
"New entrant CS","2022","Analysis","Female","Unknown","125","[c]","31540","29750"
"New entrant CS","2022","Analysis","Male","Heterosexual / straight","490","[c]","34930","31800"
"New entrant CS","2022","Analysis","Male","LGBO","70","[c]","32230","31800"
"New entrant CS","2022","Analysis","Male","Undeclared","60","[c]","33810","31490"
"New entrant CS","2022","Analysis","Male","Unknown","150","[c]","33930","29860"
"New entrant CS","2022","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Heterosexual / straight","290","[c]","34120","31680"
"New entrant CS","2022","Commercial","Female","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","Undeclared","55","[c]","35100","35900"
"New entrant CS","2022","Commercial","Female","Unknown","170","[c]","51350","49280"
"New entrant CS","2022","Commercial","Male","Heterosexual / straight","205","[c]","34900","33000"
"New entrant CS","2022","Commercial","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Undeclared","45","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","Unknown","180","[c]","61310","65000"
"New entrant CS","2022","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","Heterosexual / straight","435","[c]","32120","27270"
"New entrant CS","2022","Communications","Female","LGBO","55","[c]","30770","27270"
"New entrant CS","2022","Communications","Female","Undeclared","80","[c]","33910","27270"
"New entrant CS","2022","Communications","Female","Unknown","250","[c]","29980","26590"
"New entrant CS","2022","Communications","Male","Heterosexual / straight","330","[c]","30040","26590"
"New entrant CS","2022","Communications","Male","LGBO","45","[c]","31530","31000"
"New entrant CS","2022","Communications","Male","Undeclared","60","[c]","34170","27500"
"New entrant CS","2022","Communications","Male","Unknown","260","[c]","28820","26590"
"New entrant CS","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Heterosexual / straight","565","[c]","26400","26590"
"New entrant CS","2022","Counter Fraud","Female","LGBO","50","[c]","26600","26590"
"New entrant CS","2022","Counter Fraud","Female","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","Unknown","195","[c]","27590","26590"
"New entrant CS","2022","Counter Fraud","Male","Heterosexual / straight","520","[c]","27620","26590"
"New entrant CS","2022","Counter Fraud","Male","LGBO","40","[c]","26520","26590"
"New entrant CS","2022","Counter Fraud","Male","Undeclared","30","[c]","27830","26590"
"New entrant CS","2022","Counter Fraud","Male","Unknown","170","[c]","28460","26590"
"New entrant CS","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","Heterosexual / straight","390","[c]","21670","21250"
"New entrant CS","2022","Debt","Female","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","Unknown","180","[c]","21430","21250"
"New entrant CS","2022","Debt","Male","Heterosexual / straight","230","[c]","21630","21250"
"New entrant CS","2022","Debt","Male","LGBO","35","[c]","21520","21250"
"New entrant CS","2022","Debt","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","Unknown","135","[c]","21990","21250"
"New entrant CS","2022","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Female","Heterosexual / straight","675","[c]","36520","33380"
"New entrant CS","2022","Digital, Data & Technology","Female","LGBO","95","[c]","34490","32790"
"New entrant CS","2022","Digital, Data & Technology","Female","Undeclared","100","[c]","35660","33080"
"New entrant CS","2022","Digital, Data & Technology","Female","Unknown","240","[c]","36950","33840"
"New entrant CS","2022","Digital, Data & Technology","Male","Heterosexual / straight","1110","[c]","38740","36000"
"New entrant CS","2022","Digital, Data & Technology","Male","LGBO","100","[c]","37350","33080"
"New entrant CS","2022","Digital, Data & Technology","Male","Undeclared","160","[c]","37850","33080"
"New entrant CS","2022","Digital, Data & Technology","Male","Unknown","410","[c]","37310","33370"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","Heterosexual / straight","400","[c]","33200","30200"
"New entrant CS","2022","Finance","Female","LGBO","30","[c]","33240","29360"
"New entrant CS","2022","Finance","Female","Undeclared","90","[c]","32800","28970"
"New entrant CS","2022","Finance","Female","Unknown","125","[c]","35980","33080"
"New entrant CS","2022","Finance","Male","Heterosexual / straight","310","[c]","34140","31990"
"New entrant CS","2022","Finance","Male","LGBO","35","[c]","33520","27570"
"New entrant CS","2022","Finance","Male","Undeclared","55","[c]","36710","32790"
"New entrant CS","2022","Finance","Male","Unknown","130","[c]","33680","30450"
"New entrant CS","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","Heterosexual / straight","90","[c]","21550","21300"
"New entrant CS","2022","Grants Management","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","Unknown","190","[c]","21510","21300"
"New entrant CS","2022","Grants Management","Male","Heterosexual / straight","65","[c]","22350","21300"
"New entrant CS","2022","Grants Management","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","Unknown","145","[c]","21630","21300"
"New entrant CS","2022","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","Heterosexual / straight","660","[c]","32550","28000"
"New entrant CS","2022","Human Resources","Female","LGBO","60","[c]","30100","26560"
"New entrant CS","2022","Human Resources","Female","Undeclared","45","[c]","29800","27270"
"New entrant CS","2022","Human Resources","Female","Unknown","180","[c]","31550","27570"
"New entrant CS","2022","Human Resources","Male","Heterosexual / straight","225","[c]","32080","27570"
"New entrant CS","2022","Human Resources","Male","LGBO","50","[c]","36260","29910"
"New entrant CS","2022","Human Resources","Male","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","Unknown","100","[c]","37340","32790"
"New entrant CS","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","Heterosexual / straight","705","[c]","36110","29280"
"New entrant CS","2022","Legal","Female","LGBO","50","[c]","28310","24680"
"New entrant CS","2022","Legal","Female","Undeclared","40","[c]","32420","26950"
"New entrant CS","2022","Legal","Female","Unknown","70","[c]","38960","37230"
"New entrant CS","2022","Legal","Male","Heterosexual / straight","295","[c]","38780","38000"
"New entrant CS","2022","Legal","Male","LGBO","35","[c]","36930","29700"
"New entrant CS","2022","Legal","Male","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Female","Heterosexual / straight","15075","[c]","28050","26250"
"New entrant CS","2022","No function","Female","LGBO","1595","[c]","27550","24970"
"New entrant CS","2022","No function","Female","Undeclared","1135","[c]","30360","27570"
"New entrant CS","2022","No function","Female","Unknown","7345","[c]","26900","24800"
"New entrant CS","2022","No function","Male","Heterosexual / straight","9790","[c]","28780","26590"
"New entrant CS","2022","No function","Male","LGBO","1110","[c]","28260","26590"
"New entrant CS","2022","No function","Male","Undeclared","750","[c]","30820","27570"
"New entrant CS","2022","No function","Male","Unknown","5100","[c]","27690","25710"
"New entrant CS","2022","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","Heterosexual / straight","570","[c]","34080","30930"
"New entrant CS","2022","Project Delivery","Female","LGBO","45","[c]","32500","30460"
"New entrant CS","2022","Project Delivery","Female","Undeclared","35","[c]","33940","33000"
"New entrant CS","2022","Project Delivery","Female","Unknown","205","[c]","32620","29230"
"New entrant CS","2022","Project Delivery","Male","Heterosexual / straight","745","[c]","37690","34000"
"New entrant CS","2022","Project Delivery","Male","LGBO","45","[c]","33450","30730"
"New entrant CS","2022","Project Delivery","Male","Undeclared","50","[c]","41560","38650"
"New entrant CS","2022","Project Delivery","Male","Unknown","305","[c]","32770","32000"
"New entrant CS","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","Heterosexual / straight","270","[c]","32110","26350"
"New entrant CS","2022","Property","Female","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","Unknown","210","[c]","27470","23330"
"New entrant CS","2022","Property","Male","Heterosexual / straight","320","[c]","35830","33000"
"New entrant CS","2022","Property","Male","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","Unknown","225","[c]","32250","26030"
"New entrant CS","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","Heterosexual / straight","140","[c]","28780","26350"
"New entrant CS","2022","Security","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","Unknown","70","[c]","28080","25540"
"New entrant CS","2022","Security","Male","Heterosexual / straight","330","[c]","30080","25540"
"New entrant CS","2022","Security","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","Unknown","280","[c]","27300","25000"
"New entrant CS","2022","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Heterosexual / straight","2160","[c]","30610","27230"
"New entrant CS","2022","Unknown","Female","LGBO","245","[c]","29330","27230"
"New entrant CS","2022","Unknown","Female","Undeclared","155","[c]","31600","27570"
"New entrant CS","2022","Unknown","Female","Unknown","2685","[c]","29260","27230"
"New entrant CS","2022","Unknown","Male","Heterosexual / straight","1685","[c]","31270","27230"
"New entrant CS","2022","Unknown","Male","LGBO","195","[c]","30890","27230"
"New entrant CS","2022","Unknown","Male","Undeclared","130","[c]","31340","27570"
"New entrant CS","2022","Unknown","Male","Unknown","2385","[c]","30290","27230"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
