"Status","Year","Disability","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Legal Aid Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal Aid Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Maritime and Coastguard Agency","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Met Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Met Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Met Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Met Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Met Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Met Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Met Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Met Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Met Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Met Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","Heterosexual / straight","620","595","22790","21170"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","LGBO","35","35","25590","21170"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","Undeclared","435","420","24410","21380"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","Unknown","35","35","22790","21170"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","EO","Heterosexual / straight","270","260","28250","26670"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","EO","Undeclared","260","250","30120","27550"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","Heterosexual / straight","85","80","62790","58550"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","Undeclared","110","105","61490","58550"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","Heterosexual / straight","435","420","38910","38620"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","Undeclared","465","450","38480","37640"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","Unknown","40","35","40560","40580"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Defence (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","EO","Heterosexual / straight","40","40","27220","26900"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","Heterosexual / straight","55","50","58900","59030"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","Undeclared","50","50","60900","59000"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","Heterosexual / straight","125","120","38360","38370"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","Undeclared","85","80","39280","39200"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Crime Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Infrastructure Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Records of Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","National Savings and Investments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Budget Responsibility","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","AA/AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Public Guardian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Scottish Charity Regulator","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","LGBO","[c]","[c]","[c]","[c]"
