"Status","Year","Disability","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Human Resources","Heterosexual / straight","350","[c]","37240","33300"
"Leaver CS","2022","Declared non-disabled","Human Resources","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Heterosexual / straight","350","[c]","46820","50500"
"Leaver CS","2022","Declared non-disabled","Legal","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Unknown","80","[c]","51120","55200"
"Leaver CS","2022","Declared non-disabled","No function","Heterosexual / straight","11795","[c]","31860","27570"
"Leaver CS","2022","Declared non-disabled","No function","LGBO","870","[c]","30710","27570"
"Leaver CS","2022","Declared non-disabled","No function","Undeclared","1075","[c]","31270","27570"
"Leaver CS","2022","Declared non-disabled","No function","Unknown","1225","[c]","30120","27570"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Heterosexual / straight","725","[c]","39270","35620"
"Leaver CS","2022","Declared non-disabled","Project Delivery","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Undeclared","55","[c]","39040","39600"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","60","[c]","41540","38260"
"Leaver CS","2022","Declared non-disabled","Property","Heterosexual / straight","290","[c]","34550","32940"
"Leaver CS","2022","Declared non-disabled","Property","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Unknown","30","[c]","35460","31270"
"Leaver CS","2022","Declared non-disabled","Security","Heterosexual / straight","400","[c]","32370","29250"
"Leaver CS","2022","Declared non-disabled","Security","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Undeclared","35","[c]","32850","32580"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Heterosexual / straight","3045","[c]","32170","27250"
"Leaver CS","2022","Declared non-disabled","Unknown","LGBO","125","[c]","30480","24890"
"Leaver CS","2022","Declared non-disabled","Unknown","Undeclared","315","[c]","32390","28260"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","2785","[c]","31870","27570"
"Leaver CS","2022","Undeclared","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Heterosexual / straight","30","[c]","37980","33610"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Undeclared","40","[c]","42330","39510"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Heterosexual / straight","630","[c]","28660","26300"
"Leaver CS","2022","Undeclared","No function","LGBO","80","[c]","32210","26470"
"Leaver CS","2022","Undeclared","No function","Undeclared","355","[c]","34020","27880"
"Leaver CS","2022","Undeclared","No function","Unknown","240","[c]","27680","25650"
"Leaver CS","2022","Undeclared","Project Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Undeclared","35","[c]","40890","39650"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Heterosexual / straight","125","[c]","29080","25350"
"Leaver CS","2022","Undeclared","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","135","[c]","33510","30500"
"Leaver CS","2022","Undeclared","Unknown","Unknown","250","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Unknown","90","[c]","34060","30710"
"Leaver CS","2022","Unknown","Commercial","Heterosexual / straight","45","[c]","36300","35380"
"Leaver CS","2022","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","160","[c]","69550","65000"
"Leaver CS","2022","Unknown","Communications","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","105","[c]","43470","39370"
"Leaver CS","2022","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Heterosexual / straight","90","[c]","42090","37290"
"Leaver CS","2022","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","270","[c]","38370","35950"
"Leaver CS","2022","Unknown","Finance","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","45","[c]","34520","31090"
"Leaver CS","2022","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Heterosexual / straight","45","[c]","37130","28380"
"Leaver CS","2022","Unknown","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","80","[c]","30620","27320"
"Leaver CS","2022","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Heterosexual / straight","95","[c]","37480","38000"
"Leaver CS","2022","Unknown","Legal","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Unknown","70","[c]","48570","50690"
"Leaver CS","2022","Unknown","No function","Heterosexual / straight","760","[c]","36160","32310"
"Leaver CS","2022","Unknown","No function","LGBO","55","[c]","35270","28540"
"Leaver CS","2022","Unknown","No function","Undeclared","330","[c]","41790","36340"
"Leaver CS","2022","Unknown","No function","Unknown","4360","[c]","31250","26130"
"Leaver CS","2022","Unknown","Project Delivery","Heterosexual / straight","50","[c]","44040","38550"
"Leaver CS","2022","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","180","[c]","38770","33610"
"Leaver CS","2022","Unknown","Property","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","130","[c]","26960","22040"
"Leaver CS","2022","Unknown","Security","Heterosexual / straight","70","[c]","33330","39070"
"Leaver CS","2022","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","140","[c]","29110","26540"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","270","[c]","35230","28980"
"Leaver CS","2022","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","90","[c]","30770","28970"
"Leaver CS","2022","Unknown","Unknown","Unknown","3250","[c]","31070","27570"
"Leaver Dept.","2022","Declared disabled","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Heterosexual / straight","35","[c]","39080","35310"
"Leaver Dept.","2022","Declared disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Heterosexual / straight","60","[c]","41630","36330"
"Leaver Dept.","2022","Declared disabled","Human Resources","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Heterosexual / straight","840","[c]","35150","30450"
"Leaver Dept.","2022","Declared disabled","No function","LGBO","185","[c]","32580","28590"
"Leaver Dept.","2022","Declared disabled","No function","Undeclared","105","[c]","34150","28890"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","40","[c]","37220","33250"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Heterosexual / straight","60","[c]","37070","34020"
"Leaver Dept.","2022","Declared disabled","Project Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Heterosexual / straight","115","[c]","35770","29970"
"Leaver Dept.","2022","Declared disabled","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","125","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Heterosexual / straight","205","[c]","44030","39980"
"Leaver Dept.","2022","Declared non-disabled","Analysis","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Heterosexual / straight","160","[c]","43310","40470"
"Leaver Dept.","2022","Declared non-disabled","Commercial","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Heterosexual / straight","205","[c]","42030","37280"
"Leaver Dept.","2022","Declared non-disabled","Communications","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Heterosexual / straight","75","[c]","32710","27570"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Heterosexual / straight","35","[c]","23360","21260"
"Leaver Dept.","2022","Declared non-disabled","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Heterosexual / straight","345","[c]","42410","38000"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Undeclared","45","[c]","44260","38000"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Heterosexual / straight","275","[c]","41550","37040"
"Leaver Dept.","2022","Declared non-disabled","Finance","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Heterosexual / straight","435","[c]","37450","32330"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Heterosexual / straight","95","[c]","44560","33340"
"Leaver Dept.","2022","Declared non-disabled","Legal","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","No function","Heterosexual / straight","7535","[c]","37510","31990"
"Leaver Dept.","2022","Declared non-disabled","No function","LGBO","600","[c]","37990","32610"
"Leaver Dept.","2022","Declared non-disabled","No function","Undeclared","635","[c]","37990","32330"
"Leaver Dept.","2022","Declared non-disabled","No function","Unknown","365","[c]","39300","31060"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Heterosexual / straight","395","[c]","40070","36250"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Unknown","30","[c]","39650","37540"
"Leaver Dept.","2022","Declared non-disabled","Property","Heterosexual / straight","85","[c]","41810","36800"
"Leaver Dept.","2022","Declared non-disabled","Property","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Heterosexual / straight","85","[c]","38700","34590"
"Leaver Dept.","2022","Declared non-disabled","Security","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Heterosexual / straight","1220","[c]","35410","28850"
"Leaver Dept.","2022","Declared non-disabled","Unknown","LGBO","80","[c]","36730","32000"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Undeclared","95","[c]","37960","31950"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","895","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Undeclared","5","[c]","[c]","[c]"
