"Status","Year","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","Heterosexual / straight","70","[c]","38390","34390"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Heterosexual / straight","40","[c]","36730","32670"
"Leaver CS","2022","Declared disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Heterosexual / straight","60","[c]","36110","33300"
"Leaver CS","2022","Declared disabled","Human Resources","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Heterosexual / straight","30","[c]","54570","55000"
"Leaver CS","2022","Declared disabled","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","Heterosexual / straight","1800","[c]","26980","26130"
"Leaver CS","2022","Declared disabled","Operational Delivery","LGBO","265","[c]","26540","26880"
"Leaver CS","2022","Declared disabled","Operational Delivery","Undeclared","250","[c]","26280","26120"
"Leaver CS","2022","Declared disabled","Operational Delivery","Unknown","130","[c]","26940","26700"
"Leaver CS","2022","Declared disabled","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","Heterosexual / straight","210","[c]","26030","21920"
"Leaver CS","2022","Declared disabled","Other","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","Undeclared","35","[c]","26270","22330"
"Leaver CS","2022","Declared disabled","Other","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","Heterosexual / straight","80","[c]","42760","40080"
"Leaver CS","2022","Declared disabled","Policy","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Heterosexual / straight","60","[c]","38990","37660"
"Leaver CS","2022","Declared disabled","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","Heterosexual / straight","85","[c]","38010","36300"
"Leaver CS","2022","Declared disabled","Science and Engineering","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Heterosexual / straight","40","[c]","33700","33940"
"Leaver CS","2022","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Heterosexual / straight","245","[c]","32250","27570"
"Leaver CS","2022","Declared disabled","Unknown","LGBO","45","[c]","32500","27570"
"Leaver CS","2022","Declared disabled","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","460","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Heterosexual / straight","175","[c]","39170","36780"
"Leaver CS","2022","Declared non-disabled","Commercial","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Heterosexual / straight","150","[c]","39970","37420"
"Leaver CS","2022","Declared non-disabled","Communications","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Heterosexual / straight","120","[c]","29440","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Unknown","55","[c]","28930","27570"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","Heterosexual / straight","590","[c]","42680","40000"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","LGBO","40","[c]","42770","37620"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","Undeclared","80","[c]","39630","36960"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","Unknown","60","[c]","43600","38070"
"Leaver CS","2022","Declared non-disabled","Economics","Heterosexual / straight","75","[c]","38270","34870"
"Leaver CS","2022","Declared non-disabled","Economics","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Heterosexual / straight","340","[c]","39330","33300"
"Leaver CS","2022","Declared non-disabled","Finance","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Undeclared","35","[c]","42910","38940"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Heterosexual / straight","310","[c]","39480","34640"
"Leaver CS","2022","Declared non-disabled","Human Resources","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","Heterosexual / straight","85","[c]","66220","75500"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","Heterosexual / straight","80","[c]","31940","29250"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","Heterosexual / straight","235","[c]","35210","31400"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Heterosexual / straight","245","[c]","55910","55000"
"Leaver CS","2022","Declared non-disabled","Legal","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Unknown","50","[c]","62040","59660"
"Leaver CS","2022","Declared non-disabled","Medicine","Heterosexual / straight","215","[c]","59440","42120"
"Leaver CS","2022","Declared non-disabled","Medicine","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","Heterosexual / straight","10605","[c]","28470","27530"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","LGBO","735","[c]","27280","27250"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","Undeclared","995","[c]","28870","26780"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","Unknown","1125","[c]","27060","25110"
"Leaver CS","2022","Declared non-disabled","Operational Research","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","Heterosexual / straight","1375","[c]","28660","23760"
"Leaver CS","2022","Declared non-disabled","Other","LGBO","60","[c]","25290","22460"
"Leaver CS","2022","Declared non-disabled","Other","Undeclared","130","[c]","28000","22580"
"Leaver CS","2022","Declared non-disabled","Other","Unknown","120","[c]","34780","26120"
"Leaver CS","2022","Declared non-disabled","Planning","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","Heterosexual / straight","720","[c]","48720","46020"
"Leaver CS","2022","Declared non-disabled","Policy","LGBO","60","[c]","40290","38160"
"Leaver CS","2022","Declared non-disabled","Policy","Undeclared","65","[c]","48700","45590"
"Leaver CS","2022","Declared non-disabled","Policy","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Heterosexual / straight","425","[c]","41620","38070"
"Leaver CS","2022","Declared non-disabled","Project Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Undeclared","35","[c]","40310","40290"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","40","[c]","42920","39330"
"Leaver CS","2022","Declared non-disabled","Property","Heterosexual / straight","225","[c]","36890","34140"
"Leaver CS","2022","Declared non-disabled","Property","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Heterosexual / straight","795","[c]","37930","36330"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","LGBO","45","[c]","36750","30680"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Undeclared","90","[c]","35870","33740"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Unknown","125","[c]","35030","33490"
"Leaver CS","2022","Declared non-disabled","Security","Heterosexual / straight","350","[c]","31920","28330"
"Leaver CS","2022","Declared non-disabled","Security","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Undeclared","30","[c]","32330","32470"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","Heterosexual / straight","45","[c]","36140","33000"
"Leaver CS","2022","Declared non-disabled","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Heterosexual / straight","1300","[c]","39340","31060"
"Leaver CS","2022","Declared non-disabled","Unknown","LGBO","100","[c]","37900","31060"
"Leaver CS","2022","Declared non-disabled","Unknown","Undeclared","90","[c]","35970","30290"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","2765","[c]","33640","27570"
"Leaver CS","2022","Declared non-disabled","Veterinarian","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Heterosexual / straight","35","[c]","37940","34760"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Undeclared","40","[c]","40990","39510"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
