"Status","Year","Disability","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Security","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Transport (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","FCDO Services","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","HM Prison and Probation Service","Female","40","40","40910","35490"
"In post","2022","Undeclared","Security","HM Prison and Probation Service","Male","95","95","43210","41430"
"In post","2022","Undeclared","Security","HM Revenue and Customs (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","HM Revenue and Customs (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Ministry of Defence (excl. agencies)","Female","85","80","32150","33000"
"In post","2022","Undeclared","Security","Ministry of Defence (excl. agencies)","Male","505","495","32300","33200"
"In post","2022","Undeclared","Security","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Female","40","35","37980","35310"
"In post","2022","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","Male","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Education Scotland","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Education Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Home Office","Female","730","655","32850","28990"
"In post","2022","Undeclared","Unknown","Home Office","Male","930","890","33660","30410"
"In post","2022","Undeclared","Unknown","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Female","585","550","29230","26340"
"In post","2022","Undeclared","Unknown","Ministry of Defence (excl. agencies)","Male","750","735","31810","27750"
"In post","2022","Undeclared","Unknown","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Government (excl. agencies)","Female","90","85","43230","39660"
"In post","2022","Undeclared","Unknown","Scottish Government (excl. agencies)","Male","65","65","44520","40470"
"In post","2022","Undeclared","Unknown","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Social Security Scotland","Female","30","30","28550","27230"
"In post","2022","Undeclared","Unknown","Social Security Scotland","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Veterinary Medicines Directorate","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Female","90","85","41250","38160"
"In post","2022","Undeclared","Unknown","Welsh Government (excl. agencies)","Male","95","90","44030","41980"
"In post","2022","Undeclared","Unknown","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","50","45","33650","30220"
"In post","2022","Unknown","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","75","75","40800","37280"
"In post","2022","Unknown","Analysis","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Competition and Markets Authority","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Education (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Education (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for International Trade","Female","30","30","42590","38350"
"In post","2022","Unknown","Analysis","Department for International Trade","Male","55","55","42400","38710"
"In post","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Transport (excl. agencies)","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Transport (excl. agencies)","Male","40","40","44020","42680"
"In post","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","Department for Work and Pensions (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","Female","140","135","49320","53360"
"In post","2022","Unknown","Analysis","Department of Health and Social Care (excl. agencies)","Male","115","115","50780","53360"
"In post","2022","Unknown","Analysis","Driver and Vehicle Standards Agency","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Government Actuary's Department","Female","15","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Government Actuary's Department","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Land Registry","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Revenue and Customs (excl. agencies)","Female","30","30","41230","38670"
"In post","2022","Unknown","Analysis","HM Revenue and Customs (excl. agencies)","Male","60","60","41630","37930"
"In post","2022","Unknown","Analysis","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Intellectual Property Office","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Intellectual Property Office","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Ministry of Defence (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Ministry of Defence (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","Ministry of Justice (excl. agencies)","Female","40","35","41870","34260"
"In post","2022","Unknown","Analysis","Ministry of Justice (excl. agencies)","Male","45","45","43490","41750"
"In post","2022","Unknown","Analysis","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Office for Standards in Education, Children's Services and Skills","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of Gas and Electricity Markets","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of Gas and Electricity Markets","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","The Insolvency Service","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","UK Debt Management Office","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","UK Debt Management Office","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","UK Space Agency","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","UK Space Agency","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","UK Statistics Authority","Female","360","345","36710","34970"
"In post","2022","Unknown","Analysis","UK Statistics Authority","Male","310","310","36760","33710"
"In post","2022","Unknown","Analysis","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Valuation Office Agency","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Valuation Office Agency","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Analysis","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Cabinet Office (excl. agencies)","Female","605","595","66270","64500"
"In post","2022","Unknown","Commercial","Cabinet Office (excl. agencies)","Male","660","655","71260","65640"
"In post","2022","Unknown","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Crown Commercial Service","Female","100","95","34360","31250"
"In post","2022","Unknown","Commercial","Crown Commercial Service","Male","105","105","36080","34220"
"In post","2022","Unknown","Commercial","Crown Prosecution Service","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Defence Equipment and Support","Female","20","20","[c]","[c]"
