"Status","Year","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","Outside London","Male","405","[c]","32010","29180"
"New entrant CS","2022","Finance","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","Female","295","[c]","21510","21300"
"New entrant CS","2022","Grants Management","Outside London","Male","225","[c]","21730","21300"
"New entrant CS","2022","Human Resources","London","Female","265","[c]","35610","32330"
"New entrant CS","2022","Human Resources","London","Male","120","[c]","35150","31060"
"New entrant CS","2022","Human Resources","Outside London","Female","675","[c]","30830","27130"
"New entrant CS","2022","Human Resources","Outside London","Male","285","[c]","33180","28000"
"New entrant CS","2022","Human Resources","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","Female","405","[c]","39340","37230"
"New entrant CS","2022","Legal","London","Male","205","[c]","41630","39750"
"New entrant CS","2022","Legal","Outside London","Female","465","[c]","32540","26970"
"New entrant CS","2022","Legal","Outside London","Male","185","[c]","35150","38000"
"New entrant CS","2022","No function","London","Female","5020","[c]","34270","31060"
"New entrant CS","2022","No function","London","Male","3270","[c]","35770","31830"
"New entrant CS","2022","No function","Outside London","Female","19795","[c]","26170","23390"
"New entrant CS","2022","No function","Outside London","Male","13310","[c]","26720","24620"
"New entrant CS","2022","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Female","335","[c]","28450","27570"
"New entrant CS","2022","No function","Unknown","Male","170","[c]","28920","28000"
"New entrant CS","2022","Project Delivery","London","Female","140","[c]","43830","40050"
"New entrant CS","2022","Project Delivery","London","Male","135","[c]","48010","42660"
"New entrant CS","2022","Project Delivery","Outside London","Female","710","[c]","31590","29000"
"New entrant CS","2022","Project Delivery","Outside London","Male","1010","[c]","34830","33000"
"New entrant CS","2022","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","Female","75","[c]","39570","34590"
"New entrant CS","2022","Property","London","Male","90","[c]","37330","31130"
"New entrant CS","2022","Property","Outside London","Female","445","[c]","28570","25000"
"New entrant CS","2022","Property","Outside London","Male","490","[c]","33750","29000"
"New entrant CS","2022","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","London","Female","60","[c]","33440","30750"
"New entrant CS","2022","Security","London","Male","105","[c]","33880","28700"
"New entrant CS","2022","Security","Outside London","Female","165","[c]","26710","25000"
"New entrant CS","2022","Security","Outside London","Male","515","[c]","27910","25000"
"New entrant CS","2022","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Female","650","[c]","33410","28650"
"New entrant CS","2022","Unknown","London","Male","565","[c]","36510","32390"
"New entrant CS","2022","Unknown","Outside London","Female","4510","[c]","29400","27230"
"New entrant CS","2022","Unknown","Outside London","Male","3670","[c]","30160","27230"
"New entrant CS","2022","Unknown","Overseas","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Female","65","[c]","27330","21170"
"New entrant CS","2022","Unknown","Unknown","Male","145","[c]","22730","16190"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
