"Status","Year","Disability","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Transport Scotland","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Transport Scotland","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Transport Scotland","Outside London","G6/G7","90","90","64720","64180"
"In post","2022","Declared non-disabled","Transport Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Transport Scotland","Outside London","SEO/HEO","130","130","40090","39660"
"In post","2022","Declared non-disabled","UK Debt Management Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Debt Management Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","London","EO","50","50","29380","29000"
"In post","2022","Declared non-disabled","UK Export Finance","London","G6/G7","140","140","66030","65000"
"In post","2022","Declared non-disabled","UK Export Finance","London","SCS level","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","London","SEO/HEO","185","185","41830","41000"
"In post","2022","Declared non-disabled","UK Export Finance","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","UK Health Security Agency","London","AA/AO","125","100","24000","23780"
"In post","2022","Declared non-disabled","UK Health Security Agency","London","EO","260","235","27340","26880"
"In post","2022","Declared non-disabled","UK Health Security Agency","London","G6/G7","355","335","60720","55130"
"In post","2022","Declared non-disabled","UK Health Security Agency","London","SCS level","70","65","103700","99900"
"In post","2022","Declared non-disabled","UK Health Security Agency","London","SEO/HEO","650","625","36890","36330"
"In post","2022","Declared non-disabled","UK Health Security Agency","Outside London","AA/AO","410","360","20660","19880"
"In post","2022","Declared non-disabled","UK Health Security Agency","Outside London","EO","345","325","24470","23440"
"In post","2022","Declared non-disabled","UK Health Security Agency","Outside London","G6/G7","400","380","56490","52310"
"In post","2022","Declared non-disabled","UK Health Security Agency","Outside London","SCS level","105","90","106280","105000"
"In post","2022","Declared non-disabled","UK Health Security Agency","Outside London","SEO/HEO","980","900","34660","36330"
"In post","2022","Declared non-disabled","UK Health Security Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Health Security Agency","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Hydrographic Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Outside London","AA/AO","50","50","20600","20420"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Outside London","EO","125","115","27700","26740"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Outside London","G6/G7","45","45","57410","53720"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Outside London","SEO/HEO","305","290","37630","34000"
"In post","2022","Declared non-disabled","UK Hydrographic Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","London","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","London","SEO/HEO","35","35","38460","40050"
"In post","2022","Declared non-disabled","UK Space Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","Outside London","G6/G7","35","35","54280","50100"
"In post","2022","Declared non-disabled","UK Space Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Space Agency","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","G6/G7","40","40","57540","54570"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","SEO/HEO","85","85","36980","33710"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","AA/AO","670","475","20340","20350"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","EO","360","330","24660","23880"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","G6/G7","610","590","53850","51210"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","SCS level","35","35","77870","72770"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","SEO/HEO","1115","1055","34200","33520"
"In post","2022","Declared non-disabled","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","London","EO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","London","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","London","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Valuation Office Agency","London","AA/AO","45","40","26230","26000"
"In post","2022","Declared non-disabled","Valuation Office Agency","London","EO","135","120","31020","30620"
"In post","2022","Declared non-disabled","Valuation Office Agency","London","G6/G7","75","75","64670","64390"
"In post","2022","Declared non-disabled","Valuation Office Agency","London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Valuation Office Agency","London","SEO/HEO","185","180","42660","41930"
"In post","2022","Declared non-disabled","Valuation Office Agency","Outside London","AA/AO","400","365","22070","22010"
"In post","2022","Declared non-disabled","Valuation Office Agency","Outside London","EO","495","450","26690","26950"
"In post","2022","Declared non-disabled","Valuation Office Agency","Outside London","G6/G7","290","280","58070","57150"
"In post","2022","Declared non-disabled","Valuation Office Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Valuation Office Agency","Outside London","SEO/HEO","855","800","38270","38250"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Outside London","AA/AO","40","35","21660","21840"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Outside London","EO","35","30","26780","27250"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Outside London","SEO/HEO","80","75","39800","38860"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Vehicle Certification Agency","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","Outside London","G6/G7","45","45","56540","54000"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinary Medicines Directorate","Outside London","SEO/HEO","45","45","36340","36520"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","G6/G7","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","EO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","SEO/HEO","90","85","46970","45590"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Outside London","AA/AO","690","640","24280","24630"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Outside London","EO","925","870","28880","29430"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Outside London","G6/G7","945","905","62480","61440"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Outside London","SCS level","160","150","87440","79650"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Outside London","SEO/HEO","2300","2180","41530","38160"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government (excl. agencies)","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Revenue Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Outside London","AA/AO","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Outside London","EO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Wilton Park","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Accountant in Bankruptcy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","Outside London","AA/AO","35","30","21800","21300"
"In post","2022","Undeclared","Animal and Plant Health Agency","Outside London","EO","30","30","25540","25190"
"In post","2022","Undeclared","Animal and Plant Health Agency","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Animal and Plant Health Agency","Outside London","SEO/HEO","55","55","33910","32830"
"In post","2022","Undeclared","Animal and Plant Health Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","London","G6/G7","80","80","58930","57100"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","London","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","London","SEO/HEO","65","65","37770","38330"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","45","45","35170","34640"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Companies House","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","Outside London","AA/AO","25","20","[c]","[c]"
"In post","2022","Undeclared","Companies House","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Companies House","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Companies House","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Outside London","AA/AO","30","25","21110","21410"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","20","15","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Commercial Service","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","20","15","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","30","30","48060","52520"
"In post","2022","Undeclared","Crown Prosecution Service","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Crown Prosecution Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Electronics and Components Agency","Outside London","AA/AO","30","30","22570","22820"
"In post","2022","Undeclared","Defence Electronics and Components Agency","Outside London","EO","110","105","29180","29470"
"In post","2022","Undeclared","Defence Electronics and Components Agency","Outside London","SEO/HEO","30","30","36320","33670"
"In post","2022","Undeclared","Defence Equipment and Support","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","Outside London","EO","110","105","23120","22930"
"In post","2022","Undeclared","Defence Equipment and Support","Outside London","G6/G7","135","130","56510","55160"
"In post","2022","Undeclared","Defence Equipment and Support","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","Outside London","SEO/HEO","475","455","36290","36860"
"In post","2022","Undeclared","Defence Equipment and Support","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Defence Equipment and Support","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","140","135","58670","56490"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","110","110","38750","39410"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","G6/G7","35","35","55700","52250"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","SEO/HEO","30","30","35440","34020"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","London","G6/G7","35","35","59760","59840"
"In post","2022","Undeclared","Department for Education (excl. agencies)","London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","London","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Outside London","G6/G7","70","70","55820","50630"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education (excl. agencies)","Outside London","SEO/HEO","95","90","34820","36500"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","35","35","57520","54980"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","55","50","37090","38750"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","70","70","51610","49280"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","95","90","34060","35900"
"In post","2022","Undeclared","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","50","50","57480","53480"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","40","40","36590","37860"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","30","30","33650","30620"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","London","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","London","G6/G7","85","85","59860","58960"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","London","SEO/HEO","95","95","39860","42470"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Transport (excl. agencies)","Outside London","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","London","AA/AO","55","50","24470","25110"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","London","EO","260","245","31160","31060"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","London","G6/G7","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","70","70","38020","36650"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","1240","1115","21260","21260"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","EO","1955","1805","27710","27570"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","115","110","57510","54330"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","375","360","34850","33870"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Disclosure Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
