"Status","Year","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","195","[c]","30540","29730"
"Leaver Dept.","2022","20-29","Intelligence Analysis","20","[c]","30770","29250"
"Leaver Dept.","2022","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","30","[c]","32180","29430"
"Leaver Dept.","2022","20-29","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","2430","[c]","27280","26880"
"Leaver Dept.","2022","20-29","Operational Research","25","[c]","34130","36590"
"Leaver Dept.","2022","20-29","Other","300","[c]","27440","27570"
"Leaver Dept.","2022","20-29","Planning","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","950","[c]","37390","34020"
"Leaver Dept.","2022","20-29","Project Delivery","135","[c]","31590","30050"
"Leaver Dept.","2022","20-29","Property","20","[c]","27090","26880"
"Leaver Dept.","2022","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Science and Engineering","510","[c]","28760","28590"
"Leaver Dept.","2022","20-29","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Social Research","35","[c]","36210","34840"
"Leaver Dept.","2022","20-29","Statistics","60","[c]","35690","33210"
"Leaver Dept.","2022","20-29","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","1750","[c]","34350","32000"
"Leaver Dept.","2022","30-39","Commercial","150","[c]","36920","36580"
"Leaver Dept.","2022","30-39","Communications","145","[c]","41560","37960"
"Leaver Dept.","2022","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","35","[c]","32080","29150"
"Leaver Dept.","2022","30-39","Digital, Data and Technology","240","[c]","39650","37030"
"Leaver Dept.","2022","30-39","Economics","45","[c]","52450","53380"
"Leaver Dept.","2022","30-39","Finance","160","[c]","41790","37590"
"Leaver Dept.","2022","30-39","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","155","[c]","38310","33020"
"Leaver Dept.","2022","30-39","Intelligence Analysis","35","[c]","36180","33300"
"Leaver Dept.","2022","30-39","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","International Trade","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Knowledge and Information Management","90","[c]","42140","39360"
"Leaver Dept.","2022","30-39","Legal","45","[c]","55930","54150"
"Leaver Dept.","2022","30-39","Medicine","75","[c]","67530","78190"
"Leaver Dept.","2022","30-39","Operational Delivery","2390","[c]","31930","27570"
"Leaver Dept.","2022","30-39","Operational Research","10","[c]","42930","41550"
"Leaver Dept.","2022","30-39","Other","205","[c]","31540","27570"
"Leaver Dept.","2022","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Policy","785","[c]","47450","48200"
"Leaver Dept.","2022","30-39","Project Delivery","135","[c]","40440","39040"
"Leaver Dept.","2022","30-39","Property","20","[c]","31800","29500"
"Leaver Dept.","2022","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Science and Engineering","575","[c]","36670","36330"
"Leaver Dept.","2022","30-39","Security","25","[c]","36470","37910"
"Leaver Dept.","2022","30-39","Social Research","20","[c]","47440","43560"
"Leaver Dept.","2022","30-39","Statistics","45","[c]","43310","42630"
"Leaver Dept.","2022","30-39","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","1355","[c]","45250","40600"
"Leaver Dept.","2022","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","110","[c]","46140","43470"
"Leaver Dept.","2022","40-49","Communications","95","[c]","49200","40720"
"Leaver Dept.","2022","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","35","[c]","31280","27570"
"Leaver Dept.","2022","40-49","Digital, Data and Technology","215","[c]","47250","42720"
"Leaver Dept.","2022","40-49","Economics","20","[c]","72530","70340"
"Leaver Dept.","2022","40-49","Finance","190","[c]","44790","40490"
"Leaver Dept.","2022","40-49","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Human Resources","145","[c]","43950","40060"
"Leaver Dept.","2022","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Intelligence Analysis","25","[c]","34050","30820"
"Leaver Dept.","2022","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","International Trade","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Knowledge and Information Management","95","[c]","46460","48860"
"Leaver Dept.","2022","40-49","Legal","45","[c]","61420","62150"
"Leaver Dept.","2022","40-49","Medicine","125","[c]","82280","90980"
"Leaver Dept.","2022","40-49","Operational Delivery","1895","[c]","36300","30060"
"Leaver Dept.","2022","40-49","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Other","160","[c]","35380","28440"
"Leaver Dept.","2022","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Planning Inspectors","10","[c]","42530","40720"
"Leaver Dept.","2022","40-49","Policy","395","[c]","52890","53130"
"Leaver Dept.","2022","40-49","Project Delivery","150","[c]","46060","41730"
"Leaver Dept.","2022","40-49","Property","35","[c]","41400","38200"
"Leaver Dept.","2022","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Science and Engineering","590","[c]","43660","40560"
"Leaver Dept.","2022","40-49","Security","25","[c]","41890","39040"
"Leaver Dept.","2022","40-49","Social Research","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Statistics","20","[c]","49370","52540"
"Leaver Dept.","2022","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","770","[c]","52200","51440"
"Leaver Dept.","2022","40-49","Veterinarian","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Commercial","105","[c]","46930","41950"
"Leaver Dept.","2022","50-59","Communications","55","[c]","51500","44930"
"Leaver Dept.","2022","50-59","Counter Fraud","20","[c]","30550","30570"
"Leaver Dept.","2022","50-59","Digital, Data and Technology","120","[c]","45670","39610"
"Leaver Dept.","2022","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Finance","120","[c]","45340","41680"
"Leaver Dept.","2022","50-59","Human Resources","105","[c]","45520","40360"
"Leaver Dept.","2022","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Knowledge and Information Management","75","[c]","47390","44030"
"Leaver Dept.","2022","50-59","Legal","20","[c]","70860","72660"
"Leaver Dept.","2022","50-59","Medicine","115","[c]","104900","112540"
"Leaver Dept.","2022","50-59","Operational Delivery","1415","[c]","37400","30110"
"Leaver Dept.","2022","50-59","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other","110","[c]","33860","27570"
"Leaver Dept.","2022","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Planning Inspectors","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Policy","245","[c]","54790","52150"
"Leaver Dept.","2022","50-59","Project Delivery","85","[c]","44480","40290"
"Leaver Dept.","2022","50-59","Property","45","[c]","44950","40080"
"Leaver Dept.","2022","50-59","Science and Engineering","455","[c]","48000","45840"
"Leaver Dept.","2022","50-59","Security","20","[c]","35740","35310"
"Leaver Dept.","2022","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","455","[c]","50030","43710"
"Leaver Dept.","2022","60-64","Commercial","15","[c]","49480","50030"
"Leaver Dept.","2022","60-64","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Digital, Data and Technology","20","[c]","47730","39860"
"Leaver Dept.","2022","60-64","Finance","25","[c]","42150","35850"
"Leaver Dept.","2022","60-64","Human Resources","15","[c]","58430","52610"
"Leaver Dept.","2022","60-64","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Medicine","50","[c]","109260","114000"
"Leaver Dept.","2022","60-64","Operational Delivery","275","[c]","42000","32180"
"Leaver Dept.","2022","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other","10","[c]","30600","28970"
"Leaver Dept.","2022","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Policy","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Project Delivery","10","[c]","43010","37710"
"Leaver Dept.","2022","60-64","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Science and Engineering","95","[c]","49690","43900"
"Leaver Dept.","2022","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","55","[c]","45530","34550"
"Leaver Dept.","2022","65+","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Medicine","20","[c]","112840","114000"
"Leaver Dept.","2022","65+","Operational Delivery","95","[c]","36240","28590"
"Leaver Dept.","2022","65+","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Science and Engineering","45","[c]","52140","44430"
"Leaver Dept.","2022","65+","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data and Technology","20","[c]","21010","20970"
"New entrant CS","2022","16-19","Economics","15","[c]","24590","24300"
"New entrant CS","2022","16-19","Finance","20","[c]","20810","21000"
"New entrant CS","2022","16-19","Human Resources","15","[c]","21160","21170"
"New entrant CS","2022","16-19","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Operational Delivery","600","[c]","21900","21260"
"New entrant CS","2022","16-19","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other","70","[c]","20020","19810"
"New entrant CS","2022","16-19","Policy","35","[c]","24210","25000"
"New entrant CS","2022","16-19","Project Delivery","10","[c]","19880","19460"
"New entrant CS","2022","16-19","Property","10","[c]","24730","25000"
"New entrant CS","2022","16-19","Science and Engineering","65","[c]","18010","17140"
"New entrant CS","2022","16-19","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Tax","10","[c]","21250","21250"
"New entrant CS","2022","16-19","Unknown","105","[c]","22780","21260"
"New entrant CS","2022","20-29","Commercial","345","[c]","28620","26670"
"New entrant CS","2022","20-29","Communications","310","[c]","31310","30730"
"New entrant CS","2022","20-29","Corporate Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","235","[c]","25590","25110"
"New entrant CS","2022","20-29","Digital, Data and Technology","965","[c]","31130","30210"
"New entrant CS","2022","20-29","Economics","320","[c]","30580","30710"
"New entrant CS","2022","20-29","Finance","445","[c]","29540","27270"
"New entrant CS","2022","20-29","Geography","50","[c]","21760","20420"
"New entrant CS","2022","20-29","Human Resources","435","[c]","27420","26350"
"New entrant CS","2022","20-29","Intelligence Analysis","110","[c]","28990","28700"
"New entrant CS","2022","20-29","Internal Audit","20","[c]","33730","33420"
"New entrant CS","2022","20-29","International Trade","125","[c]","31330","31800"
"New entrant CS","2022","20-29","Knowledge and Information Management","90","[c]","28880","27570"
"New entrant CS","2022","20-29","Legal","345","[c]","34170","30450"
"New entrant CS","2022","20-29","Medicine","50","[c]","32220","31530"
"New entrant CS","2022","20-29","Operational Delivery","14000","[c]","24330","23140"
"New entrant CS","2022","20-29","Operational Research","75","[c]","29800","29230"
"New entrant CS","2022","20-29","Other","1050","[c]","24190","21260"
"New entrant CS","2022","20-29","Planning","15","[c]","27900","27850"
"New entrant CS","2022","20-29","Policy","2175","[c]","32930","32560"
"New entrant CS","2022","20-29","Project Delivery","420","[c]","30790","29360"
"New entrant CS","2022","20-29","Property","265","[c]","28700","26350"
"New entrant CS","2022","20-29","Psychology","140","[c]","25870","27070"
"New entrant CS","2022","20-29","Science and Engineering","805","[c]","27140","26370"
"New entrant CS","2022","20-29","Security","245","[c]","25760","25000"
"New entrant CS","2022","20-29","Social Research","195","[c]","32170","30710"
"New entrant CS","2022","20-29","Statistics","275","[c]","29520","30150"
"New entrant CS","2022","20-29","Tax","1135","[c]","26910","26590"
"New entrant CS","2022","20-29","Unknown","3320","[c]","27990","27500"
"New entrant CS","2022","20-29","Veterinarian","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","220","[c]","34580","33000"
"New entrant CS","2022","30-39","Communications","150","[c]","38850","37520"
"New entrant CS","2022","30-39","Corporate Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","195","[c]","26330","27570"
"New entrant CS","2022","30-39","Digital, Data and Technology","845","[c]","39360","36810"
"New entrant CS","2022","30-39","Economics","35","[c]","45520","38020"
"New entrant CS","2022","30-39","Finance","335","[c]","37390","36050"
"New entrant CS","2022","30-39","Geography","25","[c]","30710","33000"
"New entrant CS","2022","30-39","Human Resources","290","[c]","35150","30840"
"New entrant CS","2022","30-39","Inspector of Education and Training","35","[c]","54870","51360"
"New entrant CS","2022","30-39","Intelligence Analysis","50","[c]","30830","28700"
"New entrant CS","2022","30-39","Internal Audit","15","[c]","38470","37350"
"New entrant CS","2022","30-39","International Trade","40","[c]","41060","38160"
"New entrant CS","2022","30-39","Knowledge and Information Management","60","[c]","33090","30730"
"New entrant CS","2022","30-39","Legal","330","[c]","45240","48080"
"New entrant CS","2022","30-39","Medicine","125","[c]","49800","39330"
"New entrant CS","2022","30-39","Operational Delivery","8550","[c]","26400","24800"
"New entrant CS","2022","30-39","Operational Research","25","[c]","35240","34260"
"New entrant CS","2022","30-39","Other","595","[c]","29050","25750"
"New entrant CS","2022","30-39","Planning","20","[c]","36730","39100"
"New entrant CS","2022","30-39","Planning Inspectors","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","950","[c]","39860","36660"
"New entrant CS","2022","30-39","Project Delivery","350","[c]","38250","37000"
"New entrant CS","2022","30-39","Property","160","[c]","36110","33000"
"New entrant CS","2022","30-39","Psychology","35","[c]","27080","27700"
"New entrant CS","2022","30-39","Science and Engineering","355","[c]","35390","33000"
"New entrant CS","2022","30-39","Security","160","[c]","29660","25000"
"New entrant CS","2022","30-39","Social Research","70","[c]","37560","37970"
"New entrant CS","2022","30-39","Statistics","65","[c]","36950","34960"
"New entrant CS","2022","30-39","Tax","820","[c]","27800","26590"
"New entrant CS","2022","30-39","Unknown","2125","[c]","34460","30040"
"New entrant CS","2022","30-39","Veterinarian","20","[c]","35230","35900"
"New entrant CS","2022","40-49","Commercial","140","[c]","37680","33290"
"New entrant CS","2022","40-49","Communications","80","[c]","48300","42030"
"New entrant CS","2022","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","135","[c]","26580","27570"
"New entrant CS","2022","40-49","Digital, Data and Technology","580","[c]","44370","41450"
"New entrant CS","2022","40-49","Economics","20","[c]","56730","53280"
"New entrant CS","2022","40-49","Finance","225","[c]","39040","36500"
"New entrant CS","2022","40-49","Geography","10","[c]","32980","33000"
"New entrant CS","2022","40-49","Human Resources","230","[c]","39190","34130"
"New entrant CS","2022","40-49","Inspector of Education and Training","65","[c]","59750","51360"
"New entrant CS","2022","40-49","Intelligence Analysis","35","[c]","30750","30750"
"New entrant CS","2022","40-49","Internal Audit","10","[c]","51890","49910"
"New entrant CS","2022","40-49","International Trade","20","[c]","44580","47980"
"New entrant CS","2022","40-49","Knowledge and Information Management","50","[c]","31350","29400"
"New entrant CS","2022","40-49","Legal","190","[c]","48480","50500"
"New entrant CS","2022","40-49","Medicine","100","[c]","54390","42120"
"New entrant CS","2022","40-49","Operational Delivery","6060","[c]","28450","26130"
"New entrant CS","2022","40-49","Operational Research","10","[c]","34520","32530"
"New entrant CS","2022","40-49","Other","455","[c]","31640","26350"
"New entrant CS","2022","40-49","Planning","20","[c]","45420","45590"
"New entrant CS","2022","40-49","Planning Inspectors","10","[c]","41390","41020"
"New entrant CS","2022","40-49","Policy","450","[c]","42920","39760"
"New entrant CS","2022","40-49","Project Delivery","260","[c]","41930","39980"
"New entrant CS","2022","40-49","Property","160","[c]","40670","37300"
"New entrant CS","2022","40-49","Psychology","15","[c]","32320","27700"
"New entrant CS","2022","40-49","Science and Engineering","225","[c]","39510","39030"
"New entrant CS","2022","40-49","Security","120","[c]","30000","25000"
"New entrant CS","2022","40-49","Social Research","25","[c]","39390","38340"
"New entrant CS","2022","40-49","Statistics","25","[c]","39710","32000"
"New entrant CS","2022","40-49","Tax","360","[c]","28170","26590"
"New entrant CS","2022","40-49","Unknown","1355","[c]","37810","31540"
"New entrant CS","2022","40-49","Veterinarian","10","[c]","41100","37210"
"New entrant CS","2022","50-59","Commercial","75","[c]","35990","31990"
"New entrant CS","2022","50-59","Communications","40","[c]","42320","38000"
"New entrant CS","2022","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","110","[c]","26910","27570"
"New entrant CS","2022","50-59","Digital, Data and Technology","335","[c]","45090","41750"
"New entrant CS","2022","50-59","Economics","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","150","[c]","42080","40000"
"New entrant CS","2022","50-59","Geography","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Human Resources","145","[c]","40040","36620"
"New entrant CS","2022","50-59","Inspector of Education and Training","60","[c]","60710","70390"
"New entrant CS","2022","50-59","Intelligence Analysis","20","[c]","28820","26590"
"New entrant CS","2022","50-59","Internal Audit","15","[c]","41990","42630"
"New entrant CS","2022","50-59","International Trade","10","[c]","57330","53860"
"New entrant CS","2022","50-59","Knowledge and Information Management","15","[c]","35830","26880"
"New entrant CS","2022","50-59","Legal","65","[c]","49830","48080"
"New entrant CS","2022","50-59","Medicine","50","[c]","54560","45840"
"New entrant CS","2022","50-59","Operational Delivery","5700","[c]","28260","26130"
"New entrant CS","2022","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other","385","[c]","28380","23450"
"New entrant CS","2022","50-59","Planning","20","[c]","49750","57860"
"New entrant CS","2022","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Policy","260","[c]","42250","37450"
"New entrant CS","2022","50-59","Project Delivery","160","[c]","45020","40180"
"New entrant CS","2022","50-59","Property","135","[c]","38320","33000"
"New entrant CS","2022","50-59","Psychology","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Science and Engineering","190","[c]","41000","40060"
"New entrant CS","2022","50-59","Security","125","[c]","30560","25000"
"New entrant CS","2022","50-59","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Statistics","10","[c]","35360","30710"
"New entrant CS","2022","50-59","Tax","180","[c]","27450","26590"
"New entrant CS","2022","50-59","Unknown","985","[c]","38010","29290"
"New entrant CS","2022","50-59","Veterinarian","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","20","[c]","36850","36420"
"New entrant CS","2022","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","10","[c]","29950","25910"
"New entrant CS","2022","60-64","Digital, Data and Technology","40","[c]","46160","44260"
"New entrant CS","2022","60-64","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","25","[c]","41630","37300"
"New entrant CS","2022","60-64","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","20","[c]","33580","28230"
"New entrant CS","2022","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Medicine","15","[c]","89090","113110"
"New entrant CS","2022","60-64","Operational Delivery","1470","[c]","28080","26400"
"New entrant CS","2022","60-64","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other","60","[c]","25630","21260"
"New entrant CS","2022","60-64","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Policy","25","[c]","47230","40080"
"New entrant CS","2022","60-64","Project Delivery","30","[c]","41230","39250"
"New entrant CS","2022","60-64","Property","35","[c]","35680","36960"
"New entrant CS","2022","60-64","Science and Engineering","40","[c]","38480","36820"
"New entrant CS","2022","60-64","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Tax","25","[c]","26710","21250"
"New entrant CS","2022","60-64","Unknown","155","[c]","32470","27570"
"New entrant CS","2022","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Digital, Data and Technology","10","[c]","41540","37060"
"New entrant CS","2022","65+","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Operational Delivery","445","[c]","29630","27570"
"New entrant CS","2022","65+","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other","10","[c]","30380","27850"
"New entrant CS","2022","65+","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Property","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Science and Engineering","15","[c]","41650","39700"
"New entrant CS","2022","65+","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Tax","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","35","[c]","27690","25890"
"New entrant CS","2022","65+","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
