"Status","Year","Age","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Finance","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","HM Revenue and Customs","West Midlands (England)","30","25","32340","33370"
"In post","2022","30-39","Finance","HM Revenue and Customs","Yorkshire and The Humber","80","70","29680","26820"
"In post","2022","30-39","Finance","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","HM Treasury","London","30","30","59830","61440"
"In post","2022","30-39","Finance","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","East of England","30","30","34890","31870"
"In post","2022","30-39","Finance","Ministry of Defence","London","45","45","53010","48200"
"In post","2022","30-39","Finance","Ministry of Defence","North West (England)","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","Scotland","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","South East (England)","95","90","36610","33300"
"In post","2022","30-39","Finance","Ministry of Defence","South West (England)","180","170","38940","39100"
"In post","2022","30-39","Finance","Ministry of Defence","Wales","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Defence","West Midlands (England)","20","20","34000","30280"
"In post","2022","30-39","Finance","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Justice","London","55","55","44660","41750"
"In post","2022","30-39","Finance","Ministry of Justice","North East (England)","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Justice","North West (England)","20","20","34700","30450"
"In post","2022","30-39","Finance","Ministry of Justice","Scotland","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Justice","South East (England)","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Ministry of Justice","West Midlands (England)","20","20","34900","36050"
"In post","2022","30-39","Finance","Ministry of Justice","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","30-39","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","National Crime Agency","Northern Ireland","5","5","[c]","[c]"
"In post","2022","30-39","Finance","National Crime Agency","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Northern Ireland Office","Northern Ireland","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Office for Standards in Education, Children's Services and Skills","North West (England)","15","15","47810","49530"
"In post","2022","30-39","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Office of Gas and Electricity Markets","Scotland","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Scottish Government","Scotland","30","30","34680","37240"
"In post","2022","30-39","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","UK Export Finance","London","10","10","52660","47150"
"In post","2022","30-39","Finance","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","UK Statistics Authority","Wales","20","15","31750","30210"
"In post","2022","30-39","Finance","Water Services Regulation Authority","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Finance","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","East Midlands (England)","15","15","24470","21300"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","East of England","15","15","22080","21300"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","North East (England)","80","75","23740","21300"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","North West (England)","170","150","23120","21300"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","South East (England)","25","25","26470","21300"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","South West (England)","30","25","26890","24920"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","West Midlands (England)","40","40","24250","21300"
"In post","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","60","55","25060","24920"
"In post","2022","30-39","Grants Management","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","London","20","20","39770","37730"
"In post","2022","30-39","Human Resources","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","North West (England)","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Attorney General's Departments","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Cabinet Office","London","120","115","49270","54700"
"In post","2022","30-39","Human Resources","Cabinet Office","North East (England)","115","110","27900","24100"
"In post","2022","30-39","Human Resources","Cabinet Office","North West (England)","45","45","38300","37300"
"In post","2022","30-39","Human Resources","Cabinet Office","Scotland","10","10","44640","43500"
"In post","2022","30-39","Human Resources","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Cabinet Office","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Cabinet Office","Yorkshire and The Humber","20","20","40970","36550"
"In post","2022","30-39","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Charity Commission","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","London","25","25","43120","40050"
"In post","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","15","15","33670","33130"
"In post","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","50","45","36640","32280"
"In post","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","London","15","15","41860","35020"
"In post","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Education","North East (England)","10","10","27240","27180"
"In post","2022","30-39","Human Resources","Department for Education","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Education","West Midlands (England)","15","15","34260","32210"
"In post","2022","30-39","Human Resources","Department for Education","Yorkshire and The Humber","15","15","30340","25000"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","East of England","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","London","10","10","52280","54440"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","South West (England)","15","15","32280","31070"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","10","10","42820","42260"
"In post","2022","30-39","Human Resources","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for International Trade","London","30","30","43520","38540"
"In post","2022","30-39","Human Resources","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","London","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","North West (England)","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Transport","London","15","15","57700","54760"
"In post","2022","30-39","Human Resources","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Transport","South East (England)","15","10","27980","26470"
"In post","2022","30-39","Human Resources","Department for Transport","South West (England)","10","10","35130","38650"
"In post","2022","30-39","Human Resources","Department for Transport","Wales","65","65","30060","30730"
"In post","2022","30-39","Human Resources","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Transport","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","East of England","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","London","45","45","42660","39960"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","North East (England)","35","35","34210","31990"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","North West (England)","60","60","32770","27630"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","Scotland","15","15","31080","27570"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","Wales","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","West Midlands (England)","15","15","32010","27570"
"In post","2022","30-39","Human Resources","Department for Work and Pensions","Yorkshire and The Humber","45","45","33580","31990"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","London","75","75","39510","35530"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","20","15","47140","49530"
"In post","2022","30-39","Human Resources","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Foreign, Commonwealth and Development Office","London","40","40","52320","53850"
"In post","2022","30-39","Human Resources","Foreign, Commonwealth and Development Office","Overseas","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Foreign, Commonwealth and Development Office","Scotland","10","10","37740","33930"
"In post","2022","30-39","Human Resources","Foreign, Commonwealth and Development Office","South East (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Land Registry","East Midlands (England)","15","15","31830","30480"
"In post","2022","30-39","Human Resources","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","East Midlands (England)","65","65","37770","33370"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","London","40","40","55850","62120"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","North East (England)","65","60","29000","26820"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","North West (England)","105","105","33990","33080"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","Northern Ireland","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","Scotland","45","40","30190","26820"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","South East (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","Wales","20","20","36990","33080"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","West Midlands (England)","10","10","37680","33220"
"In post","2022","30-39","Human Resources","HM Revenue and Customs","Yorkshire and The Humber","15","10","38490","33380"
"In post","2022","30-39","Human Resources","HM Treasury","East of England","10","10","28750","24000"
"In post","2022","30-39","Human Resources","HM Treasury","London","20","20","52810","53800"
"In post","2022","30-39","Human Resources","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Defence","East of England","25","25","36220","33150"
"In post","2022","30-39","Human Resources","Ministry of Defence","London","60","55","49560","45180"
"In post","2022","30-39","Human Resources","Ministry of Defence","North West (England)","75","70","25270","21330"
"In post","2022","30-39","Human Resources","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Defence","Scotland","65","65","24000","21380"
"In post","2022","30-39","Human Resources","Ministry of Defence","South East (England)","35","35","30250","26510"
"In post","2022","30-39","Human Resources","Ministry of Defence","South West (England)","175","155","32490","31830"
"In post","2022","30-39","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Defence","West Midlands (England)","10","10","39700","40290"
"In post","2022","30-39","Human Resources","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Justice","East Midlands (England)","20","20","35200","31970"
"In post","2022","30-39","Human Resources","Ministry of Justice","East of England","10","10","39350","33330"
"In post","2022","30-39","Human Resources","Ministry of Justice","London","95","95","42250","38090"
"In post","2022","30-39","Human Resources","Ministry of Justice","North East (England)","15","15","34790","31740"
"In post","2022","30-39","Human Resources","Ministry of Justice","North West (England)","30","30","34920","31060"
"In post","2022","30-39","Human Resources","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Ministry of Justice","South East (England)","25","25","41620","38420"
"In post","2022","30-39","Human Resources","Ministry of Justice","South West (England)","10","10","41830","36050"
"In post","2022","30-39","Human Resources","Ministry of Justice","Wales","30","30","37120","32550"
"In post","2022","30-39","Human Resources","Ministry of Justice","West Midlands (England)","35","35","33540","31870"
"In post","2022","30-39","Human Resources","Ministry of Justice","Yorkshire and The Humber","20","20","38240","36050"
"In post","2022","30-39","Human Resources","National Crime Agency","London","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","National Crime Agency","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","National Crime Agency","South West (England)","20","15","34110","36740"
"In post","2022","30-39","Human Resources","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","North West (England)","15","15","33110","31700"
"In post","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","South West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of Gas and Electricity Markets","Scotland","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Scottish Government","Scotland","70","65","36080","36360"
"In post","2022","30-39","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","UK Statistics Authority","Wales","35","30","38430","33820"
"In post","2022","30-39","Human Resources","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office","Scotland","10","10","42320","39060"
"In post","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Revenue and Customs","London","5","5","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Revenue and Customs","North East (England)","5","5","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Treasury","London","20","20","51740","53070"
"In post","2022","30-39","Internal Audit","HM Treasury","North East (England)","5","5","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","HM Treasury","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Defence","South West (England)","10","10","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Attorney General's Departments","East Midlands (England)","85","75","40650","48080"
"In post","2022","30-39","Legal","Attorney General's Departments","East of England","95","85","38950","40000"
"In post","2022","30-39","Legal","Attorney General's Departments","London","1030","980","49630","51250"
"In post","2022","30-39","Legal","Attorney General's Departments","North East (England)","70","65","38470","38000"
"In post","2022","30-39","Legal","Attorney General's Departments","North West (England)","145","135","39140","48080"
"In post","2022","30-39","Legal","Attorney General's Departments","South East (England)","125","120","41150","40000"
"In post","2022","30-39","Legal","Attorney General's Departments","South West (England)","50","50","44440","48080"
"In post","2022","30-39","Legal","Attorney General's Departments","Wales","55","50","40940","48080"
"In post","2022","30-39","Legal","Attorney General's Departments","West Midlands (England)","95","90","39460","48080"
"In post","2022","30-39","Legal","Attorney General's Departments","Yorkshire and The Humber","140","130","42330","48080"
"In post","2022","30-39","Legal","Cabinet Office","London","20","20","66490","67730"
"In post","2022","30-39","Legal","Charity Commission","London","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Competition and Markets Authority","London","65","65","66940","71370"
"In post","2022","30-39","Legal","Competition and Markets Authority","Scotland","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Business, Energy and Industrial Strategy","Wales","20","15","43420","41420"
"In post","2022","30-39","Legal","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Work and Pensions","North West (England)","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Department for Work and Pensions","Yorkshire and The Humber","15","15","29460","27570"
"In post","2022","30-39","Legal","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2022","30-39","Legal","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2022","30-39","Legal","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Foreign, Commonwealth and Development Office","London","25","25","66040","67300"
"In post","2022","30-39","Legal","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
