"Status","Year","Age","Disability","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Undeclared","AO","180","[c]","24020","21260"
"Leaver CS","2022","50-59","Undeclared","EO","115","[c]","28580","27570"
"Leaver CS","2022","50-59","Undeclared","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","HEO","60","[c]","34550","33900"
"Leaver CS","2022","50-59","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","SEO","45","[c]","43900","43860"
"Leaver CS","2022","50-59","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","AA","125","[c]","20560","19590"
"Leaver CS","2022","50-59","Unknown","AO","475","[c]","23950","21640"
"Leaver CS","2022","50-59","Unknown","EO","340","[c]","29030","27570"
"Leaver CS","2022","50-59","Unknown","G6","95","[c]","73660","71700"
"Leaver CS","2022","50-59","Unknown","G7","165","[c]","56100","54630"
"Leaver CS","2022","50-59","Unknown","HEO","155","[c]","35490","34020"
"Leaver CS","2022","50-59","Unknown","SCS level","75","[c]","112360","108050"
"Leaver CS","2022","50-59","Unknown","SEO","170","[c]","42360","41440"
"Leaver CS","2022","50-59","Unknown","Unknown","130","[c]","38620","34310"
"Leaver CS","2022","60-64","Declared disabled","AA","50","[c]","19650","19550"
"Leaver CS","2022","60-64","Declared disabled","AO","235","[c]","22150","21260"
"Leaver CS","2022","60-64","Declared disabled","EO","240","[c]","28140","27570"
"Leaver CS","2022","60-64","Declared disabled","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","G7","60","[c]","56730","55610"
"Leaver CS","2022","60-64","Declared disabled","HEO","105","[c]","34730","34290"
"Leaver CS","2022","60-64","Declared disabled","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","SEO","75","[c]","43800","43160"
"Leaver CS","2022","60-64","Declared disabled","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","AA","185","[c]","19550","19130"
"Leaver CS","2022","60-64","Declared non-disabled","AO","985","[c]","22460","21260"
"Leaver CS","2022","60-64","Declared non-disabled","EO","1045","[c]","28160","27570"
"Leaver CS","2022","60-64","Declared non-disabled","G6","185","[c]","71930","70480"
"Leaver CS","2022","60-64","Declared non-disabled","G7","340","[c]","57730","57060"
"Leaver CS","2022","60-64","Declared non-disabled","HEO","570","[c]","34860","34290"
"Leaver CS","2022","60-64","Declared non-disabled","SCS level","115","[c]","104090","99840"
"Leaver CS","2022","60-64","Declared non-disabled","SEO","445","[c]","43860","42790"
"Leaver CS","2022","60-64","Declared non-disabled","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","AA","40","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","AO","135","[c]","22790","21580"
"Leaver CS","2022","60-64","Undeclared","EO","100","[c]","28490","27490"
"Leaver CS","2022","60-64","Undeclared","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","HEO","60","[c]","35280","34290"
"Leaver CS","2022","60-64","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","SEO","45","[c]","43310","42410"
"Leaver CS","2022","60-64","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","AA","80","[c]","20350","19810"
"Leaver CS","2022","60-64","Unknown","AO","260","[c]","24050","21660"
"Leaver CS","2022","60-64","Unknown","EO","190","[c]","30380","30370"
"Leaver CS","2022","60-64","Unknown","G6","50","[c]","73580","75340"
"Leaver CS","2022","60-64","Unknown","G7","65","[c]","55610","54110"
"Leaver CS","2022","60-64","Unknown","HEO","115","[c]","37080","36240"
"Leaver CS","2022","60-64","Unknown","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SEO","95","[c]","44470","45160"
"Leaver CS","2022","60-64","Unknown","Unknown","95","[c]","43810","37800"
"Leaver CS","2022","65+","Declared disabled","AA","60","[c]","19390","19050"
"Leaver CS","2022","65+","Declared disabled","AO","295","[c]","21600","21260"
"Leaver CS","2022","65+","Declared disabled","EO","230","[c]","27550","27570"
"Leaver CS","2022","65+","Declared disabled","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","HEO","70","[c]","35180","34290"
"Leaver CS","2022","65+","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","SEO","40","[c]","43680","41400"
"Leaver CS","2022","65+","Declared disabled","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","AA","315","[c]","19570","19200"
"Leaver CS","2022","65+","Declared non-disabled","AO","1035","[c]","21910","21260"
"Leaver CS","2022","65+","Declared non-disabled","EO","845","[c]","28030","27570"
"Leaver CS","2022","65+","Declared non-disabled","G6","75","[c]","72890","72200"
"Leaver CS","2022","65+","Declared non-disabled","G7","145","[c]","59230","58770"
"Leaver CS","2022","65+","Declared non-disabled","HEO","335","[c]","34410","34290"
"Leaver CS","2022","65+","Declared non-disabled","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","SEO","220","[c]","43920","43240"
"Leaver CS","2022","65+","Declared non-disabled","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AA","70","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","AO","130","[c]","22130","21260"
"Leaver CS","2022","65+","Undeclared","EO","70","[c]","27420","27370"
"Leaver CS","2022","65+","Undeclared","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA","90","[c]","19950","19810"
"Leaver CS","2022","65+","Unknown","AO","195","[c]","23630","22080"
"Leaver CS","2022","65+","Unknown","EO","125","[c]","29470","29250"
"Leaver CS","2022","65+","Unknown","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","HEO","50","[c]","36310","36130"
"Leaver CS","2022","65+","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO","50","[c]","44940","45170"
"Leaver CS","2022","65+","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","AO","95","[c]","21680","21260"
"Leaver Dept.","2022","20-29","Declared disabled","EO","175","[c]","27430","27570"
"Leaver Dept.","2022","20-29","Declared disabled","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","HEO","155","[c]","32340","32330"
"Leaver Dept.","2022","20-29","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared disabled","SEO","40","[c]","39190","40060"
"Leaver Dept.","2022","20-29","Declared disabled","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","AA","80","[c]","20010","19100"
"Leaver Dept.","2022","20-29","Declared non-disabled","AO","830","[c]","21560","21260"
"Leaver Dept.","2022","20-29","Declared non-disabled","EO","1410","[c]","26830","27500"
"Leaver Dept.","2022","20-29","Declared non-disabled","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","G7","245","[c]","53700","53420"
"Leaver Dept.","2022","20-29","Declared non-disabled","HEO","1175","[c]","32430","32330"
"Leaver Dept.","2022","20-29","Declared non-disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Declared non-disabled","SEO","470","[c]","39930","40070"
"Leaver Dept.","2022","20-29","Declared non-disabled","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","EO","80","[c]","27380","27570"
"Leaver Dept.","2022","20-29","Undeclared","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","HEO","85","[c]","32980","33210"
"Leaver Dept.","2022","20-29","Undeclared","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AO","320","[c]","21760","21260"
"Leaver Dept.","2022","20-29","Unknown","EO","405","[c]","27320","27570"
"Leaver Dept.","2022","20-29","Unknown","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","G7","140","[c]","54250","54650"
"Leaver Dept.","2022","20-29","Unknown","HEO","950","[c]","32070","32000"
"Leaver Dept.","2022","20-29","Unknown","SEO","190","[c]","40040","40070"
"Leaver Dept.","2022","20-29","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","AO","65","[c]","21260","21220"
"Leaver Dept.","2022","30-39","Declared disabled","EO","130","[c]","26950","27570"
"Leaver Dept.","2022","30-39","Declared disabled","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","G7","85","[c]","53030","53490"
"Leaver Dept.","2022","30-39","Declared disabled","HEO","120","[c]","32440","32310"
"Leaver Dept.","2022","30-39","Declared disabled","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared disabled","SEO","85","[c]","39710","40050"
"Leaver Dept.","2022","30-39","Declared disabled","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","AA","35","[c]","20280","19520"
"Leaver Dept.","2022","30-39","Declared non-disabled","AO","495","[c]","21660","21260"
"Leaver Dept.","2022","30-39","Declared non-disabled","EO","995","[c]","26930","27570"
"Leaver Dept.","2022","30-39","Declared non-disabled","G6","230","[c]","67820","65790"
"Leaver Dept.","2022","30-39","Declared non-disabled","G7","760","[c]","53750","53600"
"Leaver Dept.","2022","30-39","Declared non-disabled","HEO","895","[c]","32440","32330"
"Leaver Dept.","2022","30-39","Declared non-disabled","SCS level","95","[c]","82110","77080"
"Leaver Dept.","2022","30-39","Declared non-disabled","SEO","830","[c]","40070","40070"
"Leaver Dept.","2022","30-39","Declared non-disabled","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","AO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","EO","60","[c]","27200","27570"
"Leaver Dept.","2022","30-39","Undeclared","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","HEO","65","[c]","32940","32540"
"Leaver Dept.","2022","30-39","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","SEO","60","[c]","40380","40250"
"Leaver Dept.","2022","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AO","165","[c]","21770","21260"
"Leaver Dept.","2022","30-39","Unknown","EO","230","[c]","27320","27570"
"Leaver Dept.","2022","30-39","Unknown","G6","110","[c]","66040","64500"
"Leaver Dept.","2022","30-39","Unknown","G7","310","[c]","54080","54180"
"Leaver Dept.","2022","30-39","Unknown","HEO","415","[c]","32870","32060"
"Leaver Dept.","2022","30-39","Unknown","SCS level","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SEO","300","[c]","40310","40220"
"Leaver Dept.","2022","30-39","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","AO","50","[c]","21440","21260"
"Leaver Dept.","2022","40-49","Declared disabled","EO","90","[c]","27200","27570"
"Leaver Dept.","2022","40-49","Declared disabled","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","G7","60","[c]","54640","53140"
"Leaver Dept.","2022","40-49","Declared disabled","HEO","90","[c]","32470","32260"
"Leaver Dept.","2022","40-49","Declared disabled","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","SEO","70","[c]","39610","39530"
"Leaver Dept.","2022","40-49","Declared disabled","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","AO","355","[c]","21610","21260"
"Leaver Dept.","2022","40-49","Declared non-disabled","EO","655","[c]","27160","27570"
"Leaver Dept.","2022","40-49","Declared non-disabled","G6","285","[c]","68660","66320"
"Leaver Dept.","2022","40-49","Declared non-disabled","G7","620","[c]","54030","53600"
"Leaver Dept.","2022","40-49","Declared non-disabled","HEO","510","[c]","32500","32140"
"Leaver Dept.","2022","40-49","Declared non-disabled","SCS level","205","[c]","91270","92500"
"Leaver Dept.","2022","40-49","Declared non-disabled","SEO","550","[c]","40440","40070"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","EO","35","[c]","27470","27570"
"Leaver Dept.","2022","40-49","Undeclared","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","HEO","40","[c]","32690","32170"
"Leaver Dept.","2022","40-49","Undeclared","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","SEO","40","[c]","40590","40310"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","AO","95","[c]","22480","21940"
"Leaver Dept.","2022","40-49","Unknown","EO","160","[c]","27200","27570"
"Leaver Dept.","2022","40-49","Unknown","G6","165","[c]","67980","66690"
"Leaver Dept.","2022","40-49","Unknown","G7","325","[c]","53540","52610"
"Leaver Dept.","2022","40-49","Unknown","HEO","200","[c]","33390","33250"
"Leaver Dept.","2022","40-49","Unknown","SCS level","100","[c]","95240","94310"
"Leaver Dept.","2022","40-49","Unknown","SEO","270","[c]","40740","40560"
"Leaver Dept.","2022","40-49","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","AO","45","[c]","21340","21260"
"Leaver Dept.","2022","50-59","Declared disabled","EO","95","[c]","27370","27570"
"Leaver Dept.","2022","50-59","Declared disabled","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","G7","45","[c]","56220","56390"
"Leaver Dept.","2022","50-59","Declared disabled","HEO","60","[c]","33420","33170"
"Leaver Dept.","2022","50-59","Declared disabled","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","SEO","50","[c]","40710","40070"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","AO","240","[c]","21430","21260"
"Leaver Dept.","2022","50-59","Declared non-disabled","EO","435","[c]","27170","27570"
"Leaver Dept.","2022","50-59","Declared non-disabled","G6","185","[c]","70430","67580"
"Leaver Dept.","2022","50-59","Declared non-disabled","G7","345","[c]","54050","53860"
"Leaver Dept.","2022","50-59","Declared non-disabled","HEO","355","[c]","32510","32330"
"Leaver Dept.","2022","50-59","Declared non-disabled","SCS level","145","[c]","101850","104490"
"Leaver Dept.","2022","50-59","Declared non-disabled","SEO","350","[c]","40110","40070"
"Leaver Dept.","2022","50-59","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","AO","75","[c]","22330","22230"
"Leaver Dept.","2022","50-59","Unknown","EO","115","[c]","27730","27900"
"Leaver Dept.","2022","50-59","Unknown","G6","140","[c]","71820","68510"
"Leaver Dept.","2022","50-59","Unknown","G7","260","[c]","53300","52610"
"Leaver Dept.","2022","50-59","Unknown","HEO","135","[c]","33830","34530"
"Leaver Dept.","2022","50-59","Unknown","SCS level","115","[c]","115390","114350"
"Leaver Dept.","2022","50-59","Unknown","SEO","180","[c]","41110","40560"
"Leaver Dept.","2022","50-59","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Declared non-disabled","AO","40","[c]","21540","21260"
"Leaver Dept.","2022","60-64","Declared non-disabled","EO","60","[c]","26890","27570"
"Leaver Dept.","2022","60-64","Declared non-disabled","G6","35","[c]","70520","68550"
"Leaver Dept.","2022","60-64","Declared non-disabled","G7","50","[c]","53450","53220"
"Leaver Dept.","2022","60-64","Declared non-disabled","HEO","45","[c]","33640","33410"
"Leaver Dept.","2022","60-64","Declared non-disabled","SCS level","35","[c]","114350","114000"
"Leaver Dept.","2022","60-64","Declared non-disabled","SEO","45","[c]","40050","40060"
"Leaver Dept.","2022","60-64","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","EO","35","[c]","27220","27900"
"Leaver Dept.","2022","60-64","Unknown","G6","35","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","G7","45","[c]","54820","54950"
"Leaver Dept.","2022","60-64","Unknown","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SCS level","35","[c]","127550","118770"
"Leaver Dept.","2022","60-64","Unknown","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","AA","85","[c]","19420","19620"
