"Status","Year","Age","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Declared non-disabled","Planning Inspectors","Female","30","25","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Planning Inspectors","Male","50","50","54080","47660"
"In post","2022","40-49","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Policy","Female","2990","2760","52740","53200"
"In post","2022","40-49","Declared non-disabled","Policy","Male","2385","2355","55060","54400"
"In post","2022","40-49","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Project Delivery","Female","1575","1475","44080","40520"
"In post","2022","40-49","Declared non-disabled","Project Delivery","Male","1465","1460","48290","44500"
"In post","2022","40-49","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Property","Female","560","520","39210","35900"
"In post","2022","40-49","Declared non-disabled","Property","Male","645","645","41880","38990"
"In post","2022","40-49","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Psychology","Female","210","195","46130","47660"
"In post","2022","40-49","Declared non-disabled","Psychology","Male","35","35","46720","41660"
"In post","2022","40-49","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Science and Engineering","Female","765","690","43610","40140"
"In post","2022","40-49","Declared non-disabled","Science and Engineering","Male","1435","1415","44820","43900"
"In post","2022","40-49","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Security","Female","335","320","35270","33300"
"In post","2022","40-49","Declared non-disabled","Security","Male","875","875","33550","32770"
"In post","2022","40-49","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Social Research","Female","110","95","52220","51380"
"In post","2022","40-49","Declared non-disabled","Social Research","Male","50","50","51630","53090"
"In post","2022","40-49","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Statistics","Female","175","155","52420","52650"
"In post","2022","40-49","Declared non-disabled","Statistics","Male","200","200","51320","52000"
"In post","2022","40-49","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Tax","Female","1110","1035","37550","33370"
"In post","2022","40-49","Declared non-disabled","Tax","Male","1190","1180","38930","33370"
"In post","2022","40-49","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","Female","2225","2080","46390","40600"
"In post","2022","40-49","Declared non-disabled","Unknown","Male","1900","1890","49630","47000"
"In post","2022","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Veterinarian","Female","65","60","44450","45050"
"In post","2022","40-49","Declared non-disabled","Veterinarian","Male","55","55","43320","38280"
"In post","2022","40-49","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Commercial","Female","45","45","42860","41210"
"In post","2022","40-49","Undeclared","Commercial","Male","40","40","46420","42230"
"In post","2022","40-49","Undeclared","Communications","Female","20","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Communications","Male","25","25","[c]","[c]"
"In post","2022","40-49","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Counter Fraud","Female","35","30","31300","27570"
"In post","2022","40-49","Undeclared","Counter Fraud","Male","35","35","30120","27570"
"In post","2022","40-49","Undeclared","Digital, Data and Technology","Female","80","75","43180","40520"
"In post","2022","40-49","Undeclared","Digital, Data and Technology","Male","225","225","43810","40520"
"In post","2022","40-49","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Economics","Male","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Finance","Female","95","90","39640","35310"
"In post","2022","40-49","Undeclared","Finance","Male","85","85","41150","36780"
"In post","2022","40-49","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Human Resources","Female","100","95","37700","36630"
"In post","2022","40-49","Undeclared","Human Resources","Male","35","35","42120","37240"
"In post","2022","40-49","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Intelligence Analysis","Female","35","35","31410","28760"
"In post","2022","40-49","Undeclared","Intelligence Analysis","Male","35","35","38720","35050"
"In post","2022","40-49","Undeclared","Internal Audit","Female","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Internal Audit","Male","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","International Trade","Female","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","International Trade","Male","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Knowledge and Information Management","Female","20","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Knowledge and Information Management","Male","20","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Legal","Female","80","70","50190","51250"
"In post","2022","40-49","Undeclared","Legal","Male","85","85","46740","40520"
"In post","2022","40-49","Undeclared","Medicine","Female","25","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Medicine","Male","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Operational Delivery","Female","1735","1535","29430","27570"
"In post","2022","40-49","Undeclared","Operational Delivery","Male","1785","1755","31110","30450"
"In post","2022","40-49","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Other","Female","180","165","28380","26670"
"In post","2022","40-49","Undeclared","Other","Male","150","145","31230","27570"
"In post","2022","40-49","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Planning Inspectors","Male","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Policy","Female","155","145","49970","47870"
"In post","2022","40-49","Undeclared","Policy","Male","185","185","52180","53470"
"In post","2022","40-49","Undeclared","Project Delivery","Female","95","90","43460","40520"
"In post","2022","40-49","Undeclared","Project Delivery","Male","120","120","45590","42470"
"In post","2022","40-49","Undeclared","Property","Female","50","45","36900","33300"
"In post","2022","40-49","Undeclared","Property","Male","60","60","39590","37660"
"In post","2022","40-49","Undeclared","Psychology","Female","25","25","[c]","[c]"
"In post","2022","40-49","Undeclared","Psychology","Male","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Science and Engineering","Female","20","20","[c]","[c]"
"In post","2022","40-49","Undeclared","Science and Engineering","Male","90","90","40410","39810"
"In post","2022","40-49","Undeclared","Security","Female","45","40","40160","38160"
"In post","2022","40-49","Undeclared","Security","Male","135","135","36030","39070"
"In post","2022","40-49","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Statistics","Female","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Statistics","Male","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Tax","Female","70","65","40850","37930"
"In post","2022","40-49","Undeclared","Tax","Male","125","125","42690","40180"
"In post","2022","40-49","Undeclared","Unknown","Female","105","100","43490","37630"
"In post","2022","40-49","Undeclared","Unknown","Male","90","90","46150","40520"
"In post","2022","40-49","Undeclared","Veterinarian","Female","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Veterinarian","Male","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Commercial","Female","155","145","42810","39280"
"In post","2022","40-49","Unknown","Commercial","Male","110","110","44740","40460"
"In post","2022","40-49","Unknown","Communications","Female","130","120","49840","49580"
"In post","2022","40-49","Unknown","Communications","Male","110","110","49240","43850"
"In post","2022","40-49","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Counter Fraud","Female","35","30","32920","31000"
"In post","2022","40-49","Unknown","Counter Fraud","Male","30","30","39310","33120"
"In post","2022","40-49","Unknown","Digital, Data and Technology","Female","345","330","45520","41900"
"In post","2022","40-49","Unknown","Digital, Data and Technology","Male","705","705","47450","43700"
"In post","2022","40-49","Unknown","Economics","Female","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Economics","Male","25","25","[c]","[c]"
"In post","2022","40-49","Unknown","Finance","Female","235","220","40570","38650"
"In post","2022","40-49","Unknown","Finance","Male","195","195","44500","40520"
"In post","2022","40-49","Unknown","Geography","Female","10","5","[c]","[c]"
"In post","2022","40-49","Unknown","Geography","Male","20","20","[c]","[c]"
"In post","2022","40-49","Unknown","Human Resources","Female","230","215","39940","36430"
"In post","2022","40-49","Unknown","Human Resources","Male","95","95","40920","36410"
"In post","2022","40-49","Unknown","Inspector of Education and Training","Female","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Intelligence Analysis","Female","20","20","[c]","[c]"
"In post","2022","40-49","Unknown","Intelligence Analysis","Male","45","45","39230","33720"
"In post","2022","40-49","Unknown","Internal Audit","Female","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Internal Audit","Male","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","International Trade","Female","40","35","53970","54160"
"In post","2022","40-49","Unknown","International Trade","Male","35","35","55930","56220"
"In post","2022","40-49","Unknown","Knowledge and Information Management","Female","35","30","33070","31990"
"In post","2022","40-49","Unknown","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2022","40-49","Unknown","Legal","Female","385","350","50790","53050"
"In post","2022","40-49","Unknown","Legal","Male","270","270","46190","40720"
"In post","2022","40-49","Unknown","Medicine","Female","140","120","55210","46140"
"In post","2022","40-49","Unknown","Medicine","Male","70","65","66510","65920"
"In post","2022","40-49","Unknown","Operational Delivery","Female","4240","3815","30260","26820"
"In post","2022","40-49","Unknown","Operational Delivery","Male","3160","3090","32090","27470"
"In post","2022","40-49","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Operational Research","Female","10","5","[c]","[c]"
"In post","2022","40-49","Unknown","Operational Research","Male","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Other","Female","500","465","35740","32190"
"In post","2022","40-49","Unknown","Other","Male","745","740","38520","33570"
"In post","2022","40-49","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Planning Inspectors","Female","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Planning Inspectors","Male","15","10","[c]","[c]"
"In post","2022","40-49","Unknown","Policy","Female","505","475","53030","53000"
"In post","2022","40-49","Unknown","Policy","Male","410","405","54270","54110"
"In post","2022","40-49","Unknown","Project Delivery","Female","265","250","46150","40580"
"In post","2022","40-49","Unknown","Project Delivery","Male","275","270","50630","51610"
"In post","2022","40-49","Unknown","Property","Female","90","80","35740","33080"
"In post","2022","40-49","Unknown","Property","Male","140","140","39320","37250"
"In post","2022","40-49","Unknown","Psychology","Female","25","20","[c]","[c]"
"In post","2022","40-49","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Science and Engineering","Female","260","235","44010","41520"
"In post","2022","40-49","Unknown","Science and Engineering","Male","225","225","45150","44360"
"In post","2022","40-49","Unknown","Security","Female","70","65","35880","36740"
"In post","2022","40-49","Unknown","Security","Male","325","320","35680","39070"
"In post","2022","40-49","Unknown","Social Research","Female","25","25","[c]","[c]"
"In post","2022","40-49","Unknown","Social Research","Male","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Statistics","Female","30","30","50050","50210"
"In post","2022","40-49","Unknown","Statistics","Male","30","30","[c]","[c]"
"In post","2022","40-49","Unknown","Tax","Female","455","425","30680","26820"
"In post","2022","40-49","Unknown","Tax","Male","520","515","33480","33080"
"In post","2022","40-49","Unknown","Unknown","Female","1295","1215","48220","46000"
"In post","2022","40-49","Unknown","Unknown","Male","1120","1110","49920","47490"
"In post","2022","40-49","Unknown","Veterinarian","Female","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Commercial","Female","110","105","40560","38090"
"In post","2022","50-59","Declared disabled","Commercial","Male","80","80","42100","40650"
"In post","2022","50-59","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Communications","Female","45","45","45190","42220"
"In post","2022","50-59","Declared disabled","Communications","Male","30","30","38670","33570"
"In post","2022","50-59","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Counter Fraud","Female","285","250","28240","27570"
"In post","2022","50-59","Declared disabled","Counter Fraud","Male","165","160","29360","27570"
"In post","2022","50-59","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Digital, Data and Technology","Female","265","250","39120","36010"
"In post","2022","50-59","Declared disabled","Digital, Data and Technology","Male","360","350","42570","38450"
"In post","2022","50-59","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Economics","Female","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Economics","Male","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Finance","Female","260","245","38510","33840"
"In post","2022","50-59","Declared disabled","Finance","Male","170","165","40830","36460"
"In post","2022","50-59","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Human Resources","Female","320","305","41110","38000"
"In post","2022","50-59","Declared disabled","Human Resources","Male","145","145","42340","37450"
"In post","2022","50-59","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Inspector of Education and Training","Female","25","25","[c]","[c]"
"In post","2022","50-59","Declared disabled","Inspector of Education and Training","Male","10","10","[c]","[c]"
"In post","2022","50-59","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Intelligence Analysis","Female","50","45","30860","30500"
"In post","2022","50-59","Declared disabled","Intelligence Analysis","Male","55","55","36450","33370"
"In post","2022","50-59","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Internal Audit","Female","20","20","[c]","[c]"
"In post","2022","50-59","Declared disabled","Internal Audit","Male","20","20","[c]","[c]"
"In post","2022","50-59","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","International Trade","Female","15","15","[c]","[c]"
"In post","2022","50-59","Declared disabled","International Trade","Male","15","15","[c]","[c]"
"In post","2022","50-59","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Knowledge and Information Management","Female","70","65","33620","32200"
"In post","2022","50-59","Declared disabled","Knowledge and Information Management","Male","45","45","35690","31990"
"In post","2022","50-59","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Legal","Female","235","210","51940","53350"
"In post","2022","50-59","Declared disabled","Legal","Male","155","150","53150","55610"
"In post","2022","50-59","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Medicine","Female","30","25","[c]","[c]"
"In post","2022","50-59","Declared disabled","Medicine","Male","15","15","[c]","[c]"
"In post","2022","50-59","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Operational Delivery","Female","7600","6715","27890","27570"
"In post","2022","50-59","Declared disabled","Operational Delivery","Male","4175","3985","29610","27570"
"In post","2022","50-59","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Operational Research","Female","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Operational Research","Male","15","15","[c]","[c]"
"In post","2022","50-59","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Other","Female","800","740","27960","26900"
"In post","2022","50-59","Declared disabled","Other","Male","540","525","30460","27570"
"In post","2022","50-59","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Policy","Female","375","355","46310","41700"
"In post","2022","50-59","Declared disabled","Policy","Male","305","300","48420","42970"
"In post","2022","50-59","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Project Delivery","Female","330","310","41260","39630"
"In post","2022","50-59","Declared disabled","Project Delivery","Male","235","230","45210","40580"
"In post","2022","50-59","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Property","Female","120","110","38090","33300"
"In post","2022","50-59","Declared disabled","Property","Male","125","120","39990","36260"
"In post","2022","50-59","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Psychology","Female","15","15","[c]","[c]"
"In post","2022","50-59","Declared disabled","Psychology","Male","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Science and Engineering","Female","80","70","39030","36330"
"In post","2022","50-59","Declared disabled","Science and Engineering","Male","185","185","40340","40960"
"In post","2022","50-59","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Security","Female","80","75","32310","28200"
"In post","2022","50-59","Declared disabled","Security","Male","200","200","33610","32030"
"In post","2022","50-59","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Social Research","Female","10","10","[c]","[c]"
"In post","2022","50-59","Declared disabled","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Statistics","Female","15","15","[c]","[c]"
"In post","2022","50-59","Declared disabled","Statistics","Male","20","20","[c]","[c]"
"In post","2022","50-59","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Tax","Female","295","275","37710","33430"
"In post","2022","50-59","Declared disabled","Tax","Male","205","200","39400","35980"
"In post","2022","50-59","Declared disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","Female","370","355","41130","36130"
"In post","2022","50-59","Declared disabled","Unknown","Male","265","260","43250","36130"
"In post","2022","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Commercial","Female","590","560","40260","37040"
"In post","2022","50-59","Declared non-disabled","Commercial","Male","525","520","47030","42520"
"In post","2022","50-59","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Communications","Female","290","275","43610","39440"
"In post","2022","50-59","Declared non-disabled","Communications","Male","240","240","41950","37660"
"In post","2022","50-59","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Corporate Finance","Female","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Corporate Finance","Male","15","15","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Counter Fraud","Female","1090","975","28470","27570"
"In post","2022","50-59","Declared non-disabled","Counter Fraud","Male","765","745","31600","27570"
"In post","2022","50-59","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Digital, Data and Technology","Female","1335","1280","42880","40140"
"In post","2022","50-59","Declared non-disabled","Digital, Data and Technology","Male","2455","2435","45150","40860"
"In post","2022","50-59","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Economics","Female","30","30","58490","60860"
"In post","2022","50-59","Declared non-disabled","Economics","Male","65","60","75870","69890"
"In post","2022","50-59","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Finance","Female","1580","1520","39680","35310"
"In post","2022","50-59","Declared non-disabled","Finance","Male","1235","1220","46210","41730"
"In post","2022","50-59","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Geography","Female","25","25","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Geography","Male","40","40","32040","33140"
"In post","2022","50-59","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Human Resources","Female","1330","1260","40700","36840"
"In post","2022","50-59","Declared non-disabled","Human Resources","Male","590","580","42330","38460"
"In post","2022","50-59","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Inspector of Education and Training","Female","250","245","65790","70500"
"In post","2022","50-59","Declared non-disabled","Inspector of Education and Training","Male","95","90","73230","75500"
"In post","2022","50-59","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Intelligence Analysis","Female","270","255","31790","28650"
"In post","2022","50-59","Declared non-disabled","Intelligence Analysis","Male","345","340","35960","32040"
"In post","2022","50-59","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Internal Audit","Female","120","110","48520","44100"
"In post","2022","50-59","Declared non-disabled","Internal Audit","Male","120","115","52190","49750"
"In post","2022","50-59","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","International Trade","Female","65","65","54550","48220"
"In post","2022","50-59","Declared non-disabled","International Trade","Male","110","110","49200","45090"
"In post","2022","50-59","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Knowledge and Information Management","Female","305","290","35310","31990"
"In post","2022","50-59","Declared non-disabled","Knowledge and Information Management","Male","235","235","37840","34290"
"In post","2022","50-59","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Legal","Female","1375","1250","52500","53490"
"In post","2022","50-59","Declared non-disabled","Legal","Male","1075","1055","53660","55210"
"In post","2022","50-59","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Medicine","Female","320","285","53290","39630"
"In post","2022","50-59","Declared non-disabled","Medicine","Male","130","120","67710","71700"
"In post","2022","50-59","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","Female","30855","27455","28540","27570"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","Male","19330","18655","31880","27570"
"In post","2022","50-59","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Operational Research","Female","45","40","48910","47010"
"In post","2022","50-59","Declared non-disabled","Operational Research","Male","100","100","52580","48410"
"In post","2022","50-59","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Other","Female","3780","3525","28610","26270"
"In post","2022","50-59","Declared non-disabled","Other","Male","2895","2865","32530","27570"
"In post","2022","50-59","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","Female","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","Male","25","25","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Planning Inspectors","Female","45","45","56140","58810"
"In post","2022","50-59","Declared non-disabled","Planning Inspectors","Male","45","40","58690","58810"
"In post","2022","50-59","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Policy","Female","2230","2135","48060","43810"
"In post","2022","50-59","Declared non-disabled","Policy","Male","2135","2115","53500","53070"
"In post","2022","50-59","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Project Delivery","Female","1720","1630","43950","40520"
"In post","2022","50-59","Declared non-disabled","Project Delivery","Male","1745","1725","49640","46750"
"In post","2022","50-59","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Property","Female","765","720","37080","33300"
"In post","2022","50-59","Declared non-disabled","Property","Male","1165","1155","43040","40580"
"In post","2022","50-59","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","Female","80","70","43240","35760"
"In post","2022","50-59","Declared non-disabled","Psychology","Male","30","30","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","Female","515","475","43130","40070"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","Male","1980","1950","43960","42490"
"In post","2022","50-59","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Security","Female","490","475","34000","33000"
