"Status","Year","Disability","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","105","100","42390","42850"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","145","135","21340","21410"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","EO","130","125","25880","25880"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","485","475","73470","75500"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","520","505","43320","46360"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","London","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","London","EO","130","130","27780","26500"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","London","G6/G7","260","255","61560","60920"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","London","SCS level","45","45","99970","91520"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","London","SEO/HEO","190","185","37790","37000"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","AA/AO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","EO","165","165","24530","23700"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","G6/G7","155","150","55390","52760"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","SEO/HEO","170","170","33960","32480"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","60","60","54140","50050"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","90","90","35940","38000"
"In post","2022","Declared non-disabled","Office of Rail and Road","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","London","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","London","G6/G7","100","95","64780","63890"
"In post","2022","Declared non-disabled","Office of Rail and Road","London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","London","SEO/HEO","50","50","41160","42670"
"In post","2022","Declared non-disabled","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","Outside London","G6/G7","80","75","58430","58920"
"In post","2022","Declared non-disabled","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of Rail and Road","Outside London","SEO/HEO","35","35","38050","38650"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Outside London","G6/G7","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","Outside London","AA/AO","2760","2605","23550","23230"
"In post","2022","Declared non-disabled","Scottish Government","Outside London","EO","2255","2175","29250","28990"
"In post","2022","Declared non-disabled","Scottish Government","Outside London","G6/G7","2175","2090","63950","62170"
"In post","2022","Declared non-disabled","Scottish Government","Outside London","SCS level","190","190","88350","83230"
"In post","2022","Declared non-disabled","Scottish Government","Outside London","SEO/HEO","4585","4415","40030","39660"
"In post","2022","Declared non-disabled","Scottish Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Scottish Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","London","AA/AO","45","40","21740","20900"
"In post","2022","Declared non-disabled","The National Archives","London","EO","45","45","24630","23990"
"In post","2022","Declared non-disabled","The National Archives","London","G6/G7","65","65","52670","51130"
"In post","2022","Declared non-disabled","The National Archives","London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","The National Archives","London","SEO/HEO","200","195","35890","34770"
"In post","2022","Declared non-disabled","The National Archives","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","London","EO","50","50","29380","29000"
"In post","2022","Declared non-disabled","UK Export Finance","London","G6/G7","140","140","66030","65000"
"In post","2022","Declared non-disabled","UK Export Finance","London","SCS level","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","London","SEO/HEO","185","185","41830","41000"
"In post","2022","Declared non-disabled","UK Export Finance","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","UK Export Finance","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","G6/G7","40","40","57540","54570"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","UK Statistics Authority","London","SEO/HEO","85","85","36980","33710"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","AA/AO","670","475","20340","20350"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","EO","360","330","24660","23880"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","G6/G7","610","590","53850","51210"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","SCS level","35","35","77870","72770"
"In post","2022","Declared non-disabled","UK Statistics Authority","Outside London","SEO/HEO","1115","1055","34200","33520"
"In post","2022","Declared non-disabled","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","London","EO","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","London","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","UK Supreme Court","London","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","G6/G7","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","London","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","EO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Water Services Regulation Authority","Outside London","SEO/HEO","90","85","46970","45590"
"In post","2022","Declared non-disabled","Welsh Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","Outside London","AA/AO","690","640","24280","24630"
"In post","2022","Declared non-disabled","Welsh Government","Outside London","EO","925","870","28880","29430"
"In post","2022","Declared non-disabled","Welsh Government","Outside London","G6/G7","945","905","62480","61440"
"In post","2022","Declared non-disabled","Welsh Government","Outside London","SCS level","160","150","87440","79650"
"In post","2022","Declared non-disabled","Welsh Government","Outside London","SEO/HEO","2300","2180","41530","38160"
"In post","2022","Declared non-disabled","Welsh Government","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Welsh Government","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","London","EO","15","10","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","London","G6/G7","80","75","61400","64210"
"In post","2022","Undeclared","Attorney General's Departments","London","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Attorney General's Departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","London","G6/G7","80","80","58930","57100"
"In post","2022","Undeclared","Cabinet Office","London","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","London","SEO/HEO","70","70","37840","38950"
"In post","2022","Undeclared","Cabinet Office","Outside London","AA/AO","25","20","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Outside London","SEO/HEO","60","60","35350","34640"
"In post","2022","Undeclared","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cabinet Office","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chancellor's other departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","G6/G7","140","140","58690","56600"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","120","120","38850","39610"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","35","30","21610","21540"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","EO","30","30","26770","24570"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","80","75","37990","36240"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","G6/G7","35","35","55700","52250"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","SEO/HEO","30","30","35440","34020"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","G6/G7","45","45","60360","62960"
"In post","2022","Undeclared","Department for Education","London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","London","SEO/HEO","40","35","39430","40230"
"In post","2022","Undeclared","Department for Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Outside London","G6/G7","85","85","55420","50630"
"In post","2022","Undeclared","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Outside London","SEO/HEO","145","140","34480","36500"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","G6/G7","35","35","57360","54980"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","SEO/HEO","55","55","37040","38750"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","55","50","21630","21300"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","EO","75","70","25530","25190"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","100","95","52290","49440"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","175","170","34260","35900"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","London","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","G6/G7","50","50","57310","53480"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","SEO/HEO","40","40","36590","37860"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","35","30","55550","53130"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","40","40","33730","32780"
"In post","2022","Undeclared","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","London","EO","45","40","30810","30470"
"In post","2022","Undeclared","Department for Transport","London","G6/G7","85","85","59800","58680"
"In post","2022","Undeclared","Department for Transport","London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","London","SEO/HEO","100","100","39770","42470"
"In post","2022","Undeclared","Department for Transport","Outside London","AA/AO","350","310","21720","21840"
"In post","2022","Undeclared","Department for Transport","Outside London","EO","225","215","27470","26780"
"In post","2022","Undeclared","Department for Transport","Outside London","G6/G7","60","55","61040","56810"
"In post","2022","Undeclared","Department for Transport","Outside London","SEO/HEO","225","220","38270","38650"
"In post","2022","Undeclared","Department for Work and Pensions","London","AA/AO","55","50","24470","25110"
"In post","2022","Undeclared","Department for Work and Pensions","London","EO","260","245","31160","31060"
"In post","2022","Undeclared","Department for Work and Pensions","London","G6/G7","30","30","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","London","SEO/HEO","75","70","38590","36760"
"In post","2022","Undeclared","Department for Work and Pensions","Outside London","AA/AO","1250","1120","21270","21260"
"In post","2022","Undeclared","Department for Work and Pensions","Outside London","EO","1985","1830","27710","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Outside London","G6/G7","155","150","59480","56000"
"In post","2022","Undeclared","Department for Work and Pensions","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Outside London","SEO/HEO","455","440","36450","34290"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","London","EO","10","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","London","G6/G7","20","15","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Outside London","EO","10","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Estyn","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","London","SEO/HEO","35","35","37470","40350"
"In post","2022","Undeclared","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Outside London","EO","70","70","26940","26750"
"In post","2022","Undeclared","Food Standards Agency","Outside London","G6/G7","35","35","54520","52070"
"In post","2022","Undeclared","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Outside London","SEO/HEO","170","170","35420","37350"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","G6/G7","60","60","63840","65650"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","London","SEO/HEO","65","65","39140","38230"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","G6/G7","45","45","58070","56590"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","35","35","36310","34770"
"In post","2022","Undeclared","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Outside London","AA/AO","35","30","22600","22600"
"In post","2022","Undeclared","HM Land Registry","Outside London","EO","105","95","27530","27130"
"In post","2022","Undeclared","HM Land Registry","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","HM Land Registry","Outside London","SEO/HEO","125","110","36880","33840"
"In post","2022","Undeclared","HM Revenue and Customs","London","AA/AO","60","50","26080","26400"
"In post","2022","Undeclared","HM Revenue and Customs","London","EO","115","110","31680","31020"
"In post","2022","Undeclared","HM Revenue and Customs","London","G6/G7","150","145","67480","63750"
"In post","2022","Undeclared","HM Revenue and Customs","London","SCS level","15","10","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","London","SEO/HEO","225","215","41360","40910"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","AA/AO","770","660","21650","21250"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","EO","630","575","27260","26820"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","G6/G7","365","355","57470","55210"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Revenue and Customs","Outside London","SEO/HEO","1110","1055","36120","33370"
"In post","2022","Undeclared","HM Treasury","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","London","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","London","G6/G7","150","150","57850","55100"
"In post","2022","Undeclared","HM Treasury","London","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","London","SEO/HEO","155","155","34840","32320"
"In post","2022","Undeclared","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","HM Treasury","Outside London","G6/G7","20","15","[c]","[c]"
