"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Psychology","AA/AO","85","75","21680","21590"
"In post","2022","No function","Psychology","EO","415","405","27100","26850"
"In post","2022","No function","Psychology","G6/G7","120","115","64700","65000"
"In post","2022","No function","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","SEO/HEO","895","860","37070","33120"
"In post","2022","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","AA/AO","495","475","21770","22230"
"In post","2022","No function","Science and Engineering","EO","855","825","27350","27510"
"In post","2022","No function","Science and Engineering","G6/G7","2070","1970","55680","53860"
"In post","2022","No function","Science and Engineering","SCS level","50","45","94370","93050"
"In post","2022","No function","Science and Engineering","SEO/HEO","3195","3045","36270","38070"
"In post","2022","No function","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","G6/G7","30","30","60970","59810"
"In post","2022","No function","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","SEO/HEO","25","20","38530","38000"
"In post","2022","No function","Tax","AA/AO","2535","2355","21330","21250"
"In post","2022","No function","Tax","EO","2255","2120","27610","26820"
"In post","2022","No function","Tax","G6/G7","2215","2120","59530","55210"
"In post","2022","No function","Tax","SCS level","70","70","82030","78860"
"In post","2022","No function","Tax","SEO/HEO","5870","5615","36190","33370"
"In post","2022","No function","Unknown","AA/AO","1070","990","21820","21250"
"In post","2022","No function","Unknown","EO","1100","1075","27390","26820"
"In post","2022","No function","Unknown","G6/G7","1445","1425","60270","56600"
"In post","2022","No function","Unknown","SCS level","345","340","89540","80000"
"In post","2022","No function","Unknown","SEO/HEO","3820","3790","33380","33080"
"In post","2022","No function","Veterinarian","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Veterinarian","EO","15","15","24970","24920"
"In post","2022","No function","Veterinarian","G6/G7","115","110","54630","54310"
"In post","2022","No function","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Veterinarian","SEO/HEO","260","245","39810","37530"
"In post","2022","Project Delivery","Commercial","EO","100","90","23050","23000"
"In post","2022","Project Delivery","Commercial","G6/G7","150","145","57500","54740"
"In post","2022","Project Delivery","Commercial","SCS level","10","10","97590","95170"
"In post","2022","Project Delivery","Commercial","SEO/HEO","495","475","35210","35000"
"In post","2022","Project Delivery","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Communications","G6/G7","10","10","[c]","[c]"
"In post","2022","Project Delivery","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","SEO/HEO","25","25","36560","36410"
"In post","2022","Project Delivery","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","G6/G7","80","80","55090","52770"
"In post","2022","Project Delivery","Digital, Data and Technology","SEO/HEO","75","75","37260","38070"
"In post","2022","Project Delivery","Economics","G6/G7","80","75","59110","57970"
"In post","2022","Project Delivery","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","SEO/HEO","15","15","31380","30600"
"In post","2022","Project Delivery","Finance","EO","30","30","24880","24120"
"In post","2022","Project Delivery","Finance","G6/G7","85","85","60380","58640"
"In post","2022","Project Delivery","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Finance","SEO/HEO","105","100","36950","34770"
"In post","2022","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inspector of Education and Training","G6/G7","65","60","75110","75480"
"In post","2022","Project Delivery","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","G6/G7","30","30","52840","52560"
"In post","2022","Project Delivery","Knowledge and Information Management","SEO/HEO","50","50","35900","38000"
"In post","2022","Project Delivery","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Legal","G6/G7","5","5","[c]","[c]"
"In post","2022","Project Delivery","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","G6/G7","45","45","61250","58030"
"In post","2022","Project Delivery","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","AA/AO","150","140","21720","21300"
"In post","2022","Project Delivery","Operational Delivery","EO","310","290","26470","26820"
"In post","2022","Project Delivery","Operational Delivery","G6/G7","355","345","55170","54070"
"In post","2022","Project Delivery","Operational Delivery","SCS level","15","15","83330","75340"
"In post","2022","Project Delivery","Operational Delivery","SEO/HEO","710","675","36060","35830"
"In post","2022","Project Delivery","Operational Delivery","Unknown","320","305","33300","32710"
"In post","2022","Project Delivery","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","EO","1010","950","21790","21030"
"In post","2022","Project Delivery","Other","G6/G7","560","550","56840","55210"
"In post","2022","Project Delivery","Other","SCS level","90","90","92350","79720"
"In post","2022","Project Delivery","Other","SEO/HEO","1725","1655","33000","33050"
"In post","2022","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Policy","AA/AO","10","10","24970","26400"
"In post","2022","Project Delivery","Policy","EO","80","75","29170","28920"
"In post","2022","Project Delivery","Policy","G6/G7","1350","1300","60740","60720"
"In post","2022","Project Delivery","Policy","SCS level","70","65","85850","79930"
"In post","2022","Project Delivery","Policy","SEO/HEO","645","610","38930","39300"
"In post","2022","Project Delivery","Policy","Unknown","10","10","75240","47410"
"In post","2022","Project Delivery","Project Delivery","AA/AO","450","380","22050","21260"
"In post","2022","Project Delivery","Project Delivery","EO","1125","1060","26810","26700"
"In post","2022","Project Delivery","Project Delivery","G6/G7","3750","3650","57400","55210"
"In post","2022","Project Delivery","Project Delivery","SCS level","325","315","90450","84890"
"In post","2022","Project Delivery","Project Delivery","SEO/HEO","6825","6545","37360","38070"
"In post","2022","Project Delivery","Project Delivery","Unknown","500","485","45020","41540"
"In post","2022","Project Delivery","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","G6/G7","20","20","56310","56820"
"In post","2022","Project Delivery","Property","SEO/HEO","35","30","33990","33350"
"In post","2022","Project Delivery","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","EO","545","540","23840","25750"
"In post","2022","Project Delivery","Science and Engineering","G6/G7","420","410","56960","56000"
"In post","2022","Project Delivery","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","SEO/HEO","1765","1715","38100","38250"
"In post","2022","Project Delivery","Science and Engineering","Unknown","780","770","41310","39860"
"In post","2022","Project Delivery","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","G6/G7","30","30","56260","55620"
"In post","2022","Project Delivery","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","SEO/HEO","20","20","36020","38600"
"In post","2022","Project Delivery","Statistics","G6/G7","30","30","54360","54270"
"In post","2022","Project Delivery","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","AA/AO","15","15","21300","21250"
"In post","2022","Project Delivery","Tax","EO","175","155","28910","28920"
"In post","2022","Project Delivery","Tax","G6/G7","45","45","60770","60720"
"In post","2022","Project Delivery","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","SEO/HEO","410","380","35770","33370"
"In post","2022","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","EO","35","35","27140","27500"
"In post","2022","Project Delivery","Unknown","G6/G7","120","115","60160","60500"
"In post","2022","Project Delivery","Unknown","SCS level","65","65","112060","115000"
"In post","2022","Project Delivery","Unknown","SEO/HEO","135","135","36540","35350"
"In post","2022","Property","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Property","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","G6/G7","10","10","63670","62180"
"In post","2022","Property","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Property","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","EO","10","10","[c]","[c]"
"In post","2022","Property","Finance","G6/G7","25","25","60440","57830"
"In post","2022","Property","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","SEO/HEO","35","35","38730","39080"
"In post","2022","Property","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","EO","5","5","[c]","[c]"
"In post","2022","Property","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2022","Property","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","SEO/HEO","10","10","36370","35350"
"In post","2022","Property","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","AA/AO","695","650","22100","22010"
"In post","2022","Property","Operational Delivery","EO","170","165","26510","26030"
"In post","2022","Property","Operational Delivery","G6/G7","110","110","57800","56170"
"In post","2022","Property","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","SEO/HEO","300","290","37310","37110"
"In post","2022","Property","Other","AA/AO","165","160","26810","26900"
"In post","2022","Property","Other","EO","200","195","22960","20500"
"In post","2022","Property","Other","G6/G7","20","20","59310","56710"
"In post","2022","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","SEO/HEO","120","115","34430","33650"
"In post","2022","Property","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","EO","10","10","[c]","[c]"
"In post","2022","Property","Policy","G6/G7","20","20","56830","53420"
"In post","2022","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","SEO/HEO","15","15","37940","36500"
"In post","2022","Property","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","Property","Project Delivery","G6/G7","30","30","61430","60730"
"In post","2022","Property","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","SEO/HEO","35","35","36060","36050"
"In post","2022","Property","Property","AA/AO","965","905","20130","19050"
"In post","2022","Property","Property","EO","1500","1415","27290","26880"
"In post","2022","Property","Property","G6/G7","1450","1410","58460","57150"
"In post","2022","Property","Property","SCS level","85","85","90420","86600"
"In post","2022","Property","Property","SEO/HEO","3315","3185","37800","36500"
"In post","2022","Property","Property","Unknown","45","45","22430","21600"
"In post","2022","Property","Security","G6/G7","5","5","[c]","[c]"
"In post","2022","Property","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Property","Security","SEO/HEO","10","10","33990","34150"
"In post","2022","Property","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","EO","10","5","[c]","[c]"
"In post","2022","Property","Unknown","G6/G7","60","55","55870","54700"
"In post","2022","Property","Unknown","SCS level","10","10","[c]","[c]"
"In post","2022","Property","Unknown","SEO/HEO","45","40","34760","34550"
"In post","2022","Security","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Security","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Security","Intelligence Analysis","AA/AO","25","25","25090","24840"
"In post","2022","Security","Intelligence Analysis","EO","270","260","29110","29250"
"In post","2022","Security","Intelligence Analysis","G6/G7","120","120","59430","58550"
"In post","2022","Security","Intelligence Analysis","SCS level","15","15","79680","77940"
"In post","2022","Security","Intelligence Analysis","SEO/HEO","595","580","38640","37640"
"In post","2022","Security","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Knowledge and Information Management","EO","20","20","27810","28430"
"In post","2022","Security","Knowledge and Information Management","G6/G7","10","10","58630","59290"
"In post","2022","Security","Knowledge and Information Management","SEO/HEO","40","40","36380","34100"
"In post","2022","Security","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","Security","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Security","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other","EO","15","15","23190","22120"
"In post","2022","Security","Other","G6/G7","5","5","[c]","[c]"
"In post","2022","Security","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Security","Policy","G6/G7","10","10","[c]","[c]"
"In post","2022","Security","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Science and Engineering","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Security","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Security","AA/AO","5440","5320","27130","23540"
"In post","2022","Security","Security","EO","955","935","34260","30220"
"In post","2022","Security","Security","G6/G7","345","340","59690","57960"
"In post","2022","Security","Security","SCS level","25","25","90100","78910"
"In post","2022","Security","Security","SEO/HEO","1560","1525","40140","38150"
"In post","2022","Security","Security","Unknown","185","185","32860","31370"
"In post","2022","Security","Unknown","AA/AO","175","160","21220","21170"
"In post","2022","Security","Unknown","EO","240","230","25730","26350"
"In post","2022","Security","Unknown","G6/G7","110","105","58250","54700"
"In post","2022","Security","Unknown","SCS level","20","20","93380","91610"
"In post","2022","Security","Unknown","SEO/HEO","450","440","34950","33300"
"In post","2022","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","EO","40","35","26870","27570"
"In post","2022","Unknown","Commercial","G6/G7","15","15","60060","61760"
"In post","2022","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","SEO/HEO","110","105","38510","39080"
"In post","2022","Unknown","Communications","AA/AO","15","15","24140","24630"
"In post","2022","Unknown","Communications","EO","30","30","28870","29430"
"In post","2022","Unknown","Communications","G6/G7","90","85","60300","57460"
"In post","2022","Unknown","Communications","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","SEO/HEO","195","185","40730","40050"
"In post","2022","Unknown","Counter Fraud","AA/AO","35","30","20970","21680"
"In post","2022","Unknown","Counter Fraud","EO","120","105","25830","25310"
"In post","2022","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","SEO/HEO","30","30","33800","31140"
"In post","2022","Unknown","Digital, Data and Technology","AA/AO","25","25","24000","24630"
"In post","2022","Unknown","Digital, Data and Technology","EO","155","150","28390","28710"
"In post","2022","Unknown","Digital, Data and Technology","G6/G7","720","710","62640","61440"
"In post","2022","Unknown","Digital, Data and Technology","SCS level","35","35","104710","107110"
"In post","2022","Unknown","Digital, Data and Technology","SEO/HEO","905","890","39610","39580"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","AA/AO","15","15","23130","22750"
"In post","2022","Unknown","Economics","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Economics","G6/G7","70","70","64450","61440"
"In post","2022","Unknown","Economics","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Economics","SEO/HEO","110","110","36530","35050"
"In post","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","AA/AO","190","180","22230","21380"
"In post","2022","Unknown","Finance","EO","680","650","27370","26670"
"In post","2022","Unknown","Finance","G6/G7","355","345","60000","58230"
"In post","2022","Unknown","Finance","SCS level","70","65","91010","83360"
"In post","2022","Unknown","Finance","SEO/HEO","1415","1385","37360","35610"
"In post","2022","Unknown","Finance","Unknown","20","20","43510","40000"
"In post","2022","Unknown","Human Resources","AA/AO","85","80","24170","24630"
"In post","2022","Unknown","Human Resources","EO","165","160","28550","29060"
"In post","2022","Unknown","Human Resources","G6/G7","195","185","60370","57680"
"In post","2022","Unknown","Human Resources","SCS level","15","15","92960","93000"
"In post","2022","Unknown","Human Resources","SEO/HEO","415","395","37490","37450"
"In post","2022","Unknown","Intelligence Analysis","AA/AO","70","60","23100","21680"
"In post","2022","Unknown","Intelligence Analysis","EO","910","850","26920","26910"
"In post","2022","Unknown","Intelligence Analysis","G6/G7","40","40","58390","57680"
"In post","2022","Unknown","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","SEO/HEO","380","365","34650","33900"
"In post","2022","Unknown","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SEO/HEO","15","15","38980","38160"
"In post","2022","Unknown","Knowledge and Information Management","AA/AO","35","30","24450","24630"
"In post","2022","Unknown","Knowledge and Information Management","EO","40","40","28630","29430"
"In post","2022","Unknown","Knowledge and Information Management","G6/G7","35","35","58960","57430"
"In post","2022","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","SEO/HEO","105","100","39630","38160"
"In post","2022","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","EO","10","10","26530","25860"
"In post","2022","Unknown","Legal","G6/G7","135","125","61400","61440"
"In post","2022","Unknown","Legal","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Legal","SEO/HEO","10","10","35160","31210"
"In post","2022","Unknown","Medicine","AA/AO","340","310","22710","23280"
"In post","2022","Unknown","Medicine","EO","285","255","32040","31530"
"In post","2022","Unknown","Medicine","G6/G7","500","420","76070","78250"
"In post","2022","Unknown","Medicine","SCS level","55","45","96010","95140"
"In post","2022","Unknown","Medicine","SEO/HEO","660","595","40290","39030"
"In post","2022","Unknown","Operational Delivery","AA/AO","7295","6480","22320","21680"
"In post","2022","Unknown","Operational Delivery","EO","13180","12160","26870","25600"
"In post","2022","Unknown","Operational Delivery","G6/G7","975","950","59240","57680"
"In post","2022","Unknown","Operational Delivery","SCS level","120","120","88090","81490"
"In post","2022","Unknown","Operational Delivery","SEO/HEO","5735","5515","35500","35070"
"In post","2022","Unknown","Operational Delivery","Unknown","30","25","[c]","[c]"
"In post","2022","Unknown","Operational Research","EO","10","10","31990","33650"
"In post","2022","Unknown","Operational Research","G6/G7","30","25","61140","59460"
"In post","2022","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","SEO/HEO","50","50","38940","37840"
"In post","2022","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","AA/AO","6760","6435","21170","21170"
"In post","2022","Unknown","Other","EO","2825","2750","28080","26670"
"In post","2022","Unknown","Other","G6/G7","475","460","60850","58570"
"In post","2022","Unknown","Other","SCS level","25","25","102380","97510"
"In post","2022","Unknown","Other","SEO/HEO","2900","2825","38520","37450"
"In post","2022","Unknown","Other","Unknown","1955","1950","37460","34160"
"In post","2022","Unknown","Planning","AA/AO","10","10","23280","22960"
"In post","2022","Unknown","Planning","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Planning","G6/G7","25","25","60980","61440"
"In post","2022","Unknown","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","SEO/HEO","25","25","40660","38160"
"In post","2022","Unknown","Policy","AA/AO","235","225","23350","23340"
"In post","2022","Unknown","Policy","EO","745","715","28810","29430"
"In post","2022","Unknown","Policy","G6/G7","1995","1940","60370","57740"
"In post","2022","Unknown","Policy","SCS level","300","290","85920","78470"
"In post","2022","Unknown","Policy","SEO/HEO","2830","2745","39690","38430"
"In post","2022","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","AA/AO","15","15","23840","24630"
"In post","2022","Unknown","Project Delivery","EO","210","190","27670","27570"
"In post","2022","Unknown","Project Delivery","G6/G7","630","620","59500","57460"
"In post","2022","Unknown","Project Delivery","SCS level","30","30","88800","82700"
"In post","2022","Unknown","Project Delivery","SEO/HEO","1060","1030","37450","37450"
"In post","2022","Unknown","Property","AA/AO","15","15","24260","24630"
"In post","2022","Unknown","Property","EO","15","15","29160","29430"
"In post","2022","Unknown","Property","G6/G7","15","15","61370","61440"
"In post","2022","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","SEO/HEO","35","35","40330","38160"
"In post","2022","Unknown","Science and Engineering","AA/AO","505","495","21950","22220"
"In post","2022","Unknown","Science and Engineering","EO","415","405","26990","26350"
"In post","2022","Unknown","Science and Engineering","G6/G7","235","230","61950","60940"
"In post","2022","Unknown","Science and Engineering","SCS level","25","20","100480","93000"
"In post","2022","Unknown","Science and Engineering","SEO/HEO","740","725","40430","40000"
"In post","2022","Unknown","Science and Engineering","Unknown","20","20","25640","27370"
"In post","2022","Unknown","Security","AA/AO","145","135","22640","22460"
"In post","2022","Unknown","Security","EO","65","65","28140","28670"
"In post","2022","Unknown","Security","G6/G7","30","30","58930","57460"
"In post","2022","Unknown","Security","SEO/HEO","105","105","37080","35200"
"In post","2022","Unknown","Social Research","AA/AO","10","5","[c]","[c]"
"In post","2022","Unknown","Social Research","EO","50","50","32110","33650"
"In post","2022","Unknown","Social Research","G6/G7","70","70","61390","59460"
"In post","2022","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SEO/HEO","105","100","41860","42710"
"In post","2022","Unknown","Statistics","AA/AO","45","45","22240","22460"
"In post","2022","Unknown","Statistics","EO","50","45","29090","29430"
"In post","2022","Unknown","Statistics","G6/G7","45","40","60830","60560"
"In post","2022","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO/HEO","90","85","39660","38160"
"In post","2022","Unknown","Unknown","AA/AO","3185","3025","23820","23230"
"In post","2022","Unknown","Unknown","EO","3050","2935","28880","27940"
"In post","2022","Unknown","Unknown","G6/G7","3480","3350","63070","62170"
"In post","2022","Unknown","Unknown","SCS level","305","300","89330","83230"
"In post","2022","Unknown","Unknown","SEO/HEO","6270","6045","39250","39660"
"In post","2022","Unknown","Unknown","Unknown","10","10","30700","29360"
"In post","2022","Unknown","Veterinarian","G6/G7","20","20","58400","57940"
"In post","2022","Unknown","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","AA/AO","70","[c]","21120","19610"
"Leaver CS","2022","Analysis","Economics","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","G6/G7","30","[c]","60600","58120"
"Leaver CS","2022","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","SEO/HEO","45","[c]","36580","34570"
"Leaver CS","2022","Analysis","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
