"Status","Year","Age","Disability","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Undeclared","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Prosecution Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Defence Equipment and Support","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Defence Equipment and Support","Unknown","40","40","17420","17140"
"In post","2022","16-19","Unknown","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Driver and Vehicle Licensing Agency","Unknown","40","35","19110","18310"
"In post","2022","16-19","Unknown","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Driver and Vehicle Standards Agency","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Courts and Tribunals Service","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Prison and Probation Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Prison and Probation Service","Unknown","70","70","22880","23140"
"In post","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","105","100","21780","21250"
"In post","2022","16-19","Unknown","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Unknown","40","40","23620","21680"
"In post","2022","16-19","Unknown","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Royal Fleet Auxiliary","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Prison Service","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Social Security Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Submarine Delivery Agency","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Valuation Office Agency","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Animal and Plant Health Agency","Heterosexual / straight","30","30","24880","24920"
"In post","2022","20-29","Declared disabled","Animal and Plant Health Agency","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office (excl. agencies)","Heterosexual / straight","110","110","33990","32000"
"In post","2022","20-29","Declared disabled","Cabinet Office (excl. agencies)","LGBO","50","50","35000","34550"
"In post","2022","20-29","Declared disabled","Cabinet Office (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
