"Status","Year","Age","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","40-49","Undeclared","Female","155","[c]","44410","40070"
"Leaver Dept.","2022","40-49","Undeclared","Male","130","[c]","43910","40750"
"Leaver Dept.","2022","40-49","Unknown","Female","400","[c]","45010","40130"
"Leaver Dept.","2022","40-49","Unknown","Male","325","[c]","46460","40560"
"Leaver Dept.","2022","40-49","White","Female","1970","[c]","42420","37720"
"Leaver Dept.","2022","40-49","White","Male","1180","[c]","46140","41500"
"Leaver Dept.","2022","40-49","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Asian","Female","165","[c]","49350","39080"
"Leaver Dept.","2022","50-59","Asian","Male","75","[c]","45750","37610"
"Leaver Dept.","2022","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Black","Female","140","[c]","41480","34960"
"Leaver Dept.","2022","50-59","Black","Male","70","[c]","46420","35220"
"Leaver Dept.","2022","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Mixed","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Mixed","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","Female","125","[c]","43730","39040"
"Leaver Dept.","2022","50-59","Undeclared","Male","110","[c]","47520","44460"
"Leaver Dept.","2022","50-59","Unknown","Female","245","[c]","42610","34800"
"Leaver Dept.","2022","50-59","Unknown","Male","195","[c]","46330","39200"
"Leaver Dept.","2022","50-59","White","Female","1460","[c]","42280","35340"
"Leaver Dept.","2022","50-59","White","Male","955","[c]","48820","41770"
"Leaver Dept.","2022","50-59","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","White","Female","260","[c]","45900","35820"
"Leaver Dept.","2022","60-64","White","Male","170","[c]","58010","51060"
"Leaver Dept.","2022","60-64","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","Female","80","[c]","43570","33980"
"Leaver Dept.","2022","65+","White","Male","70","[c]","56910","52320"
"Leaver Dept.","2022","65+","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Asian","Female","35","[c]","23620","23880"
"New entrant CS","2022","16-19","Asian","Male","45","[c]","22690","21260"
"New entrant CS","2022","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mixed","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mixed","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Female","175","[c]","22050","21250"
"New entrant CS","2022","16-19","Unknown","Male","245","[c]","20730","21200"
"New entrant CS","2022","16-19","White","Female","270","[c]","22020","21260"
"New entrant CS","2022","16-19","White","Male","200","[c]","21630","21260"
"New entrant CS","2022","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Asian","Female","1350","[c]","26890","26590"
"New entrant CS","2022","20-29","Asian","Male","1075","[c]","27280","26590"
"New entrant CS","2022","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Female","640","[c]","28270","27570"
"New entrant CS","2022","20-29","Black","Male","280","[c]","28020","27060"
"New entrant CS","2022","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Female","515","[c]","27600","26880"
"New entrant CS","2022","20-29","Mixed","Male","325","[c]","27650","26630"
"New entrant CS","2022","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other ethnicity","Female","125","[c]","26840","26800"
"New entrant CS","2022","20-29","Other ethnicity","Male","75","[c]","29480","28000"
"New entrant CS","2022","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Female","115","[c]","28090","26880"
"New entrant CS","2022","20-29","Undeclared","Male","185","[c]","28800","27570"
"New entrant CS","2022","20-29","Unknown","Female","5150","[c]","26030","24800"
"New entrant CS","2022","20-29","Unknown","Male","3960","[c]","26440","24930"
"New entrant CS","2022","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","White","Female","8395","[c]","26470","24880"
"New entrant CS","2022","20-29","White","Male","5785","[c]","26970","25710"
"New entrant CS","2022","20-29","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Asian","Female","720","[c]","31350","27570"
"New entrant CS","2022","30-39","Asian","Male","700","[c]","31270","27570"
"New entrant CS","2022","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Black","Female","465","[c]","30430","28140"
"New entrant CS","2022","30-39","Black","Male","285","[c]","31330","30260"
"New entrant CS","2022","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Mixed","Female","270","[c]","31320","27570"
"New entrant CS","2022","30-39","Mixed","Male","150","[c]","32250","28140"
"New entrant CS","2022","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other ethnicity","Female","60","[c]","32040","30450"
"New entrant CS","2022","30-39","Other ethnicity","Male","45","[c]","33350","31060"
"New entrant CS","2022","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","Female","125","[c]","32190","28200"
"New entrant CS","2022","30-39","Undeclared","Male","150","[c]","34480","31540"
"New entrant CS","2022","30-39","Unknown","Female","2840","[c]","29910","26590"
"New entrant CS","2022","30-39","Unknown","Male","2320","[c]","30710","26590"
"New entrant CS","2022","30-39","White","Female","4985","[c]","30730","27570"
"New entrant CS","2022","30-39","White","Male","3955","[c]","31690","27570"
"New entrant CS","2022","30-39","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Asian","Female","450","[c]","32740","28310"
"New entrant CS","2022","40-49","Asian","Male","370","[c]","34100","28650"
"New entrant CS","2022","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Black","Female","280","[c]","30770","29290"
"New entrant CS","2022","40-49","Black","Male","230","[c]","32720","30200"
"New entrant CS","2022","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","Female","125","[c]","32780","28060"
"New entrant CS","2022","40-49","Mixed","Male","65","[c]","31980","28480"
"New entrant CS","2022","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","Female","30","[c]","28770","27570"
"New entrant CS","2022","40-49","Other ethnicity","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Female","70","[c]","32600","27570"
"New entrant CS","2022","40-49","Undeclared","Male","125","[c]","37340","32620"
"New entrant CS","2022","40-49","Unknown","Female","1865","[c]","31450","27230"
"New entrant CS","2022","40-49","Unknown","Male","1400","[c]","35540","28200"
"New entrant CS","2022","40-49","White","Female","3920","[c]","32660","27570"
"New entrant CS","2022","40-49","White","Male","2495","[c]","35020","29180"
"New entrant CS","2022","40-49","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","Female","155","[c]","35050","29130"
"New entrant CS","2022","50-59","Asian","Male","155","[c]","32580","28650"
"New entrant CS","2022","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","Female","235","[c]","31300","28340"
"New entrant CS","2022","50-59","Black","Male","170","[c]","31790","29670"
"New entrant CS","2022","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","Female","75","[c]","33440","31010"
"New entrant CS","2022","50-59","Mixed","Male","50","[c]","35710","31710"
"New entrant CS","2022","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Undeclared","Female","85","[c]","31130","27080"
"New entrant CS","2022","50-59","Undeclared","Male","75","[c]","34500","31060"
"New entrant CS","2022","50-59","Unknown","Female","1465","[c]","30470","26580"
"New entrant CS","2022","50-59","Unknown","Male","1305","[c]","33750","28200"
"New entrant CS","2022","50-59","White","Female","3070","[c]","30480","27390"
"New entrant CS","2022","50-59","White","Male","2400","[c]","34390","28840"
"New entrant CS","2022","50-59","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Black","Female","65","[c]","31880","31500"
"New entrant CS","2022","60-64","Black","Male","40","[c]","34780","33040"
"New entrant CS","2022","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Female","320","[c]","28460","26350"
"New entrant CS","2022","60-64","Unknown","Male","340","[c]","31660","28580"
"New entrant CS","2022","60-64","White","Female","620","[c]","28300","24800"
"New entrant CS","2022","60-64","White","Male","520","[c]","32330","27570"
"New entrant CS","2022","60-64","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Female","85","[c]","31870","27980"
"New entrant CS","2022","65+","Unknown","Male","130","[c]","30890","28200"
"New entrant CS","2022","65+","White","Female","140","[c]","30920","27570"
"New entrant CS","2022","65+","White","Male","165","[c]","32710","28300"
"New entrant CS","2022","65+","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
