"Status","Year","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Commercial","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Heterosexual / straight","35","[c]","26920","26670"
"Leaver CS","2022","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Heterosexual / straight","55","[c]","62250","59650"
"Leaver CS","2022","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Unknown","110","[c]","68220","67470"
"Leaver CS","2022","Commercial","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Heterosexual / straight","135","[c]","37420","36820"
"Leaver CS","2022","Commercial","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Heterosexual / straight","40","[c]","27420","26820"
"Leaver CS","2022","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Heterosexual / straight","110","[c]","38110","37510"
"Leaver CS","2022","Communications","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Unknown","65","[c]","38750","38230"
"Leaver CS","2022","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Heterosexual / straight","60","[c]","21590","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Heterosexual / straight","80","[c]","27860","27570"
"Leaver CS","2022","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Unknown","55","[c]","27860","27570"
"Leaver CS","2022","Counter Fraud","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Heterosexual / straight","50","[c]","36760","35980"
"Leaver CS","2022","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Heterosexual / straight","130","[c]","21390","21260"
"Leaver CS","2022","Debt","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Unknown","35","[c]","21320","21260"
"Leaver CS","2022","Debt","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Heterosexual / straight","60","[c]","21000","21170"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Heterosexual / straight","140","[c]","27430","26990"
"Leaver CS","2022","Digital, Data & Technology","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Unknown","60","[c]","26800","26840"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Heterosexual / straight","235","[c]","59400","57540"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Undeclared","50","[c]","58010","56030"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Unknown","90","[c]","56920","54700"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","345","[c]","38620","38450"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","LGBO","35","[c]","36710","36710"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Undeclared","100","[c]","37930","38110"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","150","[c]","36930","36500"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Heterosexual / straight","45","[c]","21850","21490"
"Leaver CS","2022","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Heterosexual / straight","55","[c]","26710","26670"
"Leaver CS","2022","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Heterosexual / straight","65","[c]","59540","57450"
"Leaver CS","2022","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Heterosexual / straight","145","[c]","38480","37120"
"Leaver CS","2022","Finance","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","Unknown","60","[c]","21140","21300"
"Leaver CS","2022","Grants Management","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Heterosexual / straight","90","[c]","21510","21170"
"Leaver CS","2022","Human Resources","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Heterosexual / straight","115","[c]","26950","27570"
"Leaver CS","2022","Human Resources","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Heterosexual / straight","80","[c]","58300","57030"
"Leaver CS","2022","Human Resources","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Heterosexual / straight","170","[c]","37730","37300"
"Leaver CS","2022","Human Resources","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Unknown","35","[c]","35330","35350"
"Leaver CS","2022","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Heterosexual / straight","110","[c]","21980","22200"
"Leaver CS","2022","Legal","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Heterosexual / straight","65","[c]","27980","27350"
"Leaver CS","2022","Legal","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Heterosexual / straight","230","[c]","58340","55000"
"Leaver CS","2022","Legal","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Unknown","75","[c]","59590","57220"
"Leaver CS","2022","Legal","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Heterosexual / straight","80","[c]","40760","38000"
"Leaver CS","2022","Legal","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Heterosexual / straight","6280","[c]","21250","21260"
"Leaver CS","2022","No function","AA/AO","LGBO","565","[c]","21090","21260"
"Leaver CS","2022","No function","AA/AO","Undeclared","690","[c]","20970","21090"
"Leaver CS","2022","No function","AA/AO","Unknown","2965","[c]","21280","21260"
"Leaver CS","2022","No function","EO","Heterosexual / straight","4095","[c]","27950","27570"
"Leaver CS","2022","No function","EO","LGBO","385","[c]","27800","27570"
"Leaver CS","2022","No function","EO","Undeclared","560","[c]","27740","27570"
"Leaver CS","2022","No function","EO","Unknown","1190","[c]","27740","27570"
"Leaver CS","2022","No function","G6/G7","Heterosexual / straight","1090","[c]","59180","55930"
"Leaver CS","2022","No function","G6/G7","LGBO","85","[c]","60990","58750"
"Leaver CS","2022","No function","G6/G7","Undeclared","220","[c]","59390","56290"
"Leaver CS","2022","No function","G6/G7","Unknown","375","[c]","58200","54700"
"Leaver CS","2022","No function","SCS level","Heterosexual / straight","235","[c]","95540","94340"
"Leaver CS","2022","No function","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS level","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","No function","SCS level","Unknown","80","[c]","99290","89490"
"Leaver CS","2022","No function","SEO/HEO","Heterosexual / straight","2410","[c]","37010","36330"
"Leaver CS","2022","No function","SEO/HEO","LGBO","175","[c]","36390","36040"
"Leaver CS","2022","No function","SEO/HEO","Undeclared","410","[c]","38300","37940"
"Leaver CS","2022","No function","SEO/HEO","Unknown","770","[c]","36160","34710"
"Leaver CS","2022","No function","Unknown","Heterosexual / straight","1040","[c]","32300","28200"
"Leaver CS","2022","No function","Unknown","LGBO","90","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Undeclared","95","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","590","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Heterosexual / straight","35","[c]","21660","21260"
"Leaver CS","2022","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Heterosexual / straight","160","[c]","23350","23170"
"Leaver CS","2022","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Unknown","45","[c]","22980","23240"
"Leaver CS","2022","Project Delivery","G6/G7","Heterosexual / straight","160","[c]","59860","58940"
"Leaver CS","2022","Project Delivery","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Unknown","70","[c]","59100","58030"
"Leaver CS","2022","Project Delivery","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Heterosexual / straight","420","[c]","36070","35990"
"Leaver CS","2022","Project Delivery","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Undeclared","60","[c]","38040","39490"
"Leaver CS","2022","Project Delivery","SEO/HEO","Unknown","105","[c]","36810","38070"
"Leaver CS","2022","Project Delivery","Unknown","Heterosexual / straight","95","[c]","37550","39250"
"Leaver CS","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","AA/AO","Heterosexual / straight","125","[c]","20630","20830"
"Leaver CS","2022","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","AA/AO","Unknown","100","[c]","21280","21100"
"Leaver CS","2022","Property","EO","Heterosexual / straight","60","[c]","25740","26030"
"Leaver CS","2022","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Heterosexual / straight","45","[c]","60000","59480"
"Leaver CS","2022","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Heterosexual / straight","130","[c]","38150","37550"
"Leaver CS","2022","Property","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Unknown","35","[c]","41590","44570"
"Leaver CS","2022","Security","AA/AO","Heterosexual / straight","350","[c]","28600","25000"
"Leaver CS","2022","Security","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","AA/AO","Undeclared","65","[c]","30710","28890"
"Leaver CS","2022","Security","AA/AO","Unknown","100","[c]","26740","25000"
"Leaver CS","2022","Security","EO","Heterosexual / straight","80","[c]","33580","29250"
"Leaver CS","2022","Security","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Heterosexual / straight","95","[c]","41180","38440"
"Leaver CS","2022","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Heterosexual / straight","1485","[c]","21570","21260"
"Leaver CS","2022","Unknown","AA/AO","LGBO","75","[c]","21480","21260"
"Leaver CS","2022","Unknown","AA/AO","Undeclared","180","[c]","21650","21430"
"Leaver CS","2022","Unknown","AA/AO","Unknown","3295","[c]","22210","21260"
"Leaver CS","2022","Unknown","EO","Heterosexual / straight","1145","[c]","27920","27570"
"Leaver CS","2022","Unknown","EO","LGBO","70","[c]","26880","27230"
"Leaver CS","2022","Unknown","EO","Undeclared","195","[c]","28580","27800"
"Leaver CS","2022","Unknown","EO","Unknown","1480","[c]","27780","27570"
"Leaver CS","2022","Unknown","G6/G7","Heterosexual / straight","325","[c]","64210","62170"
"Leaver CS","2022","Unknown","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Undeclared","40","[c]","64240","61960"
"Leaver CS","2022","Unknown","G6/G7","Unknown","455","[c]","62730","61700"
"Leaver CS","2022","Unknown","SCS level","Heterosexual / straight","65","[c]","98250","94380"
"Leaver CS","2022","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS level","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Heterosexual / straight","835","[c]","38500","37460"
"Leaver CS","2022","Unknown","SEO/HEO","LGBO","40","[c]","37670","36620"
"Leaver CS","2022","Unknown","SEO/HEO","Undeclared","150","[c]","37950","37190"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","1175","[c]","38730","38050"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","280","[c]","36080","33270"
"Leaver Dept.","2022","Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Heterosexual / straight","75","[c]","57470","54660"
"Leaver Dept.","2022","Analysis","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Undeclared","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Heterosexual / straight","170","[c]","36450","35590"
"Leaver Dept.","2022","Analysis","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","Unknown","50","[c]","33730","31470"
"Leaver Dept.","2022","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
