"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Psychology","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","Female","Heterosexual / straight","630","605","37240","31180"
"In post","2022","Psychology","SEO/HEO","Female","LGBO","35","35","32580","30450"
"In post","2022","Psychology","SEO/HEO","Female","Undeclared","45","40","37240","33120"
"In post","2022","Psychology","SEO/HEO","Female","Unknown","100","95","37810","34340"
"In post","2022","Psychology","SEO/HEO","Male","Heterosexual / straight","60","55","37200","34340"
"In post","2022","Psychology","SEO/HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","AA/AO","Female","Heterosexual / straight","195","180","22230","21820"
"In post","2022","Science and Engineering","AA/AO","Female","LGBO","30","30","21570","21300"
"In post","2022","Science and Engineering","AA/AO","Female","Undeclared","35","35","22010","21430"
"In post","2022","Science and Engineering","AA/AO","Female","Unknown","60","60","21770","21910"
"In post","2022","Science and Engineering","AA/AO","Male","Heterosexual / straight","530","520","21760","22200"
"In post","2022","Science and Engineering","AA/AO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Science and Engineering","AA/AO","Male","Undeclared","75","70","22410","22750"
"In post","2022","Science and Engineering","AA/AO","Male","Unknown","155","155","21110","22080"
"In post","2022","Science and Engineering","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","EO","Female","Heterosexual / straight","430","415","26070","26370"
"In post","2022","Science and Engineering","EO","Female","LGBO","40","40","26400","26370"
"In post","2022","Science and Engineering","EO","Female","Undeclared","45","45","27280","27220"
"In post","2022","Science and Engineering","EO","Female","Unknown","140","125","25960","25460"
"In post","2022","Science and Engineering","EO","Male","Heterosexual / straight","865","855","26030","26350"
"In post","2022","Science and Engineering","EO","Male","LGBO","45","40","26090","26370"
"In post","2022","Science and Engineering","EO","Male","Undeclared","200","190","28230","28160"
"In post","2022","Science and Engineering","EO","Male","Unknown","210","205","24630","25190"
"In post","2022","Science and Engineering","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","G6/G7","Female","Heterosexual / straight","550","515","56240","53970"
"In post","2022","Science and Engineering","G6/G7","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Science and Engineering","G6/G7","Female","Undeclared","95","85","56960","53750"
"In post","2022","Science and Engineering","G6/G7","Female","Unknown","315","295","54810","52330"
"In post","2022","Science and Engineering","G6/G7","Male","Heterosexual / straight","1005","965","57030","56000"
"In post","2022","Science and Engineering","G6/G7","Male","LGBO","40","40","58190","57560"
"In post","2022","Science and Engineering","G6/G7","Male","Undeclared","200","195","57980","57170"
"In post","2022","Science and Engineering","G6/G7","Male","Unknown","910","875","54430","52610"
"In post","2022","Science and Engineering","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","Male","Heterosexual / straight","45","45","92440","89820"
"In post","2022","Science and Engineering","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SEO/HEO","Female","Heterosexual / straight","1390","1280","36510","36580"
"In post","2022","Science and Engineering","SEO/HEO","Female","LGBO","100","95","35300","35870"
"In post","2022","Science and Engineering","SEO/HEO","Female","Undeclared","245","225","37400","38200"
"In post","2022","Science and Engineering","SEO/HEO","Female","Unknown","555","525","35630","37280"
"In post","2022","Science and Engineering","SEO/HEO","Male","Heterosexual / straight","2775","2710","38210","38300"
"In post","2022","Science and Engineering","SEO/HEO","Male","LGBO","135","135","36170","37200"
"In post","2022","Science and Engineering","SEO/HEO","Male","Undeclared","555","530","38430","39410"
"In post","2022","Science and Engineering","SEO/HEO","Male","Unknown","1080","1060","35710","38070"
"In post","2022","Science and Engineering","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Female","Heterosexual / straight","55","55","40910","34900"
"In post","2022","Science and Engineering","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Male","Heterosexual / straight","560","555","41320","39950"
"In post","2022","Science and Engineering","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Male","Undeclared","75","75","44560","44320"
"In post","2022","Science and Engineering","Unknown","Male","Unknown","65","65","36980","31600"
"In post","2022","Science and Engineering","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","AA/AO","Female","Heterosexual / straight","570","545","24830","21280"
"In post","2022","Security","AA/AO","Female","LGBO","75","75","26170","23540"
"In post","2022","Security","AA/AO","Female","Undeclared","85","80","25490","21680"
"In post","2022","Security","AA/AO","Female","Unknown","125","125","26260","23540"
"In post","2022","Security","AA/AO","Male","Heterosexual / straight","3420","3350","26590","22600"
"In post","2022","Security","AA/AO","Male","LGBO","90","90","29310","27680"
"In post","2022","Security","AA/AO","Male","Undeclared","450","440","30240","28750"
"In post","2022","Security","AA/AO","Male","Unknown","770","760","28710","25680"
"In post","2022","Security","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","EO","Female","Heterosexual / straight","255","245","29600","27570"
"In post","2022","Security","EO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Security","EO","Female","Undeclared","30","30","30600","27940"
"In post","2022","Security","EO","Female","Unknown","45","40","27870","27470"
"In post","2022","Security","EO","Male","Heterosexual / straight","530","520","35120","30810"
"In post","2022","Security","EO","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Security","EO","Male","Undeclared","90","90","38830","43920"
"In post","2022","Security","EO","Male","Unknown","60","60","36260","40190"
"In post","2022","Security","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","G6/G7","Female","Heterosexual / straight","110","105","57670","55640"
"In post","2022","Security","G6/G7","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Security","G6/G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Security","G6/G7","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Security","G6/G7","Male","Heterosexual / straight","225","225","59530","58550"
"In post","2022","Security","G6/G7","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Security","G6/G7","Male","Undeclared","35","35","59490","57930"
"In post","2022","Security","G6/G7","Male","Unknown","75","75","59310","57250"
"In post","2022","Security","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Security","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS level","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Security","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Security","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","SEO/HEO","Female","Heterosexual / straight","510","495","37610","36030"
"In post","2022","Security","SEO/HEO","Female","LGBO","40","40","38730","36650"
"In post","2022","Security","SEO/HEO","Female","Undeclared","60","60","37540","37540"
"In post","2022","Security","SEO/HEO","Female","Unknown","115","110","38090","36760"
"In post","2022","Security","SEO/HEO","Male","Heterosexual / straight","820","805","40330","38160"
"In post","2022","Security","SEO/HEO","Male","LGBO","35","35","36660","35750"
"In post","2022","Security","SEO/HEO","Male","Undeclared","155","150","42760","40580"
"In post","2022","Security","SEO/HEO","Male","Unknown","180","180","39190","37930"
"In post","2022","Security","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Female","Heterosexual / straight","35","30","34800","34340"
"In post","2022","Security","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Security","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Male","Heterosexual / straight","115","115","31780","28120"
"In post","2022","Security","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Security","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Social Research","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Social Research","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Social Research","EO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Social Research","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Social Research","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","G6/G7","Female","Heterosexual / straight","185","170","57080","55730"
"In post","2022","Social Research","G6/G7","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Social Research","G6/G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Social Research","G6/G7","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Social Research","G6/G7","Male","Heterosexual / straight","95","90","57780","56540"
"In post","2022","Social Research","G6/G7","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Social Research","G6/G7","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Social Research","G6/G7","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Social Research","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Social Research","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Social Research","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","Female","Heterosexual / straight","450","425","36650","37610"
"In post","2022","Social Research","SEO/HEO","Female","LGBO","60","60","35120","34260"
"In post","2022","Social Research","SEO/HEO","Female","Undeclared","45","40","36070","37930"
"In post","2022","Social Research","SEO/HEO","Female","Unknown","65","65","37560","38340"
"In post","2022","Social Research","SEO/HEO","Male","Heterosexual / straight","170","165","36300","37380"
"In post","2022","Social Research","SEO/HEO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","Male","Unknown","40","40","36200","37930"
"In post","2022","Social Research","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Statistics","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Statistics","AA/AO","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Statistics","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Statistics","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","EO","Female","Heterosexual / straight","55","55","28650","29350"
"In post","2022","Statistics","EO","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Statistics","EO","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Statistics","EO","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Statistics","EO","Male","Heterosexual / straight","105","100","28080","27850"
"In post","2022","Statistics","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Statistics","EO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Statistics","EO","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Statistics","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","G6/G7","Female","Heterosexual / straight","295","270","58220","57690"
"In post","2022","Statistics","G6/G7","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Statistics","G6/G7","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Statistics","G6/G7","Female","Unknown","40","35","53780","51500"
"In post","2022","Statistics","G6/G7","Male","Heterosexual / straight","290","285","59140","59540"
"In post","2022","Statistics","G6/G7","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Statistics","G6/G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Statistics","G6/G7","Male","Unknown","50","50","56690","55210"
"In post","2022","Statistics","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Statistics","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Statistics","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Statistics","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SEO/HEO","Female","Heterosexual / straight","390","365","37420","37930"
"In post","2022","Statistics","SEO/HEO","Female","LGBO","50","50","36290","37320"
"In post","2022","Statistics","SEO/HEO","Female","Undeclared","45","40","36740","36840"
"In post","2022","Statistics","SEO/HEO","Female","Unknown","75","70","36940","36840"
"In post","2022","Statistics","SEO/HEO","Male","Heterosexual / straight","475","465","37710","37930"
"In post","2022","Statistics","SEO/HEO","Male","LGBO","55","55","35900","34680"
"In post","2022","Statistics","SEO/HEO","Male","Undeclared","50","50","37530","37370"
"In post","2022","Statistics","SEO/HEO","Male","Unknown","105","105","37520","37610"
"In post","2022","Statistics","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","AA/AO","Female","Heterosexual / straight","825","755","21370","21250"
"In post","2022","Tax","AA/AO","Female","LGBO","65","60","21330","21250"
"In post","2022","Tax","AA/AO","Female","Undeclared","55","50","21780","21250"
"In post","2022","Tax","AA/AO","Female","Unknown","875","790","21350","21250"
"In post","2022","Tax","AA/AO","Male","Heterosexual / straight","670","645","21340","21250"
"In post","2022","Tax","AA/AO","Male","LGBO","110","105","21370","21250"
"In post","2022","Tax","AA/AO","Male","Undeclared","50","50","21530","21250"
"In post","2022","Tax","AA/AO","Male","Unknown","750","725","21320","21250"
"In post","2022","Tax","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tax","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","EO","Female","Heterosexual / straight","1370","1255","27450","26820"
"In post","2022","Tax","EO","Female","LGBO","85","80","27100","26820"
"In post","2022","Tax","EO","Female","Undeclared","140","120","27960","26820"
"In post","2022","Tax","EO","Female","Unknown","800","745","27410","26820"
"In post","2022","Tax","EO","Male","Heterosexual / straight","1235","1205","27370","26820"
"In post","2022","Tax","EO","Male","LGBO","160","155","26850","26700"
"In post","2022","Tax","EO","Male","Undeclared","135","130","28030","26820"
"In post","2022","Tax","EO","Male","Unknown","875","855","27280","26820"
"In post","2022","Tax","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tax","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","G6/G7","Female","Heterosexual / straight","845","800","59010","55210"
"In post","2022","Tax","G6/G7","Female","LGBO","55","55","56680","55210"
"In post","2022","Tax","G6/G7","Female","Undeclared","110","105","59480","55210"
"In post","2022","Tax","G6/G7","Female","Unknown","155","145","59280","55210"
"In post","2022","Tax","G6/G7","Male","Heterosexual / straight","1235","1195","59790","55210"
"In post","2022","Tax","G6/G7","Male","LGBO","85","85","58930","55210"
"In post","2022","Tax","G6/G7","Male","Undeclared","210","200","60190","55410"
"In post","2022","Tax","G6/G7","Male","Unknown","310","295","59510","55210"
"In post","2022","Tax","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tax","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SCS level","Female","Heterosexual / straight","35","35","82590","78000"
"In post","2022","Tax","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SCS level","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Tax","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Tax","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SEO/HEO","Female","Heterosexual / straight","2545","2385","36170","33370"
"In post","2022","Tax","SEO/HEO","Female","LGBO","140","140","34760","33370"
"In post","2022","Tax","SEO/HEO","Female","Undeclared","290","265","36620","34050"
"In post","2022","Tax","SEO/HEO","Female","Unknown","890","845","35720","33370"
"In post","2022","Tax","SEO/HEO","Male","Heterosexual / straight","2710","2635","36260","33370"
"In post","2022","Tax","SEO/HEO","Male","LGBO","175","175","35580","33370"
"In post","2022","Tax","SEO/HEO","Male","Undeclared","355","345","36790","35980"
"In post","2022","Tax","SEO/HEO","Male","Unknown","1195","1160","35760","33370"
"In post","2022","Tax","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tax","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Female","Heterosexual / straight","1275","1165","22690","22080"
"In post","2022","Unknown","AA/AO","Female","LGBO","130","125","22640","22140"
"In post","2022","Unknown","AA/AO","Female","Undeclared","80","75","22670","22080"
"In post","2022","Unknown","AA/AO","Female","Unknown","1010","920","23010","23230"
"In post","2022","Unknown","AA/AO","Male","Heterosexual / straight","1085","1065","23030","21260"
"In post","2022","Unknown","AA/AO","Male","LGBO","120","120","22350","21250"
"In post","2022","Unknown","AA/AO","Male","Undeclared","80","75","22900","22140"
"In post","2022","Unknown","AA/AO","Male","Unknown","1060","1020","23940","23230"
"In post","2022","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Female","Heterosexual / straight","1880","1795","27900","27500"
"In post","2022","Unknown","EO","Female","LGBO","155","155","27330","27230"
"In post","2022","Unknown","EO","Female","Undeclared","125","120","27840","27500"
"In post","2022","Unknown","EO","Female","Unknown","880","830","28100","27230"
"In post","2022","Unknown","EO","Male","Heterosexual / straight","1305","1290","28340","27500"
"In post","2022","Unknown","EO","Male","LGBO","170","165","27560","27230"
"In post","2022","Unknown","EO","Male","Undeclared","110","110","27980","27270"
"In post","2022","Unknown","EO","Male","Unknown","815","800","28550","27500"
"In post","2022","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Female","Heterosexual / straight","2560","2445","60900","60640"
"In post","2022","Unknown","G6/G7","Female","LGBO","180","180","58960","54960"
"In post","2022","Unknown","G6/G7","Female","Undeclared","230","220","59880","57350"
"In post","2022","Unknown","G6/G7","Female","Unknown","1280","1235","62150","62120"
"In post","2022","Unknown","G6/G7","Male","Heterosexual / straight","2090","2070","61890","62120"
"In post","2022","Unknown","G6/G7","Male","LGBO","240","235","60100","58600"
"In post","2022","Unknown","G6/G7","Male","Undeclared","250","245","61580","59350"
"In post","2022","Unknown","G6/G7","Male","Unknown","1270","1260","63640","62170"
"In post","2022","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Female","Heterosexual / straight","345","330","90950","83230"
"In post","2022","Unknown","SCS level","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","SCS level","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Unknown","SCS level","Female","Unknown","155","155","96780","91350"
"In post","2022","Unknown","SCS level","Male","Heterosexual / straight","385","380","97790","89980"
"In post","2022","Unknown","SCS level","Male","LGBO","35","35","92120","80390"
"In post","2022","Unknown","SCS level","Male","Undeclared","40","40","97510","93000"
"In post","2022","Unknown","SCS level","Male","Unknown","225","220","107850","1e+05"
"In post","2022","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Female","Heterosexual / straight","3930","3765","37930","36700"
"In post","2022","Unknown","SEO/HEO","Female","LGBO","315","305","36710","36130"
