"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Internal Audit","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","EO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","EO","Male","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","G6/G7","Female","90","80","61770","61000"
"In post","2022","Undeclared","Legal","G6/G7","Male","70","65","65050","66080"
"In post","2022","Undeclared","Legal","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","SEO/HEO","Female","45","40","41190","39010"
"In post","2022","Undeclared","Legal","SEO/HEO","Male","35","35","40340","35970"
"In post","2022","Undeclared","No function","AA/AO","Female","3130","2665","23320","21550"
"In post","2022","Undeclared","No function","AA/AO","Male","3495","3215","26610","25700"
"In post","2022","Undeclared","No function","EO","Female","2120","1930","28360","27570"
"In post","2022","Undeclared","No function","EO","Male","2165","2070","29600","27570"
"In post","2022","Undeclared","No function","G6/G7","Female","485","470","57900","55210"
"In post","2022","Undeclared","No function","G6/G7","Male","645","630","60000","56590"
"In post","2022","Undeclared","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","SCS level","Female","55","50","80780","77930"
"In post","2022","Undeclared","No function","SCS level","Male","70","70","87670","80330"
"In post","2022","Undeclared","No function","SEO/HEO","Female","1455","1380","37000","35900"
"In post","2022","Undeclared","No function","SEO/HEO","Male","1685","1635","38630","37610"
"In post","2022","Undeclared","No function","Unknown","Female","540","500","30870","28620"
"In post","2022","Undeclared","No function","Unknown","Male","225","210","31410","28900"
"In post","2022","Undeclared","Project Delivery","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","EO","Female","65","60","25390","26220"
"In post","2022","Undeclared","Project Delivery","EO","Male","85","80","25340","26350"
"In post","2022","Undeclared","Project Delivery","G6/G7","Female","105","100","56040","55210"
"In post","2022","Undeclared","Project Delivery","G6/G7","Male","215","210","58810","55680"
"In post","2022","Undeclared","Project Delivery","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","SEO/HEO","Female","280","265","36400","36790"
"In post","2022","Undeclared","Project Delivery","SEO/HEO","Male","480","460","37740","38560"
"In post","2022","Undeclared","Project Delivery","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Unknown","Male","85","85","45400","44000"
"In post","2022","Undeclared","Property","AA/AO","Female","40","35","22150","22040"
"In post","2022","Undeclared","Property","AA/AO","Male","55","55","20470","21750"
"In post","2022","Undeclared","Property","EO","Female","75","70","27330","26940"
"In post","2022","Undeclared","Property","EO","Male","65","65","26490","26950"
"In post","2022","Undeclared","Property","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","G6/G7","Male","80","80","59520","58250"
"In post","2022","Undeclared","Property","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","SEO/HEO","Female","110","105","37520","36500"
"In post","2022","Undeclared","Property","SEO/HEO","Male","180","175","39250","38100"
"In post","2022","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","AA/AO","Female","55","50","26880","21380"
"In post","2022","Undeclared","Security","AA/AO","Male","365","360","28180","22900"
"In post","2022","Undeclared","Security","EO","Female","25","20","[c]","[c]"
"In post","2022","Undeclared","Security","EO","Male","100","100","37250","41110"
"In post","2022","Undeclared","Security","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","G6/G7","Male","30","30","57920","55550"
"In post","2022","Undeclared","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","SEO/HEO","Female","80","80","38280","36490"
"In post","2022","Undeclared","Security","SEO/HEO","Male","180","175","42330","40580"
"In post","2022","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","AA/AO","Female","465","415","22070","21680"
"In post","2022","Undeclared","Unknown","AA/AO","Male","445","430","21460","21600"
"In post","2022","Undeclared","Unknown","EO","Female","465","415","27570","26990"
"In post","2022","Undeclared","Unknown","EO","Male","585","555","27800","27370"
"In post","2022","Undeclared","Unknown","G6/G7","Female","170","160","61770","59590"
"In post","2022","Undeclared","Unknown","G6/G7","Male","215","210","62370","61210"
"In post","2022","Undeclared","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO/HEO","Female","495","470","37360","36620"
"In post","2022","Undeclared","Unknown","SEO/HEO","Male","645","635","37930","37200"
"In post","2022","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Analysis","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Analysis","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Analysis","EO","Female","100","90","26220","25850"
"In post","2022","Unknown","Analysis","EO","Male","95","95","26560","26250"
"In post","2022","Unknown","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","G6/G7","Female","240","225","57050","53520"
"In post","2022","Unknown","Analysis","G6/G7","Male","290","285","58790","54670"
"In post","2022","Unknown","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Analysis","SEO/HEO","Female","460","445","35440","35030"
"In post","2022","Unknown","Analysis","SEO/HEO","Male","520","515","35640","35680"
"In post","2022","Unknown","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","AA/AO","Female","45","40","23740","23170"
"In post","2022","Unknown","Commercial","AA/AO","Male","45","40","23200","21740"
"In post","2022","Unknown","Commercial","EO","Female","100","95","26470","26350"
"In post","2022","Unknown","Commercial","EO","Male","70","70","26950","26630"
"In post","2022","Unknown","Commercial","G6/G7","Female","615","605","62560","61710"
"In post","2022","Unknown","Commercial","G6/G7","Male","660","660","64680","64500"
"In post","2022","Unknown","Commercial","SCS level","Female","70","70","102450","97000"
"In post","2022","Unknown","Commercial","SCS level","Male","90","85","117160","120000"
"In post","2022","Unknown","Commercial","SEO/HEO","Female","345","330","36850","36820"
"In post","2022","Unknown","Commercial","SEO/HEO","Male","320","315","37270","38330"
"In post","2022","Unknown","Commercial","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","AA/AO","Female","70","60","21880","21250"
"In post","2022","Unknown","Communications","AA/AO","Male","60","60","21870","21250"
"In post","2022","Unknown","Communications","EO","Female","545","520","26900","26820"
"In post","2022","Unknown","Communications","EO","Male","640","635","26830","26820"
"In post","2022","Unknown","Communications","G6/G7","Female","210","205","58790","56270"
"In post","2022","Unknown","Communications","G6/G7","Male","135","135","58570","55210"
"In post","2022","Unknown","Communications","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","SEO/HEO","Female","475","460","36540","34550"
"In post","2022","Unknown","Communications","SEO/HEO","Male","435","435","35960","33370"
"In post","2022","Unknown","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","AA/AO","Female","175","145","22310","21260"
"In post","2022","Unknown","Counter Fraud","AA/AO","Male","140","135","22220","21260"
"In post","2022","Unknown","Counter Fraud","EO","Female","590","545","28010","26820"
"In post","2022","Unknown","Counter Fraud","EO","Male","575","560","28050","26820"
"In post","2022","Unknown","Counter Fraud","G6/G7","Female","70","65","58570","55600"
"In post","2022","Unknown","Counter Fraud","G6/G7","Male","130","125","59440","55310"
"In post","2022","Unknown","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","SEO/HEO","Female","440","420","35970","33370"
"In post","2022","Unknown","Counter Fraud","SEO/HEO","Male","610","595","36730","35980"
"In post","2022","Unknown","Debt","AA/AO","Female","630","555","21720","21250"
"In post","2022","Unknown","Debt","AA/AO","Male","535","515","21610","21250"
"In post","2022","Unknown","Debt","EO","Female","110","100","27860","26820"
"In post","2022","Unknown","Debt","EO","Male","100","95","28020","26820"
"In post","2022","Unknown","Debt","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Debt","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","Unknown","Debt","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","AA/AO","Female","75","75","22310","21250"
"In post","2022","Unknown","Digital, Data & Technology","AA/AO","Male","105","100","22110","21290"
"In post","2022","Unknown","Digital, Data & Technology","EO","Female","245","235","27630","27010"
"In post","2022","Unknown","Digital, Data & Technology","EO","Male","490","485","27960","27130"
"In post","2022","Unknown","Digital, Data & Technology","G6/G7","Female","400","385","56980","55210"
"In post","2022","Unknown","Digital, Data & Technology","G6/G7","Male","730","725","58510","55420"
"In post","2022","Unknown","Digital, Data & Technology","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","SCS level","Male","40","40","98650","90650"
"In post","2022","Unknown","Digital, Data & Technology","SEO/HEO","Female","700","685","37090","36650"
"In post","2022","Unknown","Digital, Data & Technology","SEO/HEO","Male","1375","1365","37950","37570"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","AA/AO","Female","240","195","22030","21250"
"In post","2022","Unknown","Finance","AA/AO","Male","180","170","21600","21250"
"In post","2022","Unknown","Finance","EO","Female","225","215","26720","26590"
"In post","2022","Unknown","Finance","EO","Male","140","135","26150","26130"
"In post","2022","Unknown","Finance","G6/G7","Female","210","205","56970","54760"
"In post","2022","Unknown","Finance","G6/G7","Male","205","205","58980","55690"
"In post","2022","Unknown","Finance","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","SCS level","Male","35","35","89600","85000"
"In post","2022","Unknown","Finance","SEO/HEO","Female","470","455","36930","36820"
"In post","2022","Unknown","Finance","SEO/HEO","Male","430","425","37230","36820"
"In post","2022","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","AA/AO","Female","205","180","21920","21380"
"In post","2022","Unknown","Human Resources","AA/AO","Male","95","95","21760","21250"
"In post","2022","Unknown","Human Resources","EO","Female","305","285","27330","26820"
"In post","2022","Unknown","Human Resources","EO","Male","120","115","27490","26930"
"In post","2022","Unknown","Human Resources","G6/G7","Female","160","155","58080","57130"
"In post","2022","Unknown","Human Resources","G6/G7","Male","90","90","57860","55210"
"In post","2022","Unknown","Human Resources","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","SEO/HEO","Female","410","395","35810","35430"
"In post","2022","Unknown","Human Resources","SEO/HEO","Male","230","225","36320","36500"
"In post","2022","Unknown","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Internal Audit","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Legal","AA/AO","Female","305","285","23050","23720"
"In post","2022","Unknown","Legal","AA/AO","Male","120","120","23100","23720"
"In post","2022","Unknown","Legal","EO","Female","310","290","27590","26970"
"In post","2022","Unknown","Legal","EO","Male","110","105","27620","26970"
"In post","2022","Unknown","Legal","G6/G7","Female","715","650","57830","55610"
"In post","2022","Unknown","Legal","G6/G7","Male","390","380","58510","56030"
"In post","2022","Unknown","Legal","SCS level","Female","25","25","[c]","[c]"
"In post","2022","Unknown","Legal","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Legal","SEO/HEO","Female","235","225","37960","38000"
"In post","2022","Unknown","Legal","SEO/HEO","Male","140","135","37590","38000"
"In post","2022","Unknown","No function","AA/AO","Female","9360","8275","22430","21640"
"In post","2022","Unknown","No function","AA/AO","Male","7680","7355","23240","21810"
"In post","2022","Unknown","No function","EO","Female","5455","5145","29000","27570"
"In post","2022","Unknown","No function","EO","Male","5200","5045","30360","29290"
"In post","2022","Unknown","No function","G6/G7","Female","2265","2175","57540","54700"
"In post","2022","Unknown","No function","G6/G7","Male","2145","2115","58910","55740"
"In post","2022","Unknown","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","SCS level","Female","370","350","94390","84810"
"In post","2022","Unknown","No function","SCS level","Male","330","325","98320","93000"
"In post","2022","Unknown","No function","SEO/HEO","Female","6120","5885","35500","33820"
"In post","2022","Unknown","No function","SEO/HEO","Male","5525","5405","36830","35900"
"In post","2022","Unknown","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Unknown","Female","2460","2220","27330","24800"
"In post","2022","Unknown","No function","Unknown","Male","970","870","28680","27780"
"In post","2022","Unknown","Project Delivery","AA/AO","Female","50","45","22600","22080"
"In post","2022","Unknown","Project Delivery","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","EO","Female","235","220","26000","26550"
"In post","2022","Unknown","Project Delivery","EO","Male","300","290","23250","23880"
"In post","2022","Unknown","Project Delivery","G6/G7","Female","535","515","57420","55210"
"In post","2022","Unknown","Project Delivery","G6/G7","Male","685","675","58870","55740"
"In post","2022","Unknown","Project Delivery","SCS level","Female","40","35","87830","78960"
"In post","2022","Unknown","Project Delivery","SCS level","Male","40","35","98680","94320"
"In post","2022","Unknown","Project Delivery","SEO/HEO","Female","760","715","37160","37930"
"In post","2022","Unknown","Project Delivery","SEO/HEO","Male","945","925","37320","37930"
"In post","2022","Unknown","Project Delivery","Unknown","Female","45","40","36220","32710"
"In post","2022","Unknown","Project Delivery","Unknown","Male","145","145","41890","39860"
"In post","2022","Unknown","Property","AA/AO","Female","270","250","21300","21750"
"In post","2022","Unknown","Property","AA/AO","Male","375","370","22630","21750"
"In post","2022","Unknown","Property","EO","Female","160","155","26370","26030"
"In post","2022","Unknown","Property","EO","Male","235","230","27190","26350"
"In post","2022","Unknown","Property","G6/G7","Female","75","70","55850","53490"
"In post","2022","Unknown","Property","G6/G7","Male","145","140","57930","55210"
"In post","2022","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Property","SEO/HEO","Female","220","215","36160","34630"
"In post","2022","Unknown","Property","SEO/HEO","Male","345","340","37900","37870"
"In post","2022","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","AA/AO","Female","215","210","25900","22900"
"In post","2022","Unknown","Security","AA/AO","Male","1270","1245","29020","25540"
"In post","2022","Unknown","Security","EO","Female","90","85","28290","26670"
"In post","2022","Unknown","Security","EO","Male","170","165","32060","28600"
"In post","2022","Unknown","Security","G6/G7","Female","35","30","59640","57360"
"In post","2022","Unknown","Security","G6/G7","Male","70","70","57790","55210"
"In post","2022","Unknown","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Unknown","Security","SEO/HEO","Female","125","120","37220","35400"
"In post","2022","Unknown","Security","SEO/HEO","Male","245","240","38340","37000"
"In post","2022","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","Female","1810","1695","22290","21680"
"In post","2022","Unknown","Unknown","AA/AO","Male","1610","1575","22330","21680"
"In post","2022","Unknown","Unknown","EO","Female","2045","1950","27300","27230"
"In post","2022","Unknown","Unknown","EO","Male","2140","2055","27590","27230"
"In post","2022","Unknown","Unknown","G6/G7","Female","1140","1075","62250","61260"
"In post","2022","Unknown","Unknown","G6/G7","Male","1020","1000","62670","61440"
"In post","2022","Unknown","Unknown","SCS level","Female","80","75","91980","83230"
"In post","2022","Unknown","Unknown","SCS level","Male","85","80","96050","88540"
"In post","2022","Unknown","Unknown","SEO/HEO","Female","2245","2155","38590","38160"
"In post","2022","Unknown","Unknown","SEO/HEO","Male","1985","1960","39060","38380"
"In post","2022","Unknown","Unknown","Unknown","Female","265","265","32300","31860"
"In post","2022","Unknown","Unknown","Unknown","Male","1735","1730","37920","34460"
"Leaver CS","2022","Declared disabled","Analysis","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","EO","Male","15","[c]","[c]","[c]"
