"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","AO","45","40","22230","21380"
"In post","2022","Unknown","Knowledge and Information Management","EO","45","45","27090","26670"
"In post","2022","Unknown","Knowledge and Information Management","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","G7","40","40","54230","54070"
"In post","2022","Unknown","Knowledge and Information Management","HEO","65","65","32890","33040"
"In post","2022","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","SEO","45","45","41730","41540"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","AO","65","55","22590","22080"
"In post","2022","Unknown","Legal","EO","540","520","28290","26820"
"In post","2022","Unknown","Legal","G6","230","210","70260","69380"
"In post","2022","Unknown","Legal","G7","860","805","54620","53050"
"In post","2022","Unknown","Legal","HEO","580","565","35370","34260"
"In post","2022","Unknown","Legal","SCS level","45","45","94090","83230"
"In post","2022","Unknown","Legal","SEO","200","195","42160","41750"
"In post","2022","Unknown","Medicine","AA","55","50","19070","19010"
"In post","2022","Unknown","Medicine","AO","60","55","22980","23280"
"In post","2022","Unknown","Medicine","EO","65","60","31380","31530"
"In post","2022","Unknown","Medicine","G6","125","105","80220","82170"
"In post","2022","Unknown","Medicine","G7","90","80","59790","54910"
"In post","2022","Unknown","Medicine","HEO","135","120","37300","39030"
"In post","2022","Unknown","Medicine","SCS level","155","140","112850","112850"
"In post","2022","Unknown","Medicine","SEO","60","55","44560","45840"
"In post","2022","Unknown","Operational Delivery","AA","2100","1835","20700","20890"
"In post","2022","Unknown","Operational Delivery","AO","15860","14670","23090","22040"
"In post","2022","Unknown","Operational Delivery","EO","12100","11505","29170","27570"
"In post","2022","Unknown","Operational Delivery","G6","455","450","68470","66230"
"In post","2022","Unknown","Operational Delivery","G7","1095","1060","54650","53360"
"In post","2022","Unknown","Operational Delivery","HEO","3920","3755","35490","33370"
"In post","2022","Unknown","Operational Delivery","SCS level","205","200","96830","89890"
"In post","2022","Unknown","Operational Delivery","SEO","1785","1730","42190","40650"
"In post","2022","Unknown","Operational Delivery","Unknown","3455","3115","27730","26000"
"In post","2022","Unknown","Operational Research","AO","5","5","[c]","[c]"
"In post","2022","Unknown","Operational Research","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","G7","30","30","57720","57130"
"In post","2022","Unknown","Operational Research","HEO","40","40","34340","34440"
"In post","2022","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Other","AA","450","420","20250","19810"
"In post","2022","Unknown","Other","AO","925","880","22910","21380"
"In post","2022","Unknown","Other","EO","955","925","27490","27570"
"In post","2022","Unknown","Other","G6","135","130","70150","67330"
"In post","2022","Unknown","Other","G7","265","255","54220","54000"
"In post","2022","Unknown","Other","HEO","655","640","36760","35050"
"In post","2022","Unknown","Other","SCS level","60","60","92760","88540"
"In post","2022","Unknown","Other","SEO","335","310","42310","41070"
"In post","2022","Unknown","Other","Unknown","1940","1940","37400","34160"
"In post","2022","Unknown","Planning","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","G7","5","5","[c]","[c]"
"In post","2022","Unknown","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","G6","40","35","63950","58810"
"In post","2022","Unknown","Planning Inspectors","G7","30","30","46230","47660"
"In post","2022","Unknown","Policy","AA","10","10","[c]","[c]"
"In post","2022","Unknown","Policy","AO","95","90","23180","22960"
"In post","2022","Unknown","Policy","EO","570","560","27360","27500"
"In post","2022","Unknown","Policy","G6","565","545","66270","65880"
"In post","2022","Unknown","Policy","G7","1615","1585","54600","53600"
"In post","2022","Unknown","Policy","HEO","1415","1395","33350","33210"
"In post","2022","Unknown","Policy","SCS level","230","225","88250","78310"
"In post","2022","Unknown","Policy","SEO","1225","1200","40610","40520"
"In post","2022","Unknown","Policy","Unknown","35","35","[c]","[c]"
"In post","2022","Unknown","Project Delivery","AO","35","30","22660","22600"
"In post","2022","Unknown","Project Delivery","EO","210","200","27180","26820"
"In post","2022","Unknown","Project Delivery","G6","165","165","67870","67910"
"In post","2022","Unknown","Project Delivery","G7","500","490","54530","54540"
"In post","2022","Unknown","Project Delivery","HEO","520","505","33610","33370"
"In post","2022","Unknown","Project Delivery","SCS level","40","40","96570","93460"
"In post","2022","Unknown","Project Delivery","SEO","610","590","41000","40520"
"In post","2022","Unknown","Project Delivery","Unknown","50","50","45790","47930"
"In post","2022","Unknown","Property","AA","190","175","18440","17660"
"In post","2022","Unknown","Property","AO","50","50","22150","21840"
"In post","2022","Unknown","Property","EO","305","300","26710","26350"
"In post","2022","Unknown","Property","G6","55","50","65300","64820"
"In post","2022","Unknown","Property","G7","140","140","53350","53420"
"In post","2022","Unknown","Property","HEO","265","260","32730","33000"
"In post","2022","Unknown","Property","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Property","SEO","220","215","42560","42000"
"In post","2022","Unknown","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","AO","20","20","[c]","[c]"
"In post","2022","Unknown","Psychology","EO","60","55","30310","31700"
"In post","2022","Unknown","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","G7","10","10","[c]","[c]"
"In post","2022","Unknown","Psychology","HEO","40","40","29520","29060"
"In post","2022","Unknown","Psychology","SEO","20","20","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AA","20","20","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","AO","120","115","22490","22750"
"In post","2022","Unknown","Science and Engineering","EO","285","275","25090","26020"
"In post","2022","Unknown","Science and Engineering","G6","135","130","70400","68820"
"In post","2022","Unknown","Science and Engineering","G7","340","325","53840","53360"
"In post","2022","Unknown","Science and Engineering","HEO","315","300","33130","32960"
"In post","2022","Unknown","Science and Engineering","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SEO","460","440","41870","41520"
"In post","2022","Unknown","Science and Engineering","Unknown","105","105","39630","33000"
"In post","2022","Unknown","Security","AA","525","515","21250","20310"
"In post","2022","Unknown","Security","AO","900","890","33310","39030"
"In post","2022","Unknown","Security","EO","115","115","35730","32260"
"In post","2022","Unknown","Security","G6","20","20","[c]","[c]"
"In post","2022","Unknown","Security","G7","65","65","54070","54240"
"In post","2022","Unknown","Security","HEO","130","130","35840","34130"
"In post","2022","Unknown","Security","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Security","SEO","90","90","42770","42040"
"In post","2022","Unknown","Security","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Social Research","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","EO","35","35","31820","33650"
"In post","2022","Unknown","Social Research","G6","10","10","[c]","[c]"
"In post","2022","Unknown","Social Research","G7","40","40","54330","53630"
"In post","2022","Unknown","Social Research","HEO","115","115","31590","30710"
"In post","2022","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SEO","120","115","39760","38340"
"In post","2022","Unknown","Statistics","AA","40","40","22010","22460"
"In post","2022","Unknown","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","EO","50","50","27800","28310"
"In post","2022","Unknown","Statistics","G6","15","15","[c]","[c]"
"In post","2022","Unknown","Statistics","G7","95","90","53130","53060"
"In post","2022","Unknown","Statistics","HEO","125","125","33350","33370"
"In post","2022","Unknown","Statistics","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO","135","130","39810","38340"
"In post","2022","Unknown","Tax","AO","1575","1475","21310","21250"
"In post","2022","Unknown","Tax","EO","1605","1540","27290","26820"
"In post","2022","Unknown","Tax","G6","85","85","69720","67910"
"In post","2022","Unknown","Tax","G7","325","310","56300","55210"
"In post","2022","Unknown","Tax","HEO","1550","1495","34240","33370"
"In post","2022","Unknown","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","SEO","370","355","41220","40520"
"In post","2022","Unknown","Unknown","AA","735","690","22260","22140"
"In post","2022","Unknown","Unknown","AO","1015","950","23510","21810"
"In post","2022","Unknown","Unknown","EO","1725","1665","27930","27230"
"In post","2022","Unknown","Unknown","G6","875","860","73360","73430"
"In post","2022","Unknown","Unknown","G7","2005","1955","58370","57120"
"In post","2022","Unknown","Unknown","HEO","3505","3455","32000","32000"
"In post","2022","Unknown","Unknown","SCS level","360","355","101550","94000"
"In post","2022","Unknown","Unknown","SEO","1400","1355","43590","43000"
"In post","2022","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO","25","25","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","G7","30","[c]","57120","55610"
"Leaver CS","2022","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","AA","175","[c]","19280","19200"
"Leaver CS","2022","Declared disabled","Operational Delivery","AO","965","[c]","21510","21260"
"Leaver CS","2022","Declared disabled","Operational Delivery","EO","820","[c]","27970","27570"
"Leaver CS","2022","Declared disabled","Operational Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","G7","35","[c]","56230","57340"
"Leaver CS","2022","Declared disabled","Operational Delivery","HEO","145","[c]","33690","32990"
"Leaver CS","2022","Declared disabled","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","SEO","80","[c]","42470","41140"
"Leaver CS","2022","Declared disabled","Operational Delivery","Unknown","210","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","AA","30","[c]","19490","19560"
"Leaver CS","2022","Declared disabled","Other","AO","125","[c]","21710","21260"
"Leaver CS","2022","Declared disabled","Other","EO","85","[c]","26400","26930"
"Leaver CS","2022","Declared disabled","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","SEO","30","[c]","41410","40070"
"Leaver CS","2022","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","AO","30","[c]","32300","39070"
"Leaver CS","2022","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","AO","[c]","[c]","[c]","[c]"
