"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","Undeclared","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Heterosexual / straight","55","55","47170","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Heterosexual / straight","40","40","41280","35740"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","LGBO","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Heterosexual / straight","750","735","64700","64500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","LGBO","50","50","69840","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Undeclared","35","35","69630","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Unknown","30","30","57600","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Heterosexual / straight","160","145","29280","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Unknown","15","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","205","195","30400","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","LGBO","15","15","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","Undeclared","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other","Unknown","25","20","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","Heterosexual / straight","55","55","51240","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","LGBO","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","Undeclared","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Heterosexual / straight","30","30","43010","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Heterosexual / straight","30","30","43020","35010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","LGBO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Heterosexual / straight","80","75","42510","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","LGBO","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Undeclared","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Statistics","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","LGBO","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Communications","Unknown","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Corporate Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Heterosexual / straight","55","50","49440","42810"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Undeclared","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","Unknown","55","55","51050","47100"
"In post","2022","Office of Gas and Electricity Markets","Economics","Heterosexual / straight","30","30","45630","43650"
"In post","2022","Office of Gas and Electricity Markets","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Economics","Unknown","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Finance","Unknown","15","15","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Internal Audit","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Legal","Heterosexual / straight","35","35","59880","60000"
"In post","2022","Office of Gas and Electricity Markets","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Legal","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Legal","Unknown","40","35","64620","68680"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","Heterosexual / straight","105","105","29120","25000"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Operational Delivery","Unknown","55","55","33150","30950"
"In post","2022","Office of Gas and Electricity Markets","Other","Heterosexual / straight","345","335","41570","34000"
"In post","2022","Office of Gas and Electricity Markets","Other","LGBO","50","50","35310","30950"
"In post","2022","Office of Gas and Electricity Markets","Other","Undeclared","35","35","41150","36000"
"In post","2022","Office of Gas and Electricity Markets","Other","Unknown","205","200","49470","44520"
"In post","2022","Office of Gas and Electricity Markets","Policy","Heterosexual / straight","45","45","38020","34000"
"In post","2022","Office of Gas and Electricity Markets","Policy","LGBO","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Policy","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Policy","Unknown","30","30","38460","34240"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Heterosexual / straight","70","70","41870","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Undeclared","10","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","Unknown","25","25","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Economics","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","Heterosexual / straight","80","80","53240","51660"
"In post","2022","Office of Rail and Road","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Operational Delivery","Unknown","40","35","56500","60020"
"In post","2022","Office of Rail and Road","Policy","Heterosexual / straight","45","45","54650","54890"
"In post","2022","Office of Rail and Road","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","Undeclared","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Policy","Unknown","15","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of the Public Guardian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of the Public Guardian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Delivery","Heterosexual / straight","970","895","23960","20970"
"In post","2022","Office of the Public Guardian","Operational Delivery","LGBO","50","50","24950","25120"
"In post","2022","Office of the Public Guardian","Operational Delivery","Undeclared","115","105","24280","20970"
"In post","2022","Office of the Public Guardian","Operational Delivery","Unknown","255","235","22170","20970"
"In post","2022","Office of the Public Guardian","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","Heterosexual / straight","35","35","38790","31540"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Heterosexual / straight","40","40","51110","48670"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","30","30","44780","45240"
"In post","2022","Office of the Secretary of State for Wales","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Digital, Data and Technology","Heterosexual / straight","30","30","37830","37530"
"In post","2022","Planning Inspectorate","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2022","Planning Inspectorate","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Planning Inspectorate","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Finance","Unknown","[c]","[c]","[c]","[c]"
