"Status","Year","Age","Disability","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Unknown","Unknown","Female","150","125","29430","28200"
"In post","2022","60-64","Unknown","Unknown","Male","250","230","36040","32850"
"In post","2022","65+","Declared disabled","AA/AO","Female","470","340","21910","21260"
"In post","2022","65+","Declared disabled","AA/AO","Male","325","260","22000","21260"
"In post","2022","65+","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","EO","Female","295","210","28190","27570"
"In post","2022","65+","Declared disabled","EO","Male","265","205","28480","27570"
"In post","2022","65+","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","G6/G7","Female","20","15","[c]","[c]"
"In post","2022","65+","Declared disabled","G6/G7","Male","55","45","64030","61810"
"In post","2022","65+","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","SEO/HEO","Female","135","105","37370","35980"
"In post","2022","65+","Declared disabled","SEO/HEO","Male","170","130","39310","39000"
"In post","2022","65+","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared disabled","Unknown","Female","80","60","33200","30200"
"In post","2022","65+","Declared disabled","Unknown","Male","55","45","33530","31020"
"In post","2022","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","AA/AO","Female","1950","1440","21990","21300"
"In post","2022","65+","Declared non-disabled","AA/AO","Male","1535","1270","22460","21260"
"In post","2022","65+","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","EO","Female","1155","835","28190","27570"
"In post","2022","65+","Declared non-disabled","EO","Male","1105","840","28640","27570"
"In post","2022","65+","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","G6/G7","Female","165","130","62210","61440"
"In post","2022","65+","Declared non-disabled","G6/G7","Male","485","370","63420","61440"
"In post","2022","65+","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","SCS level","Female","20","20","[c]","[c]"
"In post","2022","65+","Declared non-disabled","SCS level","Male","40","35","112990","108000"
"In post","2022","65+","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","SEO/HEO","Female","485","375","37620","36330"
"In post","2022","65+","Declared non-disabled","SEO/HEO","Male","1085","870","39590","38070"
"In post","2022","65+","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Declared non-disabled","Unknown","Female","210","160","29930","28200"
"In post","2022","65+","Declared non-disabled","Unknown","Male","140","115","34000","30590"
"In post","2022","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","AA/AO","Female","175","125","22570","21380"
"In post","2022","65+","Undeclared","AA/AO","Male","245","190","23800","21860"
"In post","2022","65+","Undeclared","EO","Female","70","55","28410","28350"
"In post","2022","65+","Undeclared","EO","Male","130","105","28780","27710"
"In post","2022","65+","Undeclared","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","65+","Undeclared","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","65+","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","SCS level","Male","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","SEO/HEO","Female","35","25","37260","36150"
"In post","2022","65+","Undeclared","SEO/HEO","Male","120","95","39840","37930"
"In post","2022","65+","Undeclared","Unknown","Female","20","15","[c]","[c]"
"In post","2022","65+","Undeclared","Unknown","Male","15","10","[c]","[c]"
"In post","2022","65+","Unknown","AA/AO","Female","275","200","22290","21830"
"In post","2022","65+","Unknown","AA/AO","Male","345","280","22760","21250"
"In post","2022","65+","Unknown","EO","Female","125","100","28710","28920"
"In post","2022","65+","Unknown","EO","Male","155","115","29880","29200"
"In post","2022","65+","Unknown","G6/G7","Female","65","55","64510","62760"
"In post","2022","65+","Unknown","G6/G7","Male","100","80","63160","62080"
"In post","2022","65+","Unknown","SCS level","Female","15","10","[c]","[c]"
"In post","2022","65+","Unknown","SCS level","Male","15","10","[c]","[c]"
"In post","2022","65+","Unknown","SEO/HEO","Female","90","75","39340","38020"
"In post","2022","65+","Unknown","SEO/HEO","Male","180","145","40630","40520"
"In post","2022","65+","Unknown","Unknown","Female","40","30","28770","28200"
"In post","2022","65+","Unknown","Unknown","Male","80","60","33230","30000"
"In post","2022","Unknown","Declared disabled","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","EO","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","AA/AO","Female","50","[c]","20950","21260"
"Leaver CS","2022","16-19","Declared non-disabled","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","AA/AO","Female","210","[c]","21270","21260"
"Leaver CS","2022","20-29","Declared disabled","AA/AO","Male","175","[c]","21180","21260"
"Leaver CS","2022","20-29","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","EO","Female","145","[c]","26700","27570"
"Leaver CS","2022","20-29","Declared disabled","EO","Male","75","[c]","26420","27570"
"Leaver CS","2022","20-29","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SEO/HEO","Female","60","[c]","34990","34020"
"Leaver CS","2022","20-29","Declared disabled","SEO/HEO","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","AA/AO","Female","1565","[c]","21290","21260"
"Leaver CS","2022","20-29","Declared non-disabled","AA/AO","Male","1480","[c]","21520","21260"
"Leaver CS","2022","20-29","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","EO","Female","825","[c]","27350","27570"
"Leaver CS","2022","20-29","Declared non-disabled","EO","Male","610","[c]","26840","27570"
"Leaver CS","2022","20-29","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","G6/G7","Female","55","[c]","53770","53380"
"Leaver CS","2022","20-29","Declared non-disabled","G6/G7","Male","65","[c]","54140","53680"
"Leaver CS","2022","20-29","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","SEO/HEO","Female","465","[c]","34620","34020"
"Leaver CS","2022","20-29","Declared non-disabled","SEO/HEO","Male","470","[c]","34410","33760"
"Leaver CS","2022","20-29","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Female","200","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AA/AO","Female","70","[c]","20920","21070"
"Leaver CS","2022","20-29","Undeclared","AA/AO","Male","85","[c]","21490","21260"
"Leaver CS","2022","20-29","Undeclared","EO","Female","40","[c]","27020","27570"
"Leaver CS","2022","20-29","Undeclared","EO","Male","35","[c]","26980","27570"
"Leaver CS","2022","20-29","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","SEO/HEO","Female","40","[c]","34880","33860"
"Leaver CS","2022","20-29","Undeclared","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA/AO","Female","1050","[c]","21360","21260"
"Leaver CS","2022","20-29","Unknown","AA/AO","Male","920","[c]","21690","21260"
"Leaver CS","2022","20-29","Unknown","EO","Female","445","[c]","26540","27510"
"Leaver CS","2022","20-29","Unknown","EO","Male","360","[c]","25470","26380"
"Leaver CS","2022","20-29","Unknown","G6/G7","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G6/G7","Male","60","[c]","54730","53380"
"Leaver CS","2022","20-29","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","Female","325","[c]","33740","32990"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","Male","345","[c]","34800","33970"
"Leaver CS","2022","20-29","Unknown","Unknown","Female","185","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Male","95","[c]","28460","28980"
"Leaver CS","2022","30-39","Declared disabled","AA/AO","Female","120","[c]","21400","21260"
"Leaver CS","2022","30-39","Declared disabled","AA/AO","Male","120","[c]","23200","21260"
"Leaver CS","2022","30-39","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","EO","Female","100","[c]","27940","27570"
"Leaver CS","2022","30-39","Declared disabled","EO","Male","70","[c]","27980","27570"
"Leaver CS","2022","30-39","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","SEO/HEO","Female","65","[c]","36530","36330"
"Leaver CS","2022","30-39","Declared disabled","SEO/HEO","Male","45","[c]","36670","35480"
"Leaver CS","2022","30-39","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","AA/AO","Female","795","[c]","21500","21260"
"Leaver CS","2022","30-39","Declared non-disabled","AA/AO","Male","890","[c]","22090","21260"
"Leaver CS","2022","30-39","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","EO","Female","575","[c]","27530","27570"
"Leaver CS","2022","30-39","Declared non-disabled","EO","Male","450","[c]","27760","27570"
"Leaver CS","2022","30-39","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","G6/G7","Female","285","[c]","56350","54450"
"Leaver CS","2022","30-39","Declared non-disabled","G6/G7","Male","310","[c]","57810","55930"
"Leaver CS","2022","30-39","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","SEO/HEO","Female","615","[c]","36610","36690"
"Leaver CS","2022","30-39","Declared non-disabled","SEO/HEO","Male","535","[c]","37150","37190"
"Leaver CS","2022","30-39","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","Female","160","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","Male","80","[c]","36850","37920"
"Leaver CS","2022","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AA/AO","Female","65","[c]","21320","21260"
"Leaver CS","2022","30-39","Undeclared","AA/AO","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","EO","Female","40","[c]","26930","27570"
"Leaver CS","2022","30-39","Undeclared","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SEO/HEO","Female","40","[c]","36330","36640"
"Leaver CS","2022","30-39","Undeclared","SEO/HEO","Male","45","[c]","37470","36840"
"Leaver CS","2022","30-39","Undeclared","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA/AO","Female","380","[c]","21520","21260"
"Leaver CS","2022","30-39","Unknown","AA/AO","Male","455","[c]","23270","21260"
"Leaver CS","2022","30-39","Unknown","EO","Female","215","[c]","28110","27570"
"Leaver CS","2022","30-39","Unknown","EO","Male","235","[c]","28050","27570"
"Leaver CS","2022","30-39","Unknown","G6/G7","Female","145","[c]","58110","54700"
"Leaver CS","2022","30-39","Unknown","G6/G7","Male","165","[c]","58060","55060"
"Leaver CS","2022","30-39","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SEO/HEO","Female","295","[c]","37010","36500"
"Leaver CS","2022","30-39","Unknown","SEO/HEO","Male","265","[c]","37160","36820"
"Leaver CS","2022","30-39","Unknown","Unknown","Female","120","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Male","95","[c]","35050","32700"
"Leaver CS","2022","40-49","Declared disabled","AA/AO","Female","110","[c]","21870","21260"
"Leaver CS","2022","40-49","Declared disabled","AA/AO","Male","75","[c]","21580","21240"
"Leaver CS","2022","40-49","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","EO","Female","85","[c]","28440","27570"
"Leaver CS","2022","40-49","Declared disabled","EO","Male","60","[c]","28190","27570"
"Leaver CS","2022","40-49","Declared disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","SEO/HEO","Female","60","[c]","37690","37450"
"Leaver CS","2022","40-49","Declared disabled","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","AA/AO","Female","630","[c]","21600","21260"
"Leaver CS","2022","40-49","Declared non-disabled","AA/AO","Male","480","[c]","22000","21260"
"Leaver CS","2022","40-49","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","EO","Female","515","[c]","27670","27570"
"Leaver CS","2022","40-49","Declared non-disabled","EO","Male","340","[c]","28040","27570"
"Leaver CS","2022","40-49","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","G6/G7","Female","295","[c]","59570","57850"
"Leaver CS","2022","40-49","Declared non-disabled","G6/G7","Male","240","[c]","60950","59540"
"Leaver CS","2022","40-49","Declared non-disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","SCS level","Female","70","[c]","94010","88220"
"Leaver CS","2022","40-49","Declared non-disabled","SCS level","Male","55","[c]","94560","93280"
"Leaver CS","2022","40-49","Declared non-disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","SEO/HEO","Female","425","[c]","38050","38200"
"Leaver CS","2022","40-49","Declared non-disabled","SEO/HEO","Male","330","[c]","38990","39030"
"Leaver CS","2022","40-49","Declared non-disabled","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","Female","110","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","AA/AO","Female","55","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","AA/AO","Male","55","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA/AO","Female","260","[c]","21890","21340"
"Leaver CS","2022","40-49","Unknown","AA/AO","Male","240","[c]","22940","21300"
"Leaver CS","2022","40-49","Unknown","EO","Female","155","[c]","28280","27570"
"Leaver CS","2022","40-49","Unknown","EO","Male","125","[c]","28450","27570"
"Leaver CS","2022","40-49","Unknown","G6/G7","Female","160","[c]","60100","57460"
"Leaver CS","2022","40-49","Unknown","G6/G7","Male","150","[c]","60400","57510"
"Leaver CS","2022","40-49","Unknown","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","Female","165","[c]","37640","37250"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","Male","160","[c]","38240","37630"
"Leaver CS","2022","40-49","Unknown","Unknown","Female","85","[c]","[c]","[c]"
