"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","EO","Heterosexual / straight","35","[c]","27340","27570"
"Leaver CS","2022","Declared disabled","Mixed","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","AA/AO","Undeclared","35","[c]","21730","21260"
"Leaver CS","2022","Declared disabled","Undeclared","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","EO","Undeclared","40","[c]","28040","27570"
"Leaver CS","2022","Declared disabled","Undeclared","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","AA/AO","Heterosexual / straight","1000","[c]","21400","21260"
"Leaver CS","2022","Declared disabled","White","AA/AO","LGBO","140","[c]","21640","21260"
"Leaver CS","2022","Declared disabled","White","AA/AO","Undeclared","110","[c]","21270","21260"
"Leaver CS","2022","Declared disabled","White","AA/AO","Unknown","250","[c]","21670","21260"
"Leaver CS","2022","Declared disabled","White","EO","Heterosexual / straight","700","[c]","27500","27570"
"Leaver CS","2022","Declared disabled","White","EO","LGBO","115","[c]","27300","27570"
"Leaver CS","2022","Declared disabled","White","EO","Undeclared","90","[c]","27710","27570"
"Leaver CS","2022","Declared disabled","White","EO","Unknown","95","[c]","28000","27570"
"Leaver CS","2022","Declared disabled","White","G6/G7","Heterosexual / straight","160","[c]","59110","57070"
"Leaver CS","2022","Declared disabled","White","G6/G7","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","G6/G7","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","SEO/HEO","Heterosexual / straight","470","[c]","37330","36330"
"Leaver CS","2022","Declared disabled","White","SEO/HEO","LGBO","65","[c]","36240","34830"
"Leaver CS","2022","Declared disabled","White","SEO/HEO","Undeclared","45","[c]","37630","36690"
"Leaver CS","2022","Declared disabled","White","SEO/HEO","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Unknown","Heterosexual / straight","160","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","AA/AO","Heterosexual / straight","425","[c]","21900","21260"
"Leaver CS","2022","Declared non-disabled","Asian","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","AA/AO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","AA/AO","Unknown","170","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","EO","Heterosexual / straight","450","[c]","28310","27570"
"Leaver CS","2022","Declared non-disabled","Asian","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","EO","Undeclared","30","[c]","28430","28110"
"Leaver CS","2022","Declared non-disabled","Asian","EO","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","G6/G7","Heterosexual / straight","140","[c]","60250","59000"
"Leaver CS","2022","Declared non-disabled","Asian","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","SCS level","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","SEO/HEO","Heterosexual / straight","310","[c]","37100","36950"
"Leaver CS","2022","Declared non-disabled","Asian","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","SEO/HEO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","AA/AO","Heterosexual / straight","260","[c]","22470","22270"
"Leaver CS","2022","Declared non-disabled","Black","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","AA/AO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","EO","Heterosexual / straight","330","[c]","29230","29500"
"Leaver CS","2022","Declared non-disabled","Black","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","EO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","G6/G7","Heterosexual / straight","80","[c]","58170","54850"
"Leaver CS","2022","Declared non-disabled","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","SEO/HEO","Heterosexual / straight","200","[c]","37090","35330"
"Leaver CS","2022","Declared non-disabled","Black","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","AA/AO","Heterosexual / straight","155","[c]","21790","21260"
"Leaver CS","2022","Declared non-disabled","Mixed","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","EO","Heterosexual / straight","140","[c]","28200","27570"
"Leaver CS","2022","Declared non-disabled","Mixed","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","G6/G7","Heterosexual / straight","45","[c]","59970","58460"
"Leaver CS","2022","Declared non-disabled","Mixed","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","SEO/HEO","Heterosexual / straight","105","[c]","37530","37640"
"Leaver CS","2022","Declared non-disabled","Mixed","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","AA/AO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","EO","Heterosexual / straight","45","[c]","28950","28800"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","AA/AO","Heterosexual / straight","55","[c]","22280","21260"
"Leaver CS","2022","Declared non-disabled","Undeclared","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","AA/AO","Undeclared","120","[c]","22210","21260"
"Leaver CS","2022","Declared non-disabled","Undeclared","AA/AO","Unknown","65","[c]","21490","21260"
"Leaver CS","2022","Declared non-disabled","Undeclared","EO","Heterosexual / straight","40","[c]","28630","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","EO","Undeclared","85","[c]","28410","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","EO","Unknown","75","[c]","27560","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","G6/G7","Undeclared","35","[c]","59550","57380"
"Leaver CS","2022","Declared non-disabled","Undeclared","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","SEO/HEO","Undeclared","95","[c]","37860","37220"
"Leaver CS","2022","Declared non-disabled","Undeclared","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","Heterosexual / straight","75","[c]","23610","21820"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA/AO","Unknown","230","[c]","21210","21260"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","Unknown","115","[c]","27190","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G6/G7","Unknown","45","[c]","57200","56060"
