"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Security","HEO","Unknown","75","70","34950","34290"
"In post","2022","Declared non-disabled","Security","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","SEO","Heterosexual / straight","415","405","43610","41970"
"In post","2022","Declared non-disabled","Security","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Security","SEO","Undeclared","45","40","45810","41970"
"In post","2022","Declared non-disabled","Security","SEO","Unknown","50","50","42030","40400"
"In post","2022","Declared non-disabled","Security","Unknown","Heterosexual / straight","115","115","32550","28120"
"In post","2022","Declared non-disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","EO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","G6","Heterosexual / straight","45","40","67630","68350"
"In post","2022","Declared non-disabled","Social Research","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","G7","Heterosexual / straight","190","180","55480","55060"
"In post","2022","Declared non-disabled","Social Research","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","HEO","Heterosexual / straight","225","215","33010","32010"
"In post","2022","Declared non-disabled","Social Research","HEO","LGBO","30","30","33150","32010"
"In post","2022","Declared non-disabled","Social Research","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","SEO","Heterosexual / straight","195","185","41200","41170"
"In post","2022","Declared non-disabled","Social Research","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","SEO","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared non-disabled","Social Research","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","EO","Heterosexual / straight","130","130","28260","28240"
"In post","2022","Declared non-disabled","Statistics","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","EO","Unknown","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","G6","Heterosexual / straight","115","105","67070","66370"
"In post","2022","Declared non-disabled","Statistics","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","G7","Heterosexual / straight","370","350","56100","55780"
"In post","2022","Declared non-disabled","Statistics","G7","LGBO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","G7","Unknown","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","HEO","Heterosexual / straight","340","330","34170","33370"
"In post","2022","Declared non-disabled","Statistics","HEO","LGBO","40","40","33330","32450"
"In post","2022","Declared non-disabled","Statistics","HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","SCS level","Heterosexual / straight","35","35","83700","78830"
"In post","2022","Declared non-disabled","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","SEO","Heterosexual / straight","315","300","41620","41340"
"In post","2022","Declared non-disabled","Statistics","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Statistics","SEO","Unknown","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Tax","AO","Heterosexual / straight","1275","1200","21340","21250"
"In post","2022","Declared non-disabled","Tax","AO","LGBO","135","125","21350","21250"
"In post","2022","Declared non-disabled","Tax","AO","Undeclared","60","60","21540","21250"
"In post","2022","Declared non-disabled","Tax","AO","Unknown","80","70","21920","21250"
"In post","2022","Declared non-disabled","Tax","EO","Heterosexual / straight","2195","2080","27320","26820"
"In post","2022","Declared non-disabled","Tax","EO","LGBO","180","175","26900","26820"
"In post","2022","Declared non-disabled","Tax","EO","Undeclared","125","115","27760","26820"
"In post","2022","Declared non-disabled","Tax","EO","Unknown","150","135","28210","26820"
"In post","2022","Declared non-disabled","Tax","G6","Heterosexual / straight","460","435","69370","67910"
"In post","2022","Declared non-disabled","Tax","G6","LGBO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Tax","G6","Undeclared","35","30","70380","67910"
"In post","2022","Declared non-disabled","Tax","G6","Unknown","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Tax","G7","Heterosexual / straight","1300","1255","56010","55210"
"In post","2022","Declared non-disabled","Tax","G7","LGBO","80","80","56030","55210"
"In post","2022","Declared non-disabled","Tax","G7","Undeclared","90","85","56570","55210"
"In post","2022","Declared non-disabled","Tax","G7","Unknown","85","75","56880","55210"
"In post","2022","Declared non-disabled","Tax","HEO","Heterosexual / straight","3070","2935","34140","33370"
"In post","2022","Declared non-disabled","Tax","HEO","LGBO","180","175","33940","33370"
"In post","2022","Declared non-disabled","Tax","HEO","Undeclared","185","175","34690","33370"
"In post","2022","Declared non-disabled","Tax","HEO","Unknown","220","210","34860","33370"
"In post","2022","Declared non-disabled","Tax","SCS level","Heterosexual / straight","60","55","81810","78000"
"In post","2022","Declared non-disabled","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Tax","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Tax","SEO","Heterosexual / straight","1325","1270","40890","40520"
"In post","2022","Declared non-disabled","Tax","SEO","LGBO","50","45","40610","40520"
"In post","2022","Declared non-disabled","Tax","SEO","Undeclared","75","70","41150","40520"
"In post","2022","Declared non-disabled","Tax","SEO","Unknown","105","105","40730","40520"
"In post","2022","Declared non-disabled","Unknown","AA","Heterosexual / straight","555","530","22050","21050"
"In post","2022","Declared non-disabled","Unknown","AA","LGBO","50","50","21830","21050"
"In post","2022","Declared non-disabled","Unknown","AA","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AA","Unknown","95","85","22990","23230"
"In post","2022","Declared non-disabled","Unknown","AO","Heterosexual / straight","1205","1140","22940","21260"
"In post","2022","Declared non-disabled","Unknown","AO","LGBO","95","95","22620","21250"
"In post","2022","Declared non-disabled","Unknown","AO","Undeclared","70","65","22970","21260"
"In post","2022","Declared non-disabled","Unknown","AO","Unknown","445","425","26030","25930"
"In post","2022","Declared non-disabled","Unknown","EO","Heterosexual / straight","2445","2370","27980","27320"
"In post","2022","Declared non-disabled","Unknown","EO","LGBO","205","200","27360","27230"
"In post","2022","Declared non-disabled","Unknown","EO","Undeclared","140","135","27960","27500"
"In post","2022","Declared non-disabled","Unknown","EO","Unknown","300","285","31130","30040"
"In post","2022","Declared non-disabled","Unknown","G6","Heterosexual / straight","1215","1185","70040","68280"
"In post","2022","Declared non-disabled","Unknown","G6","LGBO","80","80","68720","67550"
"In post","2022","Declared non-disabled","Unknown","G6","Undeclared","85","85","70260","68060"
"In post","2022","Declared non-disabled","Unknown","G6","Unknown","115","110","72980","75340"
"In post","2022","Declared non-disabled","Unknown","G7","Heterosexual / straight","2405","2335","56530","54700"
"In post","2022","Declared non-disabled","Unknown","G7","LGBO","195","195","55860","54700"
"In post","2022","Declared non-disabled","Unknown","G7","Undeclared","205","200","56920","54700"
"In post","2022","Declared non-disabled","Unknown","G7","Unknown","140","130","58940","59590"
"In post","2022","Declared non-disabled","Unknown","HEO","Heterosexual / straight","2945","2870","34070","33370"
"In post","2022","Declared non-disabled","Unknown","HEO","LGBO","240","240","33630","33080"
"In post","2022","Declared non-disabled","Unknown","HEO","Undeclared","155","150","34030","33540"
"In post","2022","Declared non-disabled","Unknown","HEO","Unknown","280","265","36960","36220"
"In post","2022","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","630","615","95520","84780"
"In post","2022","Declared non-disabled","Unknown","SCS level","LGBO","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SCS level","Undeclared","40","35","97550","93000"
"In post","2022","Declared non-disabled","Unknown","SCS level","Unknown","65","65","102790","88070"
"In post","2022","Declared non-disabled","Unknown","SEO","Heterosexual / straight","2275","2215","42680","40810"
"In post","2022","Declared non-disabled","Unknown","SEO","LGBO","165","165","41770","40600"
"In post","2022","Declared non-disabled","Unknown","SEO","Undeclared","150","145","42210","40810"
"In post","2022","Declared non-disabled","Unknown","SEO","Unknown","210","195","46580","47490"
"In post","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","G7","Heterosexual / straight","65","60","52580","52290"
"In post","2022","Declared non-disabled","Veterinarian","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","SEO","Heterosexual / straight","140","135","40160","37530"
"In post","2022","Declared non-disabled","Veterinarian","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","SEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Veterinarian","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Undeclared","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Undeclared","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","G7","Undeclared","20","15","[c]","[c]"
"In post","2022","Undeclared","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","HEO","Heterosexual / straight","45","45","32950","33290"
"In post","2022","Undeclared","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Commercial","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","SEO","Heterosexual / straight","50","45","43220","41920"
"In post","2022","Undeclared","Commercial","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","SEO","Undeclared","50","50","42320","42080"
"In post","2022","Undeclared","Commercial","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","HEO","Undeclared","20","15","[c]","[c]"
"In post","2022","Undeclared","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","AO","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","AO","Unknown","10","5","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","EO","Heterosexual / straight","95","90","28010","27570"
"In post","2022","Undeclared","Counter Fraud","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","EO","Undeclared","50","45","27820","27570"
"In post","2022","Undeclared","Counter Fraud","EO","Unknown","30","30","28970","27570"
"In post","2022","Undeclared","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","AO","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","EO","Heterosexual / straight","85","80","27600","26820"
"In post","2022","Undeclared","Digital, Data and Technology","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","EO","Undeclared","90","90","28520","27570"
"In post","2022","Undeclared","Digital, Data and Technology","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","G6","Undeclared","35","35","71460","72170"
"In post","2022","Undeclared","Digital, Data and Technology","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","G7","Heterosexual / straight","75","75","56440","55350"
"In post","2022","Undeclared","Digital, Data and Technology","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","G7","Undeclared","100","100","56230","55180"
"In post","2022","Undeclared","Digital, Data and Technology","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","HEO","Heterosexual / straight","110","110","34030","33370"
"In post","2022","Undeclared","Digital, Data and Technology","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","HEO","Undeclared","145","140","34230","33370"
"In post","2022","Undeclared","Digital, Data and Technology","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","SEO","Heterosexual / straight","130","125","41430","40580"
"In post","2022","Undeclared","Digital, Data and Technology","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","SEO","Undeclared","155","155","42640","41050"
"In post","2022","Undeclared","Digital, Data and Technology","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
