"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Cabinet Office (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","75","75","48690","49700"
"In post","2022","Finance","Cabinet Office (excl. agencies)","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Cabinet Office (excl. agencies)","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Cabinet Office (excl. agencies)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Finance","Unknown","10","5","[c]","[c]"
"In post","2022","Finance","Charity Commission","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Charity Commission","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Charity Commission","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Companies House","Finance","Heterosexual / straight","50","45","32520","29060"
"In post","2022","Finance","Companies House","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Companies House","Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Companies House","Finance","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","Corporate Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Competition and Markets Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","Finance","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Commercial Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Office and Procurator Fiscal Service","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Crown Office and Procurator Fiscal Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Office and Procurator Fiscal Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Finance","Heterosexual / straight","75","70","31560","25920"
"In post","2022","Finance","Crown Prosecution Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Crown Prosecution Service","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Electronics and Components Agency","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Defence Electronics and Components Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Electronics and Components Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Finance","Heterosexual / straight","225","215","33550","28900"
"In post","2022","Finance","Defence Equipment and Support","Finance","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Finance","Undeclared","25","20","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","Unknown","35","35","41440","38460"
"In post","2022","Finance","Defence Science and Technology Laboratory","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Heterosexual / straight","115","110","53110","53290"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","Heterosexual / straight","60","60","51940","55000"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","Heterosexual / straight","330","320","42540","40260"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","Undeclared","30","30","38160","37070"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","Unknown","40","35","42310","40940"
"In post","2022","Finance","Department for Education (excl. agencies)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Project Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","Heterosexual / straight","30","30","41360","36500"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Heterosexual / straight","345","335","42460","37700"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","LGBO","15","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Undeclared","30","30","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Unknown","50","50","38570","36350"
"In post","2022","Finance","Department for International Trade","Finance","Heterosexual / straight","60","60","48450","51440"
"In post","2022","Finance","Department for International Trade","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Finance","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Heterosexual / straight","100","95","51520","53130"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","Heterosexual / straight","130","125","49950","49240"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","Unknown","25","25","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","Heterosexual / straight","290","270","34820","31990"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","LGBO","20","20","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","Undeclared","35","30","34390","32400"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","Unknown","80","70","35990","33160"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","Heterosexual / straight","830","775","38130","35310"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","LGBO","40","35","37660","33180"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","Undeclared","95","90","36550","31990"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","Unknown","220","200","37910","34800"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","Heterosexual / straight","215","210","41910","36650"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","Undeclared","25","25","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","Unknown","60","55","41930","36650"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","Heterosexual / straight","250","240","43050","40650"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","LGBO","30","30","39940","40650"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","Undeclared","165","160","43910","40650"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","Heterosexual / straight","105","100","32540","30730"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","Undeclared","30","25","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","Heterosexual / straight","65","65","36420","32730"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","Unknown","20","20","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","Heterosexual / straight","120","115","42090","36960"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","Unknown","30","30","42290","38080"
"In post","2022","Finance","Education and Skills Funding Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","Heterosexual / straight","130","125","38730","36500"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","Undeclared","20","20","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","Unknown","65","60","38160","36960"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","Heterosexual / straight","240","230","39680","36500"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","LGBO","25","25","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","Undeclared","25","25","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","Unknown","75","70","40400","36500"
"In post","2022","Finance","Education and Skills Funding Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Finance","Heterosexual / straight","45","45","38450","31640"
"In post","2022","Finance","FCDO Services","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Finance","Heterosexual / straight","35","35","44970","41910"
"In post","2022","Finance","Food Standards Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Heterosexual / straight","95","95","46140","43300"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Unknown","45","40","38520","33930"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Finance","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Finance","Heterosexual / straight","95","90","41580","39190"
"In post","2022","Finance","HM Courts and Tribunals Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Finance","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Finance","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Operational Delivery","Heterosexual / straight","35","30","28080","21490"
"In post","2022","Finance","HM Courts and Tribunals Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","Finance","Heterosexual / straight","30","30","45750","42100"
"In post","2022","Finance","HM Land Registry","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","Finance","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
