"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Electronics and Components Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","The Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","UK Health Security Agency","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Government Internal Audit Agency","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Registers of Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Vehicle Certification Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Companies House","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Crown Office and Procurator Fiscal Service","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Crown Prosecution Service","Legal","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Crown Prosecution Service","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Crown Prosecution Service","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","FCDO Services","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Government Legal Department","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Government Legal Department","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Met Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Public Health England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","The National Archives","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","UK Health Security Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","UK Supreme Court","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Animal and Plant Health Agency","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Animal and Plant Health Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Crown Office and Procurator Fiscal Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Equipment and Support","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Defence Science and Technology Laboratory","Science and Engineering","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Education (excl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for International Trade","International Trade","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Transport (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department for Work and Pensions (excl. agencies)","Operational Delivery","1005","[c]","25840","27570"
"Leaver CS","2022","Declared disabled","No function","Department for Work and Pensions (excl. agencies)","Other","50","[c]","27050","27570"
"Leaver CS","2022","Declared disabled","No function","Department for Work and Pensions (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Driver and Vehicle Licensing Agency","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Driver and Vehicle Standards Agency","Operational Delivery","40","[c]","27590","26780"
"Leaver CS","2022","Declared disabled","No function","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Government Internal Audit Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Health and Safety Executive","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Courts and Tribunals Service","Operational Delivery","230","[c]","23680","20970"
"Leaver CS","2022","Declared disabled","No function","HM Land Registry","Operational Delivery","30","[c]","26870","27130"
"Leaver CS","2022","Declared disabled","No function","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Prison and Probation Service","Operational Delivery","585","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Prison and Probation Service","Psychology","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Prison and Probation Service","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Revenue and Customs (excl. agencies)","Tax","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","HM Treasury (excl. agencies)","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Legal Aid Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Maritime and Coastguard Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
