"Status","Year","Disability","Ethnicity","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Wales","Outside London","45","45","35850","36470"
"In post","2022","Unknown","Mixed","West Midlands (England)","Outside London","50","50","32340","30660"
"In post","2022","Unknown","Mixed","Yorkshire and The Humber","Outside London","35","30","33860","28200"
"In post","2022","Unknown","Other ethnicity","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","East of England","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","London","London","140","135","44910","40170"
"In post","2022","Unknown","Other ethnicity","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Scotland","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Midlands (England)","Outside London","70","65","37230","33080"
"In post","2022","Unknown","Undeclared","East of England","Outside London","80","75","40420","34520"
"In post","2022","Unknown","Undeclared","London","London","400","380","46250","40810"
"In post","2022","Unknown","Undeclared","North East (England)","Outside London","80","75","33130","28060"
"In post","2022","Unknown","Undeclared","North West (England)","Outside London","165","155","33730","32070"
"In post","2022","Unknown","Undeclared","Northern Ireland","Outside London","15","15","[c]","[c]"
"In post","2022","Unknown","Undeclared","Overseas","Overseas","80","80","53620","53470"
"In post","2022","Unknown","Undeclared","Scotland","Outside London","430","395","36090","35000"
"In post","2022","Unknown","Undeclared","South East (England)","Outside London","145","135","37540","34520"
"In post","2022","Unknown","Undeclared","South West (England)","Outside London","170","160","41510","38710"
"In post","2022","Unknown","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wales","Outside London","165","160","37300","33370"
"In post","2022","Unknown","Undeclared","West Midlands (England)","Outside London","95","90","36900","29360"
"In post","2022","Unknown","Undeclared","Yorkshire and The Humber","Outside London","90","80","33920","29790"
"In post","2022","Unknown","Unknown","East Midlands (England)","Outside London","2290","2180","28290","26470"
"In post","2022","Unknown","Unknown","East of England","Outside London","1785","1690","29460","26350"
"In post","2022","Unknown","Unknown","London","London","14780","14475","43250","37610"
"In post","2022","Unknown","Unknown","North East (England)","Outside London","3765","3515","28040","24880"
"In post","2022","Unknown","Unknown","North West (England)","Outside London","6850","6540","29300","26590"
"In post","2022","Unknown","Unknown","Northern Ireland","Outside London","760","730","27610","24880"
"In post","2022","Unknown","Unknown","Overseas","Overseas","455","455","49250","46600"
"In post","2022","Unknown","Unknown","Scotland","Outside London","9725","9185","31550","27230"
"In post","2022","Unknown","Unknown","South East (England)","Outside London","3575","3340","30490","26840"
"In post","2022","Unknown","Unknown","South West (England)","Outside London","3060","2920","32030","27130"
"In post","2022","Unknown","Unknown","Unknown","Unknown","2195","2180","37120","32700"
"In post","2022","Unknown","Unknown","Wales","Outside London","3785","3590","28880","25210"
"In post","2022","Unknown","Unknown","West Midlands (England)","Outside London","3285","3120","29910","26590"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","Outside London","4620","4435","31040","26820"
"In post","2022","Unknown","White","East Midlands (England)","Outside London","710","675","33300","30070"
"In post","2022","Unknown","White","East of England","Outside London","1085","1030","35210","32770"
"In post","2022","Unknown","White","London","London","4565","4425","47580","41970"
"In post","2022","Unknown","White","North East (England)","Outside London","1515","1350","30040","26590"
"In post","2022","Unknown","White","North West (England)","Outside London","2995","2840","33060","30640"
"In post","2022","Unknown","White","Northern Ireland","Outside London","360","340","29950","26820"
"In post","2022","Unknown","White","Overseas","Overseas","335","330","55580","55130"
"In post","2022","Unknown","White","Scotland","Outside London","4860","4550","37260","35000"
"In post","2022","Unknown","White","South East (England)","Outside London","2145","1975","34130","30710"
"In post","2022","Unknown","White","South West (England)","Outside London","2415","2295","36830","33670"
"In post","2022","Unknown","White","Unknown","Unknown","45","45","39160","38440"
"In post","2022","Unknown","White","Wales","Outside London","1765","1650","32380","29430"
"In post","2022","Unknown","White","West Midlands (England)","Outside London","1135","1085","35790","33200"
"In post","2022","Unknown","White","Yorkshire and The Humber","Outside London","1505","1450","35460","31970"
"Leaver CS","2022","Declared disabled","Asian","East Midlands (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","London","London","100","[c]","32950","31060"
"Leaver CS","2022","Declared disabled","Asian","North East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","North West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","South West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","West Midlands (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","London","London","100","[c]","32930","30950"
"Leaver CS","2022","Declared disabled","Black","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","East of England","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","London","London","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","South West (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","London","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","London","London","40","[c]","42230","32330"
"Leaver CS","2022","Declared disabled","Undeclared","North East (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","North West (England)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","South East (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","South West (England)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","London","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Scotland","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","South West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","East Midlands (England)","Outside London","225","[c]","27660","26780"
"Leaver CS","2022","Declared disabled","White","East of England","Outside London","265","[c]","29360","27350"
"Leaver CS","2022","Declared disabled","White","London","London","475","[c]","39680","34020"
"Leaver CS","2022","Declared disabled","White","North East (England)","Outside London","245","[c]","26850","22010"
"Leaver CS","2022","Declared disabled","White","North West (England)","Outside London","480","[c]","27330","25810"
"Leaver CS","2022","Declared disabled","White","Northern Ireland","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","Scotland","Outside London","330","[c]","29700","27570"
"Leaver CS","2022","Declared disabled","White","South East (England)","Outside London","390","[c]","29190","27570"
"Leaver CS","2022","Declared disabled","White","South West (England)","Outside London","360","[c]","31210","27570"
"Leaver CS","2022","Declared disabled","White","Unknown","Unknown","45","[c]","26130","21840"
"Leaver CS","2022","Declared disabled","White","Wales","Outside London","210","[c]","30070","27570"
"Leaver CS","2022","Declared disabled","White","West Midlands (England)","Outside London","250","[c]","27050","27570"
"Leaver CS","2022","Declared disabled","White","Yorkshire and The Humber","Outside London","310","[c]","28470","26470"
"Leaver CS","2022","Declared non-disabled","Asian","East Midlands (England)","Outside London","105","[c]","26440","25000"
"Leaver CS","2022","Declared non-disabled","Asian","East of England","Outside London","90","[c]","32360","27570"
"Leaver CS","2022","Declared non-disabled","Asian","London","London","845","[c]","37790","31060"
"Leaver CS","2022","Declared non-disabled","Asian","North East (England)","Outside London","40","[c]","29060","21260"
"Leaver CS","2022","Declared non-disabled","Asian","North West (England)","Outside London","130","[c]","27470","22120"
"Leaver CS","2022","Declared non-disabled","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Scotland","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","South East (England)","Outside London","120","[c]","33680","29290"
"Leaver CS","2022","Declared non-disabled","Asian","South West (England)","Outside London","70","[c]","31200","27570"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","Wales","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","West Midlands (England)","Outside London","175","[c]","27430","27570"
"Leaver CS","2022","Declared non-disabled","Asian","Yorkshire and The Humber","Outside London","160","[c]","26920","24890"
"Leaver CS","2022","Declared non-disabled","Black","East Midlands (England)","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","East of England","Outside London","65","[c]","28560","28430"
"Leaver CS","2022","Declared non-disabled","Black","London","London","640","[c]","34260","31060"
"Leaver CS","2022","Declared non-disabled","Black","North East (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","North West (England)","Outside London","60","[c]","27080","22330"
"Leaver CS","2022","Declared non-disabled","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","South East (England)","Outside London","75","[c]","29320","29290"
"Leaver CS","2022","Declared non-disabled","Black","South West (England)","Outside London","55","[c]","34080","31690"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","Wales","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","West Midlands (England)","Outside London","75","[c]","29840","27570"
"Leaver CS","2022","Declared non-disabled","Black","Yorkshire and The Humber","Outside London","50","[c]","29540","27570"
"Leaver CS","2022","Declared non-disabled","Mixed","East Midlands (England)","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","East of England","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","London","London","260","[c]","38340","31060"
"Leaver CS","2022","Declared non-disabled","Mixed","North East (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","North West (England)","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","South East (England)","Outside London","65","[c]","28660","26780"
"Leaver CS","2022","Declared non-disabled","Mixed","South West (England)","Outside London","55","[c]","28550","27570"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Wales","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","West Midlands (England)","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","Yorkshire and The Humber","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","London","London","75","[c]","36560","31060"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","South East (England)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","South West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","East Midlands (England)","Outside London","45","[c]","26290","25800"
"Leaver CS","2022","Declared non-disabled","Undeclared","East of England","Outside London","45","[c]","27420","27000"
"Leaver CS","2022","Declared non-disabled","Undeclared","London","London","145","[c]","40640","34710"
"Leaver CS","2022","Declared non-disabled","Undeclared","North East (England)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","North West (England)","Outside London","70","[c]","29300","26030"
"Leaver CS","2022","Declared non-disabled","Undeclared","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Scotland","Outside London","45","[c]","28140","23230"
"Leaver CS","2022","Declared non-disabled","Undeclared","South East (England)","Outside London","80","[c]","33760","29530"
"Leaver CS","2022","Declared non-disabled","Undeclared","South West (England)","Outside London","90","[c]","33510","32150"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Wales","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","West Midlands (England)","Outside London","45","[c]","27240","27370"
"Leaver CS","2022","Declared non-disabled","Undeclared","Yorkshire and The Humber","Outside London","50","[c]","30130","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","East Midlands (England)","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","East of England","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","London","London","130","[c]","45970","36070"
"Leaver CS","2022","Declared non-disabled","Unknown","North East (England)","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","North West (England)","Outside London","90","[c]","31230","24920"
"Leaver CS","2022","Declared non-disabled","Unknown","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Scotland","Outside London","60","[c]","27330","22000"
"Leaver CS","2022","Declared non-disabled","Unknown","South East (England)","Outside London","75","[c]","28360","25170"
"Leaver CS","2022","Declared non-disabled","Unknown","South West (England)","Outside London","125","[c]","31190","29230"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Wales","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","West Midlands (England)","Outside London","50","[c]","27750","23950"
"Leaver CS","2022","Declared non-disabled","Unknown","Yorkshire and The Humber","Outside London","55","[c]","28060","22200"
"Leaver CS","2022","Declared non-disabled","White","East Midlands (England)","Outside London","1075","[c]","29860","27570"
"Leaver CS","2022","Declared non-disabled","White","East of England","Outside London","1435","[c]","30890","27570"
"Leaver CS","2022","Declared non-disabled","White","London","London","3405","[c]","44900","39030"
"Leaver CS","2022","Declared non-disabled","White","North East (England)","Outside London","1395","[c]","27900","22080"
"Leaver CS","2022","Declared non-disabled","White","North West (England)","Outside London","2465","[c]","29250","26120"
"Leaver CS","2022","Declared non-disabled","White","Northern Ireland","Outside London","130","[c]","28020","23500"
"Leaver CS","2022","Declared non-disabled","White","Overseas","Overseas","65","[c]","54160","51270"
"Leaver CS","2022","Declared non-disabled","White","Scotland","Outside London","1820","[c]","32160","27570"
"Leaver CS","2022","Declared non-disabled","White","South East (England)","Outside London","2430","[c]","31270","27570"
"Leaver CS","2022","Declared non-disabled","White","South West (England)","Outside London","2285","[c]","32950","28080"
"Leaver CS","2022","Declared non-disabled","White","Unknown","Unknown","365","[c]","27640","21840"
"Leaver CS","2022","Declared non-disabled","White","Wales","Outside London","1205","[c]","31940","26880"
"Leaver CS","2022","Declared non-disabled","White","West Midlands (England)","Outside London","1270","[c]","31980","27570"
"Leaver CS","2022","Declared non-disabled","White","Yorkshire and The Humber","Outside London","1725","[c]","30970","27570"
"Leaver CS","2022","Undeclared","Asian","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","London","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Yorkshire and The Humber","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","London","London","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","London","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Scotland","Outside London","[c]","[c]","[c]","[c]"
