"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Unknown","London","Male","965","955","41270","35050"
"In post","2022","Unknown","Unknown","North East (England)","Female","85","80","27980","24880"
"In post","2022","Unknown","Unknown","North East (England)","Male","80","75","28100","24880"
"In post","2022","Unknown","Unknown","North West (England)","Female","375","365","27450","24880"
"In post","2022","Unknown","Unknown","North West (England)","Male","340","330","31120","24880"
"In post","2022","Unknown","Unknown","Northern Ireland","Female","45","45","28000","24880"
"In post","2022","Unknown","Unknown","Northern Ireland","Male","60","55","27020","24880"
"In post","2022","Unknown","Unknown","Overseas","Female","135","135","44120","41600"
"In post","2022","Unknown","Unknown","Overseas","Male","75","75","45980","41600"
"In post","2022","Unknown","Unknown","Scotland","Female","1920","1815","35440","31060"
"In post","2022","Unknown","Unknown","Scotland","Male","1585","1555","36270","31540"
"In post","2022","Unknown","Unknown","South East (England)","Female","350","330","30020","24880"
"In post","2022","Unknown","Unknown","South East (England)","Male","420","395","29370","24880"
"In post","2022","Unknown","Unknown","South West (England)","Female","195","175","29640","23280"
"In post","2022","Unknown","Unknown","South West (England)","Male","160","155","32970","26670"
"In post","2022","Unknown","Unknown","Unknown","Female","195","195","34190","32700"
"In post","2022","Unknown","Unknown","Unknown","Male","1600","1595","38050","34460"
"In post","2022","Unknown","Unknown","Wales","Female","125","115","32850","26820"
"In post","2022","Unknown","Unknown","Wales","Male","125","120","34660","26740"
"In post","2022","Unknown","Unknown","West Midlands (England)","Female","135","130","27910","24880"
"In post","2022","Unknown","Unknown","West Midlands (England)","Male","100","100","29360","24880"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","Female","290","275","28850","24880"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","Male","335","325","29200","24880"
"In post","2022","White","Analysis","East Midlands (England)","Female","25","20","[c]","[c]"
"In post","2022","White","Analysis","East Midlands (England)","Male","35","35","38160","33840"
"In post","2022","White","Analysis","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","East of England","Female","160","150","33080","30220"
"In post","2022","White","Analysis","East of England","Male","175","170","37560","36240"
"In post","2022","White","Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","London","Female","1080","1015","50950","51710"
"In post","2022","White","Analysis","London","Male","1325","1305","52420","51970"
"In post","2022","White","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","North East (England)","Female","85","80","40820","36320"
"In post","2022","White","Analysis","North East (England)","Male","70","70","38390","34800"
"In post","2022","White","Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","North West (England)","Female","170","160","40520","39200"
"In post","2022","White","Analysis","North West (England)","Male","180","180","39770","35270"
"In post","2022","White","Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Scotland","Female","50","50","42920","38020"
"In post","2022","White","Analysis","Scotland","Male","60","60","44410","37850"
"In post","2022","White","Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","South East (England)","Female","370","340","38410","38070"
"In post","2022","White","Analysis","South East (England)","Male","425","410","41400","38340"
"In post","2022","White","Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","South West (England)","Female","210","195","36250","32090"
"In post","2022","White","Analysis","South West (England)","Male","220","215","38480","36000"
"In post","2022","White","Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Unknown","Male","5","5","[c]","[c]"
"In post","2022","White","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Wales","Female","575","540","36860","36840"
"In post","2022","White","Analysis","Wales","Male","430","420","38380","36840"
"In post","2022","White","Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","West Midlands (England)","Female","35","30","39210","33570"
"In post","2022","White","Analysis","West Midlands (England)","Male","35","35","42400","38850"
"In post","2022","White","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Analysis","Yorkshire and The Humber","Female","185","170","42430","38870"
"In post","2022","White","Analysis","Yorkshire and The Humber","Male","210","205","43880","39200"
"In post","2022","White","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","East Midlands (England)","Female","45","40","36500","36500"
"In post","2022","White","Commercial","East Midlands (England)","Male","35","35","44170","39540"
"In post","2022","White","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","East of England","Female","90","85","38040","37800"
"In post","2022","White","Commercial","East of England","Male","60","60","40540","37300"
"In post","2022","White","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","London","Female","335","325","52840","51560"
"In post","2022","White","Commercial","London","Male","425","420","60090","53730"
"In post","2022","White","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","North East (England)","Female","40","40","38900","36500"
"In post","2022","White","Commercial","North East (England)","Male","30","30","42870","39480"
"In post","2022","White","Commercial","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","North West (England)","Female","225","215","38820","36780"
"In post","2022","White","Commercial","North West (England)","Male","160","160","41110","38330"
"In post","2022","White","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Northern Ireland","Female","5","5","[c]","[c]"
"In post","2022","White","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Overseas","Female","10","10","[c]","[c]"
"In post","2022","White","Commercial","Overseas","Male","25","25","[c]","[c]"
"In post","2022","White","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Scotland","Female","110","105","36140","33740"
"In post","2022","White","Commercial","Scotland","Male","130","130","37870","35000"
"In post","2022","White","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","South East (England)","Female","225","210","35530","34500"
"In post","2022","White","Commercial","South East (England)","Male","150","145","40660","38700"
"In post","2022","White","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","South West (England)","Female","565","530","39240","37420"
"In post","2022","White","Commercial","South West (England)","Male","525","515","43730","40980"
"In post","2022","White","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Unknown","Female","20","20","[c]","[c]"
"In post","2022","White","Commercial","Unknown","Male","15","15","[c]","[c]"
"In post","2022","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Wales","Female","150","140","33820","31040"
"In post","2022","White","Commercial","Wales","Male","145","145","34290","31040"
"In post","2022","White","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","West Midlands (England)","Female","90","85","35540","33300"
"In post","2022","White","Commercial","West Midlands (England)","Male","75","75","37960","30450"
"In post","2022","White","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Commercial","Yorkshire and The Humber","Female","170","165","41240","36820"
"In post","2022","White","Commercial","Yorkshire and The Humber","Male","110","110","40460","36780"
"In post","2022","White","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","East Midlands (England)","Female","185","175","32540","26870"
"In post","2022","White","Communications","East Midlands (England)","Male","155","155","30170","26820"
"In post","2022","White","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","East of England","Female","30","30","34560","31200"
"In post","2022","White","Communications","East of England","Male","30","30","31770","30910"
"In post","2022","White","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","London","Female","835","805","48620","45250"
"In post","2022","White","Communications","London","Male","590","585","49640","43810"
"In post","2022","White","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","North East (England)","Female","590","535","30140","26820"
"In post","2022","White","Communications","North East (England)","Male","490","480","30330","26820"
"In post","2022","White","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","North West (England)","Female","200","190","34590","33000"
"In post","2022","White","Communications","North West (England)","Male","175","175","32990","29180"
"In post","2022","White","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Northern Ireland","Female","20","20","[c]","[c]"
"In post","2022","White","Communications","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2022","White","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Scotland","Female","45","45","37490","37710"
"In post","2022","White","Communications","Scotland","Male","30","25","[c]","[c]"
"In post","2022","White","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","South East (England)","Female","130","120","34910","33150"
"In post","2022","White","Communications","South East (England)","Male","110","105","33410","31710"
"In post","2022","White","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","South West (England)","Female","140","130","36130","33300"
"In post","2022","White","Communications","South West (England)","Male","110","105","35950","34050"
"In post","2022","White","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Wales","Female","335","315","31920","26820"
"In post","2022","White","Communications","Wales","Male","280","275","32020","26820"
"In post","2022","White","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","West Midlands (England)","Female","120","115","33860","33080"
"In post","2022","White","Communications","West Midlands (England)","Male","100","95","33420","33000"
"In post","2022","White","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Communications","Yorkshire and The Humber","Female","190","180","36580","33370"
"In post","2022","White","Communications","Yorkshire and The Humber","Male","145","145","35110","33080"
"In post","2022","White","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","East Midlands (England)","Female","350","310","31960","27570"
"In post","2022","White","Counter Fraud","East Midlands (England)","Male","300","285","35640","33370"
"In post","2022","White","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","East of England","Female","300","265","28920","28050"
"In post","2022","White","Counter Fraud","East of England","Male","235","225","30380","29290"
"In post","2022","White","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","London","Female","700","645","39300","37230"
"In post","2022","White","Counter Fraud","London","Male","850","825","42740","37930"
"In post","2022","White","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","North East (England)","Female","540","485","29970","27570"
"In post","2022","White","Counter Fraud","North East (England)","Male","385","370","32000","27570"
"In post","2022","White","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","North West (England)","Female","995","895","32140","27570"
"In post","2022","White","Counter Fraud","North West (England)","Male","860","825","34940","33080"
"In post","2022","White","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","Northern Ireland","Female","185","170","32230","28920"
"In post","2022","White","Counter Fraud","Northern Ireland","Male","180","175","33920","33080"
"In post","2022","White","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","Scotland","Female","860","755","28250","27570"
"In post","2022","White","Counter Fraud","Scotland","Male","655","615","30140","27570"
"In post","2022","White","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","South East (England)","Female","560","495","28380","27570"
"In post","2022","White","Counter Fraud","South East (England)","Male","355","335","30210","28630"
"In post","2022","White","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","South West (England)","Female","335","295","30870","27570"
"In post","2022","White","Counter Fraud","South West (England)","Male","280","265","33760","28740"
"In post","2022","White","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","Wales","Female","445","390","28240","27570"
"In post","2022","White","Counter Fraud","Wales","Male","395","380","30650","27570"
"In post","2022","White","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","West Midlands (England)","Female","435","375","30660","27570"
"In post","2022","White","Counter Fraud","West Midlands (England)","Male","315","295","33480","31000"
"In post","2022","White","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Counter Fraud","Yorkshire and The Humber","Female","525","460","31520","27570"
"In post","2022","White","Counter Fraud","Yorkshire and The Humber","Male","460","440","33570","30810"
"In post","2022","White","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","East Midlands (England)","Female","215","170","22650","21260"
"In post","2022","White","Debt","East Midlands (England)","Male","80","80","23420","21260"
"In post","2022","White","Debt","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","East of England","Female","70","60","24770","23230"
"In post","2022","White","Debt","East of England","Male","30","30","25830","25110"
"In post","2022","White","Debt","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","London","Female","70","65","30090","26400"
"In post","2022","White","Debt","London","Male","85","80","34910","28920"
"In post","2022","White","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","North East (England)","Female","465","385","22610","21260"
"In post","2022","White","Debt","North East (England)","Male","225","215","23080","21260"
"In post","2022","White","Debt","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","North West (England)","Female","310","270","24180","21260"
"In post","2022","White","Debt","North West (England)","Male","205","195","23940","21260"
"In post","2022","White","Debt","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","White","Debt","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","Scotland","Female","555","465","23830","21260"
"In post","2022","White","Debt","Scotland","Male","375","360","23500","21250"
"In post","2022","White","Debt","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","South East (England)","Female","25","20","[c]","[c]"
"In post","2022","White","Debt","South East (England)","Male","25","20","[c]","[c]"
"In post","2022","White","Debt","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","South West (England)","Female","95","75","22820","21260"
"In post","2022","White","Debt","South West (England)","Male","45","45","22730","21260"
"In post","2022","White","Debt","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","Unknown","Female","5","5","[c]","[c]"
"In post","2022","White","Debt","Unknown","Male","5","5","[c]","[c]"
"In post","2022","White","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","Wales","Female","175","155","23730","21260"
"In post","2022","White","Debt","Wales","Male","145","140","24480","21260"
"In post","2022","White","Debt","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","West Midlands (England)","Female","315","260","23970","21260"
"In post","2022","White","Debt","West Midlands (England)","Male","145","135","22850","21260"
"In post","2022","White","Debt","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Debt","Yorkshire and The Humber","Female","380","310","24390","21260"
"In post","2022","White","Debt","Yorkshire and The Humber","Male","150","145","24870","21260"
"In post","2022","White","Debt","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","East Midlands (England)","Female","130","125","37600","33360"
"In post","2022","White","Digital, Data & Technology","East Midlands (England)","Male","190","185","36000","33320"
"In post","2022","White","Digital, Data & Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","East of England","Female","215","200","34790","33300"
"In post","2022","White","Digital, Data & Technology","East of England","Male","400","390","36110","34290"
"In post","2022","White","Digital, Data & Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","London","Female","970","935","48870","47590"
"In post","2022","White","Digital, Data & Technology","London","Male","1340","1325","51890","53380"
"In post","2022","White","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","North East (England)","Female","670","620","40220","36100"
"In post","2022","White","Digital, Data & Technology","North East (England)","Male","1080","1055","42670","39090"
"In post","2022","White","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","North West (England)","Female","890","840","39440","35310"
"In post","2022","White","Digital, Data & Technology","North West (England)","Male","1265","1240","43240","39280"
"In post","2022","White","Digital, Data & Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Northern Ireland","Female","20","20","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Northern Ireland","Male","35","35","33300","33080"
"In post","2022","White","Digital, Data & Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Overseas","Female","15","15","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Overseas","Male","40","40","33380","33300"
"In post","2022","White","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Scotland","Female","205","195","37350","33930"
"In post","2022","White","Digital, Data & Technology","Scotland","Male","430","425","38180","33930"
"In post","2022","White","Digital, Data & Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","South East (England)","Female","455","430","35730","33300"
"In post","2022","White","Digital, Data & Technology","South East (England)","Male","600","590","38320","35020"
"In post","2022","White","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","South West (England)","Female","1060","980","36650","35290"
"In post","2022","White","Digital, Data & Technology","South West (England)","Male","1830","1790","39810","38450"
"In post","2022","White","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Unknown","Female","20","20","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Unknown","Male","25","25","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Wales","Female","545","515","38100","36840"
"In post","2022","White","Digital, Data & Technology","Wales","Male","1005","990","41750","39500"
"In post","2022","White","Digital, Data & Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","West Midlands (England)","Female","385","365","38660","35310"
"In post","2022","White","Digital, Data & Technology","West Midlands (England)","Male","470","465","40790","38000"
"In post","2022","White","Digital, Data & Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Digital, Data & Technology","Yorkshire and The Humber","Female","430","405","40460","36820"
"In post","2022","White","Digital, Data & Technology","Yorkshire and The Humber","Male","640","625","43700","40180"
"In post","2022","White","Digital, Data & Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","East Midlands (England)","Female","140","130","34870","33230"
"In post","2022","White","Finance","East Midlands (England)","Male","70","70","40510","36500"
"In post","2022","White","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","East of England","Female","155","140","35930","33080"
"In post","2022","White","Finance","East of England","Male","95","90","40160","36970"
"In post","2022","White","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","London","Female","755","720","49590","44500"
"In post","2022","White","Finance","London","Male","785","775","54130","53760"
"In post","2022","White","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","North East (England)","Female","370","340","37540","34110"
"In post","2022","White","Finance","North East (England)","Male","335","330","40210","35730"
"In post","2022","White","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","North West (England)","Female","640","585","35670","33300"
"In post","2022","White","Finance","North West (England)","Male","445","435","39180","35310"
"In post","2022","White","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Northern Ireland","Female","25","25","[c]","[c]"
"In post","2022","White","Finance","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2022","White","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Overseas","Female","15","15","[c]","[c]"
"In post","2022","White","Finance","Overseas","Male","10","10","[c]","[c]"
"In post","2022","White","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Scotland","Female","500","420","29170","22080"
"In post","2022","White","Finance","Scotland","Male","240","225","32010","26820"
"In post","2022","White","Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","South East (England)","Female","505","470","36210","33300"
"In post","2022","White","Finance","South East (England)","Male","315","305","39020","35000"
"In post","2022","White","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","South West (England)","Female","595","555","37410","33300"
"In post","2022","White","Finance","South West (England)","Male","455","445","41620","38460"
"In post","2022","White","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Unknown","Female","5","5","[c]","[c]"
"In post","2022","White","Finance","Unknown","Male","5","5","[c]","[c]"
"In post","2022","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Wales","Female","210","190","32610","30730"
"In post","2022","White","Finance","Wales","Male","145","145","39960","38650"
"In post","2022","White","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","West Midlands (England)","Female","295","285","40040","36780"
"In post","2022","White","Finance","West Midlands (England)","Male","200","195","41800","37100"
"In post","2022","White","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Finance","Yorkshire and The Humber","Female","695","620","35400","32300"
"In post","2022","White","Finance","Yorkshire and The Humber","Male","515","500","39500","36050"
"In post","2022","White","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","White","Grants Management","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","White","Grants Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","East of England","Female","10","5","[c]","[c]"
"In post","2022","White","Grants Management","East of England","Male","15","10","[c]","[c]"
"In post","2022","White","Grants Management","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","North East (England)","Female","140","120","25330","24920"
"In post","2022","White","Grants Management","North East (England)","Male","100","95","24650","21300"
"In post","2022","White","Grants Management","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","North West (England)","Female","390","325","24590","21300"
"In post","2022","White","Grants Management","North West (England)","Male","160","155","25290","21300"
"In post","2022","White","Grants Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","South East (England)","Female","35","30","28660","26220"
"In post","2022","White","Grants Management","South East (England)","Male","55","55","32080","29610"
"In post","2022","White","Grants Management","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","South West (England)","Female","95","80","26030","25480"
"In post","2022","White","Grants Management","South West (England)","Male","80","75","26890","25190"
"In post","2022","White","Grants Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","West Midlands (England)","Female","40","35","25110","23110"
"In post","2022","White","Grants Management","West Midlands (England)","Male","30","30","25600","25560"
"In post","2022","White","Grants Management","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Grants Management","Yorkshire and The Humber","Female","65","60","28400","25340"
"In post","2022","White","Grants Management","Yorkshire and The Humber","Male","55","50","28280","25190"
"In post","2022","White","Grants Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","East Midlands (England)","Female","300","280","37800","33370"
"In post","2022","White","Human Resources","East Midlands (England)","Male","135","130","37690","33370"
"In post","2022","White","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","East of England","Female","185","170","33870","30940"
"In post","2022","White","Human Resources","East of England","Male","75","70","39770","34770"
"In post","2022","White","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","London","Female","1135","1085","49460","46190"
"In post","2022","White","Human Resources","London","Male","630","620","49630","45200"
"In post","2022","White","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","North East (England)","Female","525","475","31340","27570"
"In post","2022","White","Human Resources","North East (England)","Male","245","240","32290","28920"
"In post","2022","White","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","North West (England)","Female","995","920","34770","31990"
"In post","2022","White","Human Resources","North West (England)","Male","430","420","34990","31990"
"In post","2022","White","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","White","Human Resources","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2022","White","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","Overseas","Female","15","15","[c]","[c]"
"In post","2022","White","Human Resources","Overseas","Male","10","10","[c]","[c]"
"In post","2022","White","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Human Resources","Scotland","Female","635","585","29960","26820"
"In post","2022","White","Human Resources","Scotland","Male","320","310","31560","27570"
