"Status","Year","Ethnicity","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","London","Heterosexual / straight","35","35","45910","41310"
"In post","2022","Other ethnicity","Digital, Data & Technology","London","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","London","Unknown","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Outside London","Heterosexual / straight","50","50","42710","38180"
"In post","2022","Other ethnicity","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","London","Heterosexual / straight","55","50","49870","50880"
"In post","2022","Other ethnicity","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Legal","London","Unknown","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","London","Heterosexual / straight","560","540","37940","33570"
"In post","2022","Other ethnicity","No function","London","LGBO","70","70","40220","33690"
"In post","2022","Other ethnicity","No function","London","Undeclared","65","60","46160","40190"
"In post","2022","Other ethnicity","No function","London","Unknown","60","55","37840","31060"
"In post","2022","Other ethnicity","No function","Outside London","Heterosexual / straight","570","540","30110","27570"
"In post","2022","Other ethnicity","No function","Outside London","LGBO","65","60","31990","27570"
"In post","2022","Other ethnicity","No function","Outside London","Undeclared","85","80","33610","31180"
"In post","2022","Other ethnicity","No function","Outside London","Unknown","90","75","32740","27570"
"In post","2022","Other ethnicity","No function","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","London","Heterosexual / straight","35","35","50500","44510"
"In post","2022","Other ethnicity","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Outside London","Heterosexual / straight","45","45","36170","33650"
"In post","2022","Other ethnicity","Project Delivery","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","London","Heterosexual / straight","115","110","38510","35050"
"In post","2022","Other ethnicity","Unknown","London","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Outside London","Heterosexual / straight","105","100","30030","25310"
"In post","2022","Other ethnicity","Unknown","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","London","Undeclared","65","65","52040","53530"
"In post","2022","Undeclared","Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Analysis","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Outside London","Undeclared","70","65","41040","36840"
"In post","2022","Undeclared","Analysis","Outside London","Unknown","65","60","42690","47010"
"In post","2022","Undeclared","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Outside London","Undeclared","135","130","39760","39200"
"In post","2022","Undeclared","Commercial","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","London","Undeclared","30","30","47720","43410"
"In post","2022","Undeclared","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Communications","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Outside London","Undeclared","95","90","32660","31000"
"In post","2022","Undeclared","Communications","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","London","Heterosexual / straight","50","45","33680","31060"
"In post","2022","Undeclared","Counter Fraud","London","LGBO","10","5","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","London","Undeclared","135","130","40100","37930"
"In post","2022","Undeclared","Counter Fraud","London","Unknown","85","75","33240","31880"
"In post","2022","Undeclared","Counter Fraud","Outside London","Heterosexual / straight","60","55","28710","27570"
"In post","2022","Undeclared","Counter Fraud","Outside London","LGBO","10","5","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Outside London","Undeclared","425","395","33900","31570"
"In post","2022","Undeclared","Counter Fraud","Outside London","Unknown","190","170","30190","27570"
"In post","2022","Undeclared","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Debt","London","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Debt","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","Outside London","Undeclared","105","90","22870","21260"
"In post","2022","Undeclared","Debt","Outside London","Unknown","70","60","23300","21470"
"In post","2022","Undeclared","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","London","Undeclared","115","115","50170","53130"
"In post","2022","Undeclared","Digital, Data & Technology","London","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Outside London","Heterosexual / straight","115","110","38920","38000"
"In post","2022","Undeclared","Digital, Data & Technology","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Outside London","Undeclared","755","735","40620","38450"
"In post","2022","Undeclared","Digital, Data & Technology","Outside London","Unknown","100","95","36840","35020"
"In post","2022","Undeclared","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","London","Undeclared","75","75","49260","45430"
"In post","2022","Undeclared","Finance","London","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Finance","Outside London","Heterosexual / straight","40","35","35480","33810"
"In post","2022","Undeclared","Finance","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Outside London","Undeclared","285","265","37160","33370"
"In post","2022","Undeclared","Finance","Outside London","Unknown","70","65","33770","32300"
"In post","2022","Undeclared","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Outside London","Undeclared","35","30","27390","26520"
"In post","2022","Undeclared","Grants Management","Outside London","Unknown","45","40","28040","26420"
"In post","2022","Undeclared","Human Resources","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","Undeclared","60","60","47660","43750"
"In post","2022","Undeclared","Human Resources","London","Unknown","15","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Outside London","Heterosexual / straight","35","30","36850","35310"
"In post","2022","Undeclared","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Outside London","Undeclared","190","180","32180","29610"
"In post","2022","Undeclared","Human Resources","Outside London","Unknown","30","25","32260","28940"
"In post","2022","Undeclared","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","London","Heterosexual / straight","45","40","47800","50500"
"In post","2022","Undeclared","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","London","Undeclared","90","85","57890","62120"
"In post","2022","Undeclared","Legal","London","Unknown","25","20","[c]","[c]"
"In post","2022","Undeclared","Legal","Outside London","Heterosexual / straight","30","30","42000","36940"
"In post","2022","Undeclared","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Outside London","Undeclared","135","125","45430","45620"
"In post","2022","Undeclared","Legal","Outside London","Unknown","25","20","[c]","[c]"
"In post","2022","Undeclared","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","No function","London","Heterosexual / straight","445","425","37200","31170"
"In post","2022","Undeclared","No function","London","LGBO","35","35","39270","33210"
"In post","2022","Undeclared","No function","London","Undeclared","1185","1145","43320","38370"
"In post","2022","Undeclared","No function","London","Unknown","375","340","37140","31880"
"In post","2022","Undeclared","No function","Outside London","Heterosexual / straight","1280","1180","28950","27570"
