"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Home Office","Essex Haven Gateway","EO","85","75","26370","25310"
"In post","2022","Home Office","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Essex Haven Gateway","SEO/HEO","20","20","32980","30980"
"In post","2022","Home Office","Essex Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Essex Thames Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Essex Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Falkirk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Glasgow City","AA/AO","220","195","21420","21680"
"In post","2022","Home Office","Glasgow City","EO","310","295","25200","24890"
"In post","2022","Home Office","Glasgow City","G6/G7","30","30","56080","53200"
"In post","2022","Home Office","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Glasgow City","SEO/HEO","160","155","33900","31590"
"In post","2022","Home Office","Gloucestershire CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Greater Manchester South West","AA/AO","65","60","21570","21680"
"In post","2022","Home Office","Greater Manchester South West","EO","360","345","25470","25040"
"In post","2022","Home Office","Greater Manchester South West","G6/G7","150","145","57350","54600"
"In post","2022","Home Office","Greater Manchester South West","SCS level","10","10","[c]","[c]"
"In post","2022","Home Office","Greater Manchester South West","SEO/HEO","405","395","34650","32740"
"In post","2022","Home Office","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Gwent Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Gwynedd","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Hackney and Newham","AA/AO","25","25","25250","25630"
"In post","2022","Home Office","Hackney and Newham","EO","85","75","29800","30410"
"In post","2022","Home Office","Hackney and Newham","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","Hackney and Newham","SEO/HEO","35","35","38080","37080"
"In post","2022","Home Office","Haringey and Islington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Harrow and Hillingdon","AA/AO","305","280","25440","25630"
"In post","2022","Home Office","Harrow and Hillingdon","EO","1340","1200","29680","28990"
"In post","2022","Home Office","Harrow and Hillingdon","G6/G7","45","40","60630","57740"
"In post","2022","Home Office","Harrow and Hillingdon","SEO/HEO","460","435","37670","35770"
"In post","2022","Home Office","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Hertfordshire CC","AA/AO","15","15","21680","21680"
"In post","2022","Home Office","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Hertfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Hounslow and Richmond upon Thames","AA/AO","115","105","24210","25630"
"In post","2022","Home Office","Hounslow and Richmond upon Thames","EO","315","295","29160","28760"
"In post","2022","Home Office","Hounslow and Richmond upon Thames","G6/G7","15","15","61410","57740"
"In post","2022","Home Office","Hounslow and Richmond upon Thames","SEO/HEO","180","170","37330","35200"
"In post","2022","Home Office","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","15","15","21680","21680"
"In post","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","EO","100","90","27180","25390"
"In post","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","45","45","32650","30830"
"In post","2022","Home Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","5","5","[c]","[c]"
"In post","2022","Home Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Isle of Anglesey","AA/AO","5","5","[c]","[c]"
"In post","2022","Home Office","Isle of Anglesey","EO","35","35","25490","25040"
"In post","2022","Home Office","Isle of Anglesey","SEO/HEO","10","10","32800","31200"
"In post","2022","Home Office","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Kensington & Chelsea and Hammersmith & Fulham","EO","5","5","[c]","[c]"
"In post","2022","Home Office","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Kingston upon Hull, City of","AA/AO","25","25","21410","21680"
"In post","2022","Home Office","Kingston upon Hull, City of","EO","80","80","25740","25220"
"In post","2022","Home Office","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Kingston upon Hull, City of","SEO/HEO","30","25","33350","30980"
"In post","2022","Home Office","Lambeth","EO","10","10","28150","28670"
"In post","2022","Home Office","Lambeth","G6/G7","25","25","61440","57710"
"In post","2022","Home Office","Lambeth","SCS level","5","5","[c]","[c]"
"In post","2022","Home Office","Lambeth","SEO/HEO","25","25","39080","40650"
"In post","2022","Home Office","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Leeds","AA/AO","120","110","21450","21680"
"In post","2022","Home Office","Leeds","EO","400","375","25520","24890"
"In post","2022","Home Office","Leeds","G6/G7","40","40","55300","52280"
"In post","2022","Home Office","Leeds","SEO/HEO","260","255","33300","30980"
"In post","2022","Home Office","Leeds","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Leicestershire CC and Rutland","AA/AO","20","20","21680","21680"
"In post","2022","Home Office","Leicestershire CC and Rutland","EO","145","130","26630","25310"
"In post","2022","Home Office","Leicestershire CC and Rutland","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","Leicestershire CC and Rutland","SEO/HEO","55","50","33220","31060"
"In post","2022","Home Office","Lewisham and Southwark","AA/AO","15","15","25260","25630"
"In post","2022","Home Office","Lewisham and Southwark","EO","120","120","29130","28850"
"In post","2022","Home Office","Lewisham and Southwark","G6/G7","15","15","64410","68700"
"In post","2022","Home Office","Lewisham and Southwark","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Lewisham and Southwark","SEO/HEO","45","45","38830","37510"
"In post","2022","Home Office","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Lincolnshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Lincolnshire CC","EO","5","5","[c]","[c]"
"In post","2022","Home Office","Lincolnshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Lisburn and Castlereagh","AA/AO","10","10","[c]","[c]"
"In post","2022","Home Office","Lisburn and Castlereagh","EO","75","75","25340","24890"
"In post","2022","Home Office","Lisburn and Castlereagh","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","Lisburn and Castlereagh","SEO/HEO","25","25","33950","32620"
"In post","2022","Home Office","Liverpool","AA/AO","1330","1195","21440","21680"
"In post","2022","Home Office","Liverpool","EO","1615","1510","25190","24890"
"In post","2022","Home Office","Liverpool","G6/G7","180","175","55190","52280"
"In post","2022","Home Office","Liverpool","SCS level","10","10","[c]","[c]"
"In post","2022","Home Office","Liverpool","SEO/HEO","900","865","33690","30980"
"In post","2022","Home Office","Luton","AA/AO","10","10","[c]","[c]"
"In post","2022","Home Office","Luton","EO","115","100","28710","27350"
"In post","2022","Home Office","Luton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Luton","SEO/HEO","25","25","33800","32200"
"In post","2022","Home Office","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Manchester","AA/AO","45","45","21460","21680"
"In post","2022","Home Office","Manchester","EO","485","455","26410","25260"
"In post","2022","Home Office","Manchester","G6/G7","25","25","55400","52280"
"In post","2022","Home Office","Manchester","SEO/HEO","175","170","33350","30980"
"In post","2022","Home Office","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Merton, Kingston upon Thames and Sutton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Mid and East Antrim","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Mid Kent","EO","10","10","26880","26850"
"In post","2022","Home Office","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Mid Kent","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Home Office","Milton Keynes","AA/AO","10","10","[c]","[c]"
"In post","2022","Home Office","Milton Keynes","EO","5","5","[c]","[c]"
"In post","2022","Home Office","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Monmouthshire and Newport","AA/AO","90","70","21320","21680"
"In post","2022","Home Office","Monmouthshire and Newport","EO","45","40","25220","25240"
"In post","2022","Home Office","Monmouthshire and Newport","G6/G7","15","15","57640","54500"
"In post","2022","Home Office","Monmouthshire and Newport","SEO/HEO","30","25","32940","31140"
"In post","2022","Home Office","Newry, Mourne and Down","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Newry, Mourne and Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North and North East Lincolnshire","AA/AO","55","55","21680","21680"
"In post","2022","Home Office","North and North East Lincolnshire","EO","65","60","25530","25040"
"In post","2022","Home Office","North and North East Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North and North East Lincolnshire","SEO/HEO","30","30","33490","30980"
"In post","2022","Home Office","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Hampshire","EO","15","15","25410","25130"
"In post","2022","Home Office","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Hampshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Home Office","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Northamptonshire","AA/AO","10","10","21680","21680"
"In post","2022","Home Office","North Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","North Yorkshire CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Norwich and East Norfolk","EO","10","10","26980","27370"
"In post","2022","Home Office","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","AA/AO","10","10","21340","21680"
"In post","2022","Home Office","Overseas","EO","105","100","27130","27370"
"In post","2022","Home Office","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Overseas","SEO/HEO","15","15","36100","35050"
"In post","2022","Home Office","Overseas","Unknown","165","165","[c]","[c]"
"In post","2022","Home Office","Oxfordshire CC","EO","5","5","[c]","[c]"
"In post","2022","Home Office","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Oxfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Peterborough","AA/AO","325","270","21160","21680"
"In post","2022","Home Office","Peterborough","EO","110","100","25270","25310"
"In post","2022","Home Office","Peterborough","G6/G7","15","15","56750","54860"
"In post","2022","Home Office","Peterborough","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Peterborough","SEO/HEO","60","60","33450","30980"
"In post","2022","Home Office","Plymouth","AA/AO","5","5","[c]","[c]"
"In post","2022","Home Office","Plymouth","EO","60","55","26600","25310"
"In post","2022","Home Office","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Plymouth","SEO/HEO","30","30","33690","31190"
"In post","2022","Home Office","Portsmouth","AA/AO","25","20","21540","21680"
"In post","2022","Home Office","Portsmouth","EO","335","325","27400","25260"
"In post","2022","Home Office","Portsmouth","G6/G7","10","10","[c]","[c]"
"In post","2022","Home Office","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Portsmouth","SEO/HEO","90","85","36950","32600"
"In post","2022","Home Office","Powys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Sandwell","EO","5","5","[c]","[c]"
"In post","2022","Home Office","Sefton","AA/AO","665","590","20830","21680"
"In post","2022","Home Office","Sefton","EO","480","450","25160","24890"
"In post","2022","Home Office","Sefton","G6/G7","50","50","56290","52280"
"In post","2022","Home Office","Sefton","SEO/HEO","255","250","33730","30980"
"In post","2022","Home Office","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Sheffield","AA/AO","900","795","21490","21680"
"In post","2022","Home Office","Sheffield","EO","890","825","25280","24890"
"In post","2022","Home Office","Sheffield","G6/G7","230","225","56830","54050"
"In post","2022","Home Office","Sheffield","SCS level","5","5","[c]","[c]"
"In post","2022","Home Office","Sheffield","SEO/HEO","615","590","34010","30980"
"In post","2022","Home Office","Sheffield","Unknown","10","10","[c]","[c]"
"In post","2022","Home Office","Shropshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Shropshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Shropshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Solihull","AA/AO","175","155","21420","21680"
"In post","2022","Home Office","Solihull","EO","390","360","26000","25220"
"In post","2022","Home Office","Solihull","G6/G7","35","35","55040","52070"
"In post","2022","Home Office","Solihull","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Solihull","SEO/HEO","235","225","33890","31960"
"In post","2022","Home Office","Solihull","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Somerset CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Somerset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Ayrshire","EO","10","5","[c]","[c]"
"In post","2022","Home Office","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Hampshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Home Office","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Lanarkshire","EO","10","10","24890","24880"
"In post","2022","Home Office","South Lanarkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Home Office","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Teesside","AA/AO","20","20","21680","21680"
"In post","2022","Home Office","South Teesside","EO","60","60","25690","25220"
"In post","2022","Home Office","South Teesside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","South Teesside","SEO/HEO","20","20","32460","30820"
"In post","2022","Home Office","South West Wales","AA/AO","5","5","[c]","[c]"
"In post","2022","Home Office","South West Wales","EO","35","30","27610","25260"
"In post","2022","Home Office","South West Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Home Office","Southampton","AA/AO","5","5","[c]","[c]"
"In post","2022","Home Office","Southampton","EO","65","60","25820","25310"
"In post","2022","Home Office","Southampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Southampton","SEO/HEO","15","15","33730","31450"
"In post","2022","Home Office","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Stoke-on-Trent","EO","10","10","[c]","[c]"
"In post","2022","Home Office","Stoke-on-Trent","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","Stoke-on-Trent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Stoke-on-Trent","SEO/HEO","10","10","34490","32740"
"In post","2022","Home Office","Suffolk CC","AA/AO","65","65","21680","21680"
"In post","2022","Home Office","Suffolk CC","EO","145","140","25990","25490"
"In post","2022","Home Office","Suffolk CC","G6/G7","10","10","[c]","[c]"
"In post","2022","Home Office","Suffolk CC","SEO/HEO","45","40","32490","30980"
"In post","2022","Home Office","Sunderland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Sunderland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Swansea","EO","10","10","25570","25310"
"In post","2022","Home Office","Swansea","G6/G7","5","5","[c]","[c]"
"In post","2022","Home Office","Swansea","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Home Office","Swansea","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Thurrock","AA/AO","80","75","21680","21680"
"In post","2022","Home Office","Thurrock","EO","145","140","25960","25310"
"In post","2022","Home Office","Thurrock","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Thurrock","SEO/HEO","30","30","32300","31100"
"In post","2022","Home Office","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Tower Hamlets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Tyneside","AA/AO","30","30","21570","21680"
"In post","2022","Home Office","Tyneside","EO","245","235","25670","24890"
"In post","2022","Home Office","Tyneside","G6/G7","15","15","54630","52070"
"In post","2022","Home Office","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Tyneside","SEO/HEO","90","90","33390","30980"
"In post","2022","Home Office","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Walsall","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wandsworth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wandsworth","EO","5","5","[c]","[c]"
"In post","2022","Home Office","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Warrington","EO","10","10","[c]","[c]"
"In post","2022","Home Office","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Warrington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Warwickshire CC","AA/AO","45","45","21680","21680"
"In post","2022","Home Office","Warwickshire CC","EO","30","30","25590","25040"
"In post","2022","Home Office","Warwickshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Warwickshire CC","SEO/HEO","15","15","33350","30980"
"In post","2022","Home Office","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Essex","AA/AO","15","15","21680","21680"
"In post","2022","Home Office","West Essex","EO","280","235","27620","26480"
"In post","2022","Home Office","West Essex","G6/G7","10","10","56340","52310"
"In post","2022","Home Office","West Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Essex","SEO/HEO","105","100","33140","30980"
"In post","2022","Home Office","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Lothian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Sussex (North East)","AA/AO","65","60","22340","22610"
"In post","2022","Home Office","West Sussex (North East)","EO","565","490","27720","26310"
"In post","2022","Home Office","West Sussex (North East)","G6/G7","10","10","57410","54600"
"In post","2022","Home Office","West Sussex (North East)","SEO/HEO","145","135","34930","33340"
"In post","2022","Home Office","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Westminster","AA/AO","220","195","24970","25630"
"In post","2022","Home Office","Westminster","EO","475","460","29520","28910"
"In post","2022","Home Office","Westminster","G6/G7","1545","1505","61950","57680"
"In post","2022","Home Office","Westminster","SCS level","210","210","90770","83650"
"In post","2022","Home Office","Westminster","SEO/HEO","1770","1740","39620","41950"
"In post","2022","Home Office","Westminster","Unknown","10","10","[c]","[c]"
"In post","2022","Home Office","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Worcestershire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Worcestershire CC","EO","5","5","[c]","[c]"
"In post","2022","Home Office","Worcestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Worcestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Coventry","G6/G7","65","65","52670","50260"
"In post","2022","Institute for Apprenticeships and Technical Education","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Coventry","SEO/HEO","45","45","34930","36570"
"In post","2022","Institute for Apprenticeships and Technical Education","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Darlington","G6/G7","10","10","51050","49960"
"In post","2022","Institute for Apprenticeships and Technical Education","Darlington","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Manchester","G6/G7","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Sheffield","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Westminster","G6/G7","65","65","58190","54230"
"In post","2022","Institute for Apprenticeships and Technical Education","Westminster","SCS level","10","10","94980","85180"
"In post","2022","Institute for Apprenticeships and Technical Education","Westminster","SEO/HEO","25","25","38760","40430"
"In post","2022","Intellectual Property Office","Monmouthshire and Newport","AA/AO","240","220","21600","21810"
"In post","2022","Intellectual Property Office","Monmouthshire and Newport","EO","485","455","26140","24030"
"In post","2022","Intellectual Property Office","Monmouthshire and Newport","G6/G7","350","330","61110","60790"
