"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Planning","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectors","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Policy","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Policy","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","London","Female","1185","1150","44750","40600"
"In post","2022","Asian","Policy","London","Male","720","715","45020","40050"
"In post","2022","Asian","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","North East (England)","Female","10","5","[c]","[c]"
"In post","2022","Asian","Policy","North East (England)","Male","5","5","[c]","[c]"
"In post","2022","Asian","Policy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","North West (England)","Female","40","40","36270","35140"
"In post","2022","Asian","Policy","North West (England)","Male","35","35","41050","36500"
"In post","2022","Asian","Policy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Overseas","Female","30","30","46750","40710"
"In post","2022","Asian","Policy","Overseas","Male","40","40","47660","41200"
"In post","2022","Asian","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Scotland","Female","5","5","[c]","[c]"
"In post","2022","Asian","Policy","Scotland","Male","5","5","[c]","[c]"
"In post","2022","Asian","Policy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Policy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","South West (England)","Female","15","15","[c]","[c]"
"In post","2022","Asian","Policy","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Policy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Wales","Female","15","15","[c]","[c]"
"In post","2022","Asian","Policy","Wales","Male","10","10","[c]","[c]"
"In post","2022","Asian","Policy","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","West Midlands (England)","Female","75","70","38790","36500"
"In post","2022","Asian","Policy","West Midlands (England)","Male","75","75","34240","30730"
"In post","2022","Asian","Policy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Policy","Yorkshire and The Humber","Female","50","45","37690","35310"
"In post","2022","Asian","Policy","Yorkshire and The Humber","Male","35","35","35800","31990"
"In post","2022","Asian","Policy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","East of England","Female","20","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","East of England","Male","15","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","London","Female","330","310","42310","38540"
"In post","2022","Asian","Project Delivery","London","Male","200","200","44210","41950"
"In post","2022","Asian","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","North West (England)","Female","20","20","[c]","[c]"
"In post","2022","Asian","Project Delivery","North West (England)","Male","40","40","37810","33600"
"In post","2022","Asian","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Asian","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Scotland","Male","5","5","[c]","[c]"
"In post","2022","Asian","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","South East (England)","Female","20","20","[c]","[c]"
"In post","2022","Asian","Project Delivery","South East (England)","Male","15","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","South West (England)","Female","45","45","37620","33810"
"In post","2022","Asian","Project Delivery","South West (England)","Male","75","75","40030","39100"
"In post","2022","Asian","Project Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Wales","Female","5","5","[c]","[c]"
"In post","2022","Asian","Project Delivery","Wales","Male","5","5","[c]","[c]"
"In post","2022","Asian","Project Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","West Midlands (England)","Female","45","45","37610","36740"
"In post","2022","Asian","Project Delivery","West Midlands (England)","Male","45","45","41780","40520"
"In post","2022","Asian","Project Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Yorkshire and The Humber","Female","20","20","[c]","[c]"
"In post","2022","Asian","Project Delivery","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","Asian","Project Delivery","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","East Midlands (England)","Female","10","5","[c]","[c]"
"In post","2022","Asian","Property","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Property","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","East of England","Female","5","5","[c]","[c]"
"In post","2022","Asian","Property","East of England","Male","5","5","[c]","[c]"
"In post","2022","Asian","Property","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","London","Female","85","80","39620","34860"
"In post","2022","Asian","Property","London","Male","80","75","39810","37840"
"In post","2022","Asian","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","North West (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Property","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Property","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Property","South East (England)","Male","15","15","[c]","[c]"
"In post","2022","Asian","Property","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Property","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","West Midlands (England)","Female","25","20","[c]","[c]"
"In post","2022","Asian","Property","West Midlands (England)","Male","25","25","[c]","[c]"
"In post","2022","Asian","Property","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Asian","Property","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2022","Asian","Property","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Psychology","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","London","Female","5","5","[c]","[c]"
"In post","2022","Asian","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Psychology","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Psychology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Science and Engineering","East Midlands (England)","Male","10","5","[c]","[c]"
"In post","2022","Asian","Science and Engineering","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","East of England","Female","35","35","45710","41020"
"In post","2022","Asian","Science and Engineering","East of England","Male","15","15","[c]","[c]"
"In post","2022","Asian","Science and Engineering","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","London","Female","130","130","40390","40070"
"In post","2022","Asian","Science and Engineering","London","Male","55","55","40130","40070"
"In post","2022","Asian","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","North West (England)","Female","15","15","[c]","[c]"
"In post","2022","Asian","Science and Engineering","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Science and Engineering","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Scotland","Male","5","5","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","South East (England)","Female","25","25","[c]","[c]"
"In post","2022","Asian","Science and Engineering","South East (England)","Male","40","40","35030","35650"
"In post","2022","Asian","Science and Engineering","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","South West (England)","Female","45","45","35720","32530"
"In post","2022","Asian","Science and Engineering","South West (England)","Male","140","135","37940","37690"
"In post","2022","Asian","Science and Engineering","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Wales","Male","10","10","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","West Midlands (England)","Female","20","15","[c]","[c]"
"In post","2022","Asian","Science and Engineering","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","Asian","Science and Engineering","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Science and Engineering","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","East of England","Female","5","5","[c]","[c]"
"In post","2022","Asian","Security","East of England","Male","15","15","[c]","[c]"
"In post","2022","Asian","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","London","Female","80","75","35620","32600"
"In post","2022","Asian","Security","London","Male","120","120","32770","29370"
"In post","2022","Asian","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","North West (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Security","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Scotland","Male","5","5","[c]","[c]"
"In post","2022","Asian","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Security","South East (England)","Male","50","50","25410","19810"
"In post","2022","Asian","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Asian","Security","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Asian","Security","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Asian","Security","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2022","Asian","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","London","Female","20","20","[c]","[c]"
"In post","2022","Asian","Social Research","London","Male","5","5","[c]","[c]"
"In post","2022","Asian","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","Asian","Social Research","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Wales","Female","5","5","[c]","[c]"
"In post","2022","Asian","Social Research","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Research","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Statistics","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Statistics","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Statistics","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
