"Status","Year","Disability","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Lancashire","EO","Unknown","65","60","28940","27570"
"In post","2022","Undeclared","Lancashire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Lancashire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Lancashire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","HEO","Heterosexual / straight","60","55","33500","33240"
"In post","2022","Undeclared","Lancashire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","HEO","Undeclared","35","30","34350","33760"
"In post","2022","Undeclared","Lancashire","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Lancashire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","SEO","Heterosexual / straight","40","40","40210","39470"
"In post","2022","Undeclared","Lancashire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","SEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Lancashire","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Unknown","Undeclared","10","5","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","AO","Heterosexual / straight","85","80","23680","21260"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","AO","Undeclared","55","50","24410","21960"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","AO","Unknown","25","20","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","50","50","28130","27570"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","EO","Undeclared","35","35","29040","27570"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","HEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","AA","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","AO","Heterosexual / straight","45","40","25130","22330"
"In post","2022","Undeclared","Lincolnshire","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","AO","Undeclared","30","25","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","EO","Heterosexual / straight","40","40","28780","27570"
"In post","2022","Undeclared","Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Merseyside","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Merseyside","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Merseyside","AA","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Merseyside","AO","Heterosexual / straight","125","110","22720","21490"
"In post","2022","Undeclared","Merseyside","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Merseyside","AO","Undeclared","95","85","22030","21680"
"In post","2022","Undeclared","Merseyside","AO","Unknown","45","35","26130","22600"
"In post","2022","Undeclared","Merseyside","EO","Heterosexual / straight","120","110","27040","26820"
"In post","2022","Undeclared","Merseyside","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Merseyside","EO","Undeclared","90","80","27070","26820"
"In post","2022","Undeclared","Merseyside","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Undeclared","Merseyside","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Merseyside","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Merseyside","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","G7","Undeclared","30","30","[c]","[c]"
"In post","2022","Undeclared","Merseyside","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","HEO","Heterosexual / straight","50","45","33520","33330"
"In post","2022","Undeclared","Merseyside","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Merseyside","HEO","Undeclared","70","70","32880","33370"
"In post","2022","Undeclared","Merseyside","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Merseyside","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","SEO","Heterosexual / straight","35","35","41720","40450"
"In post","2022","Undeclared","Merseyside","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Merseyside","SEO","Undeclared","55","55","41390","40520"
"In post","2022","Undeclared","Merseyside","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Merseyside","Unknown","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Undeclared","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","AA","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","AO","Heterosexual / straight","30","30","25100","21380"
"In post","2022","Undeclared","North Yorkshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","AO","Undeclared","30","30","27190","22080"
"In post","2022","Undeclared","North Yorkshire","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","EO","Heterosexual / straight","30","30","27080","26750"
"In post","2022","Undeclared","North Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","AO","Heterosexual / straight","30","30","21960","21920"
"In post","2022","Undeclared","Northern Ireland","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","AA","Undeclared","15","10","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","AO","Heterosexual / straight","155","135","21290","21260"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","AO","Undeclared","130","110","21550","21280"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","AO","Unknown","40","30","21660","21910"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","EO","Heterosexual / straight","130","115","26970","27570"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","EO","Undeclared","80","75","26960","27000"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","EO","Unknown","30","30","27220","27570"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","G7","Undeclared","45","45","53960","55210"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","HEO","Heterosexual / straight","70","70","32650","33080"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","HEO","Undeclared","75","70","32810","33350"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","SEO","Heterosexual / straight","40","35","40150","40170"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","SEO","Undeclared","55","55","40630","40520"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","AA","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","AO","Heterosexual / straight","45","40","29250","27580"
"In post","2022","Undeclared","Outer London - East and North East","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","AO","Undeclared","30","25","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","AO","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","EO","Heterosexual / straight","35","35","31790","31060"
"In post","2022","Undeclared","Outer London - East and North East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","EO","Undeclared","30","30","32370","31060"
"In post","2022","Undeclared","Outer London - East and North East","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - East and North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","AO","Heterosexual / straight","40","35","25420","25630"
"In post","2022","Undeclared","Outer London - South","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","AO","Undeclared","35","30","25590","25630"
"In post","2022","Undeclared","Outer London - South","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","EO","Heterosexual / straight","75","70","30430","30680"
"In post","2022","Undeclared","Outer London - South","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","EO","Undeclared","75","70","30420","30230"
"In post","2022","Undeclared","Outer London - South","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","G6","Undeclared","30","25","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","G7","Undeclared","45","45","60810","62120"
"In post","2022","Undeclared","Outer London - South","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","HEO","Heterosexual / straight","45","40","36290","35450"
"In post","2022","Undeclared","Outer London - South","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","HEO","Undeclared","80","80","36850","37220"
"In post","2022","Undeclared","Outer London - South","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","SCS level","Undeclared","[c]","[c]","[c]","[c]"
