"Status","Year","Disability","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Operational Delivery","75","70","29440","28590"
"In post","2022","Undeclared","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Other","5","5","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Policy","15","15","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Commercial","90","85","42360","41140"
"In post","2022","Undeclared","Undeclared","Communications","35","35","40160","40740"
"In post","2022","Undeclared","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Counter Fraud","70","65","28430","27570"
"In post","2022","Undeclared","Undeclared","Digital, Data and Technology","435","425","42100","39060"
"In post","2022","Undeclared","Undeclared","Economics","20","20","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Finance","220","215","41180","37870"
"In post","2022","Undeclared","Undeclared","Geography","15","15","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Human Resources","120","115","37960","33950"
"In post","2022","Undeclared","Undeclared","Intelligence Analysis","110","105","36440","33300"
"In post","2022","Undeclared","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2022","Undeclared","Undeclared","International Trade","10","10","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Knowledge and Information Management","60","55","36860","33250"
"In post","2022","Undeclared","Undeclared","Legal","230","220","44230","40180"
"In post","2022","Undeclared","Undeclared","Medicine","20","20","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Operational Delivery","2980","2760","30090","27570"
"In post","2022","Undeclared","Undeclared","Operational Research","10","10","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Other","430","415","30520","27570"
"In post","2022","Undeclared","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Planning Inspectors","10","10","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Policy","540","530","49380","49360"
"In post","2022","Undeclared","Undeclared","Project Delivery","285","275","45150","41380"
"In post","2022","Undeclared","Undeclared","Property","235","220","38630","34000"
"In post","2022","Undeclared","Undeclared","Psychology","10","10","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Science and Engineering","235","230","40540","39370"
"In post","2022","Undeclared","Undeclared","Security","225","220","36760","39070"
"In post","2022","Undeclared","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Statistics","20","20","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Tax","445","420","42680","40180"
"In post","2022","Undeclared","Undeclared","Unknown","190","185","44840","39330"
"In post","2022","Undeclared","Undeclared","Veterinarian","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Commercial","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Communications","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Counter Fraud","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Economics","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Finance","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Human Resources","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","International Trade","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Legal","30","30","41510","38620"
"In post","2022","Undeclared","Unknown","Medicine","10","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Operational Delivery","705","640","28950","27570"
"In post","2022","Undeclared","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Other","35","35","31440","29870"
"In post","2022","Undeclared","Unknown","Policy","50","50","47400","46380"
"In post","2022","Undeclared","Unknown","Project Delivery","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","Property","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Psychology","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Science and Engineering","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Security","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Tax","30","30","37110","33370"
"In post","2022","Undeclared","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Veterinarian","5","5","[c]","[c]"
"In post","2022","Undeclared","White","Commercial","215","210","42000","38240"
"In post","2022","Undeclared","White","Communications","105","100","41200","38160"
"In post","2022","Undeclared","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Counter Fraud","210","195","30070","27570"
"In post","2022","Undeclared","White","Digital, Data and Technology","560","545","40450","37640"
"In post","2022","Undeclared","White","Economics","55","50","44120","37900"
"In post","2022","Undeclared","White","Finance","360","345","39530","35300"
"In post","2022","Undeclared","White","Geography","10","10","[c]","[c]"
"In post","2022","Undeclared","White","Human Resources","300","290","38000","35820"
"In post","2022","Undeclared","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Intelligence Analysis","155","145","33260","30450"
"In post","2022","Undeclared","White","Internal Audit","30","25","[c]","[c]"
"In post","2022","Undeclared","White","International Trade","20","20","[c]","[c]"
"In post","2022","Undeclared","White","Knowledge and Information Management","80","80","34880","31990"
"In post","2022","Undeclared","White","Legal","230","215","48940","47100"
"In post","2022","Undeclared","White","Medicine","55","50","50520","39630"
"In post","2022","Undeclared","White","Operational Delivery","9660","8770","29090","27570"
"In post","2022","Undeclared","White","Operational Research","25","20","[c]","[c]"
"In post","2022","Undeclared","White","Other","1100","1040","27510","26110"
"In post","2022","Undeclared","White","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","White","Planning Inspectors","10","10","[c]","[c]"
"In post","2022","Undeclared","White","Policy","860","835","46420","41900"
"In post","2022","Undeclared","White","Project Delivery","375","360","42770","40520"
"In post","2022","Undeclared","White","Property","260","255","38300","35480"
"In post","2022","Undeclared","White","Psychology","105","95","37820","31180"
"In post","2022","Undeclared","White","Science and Engineering","380","365","36580","33000"
"In post","2022","Undeclared","White","Security","490","480","33380","33300"
"In post","2022","Undeclared","White","Social Research","30","30","[c]","[c]"
"In post","2022","Undeclared","White","Statistics","45","45","44060","41690"
"In post","2022","Undeclared","White","Tax","370","350","36830","33370"
"In post","2022","Undeclared","White","Unknown","485","470","40080","34710"
"In post","2022","Undeclared","White","Veterinarian","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Commercial","40","40","37270","35680"
"In post","2022","Unknown","Asian","Communications","40","40","39930","37750"
"In post","2022","Unknown","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Counter Fraud","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Digital, Data and Technology","220","220","42580","38990"
"In post","2022","Unknown","Asian","Economics","30","30","[c]","[c]"
"In post","2022","Unknown","Asian","Finance","120","120","38270","36500"
"In post","2022","Unknown","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Human Resources","60","60","34170","32000"
"In post","2022","Unknown","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Intelligence Analysis","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Internal Audit","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","International Trade","35","35","46610","38230"
"In post","2022","Unknown","Asian","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Unknown","Asian","Legal","130","125","46290","48080"
"In post","2022","Unknown","Asian","Medicine","65","60","79600","74240"
"In post","2022","Unknown","Asian","Operational Delivery","1010","945","29940","26820"
"In post","2022","Unknown","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Other","145","140","33810","29290"
"In post","2022","Unknown","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Policy","255","250","42460","39360"
"In post","2022","Unknown","Asian","Project Delivery","80","80","43270","40520"
"In post","2022","Unknown","Asian","Property","35","35","36180","31000"
"In post","2022","Unknown","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Science and Engineering","110","110","41650","40560"
"In post","2022","Unknown","Asian","Security","40","40","32660","27810"
"In post","2022","Unknown","Asian","Social Research","5","5","[c]","[c]"
"In post","2022","Unknown","Asian","Statistics","20","20","[c]","[c]"
"In post","2022","Unknown","Asian","Tax","240","230","34830","33370"
"In post","2022","Unknown","Asian","Unknown","110","110","38280","34550"
"In post","2022","Unknown","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Commercial","25","25","[c]","[c]"
"In post","2022","Unknown","Black","Communications","25","25","[c]","[c]"
"In post","2022","Unknown","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Digital, Data and Technology","70","70","39630","37210"
"In post","2022","Unknown","Black","Economics","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Finance","35","35","34910","32790"
"In post","2022","Unknown","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Human Resources","30","25","[c]","[c]"
"In post","2022","Unknown","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","International Trade","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Legal","50","50","42840","38000"
"In post","2022","Unknown","Black","Medicine","20","20","[c]","[c]"
"In post","2022","Unknown","Black","Operational Delivery","400","385","31170","28030"
"In post","2022","Unknown","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Other","55","50","32080","28100"
"In post","2022","Unknown","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Policy","130","130","42650","38780"
"In post","2022","Unknown","Black","Project Delivery","40","40","40830","38600"
"In post","2022","Unknown","Black","Property","10","10","[c]","[c]"
"In post","2022","Unknown","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Science and Engineering","45","40","42040","40710"
"In post","2022","Unknown","Black","Security","15","15","[c]","[c]"
"In post","2022","Unknown","Black","Social Research","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Statistics","5","5","[c]","[c]"
"In post","2022","Unknown","Black","Tax","60","60","33350","33080"
"In post","2022","Unknown","Black","Unknown","45","45","44190","37930"
"In post","2022","Unknown","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Commercial","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Communications","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Digital, Data and Technology","35","30","38490","35490"
"In post","2022","Unknown","Mixed","Economics","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Finance","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Human Resources","25","25","[c]","[c]"
"In post","2022","Unknown","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","International Trade","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Legal","30","30","46980","48080"
"In post","2022","Unknown","Mixed","Medicine","10","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Operational Delivery","265","250","31950","28920"
"In post","2022","Unknown","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Other","35","35","[c]","[c]"
"In post","2022","Unknown","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Policy","110","110","45810","45250"
"In post","2022","Unknown","Mixed","Project Delivery","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","Property","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Science and Engineering","25","25","[c]","[c]"
"In post","2022","Unknown","Mixed","Security","10","10","[c]","[c]"
"In post","2022","Unknown","Mixed","Social Research","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Statistics","5","5","[c]","[c]"
"In post","2022","Unknown","Mixed","Tax","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","45","45","46260","43630"
"In post","2022","Unknown","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Commercial","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Finance","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Human Resources","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Legal","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Medicine","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Operational Delivery","80","75","31730","28880"
"In post","2022","Unknown","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Other","20","20","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Policy","35","35","46650","47240"
"In post","2022","Unknown","Other ethnicity","Project Delivery","5","5","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Science and Engineering","20","20","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Tax","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Commercial","40","40","38860","36500"
"In post","2022","Unknown","Undeclared","Communications","20","20","[c]","[c]"
"In post","2022","Unknown","Undeclared","Counter Fraud","10","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Digital, Data and Technology","100","100","41340","38000"
"In post","2022","Unknown","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Finance","45","45","37280","35000"
"In post","2022","Unknown","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Human Resources","30","30","36040","32680"
"In post","2022","Unknown","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Intelligence Analysis","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","International Trade","55","55","52950","52400"
"In post","2022","Unknown","Undeclared","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Legal","60","60","46690","43620"
"In post","2022","Unknown","Undeclared","Medicine","35","30","79480","81120"
"In post","2022","Unknown","Undeclared","Operational Delivery","860","800","33110","32330"
"In post","2022","Unknown","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Other","130","120","32600","28800"
"In post","2022","Unknown","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Policy","100","100","47000","43840"
"In post","2022","Unknown","Undeclared","Project Delivery","55","55","45800","41920"
"In post","2022","Unknown","Undeclared","Property","30","30","38310","36780"
"In post","2022","Unknown","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Science and Engineering","175","160","46000","42620"
"In post","2022","Unknown","Undeclared","Security","40","40","38160","39070"
"In post","2022","Unknown","Undeclared","Statistics","10","5","[c]","[c]"
"In post","2022","Unknown","Undeclared","Tax","85","80","39990","35680"
"In post","2022","Unknown","Undeclared","Unknown","70","70","45220","39530"
"In post","2022","Unknown","Unknown","Commercial","570","555","39230","36820"
"In post","2022","Unknown","Unknown","Communications","635","620","43990","40000"
"In post","2022","Unknown","Unknown","Corporate Finance","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Counter Fraud","225","215","34550","29290"
"In post","2022","Unknown","Unknown","Digital, Data and Technology","2510","2480","42440","38500"
"In post","2022","Unknown","Unknown","Economics","290","285","42700","35050"
"In post","2022","Unknown","Unknown","Finance","955","925","39940","36820"
"In post","2022","Unknown","Unknown","Geography","105","100","30580","29290"
"In post","2022","Unknown","Unknown","Human Resources","690","670","37230","32790"
"In post","2022","Unknown","Unknown","Inspector of Education and Training","10","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Intelligence Analysis","215","210","33770","30750"
"In post","2022","Unknown","Unknown","Internal Audit","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","International Trade","340","335","44210","38540"
"In post","2022","Unknown","Unknown","Knowledge and Information Management","145","145","38010","33950"
"In post","2022","Unknown","Unknown","Legal","1405","1345","43690","37930"
"In post","2022","Unknown","Unknown","Medicine","320","275","49840","39330"
"In post","2022","Unknown","Unknown","Operational Delivery","28005","26290","27520","24880"
"In post","2022","Unknown","Unknown","Operational Research","80","80","40980","36800"
"In post","2022","Unknown","Unknown","Other","3610","3535","35260","32700"
"In post","2022","Unknown","Unknown","Planning","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Planning Inspectors","40","35","52440","47660"
"In post","2022","Unknown","Unknown","Policy","3505","3435","45750","41950"
"In post","2022","Unknown","Unknown","Project Delivery","1160","1130","43630","40180"
"In post","2022","Unknown","Unknown","Property","750","725","34260","30600"
"In post","2022","Unknown","Unknown","Psychology","135","130","31800","29060"
"In post","2022","Unknown","Unknown","Science and Engineering","400","395","34460","30410"
"In post","2022","Unknown","Unknown","Security","920","915","31710","27700"
"In post","2022","Unknown","Unknown","Social Research","140","135","39870","38130"
"In post","2022","Unknown","Unknown","Statistics","245","240","38600","36600"
"In post","2022","Unknown","Unknown","Tax","4380","4200","29480","26820"
"In post","2022","Unknown","Unknown","Unknown","9075","8855","40610","32000"
"In post","2022","Unknown","Unknown","Veterinarian","30","25","39030","36970"
"In post","2022","Unknown","White","Commercial","565","545","39530","37290"
"In post","2022","Unknown","White","Communications","325","315","41980","38620"
"In post","2022","Unknown","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Counter Fraud","70","65","30660","27570"
"In post","2022","Unknown","White","Digital, Data and Technology","1220","1200","41900","38450"
"In post","2022","Unknown","White","Economics","130","130","44640","39010"
"In post","2022","Unknown","White","Finance","770","740","39610","36380"
"In post","2022","Unknown","White","Geography","30","30","[c]","[c]"
"In post","2022","Unknown","White","Human Resources","580","550","35500","32000"
"In post","2022","Unknown","White","Inspector of Education and Training","50","50","57940","51360"
"In post","2022","Unknown","White","Intelligence Analysis","120","115","38330","33720"
"In post","2022","Unknown","White","Internal Audit","20","20","[c]","[c]"
"In post","2022","Unknown","White","International Trade","135","130","48350","51710"
"In post","2022","Unknown","White","Knowledge and Information Management","90","85","34850","30590"
"In post","2022","Unknown","White","Legal","830","785","46500","48080"
"In post","2022","Unknown","White","Medicine","295","265","63020","45840"
"In post","2022","Unknown","White","Operational Delivery","10360","9575","31920","28840"
"In post","2022","Unknown","White","Operational Research","30","30","44860","39200"
"In post","2022","Unknown","White","Other","1725","1650","32080","26670"
"In post","2022","Unknown","White","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Planning Inspectors","30","25","59530","58810"
"In post","2022","Unknown","White","Policy","1625","1585","45860","40650"
"In post","2022","Unknown","White","Project Delivery","775","750","44670","40580"
"In post","2022","Unknown","White","Property","395","385","34750","33000"
"In post","2022","Unknown","White","Psychology","15","15","[c]","[c]"
"In post","2022","Unknown","White","Science and Engineering","1035","985","42850","40580"
"In post","2022","Unknown","White","Security","850","825","31990","31980"
"In post","2022","Unknown","White","Social Research","170","165","37700","38340"
"In post","2022","Unknown","White","Statistics","195","190","41320","38340"
"In post","2022","Unknown","White","Tax","715","665","36260","33370"
"In post","2022","Unknown","White","Unknown","2275","2170","43580","39660"
"In post","2022","Unknown","White","Veterinarian","10","5","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Operational Delivery","120","[c]","26960","27570"
"Leaver CS","2022","Declared disabled","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Economics","[c]","[c]","[c]","[c]"
