"Status","Year","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Planning Inspectors","London","5","5","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","Outside London","65","60","55220","58810"
"In post","2022","Unknown","Policy","London","3920","3850","47930","43810"
"In post","2022","Unknown","Policy","Outside London","1580","1535","38220","36500"
"In post","2022","Unknown","Policy","Overseas","240","240","55820","55060"
"In post","2022","Unknown","Policy","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Project Delivery","London","690","675","48310","42590"
"In post","2022","Unknown","Project Delivery","Outside London","1420","1375","41820","40180"
"In post","2022","Unknown","Project Delivery","Overseas","25","25","[c]","[c]"
"In post","2022","Unknown","Property","London","230","220","40800","38040"
"In post","2022","Unknown","Property","Outside London","985","955","32990","29360"
"In post","2022","Unknown","Property","Overseas","15","15","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","Psychology","London","5","5","[c]","[c]"
"In post","2022","Unknown","Psychology","Outside London","150","145","32970","30450"
"In post","2022","Unknown","Science and Engineering","London","315","300","49630","46000"
"In post","2022","Unknown","Science and Engineering","Outside London","1465","1400","39410","37400"
"In post","2022","Unknown","Science and Engineering","Overseas","25","25","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","London","255","255","37430","35050"
"In post","2022","Unknown","Security","Outside London","1605","1580","31090","27680"
"In post","2022","Unknown","Security","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Social Research","London","100","95","41810","37930"
"In post","2022","Unknown","Social Research","Outside London","230","225","37070","38340"
"In post","2022","Unknown","Statistics","London","225","215","39940","37500"
"In post","2022","Unknown","Statistics","Outside London","245","240","39620","38340"
"In post","2022","Unknown","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","London","630","600","40900","37930"
"In post","2022","Unknown","Tax","Outside London","4885","4660","29560","26820"
"In post","2022","Unknown","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","London","3255","3225","46670","37610"
"In post","2022","Unknown","Unknown","Outside London","8060","7765","39250","33080"
"In post","2022","Unknown","Unknown","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","305","305","35310","29250"
"In post","2022","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Outside London","40","35","40090","37240"
"Leaver CS","2022","Declared disabled","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Outside London","35","[c]","26020","26840"
"Leaver CS","2022","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","Outside London","90","[c]","37010","33840"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Outside London","45","[c]","37060","33000"
"Leaver CS","2022","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Outside London","50","[c]","33150","29910"
"Leaver CS","2022","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","Outside London","30","[c]","31120","27470"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Outside London","30","[c]","57080","55610"
"Leaver CS","2022","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","London","370","[c]","32250","31060"
"Leaver CS","2022","Declared disabled","Operational Delivery","Outside London","2050","[c]","25910","25400"
"Leaver CS","2022","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","Unknown","30","[c]","22760","21840"
"Leaver CS","2022","Declared disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","Outside London","255","[c]","25290","21580"
"Leaver CS","2022","Declared disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","London","95","[c]","45430","41090"
"Leaver CS","2022","Declared disabled","Policy","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Outside London","65","[c]","38510","36890"
"Leaver CS","2022","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","Outside London","100","[c]","37830","33740"
"Leaver CS","2022","Declared disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Outside London","55","[c]","32440","29890"
"Leaver CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","London","140","[c]","41540","35060"
"Leaver CS","2022","Declared disabled","Unknown","Outside London","630","[c]","28750","27570"
"Leaver CS","2022","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Outside London","180","[c]","38220","36780"
"Leaver CS","2022","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","London","115","[c]","42660","40050"
"Leaver CS","2022","Declared non-disabled","Communications","Outside London","80","[c]","36660","33590"
"Leaver CS","2022","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Outside London","175","[c]","27800","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","London","170","[c]","49950","45020"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","Outside London","570","[c]","40410","38070"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","Unknown","30","[c]","40100","33350"
"Leaver CS","2022","Declared non-disabled","Economics","London","90","[c]","39450","35070"
"Leaver CS","2022","Declared non-disabled","Economics","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","London","85","[c]","50770","43780"
"Leaver CS","2022","Declared non-disabled","Finance","Outside London","310","[c]","37050","33300"
"Leaver CS","2022","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","London","135","[c]","44770","40060"
"Leaver CS","2022","Declared non-disabled","Human Resources","Outside London","225","[c]","35200","31500"
"Leaver CS","2022","Declared non-disabled","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Inspector of Education and Training","Outside London","90","[c]","67950","75500"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","London","45","[c]","33390","30500"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","Outside London","55","[c]","30040","27370"
"Leaver CS","2022","Declared non-disabled","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","London","80","[c]","42710","40070"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","Outside London","210","[c]","32540","28870"
"Leaver CS","2022","Declared non-disabled","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","London","185","[c]","58550","55000"
"Leaver CS","2022","Declared non-disabled","Legal","Outside London","140","[c]","55680","55610"
"Leaver CS","2022","Declared non-disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","London","45","[c]","85540","89860"
"Leaver CS","2022","Declared non-disabled","Medicine","Outside London","200","[c]","53720","39030"
"Leaver CS","2022","Declared non-disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Medicine","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","London","2225","[c]","35290","31060"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","Outside London","10955","[c]","26750","25830"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Delivery","Unknown","270","[c]","22690","21840"
"Leaver CS","2022","Declared non-disabled","Operational Research","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Operational Research","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","London","320","[c]","39580","31060"
"Leaver CS","2022","Declared non-disabled","Other","Outside London","1335","[c]","26200","21580"
"Leaver CS","2022","Declared non-disabled","Other","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectors","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","London","605","[c]","49360","50280"
"Leaver CS","2022","Declared non-disabled","Policy","Outside London","260","[c]","45870","38160"
"Leaver CS","2022","Declared non-disabled","Policy","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","London","105","[c]","52000","44650"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Outside London","400","[c]","39020","37950"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Outside London","230","[c]","35240","33300"
"Leaver CS","2022","Declared non-disabled","Property","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Psychology","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","London","195","[c]","42070","40060"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Outside London","855","[c]","36210","33740"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","London","50","[c]","33370","31510"
"Leaver CS","2022","Declared non-disabled","Security","Outside London","350","[c]","31850","28080"
"Leaver CS","2022","Declared non-disabled","Security","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Research","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Statistics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Tax","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","London","840","[c]","48600","42890"
"Leaver CS","2022","Declared non-disabled","Unknown","Outside London","3345","[c]","32830","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","60","[c]","41360","34550"
"Leaver CS","2022","Declared non-disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Outside London","65","[c]","37850","36250"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","London","160","[c]","35230","31060"
"Leaver CS","2022","Undeclared","Operational Delivery","Outside London","960","[c]","26830","24890"
"Leaver CS","2022","Undeclared","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Outside London","125","[c]","25500","21700"
"Leaver CS","2022","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","London","65","[c]","50290","51730"
"Leaver CS","2022","Undeclared","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Outside London","55","[c]","34500","33400"
"Leaver CS","2022","Undeclared","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Outside London","45","[c]","32790","35530"
"Leaver CS","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","London","80","[c]","47710","44480"
"Leaver CS","2022","Undeclared","Unknown","Outside London","310","[c]","31380","27570"
"Leaver CS","2022","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","London","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Outside London","90","[c]","38010","35420"
"Leaver CS","2022","Unknown","Commercial","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","London","95","[c]","40170","35360"
"Leaver CS","2022","Unknown","Communications","Outside London","40","[c]","37040","31380"
"Leaver CS","2022","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","London","140","[c]","46370","41950"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Outside London","270","[c]","38780","36500"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","London","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","London","60","[c]","37890","32790"
"Leaver CS","2022","Unknown","Finance","Outside London","90","[c]","37500","33000"
"Leaver CS","2022","Unknown","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","London","60","[c]","39470","32640"
"Leaver CS","2022","Unknown","Human Resources","Outside London","75","[c]","29100","26920"
"Leaver CS","2022","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","London","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Outside London","80","[c]","32670","29250"
"Leaver CS","2022","Unknown","Legal","London","55","[c]","56550","55000"
"Leaver CS","2022","Unknown","Legal","Outside London","65","[c]","47920","48080"
