"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Hertfordshire CC","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","HEO","Heterosexual / straight","35","[c]","35880","33940"
"Leaver CS","2022","Hertfordshire CC","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","AA","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","AO","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","AO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","EO","Heterosexual / straight","70","[c]","29780","30250"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Anglesey","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","AO","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","AA","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","AO","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","AO","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","EO","Heterosexual / straight","40","[c]","26840","27570"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","AO","Heterosexual / straight","55","[c]","22360","21820"
"Leaver CS","2022","Lambeth","London","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","EO","Heterosexual / straight","120","[c]","29500","31060"
"Leaver CS","2022","Lambeth","London","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","G6","Heterosexual / straight","45","[c]","68300","65310"
"Leaver CS","2022","Lambeth","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","G7","Heterosexual / straight","85","[c]","53450","52610"
"Leaver CS","2022","Lambeth","London","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","HEO","Heterosexual / straight","130","[c]","33040","32310"
"Leaver CS","2022","Lambeth","London","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","SCS level","Heterosexual / straight","40","[c]","100730","101430"
"Leaver CS","2022","Lambeth","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","SEO","Heterosexual / straight","130","[c]","39940","40060"
"Leaver CS","2022","Lambeth","London","SEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
