"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Statistics","AA/AO","AA","40","40","22010","22460"
"In post","2022","Unknown","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","EO","EO","50","50","27800","28310"
"In post","2022","Unknown","Statistics","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Unknown","Statistics","G6/G7","G7","95","90","53130","53060"
"In post","2022","Unknown","Statistics","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO/HEO","HEO","125","125","33350","33370"
"In post","2022","Unknown","Statistics","SEO/HEO","SEO","135","130","39810","38340"
"In post","2022","Unknown","Tax","AA/AO","AO","1575","1475","21310","21250"
"In post","2022","Unknown","Tax","EO","EO","1605","1540","27290","26820"
"In post","2022","Unknown","Tax","G6/G7","G6","85","85","69720","67910"
"In post","2022","Unknown","Tax","G6/G7","G7","325","310","56300","55210"
"In post","2022","Unknown","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","SEO/HEO","HEO","1550","1495","34240","33370"
"In post","2022","Unknown","Tax","SEO/HEO","SEO","370","355","41220","40520"
"In post","2022","Unknown","Unknown","AA/AO","AA","735","690","22260","22140"
"In post","2022","Unknown","Unknown","AA/AO","AO","1015","950","23510","21810"
"In post","2022","Unknown","Unknown","EO","EO","1725","1665","27930","27230"
"In post","2022","Unknown","Unknown","G6/G7","G6","875","860","73360","73430"
"In post","2022","Unknown","Unknown","G6/G7","G7","2005","1955","58370","57120"
"In post","2022","Unknown","Unknown","SCS level","SCS level","360","355","101550","94000"
"In post","2022","Unknown","Unknown","SEO/HEO","HEO","3505","3455","32000","32000"
"In post","2022","Unknown","Unknown","SEO/HEO","SEO","1400","1355","43590","43000"
"In post","2022","Unknown","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO/HEO","SEO","25","25","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","G6/G7","G7","30","[c]","57120","55610"
"Leaver CS","2022","Declared disabled","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","AA/AO","AA","175","[c]","19280","19200"
"Leaver CS","2022","Declared disabled","Operational Delivery","AA/AO","AO","965","[c]","21510","21260"
"Leaver CS","2022","Declared disabled","Operational Delivery","EO","EO","820","[c]","27970","27570"
"Leaver CS","2022","Declared disabled","Operational Delivery","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","G6/G7","G7","35","[c]","56230","57340"
"Leaver CS","2022","Declared disabled","Operational Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","SEO/HEO","HEO","145","[c]","33690","32990"
"Leaver CS","2022","Declared disabled","Operational Delivery","SEO/HEO","SEO","80","[c]","42470","41140"
"Leaver CS","2022","Declared disabled","Operational Delivery","Unknown","Unknown","210","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","AA/AO","AA","30","[c]","19490","19560"
"Leaver CS","2022","Declared disabled","Other","AA/AO","AO","125","[c]","21710","21260"
"Leaver CS","2022","Declared disabled","Other","EO","EO","85","[c]","26400","26930"
"Leaver CS","2022","Declared disabled","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","SEO/HEO","SEO","30","[c]","41410","40070"
"Leaver CS","2022","Declared disabled","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","AA/AO","AO","30","[c]","32300","39070"
"Leaver CS","2022","Declared disabled","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","AA","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","AO","300","[c]","21600","21260"
"Leaver CS","2022","Declared disabled","Unknown","EO","EO","170","[c]","27590","27570"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","G7","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","HEO","100","[c]","34970","34640"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","SEO","55","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","EO","EO","35","[c]","26230","26240"
"Leaver CS","2022","Declared non-disabled","Commercial","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","SEO/HEO","HEO","60","[c]","33500","33780"
"Leaver CS","2022","Declared non-disabled","Commercial","SEO/HEO","SEO","65","[c]","40820","40640"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
