"Status","Year","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Asian","Communications","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data and Technology","Female","45","[c]","36610","33990"
"Leaver CS","2022","Asian","Digital, Data and Technology","Male","75","[c]","41900","38450"
"Leaver CS","2022","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Delivery","Female","625","[c]","28100","27570"
"Leaver CS","2022","Asian","Operational Delivery","Male","475","[c]","28370","27570"
"Leaver CS","2022","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Other","Female","70","[c]","29020","27400"
"Leaver CS","2022","Asian","Other","Male","50","[c]","33420","27480"
"Leaver CS","2022","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Policy","Female","65","[c]","39810","33740"
"Leaver CS","2022","Asian","Policy","Male","70","[c]","46150","41300"
"Leaver CS","2022","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Female","40","[c]","33220","32480"
"Leaver CS","2022","Asian","Science and Engineering","Male","35","[c]","36700","33630"
"Leaver CS","2022","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Female","250","[c]","35800","28550"
"Leaver CS","2022","Asian","Unknown","Male","215","[c]","39670","29310"
"Leaver CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Delivery","Female","540","[c]","29330","28670"
"Leaver CS","2022","Black","Operational Delivery","Male","285","[c]","29660","27570"
"Leaver CS","2022","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","Female","55","[c]","29980","31060"
"Leaver CS","2022","Black","Other","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","Female","35","[c]","36570","37080"
"Leaver CS","2022","Black","Science and Engineering","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Female","130","[c]","32060","31060"
"Leaver CS","2022","Black","Unknown","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data and Technology","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Economics","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicine","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Operational Delivery","Female","285","[c]","28070","27570"
"Leaver CS","2022","Mixed","Operational Delivery","Male","180","[c]","28090","27570"
"Leaver CS","2022","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Female","35","[c]","26400","26950"
"Leaver CS","2022","Mixed","Other","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Female","80","[c]","29820","27570"
"Leaver CS","2022","Mixed","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Medicine","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Female","65","[c]","29650","28530"
