"Status","Year","Parent_department","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Transport","Overseas","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Transport","Overseas","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Transport","Scotland","Outside London","AA/AO","90","85","25640","26840"
"In post","2022","Department for Transport","Scotland","Outside London","EO","210","195","27780","26780"
"In post","2022","Department for Transport","Scotland","Outside London","G6/G7","20","20","62030","60140"
"In post","2022","Department for Transport","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Scotland","Outside London","SEO/HEO","130","130","38900","36180"
"In post","2022","Department for Transport","South East (England)","Outside London","AA/AO","260","245","25180","26830"
"In post","2022","Department for Transport","South East (England)","Outside London","EO","545","515","28500","26780"
"In post","2022","Department for Transport","South East (England)","Outside London","G6/G7","215","210","64120","60140"
"In post","2022","Department for Transport","South East (England)","Outside London","SCS level","10","10","97910","95880"
"In post","2022","Department for Transport","South East (England)","Outside London","SEO/HEO","475","460","36970","36580"
"In post","2022","Department for Transport","South West (England)","Outside London","AA/AO","155","145","23930","21840"
"In post","2022","Department for Transport","South West (England)","Outside London","EO","290","270","27420","26780"
"In post","2022","Department for Transport","South West (England)","Outside London","G6/G7","50","50","60280","61500"
"In post","2022","Department for Transport","South West (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Department for Transport","South West (England)","Outside London","SEO/HEO","265","255","36990","35280"
"In post","2022","Department for Transport","Wales","Outside London","AA/AO","4275","3650","21010","21840"
"In post","2022","Department for Transport","Wales","Outside London","EO","1120","1055","26810","26470"
"In post","2022","Department for Transport","Wales","Outside London","G6/G7","340","330","62320","57270"
"In post","2022","Department for Transport","Wales","Outside London","SCS level","10","10","96140","90160"
"In post","2022","Department for Transport","Wales","Outside London","SEO/HEO","1180","1145","37230","35680"
"In post","2022","Department for Transport","West Midlands (England)","Outside London","AA/AO","170","160","23410","21840"
"In post","2022","Department for Transport","West Midlands (England)","Outside London","EO","325","310","27500","26700"
"In post","2022","Department for Transport","West Midlands (England)","Outside London","G6/G7","40","35","51420","48770"
"In post","2022","Department for Transport","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","West Midlands (England)","Outside London","SEO/HEO","140","140","34200","32180"
"In post","2022","Department for Transport","Yorkshire and The Humber","Outside London","AA/AO","195","180","23960","21840"
"In post","2022","Department for Transport","Yorkshire and The Humber","Outside London","EO","270","250","27350","26780"
"In post","2022","Department for Transport","Yorkshire and The Humber","Outside London","G6/G7","60","60","54100","49410"
"In post","2022","Department for Transport","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Yorkshire and The Humber","Outside London","SEO/HEO","150","150","36740","34550"
"In post","2022","Department for Work and Pensions","East Midlands (England)","Outside London","AA/AO","1625","1385","21090","21260"
"In post","2022","Department for Work and Pensions","East Midlands (England)","Outside London","EO","2620","2355","27500","27570"
"In post","2022","Department for Work and Pensions","East Midlands (England)","Outside London","G6/G7","145","130","58910","57510"
"In post","2022","Department for Work and Pensions","East Midlands (England)","Outside London","SCS level","10","10","84400","77600"
"In post","2022","Department for Work and Pensions","East Midlands (England)","Outside London","SEO/HEO","520","485","35310","33650"
"In post","2022","Department for Work and Pensions","East of England","Outside London","AA/AO","1020","870","22910","23230"
"In post","2022","Department for Work and Pensions","East of England","Outside London","EO","3115","2820","28760","29200"
"In post","2022","Department for Work and Pensions","East of England","Outside London","G6/G7","60","60","55640","52820"
"In post","2022","Department for Work and Pensions","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","East of England","Outside London","SEO/HEO","415","390","37300","35310"
"In post","2022","Department for Work and Pensions","London","London","AA/AO","1525","1340","24540","25110"
"In post","2022","Department for Work and Pensions","London","London","EO","6110","5730","31090","31060"
"In post","2022","Department for Work and Pensions","London","London","G6/G7","715","685","60290","57230"
"In post","2022","Department for Work and Pensions","London","London","SCS level","125","120","91340","82100"
"In post","2022","Department for Work and Pensions","London","London","SEO/HEO","1635","1585","38920","38120"
"In post","2022","Department for Work and Pensions","North East (England)","Outside London","AA/AO","4165","3600","21130","21260"
"In post","2022","Department for Work and Pensions","North East (England)","Outside London","EO","3660","3260","27480","27570"
"In post","2022","Department for Work and Pensions","North East (England)","Outside London","G6/G7","720","700","56600","52990"
"In post","2022","Department for Work and Pensions","North East (England)","Outside London","SCS level","25","25","87430","77900"
"In post","2022","Department for Work and Pensions","North East (England)","Outside London","SEO/HEO","1680","1590","35190","34290"
"In post","2022","Department for Work and Pensions","North West (England)","Outside London","AA/AO","6880","6035","21060","21260"
"In post","2022","Department for Work and Pensions","North West (England)","Outside London","EO","8530","7760","27470","27570"
"In post","2022","Department for Work and Pensions","North West (England)","Outside London","G6/G7","1100","1065","57250","55000"
"In post","2022","Department for Work and Pensions","North West (England)","Outside London","SCS level","50","50","86600","82020"
"In post","2022","Department for Work and Pensions","North West (England)","Outside London","SEO/HEO","2775","2630","35390","34290"
"In post","2022","Department for Work and Pensions","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Scotland","Outside London","AA/AO","3680","3190","21040","21260"
"In post","2022","Department for Work and Pensions","Scotland","Outside London","EO","4290","3830","27470","27570"
"In post","2022","Department for Work and Pensions","Scotland","Outside London","G6/G7","135","130","58900","49170"
"In post","2022","Department for Work and Pensions","Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Scotland","Outside London","SEO/HEO","745","695","39400","33180"
"In post","2022","Department for Work and Pensions","South East (England)","Outside London","AA/AO","1800","1550","22390","21260"
"In post","2022","Department for Work and Pensions","South East (England)","Outside London","EO","4050","3680","28510","27570"
"In post","2022","Department for Work and Pensions","South East (England)","Outside London","G6/G7","70","70","56090","53430"
"In post","2022","Department for Work and Pensions","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","South East (England)","Outside London","SEO/HEO","515","485","36210","35120"
"In post","2022","Department for Work and Pensions","South West (England)","Outside London","AA/AO","1730","1435","21130","21260"
"In post","2022","Department for Work and Pensions","South West (England)","Outside London","EO","3265","2875","27490","27570"
"In post","2022","Department for Work and Pensions","South West (England)","Outside London","G6/G7","85","80","55430","52800"
"In post","2022","Department for Work and Pensions","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","South West (England)","Outside London","SEO/HEO","510","475","34690","33170"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","AA/AO","115","100","23010","23050"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","EO","340","315","28740","27570"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","G6/G7","35","35","56940","54070"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","Unknown","SEO/HEO","105","100","36890","35720"
"In post","2022","Department for Work and Pensions","Wales","Outside London","AA/AO","2035","1775","21140","21260"
"In post","2022","Department for Work and Pensions","Wales","Outside London","EO","3200","2910","27510","27570"
"In post","2022","Department for Work and Pensions","Wales","Outside London","G6/G7","70","70","54950","50450"
"In post","2022","Department for Work and Pensions","Wales","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","Wales","Outside London","SEO/HEO","495","465","34750","33180"
"In post","2022","Department for Work and Pensions","West Midlands (England)","Outside London","AA/AO","2375","1990","20990","21260"
"In post","2022","Department for Work and Pensions","West Midlands (England)","Outside London","EO","4590","4110","27450","27570"
"In post","2022","Department for Work and Pensions","West Midlands (England)","Outside London","G6/G7","90","90","54870","49170"
"In post","2022","Department for Work and Pensions","West Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions","West Midlands (England)","Outside London","SEO/HEO","660","620","34220","32640"
"In post","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","AA/AO","2365","2015","21100","21260"
"In post","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","EO","4620","4115","27480","27570"
"In post","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","G6/G7","860","830","55990","52750"
"In post","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","SCS level","55","55","83440","77800"
"In post","2022","Department for Work and Pensions","Yorkshire and The Humber","Outside London","SEO/HEO","1990","1840","35360","34290"
"In post","2022","Department of Health and Social Care","East Midlands (England)","Outside London","AA/AO","15","15","20170","19880"
"In post","2022","Department of Health and Social Care","East Midlands (England)","Outside London","EO","25","25","23910","23390"
"In post","2022","Department of Health and Social Care","East Midlands (England)","Outside London","G6/G7","60","55","59150","55150"
"In post","2022","Department of Health and Social Care","East Midlands (England)","Outside London","SCS level","10","10","103620","106350"
"In post","2022","Department of Health and Social Care","East Midlands (England)","Outside London","SEO/HEO","120","105","34180","35610"
"In post","2022","Department of Health and Social Care","East of England","Outside London","AA/AO","75","65","22030","21820"
"In post","2022","Department of Health and Social Care","East of England","Outside London","EO","95","90","26650","27140"
"In post","2022","Department of Health and Social Care","East of England","Outside London","G6/G7","180","175","58820","53920"
"In post","2022","Department of Health and Social Care","East of England","Outside London","SCS level","45","40","106460","102640"
"In post","2022","Department of Health and Social Care","East of England","Outside London","SEO/HEO","290","275","37400","38060"
"In post","2022","Department of Health and Social Care","London","London","AA/AO","250","210","23730","23780"
"In post","2022","Department of Health and Social Care","London","London","EO","860","810","27750","27270"
"In post","2022","Department of Health and Social Care","London","London","G6/G7","2205","2130","59260","54700"
"In post","2022","Department of Health and Social Care","London","London","SCS level","515","490","93730","85930"
"In post","2022","Department of Health and Social Care","London","London","SEO/HEO","2475","2410","37270","38330"
"In post","2022","Department of Health and Social Care","North East (England)","Outside London","AA/AO","15","15","20030","19880"
"In post","2022","Department of Health and Social Care","North East (England)","Outside London","EO","10","10","23540","23390"
"In post","2022","Department of Health and Social Care","North East (England)","Outside London","G6/G7","35","35","55930","51060"
"In post","2022","Department of Health and Social Care","North East (England)","Outside London","SCS level","10","10","109500","108080"
"In post","2022","Department of Health and Social Care","North East (England)","Outside London","SEO/HEO","45","40","36210","37210"
"In post","2022","Department of Health and Social Care","North West (England)","Outside London","AA/AO","115","105","20150","19880"
"In post","2022","Department of Health and Social Care","North West (England)","Outside London","EO","95","90","24730","23690"
"In post","2022","Department of Health and Social Care","North West (England)","Outside London","G6/G7","110","105","55560","50990"
"In post","2022","Department of Health and Social Care","North West (England)","Outside London","SCS level","30","30","107170","108080"
"In post","2022","Department of Health and Social Care","North West (England)","Outside London","SEO/HEO","185","165","35280","36330"
"In post","2022","Department of Health and Social Care","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Department of Health and Social Care","Scotland","Outside London","G6/G7","10","10","54060","50410"
"In post","2022","Department of Health and Social Care","Scotland","Outside London","SEO/HEO","15","10","33590","35400"
"In post","2022","Department of Health and Social Care","South East (England)","Outside London","AA/AO","60","45","21650","21820"
"In post","2022","Department of Health and Social Care","South East (England)","Outside London","EO","55","50","25960","25260"
"In post","2022","Department of Health and Social Care","South East (England)","Outside London","G6/G7","185","170","57210","53220"
"In post","2022","Department of Health and Social Care","South East (England)","Outside London","SCS level","40","35","105870","108080"
"In post","2022","Department of Health and Social Care","South East (England)","Outside London","SEO/HEO","210","195","36740","38200"
"In post","2022","Department of Health and Social Care","South West (England)","Outside London","AA/AO","170","155","20570","19880"
"In post","2022","Department of Health and Social Care","South West (England)","Outside London","EO","145","145","24360","23690"
"In post","2022","Department of Health and Social Care","South West (England)","Outside London","G6/G7","295","285","56950","52000"
"In post","2022","Department of Health and Social Care","South West (England)","Outside London","SCS level","40","35","109490","103250"
"In post","2022","Department of Health and Social Care","South West (England)","Outside London","SEO/HEO","535","495","34660","36330"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","EO","10","10","26550","27270"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","G6/G7","15","15","59090","61860"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","Unknown","SEO/HEO","15","15","35460","32790"
"In post","2022","Department of Health and Social Care","Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Wales","Outside London","G6/G7","15","15","57960","51930"
"In post","2022","Department of Health and Social Care","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Wales","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Department of Health and Social Care","West Midlands (England)","Outside London","AA/AO","70","65","20550","19880"
"In post","2022","Department of Health and Social Care","West Midlands (England)","Outside London","EO","65","60","24640","23390"
"In post","2022","Department of Health and Social Care","West Midlands (England)","Outside London","G6/G7","95","90","57200","50930"
"In post","2022","Department of Health and Social Care","West Midlands (England)","Outside London","SCS level","35","25","112650","114000"
"In post","2022","Department of Health and Social Care","West Midlands (England)","Outside London","SEO/HEO","150","135","35490","36330"
"In post","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","AA/AO","50","40","20220","19880"
"In post","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","EO","180","175","24670","23690"
"In post","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","G6/G7","625","600","55230","51480"
"In post","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","SCS level","85","80","83970","76700"
"In post","2022","Department of Health and Social Care","Yorkshire and The Humber","Outside London","SEO/HEO","730","700","34130","36330"
"In post","2022","Estyn","North West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","South West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Wales","Outside London","AA/AO","10","10","24460","24630"
"In post","2022","Estyn","Wales","Outside London","EO","25","20","28700","29430"
"In post","2022","Estyn","Wales","Outside London","G6/G7","65","60","73770","75480"
"In post","2022","Estyn","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Wales","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Estyn","West Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","East Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","East Midlands (England)","Outside London","EO","40","35","27060","26750"
"In post","2022","Food Standards Agency","East Midlands (England)","Outside London","G6/G7","15","15","55750","52130"
"In post","2022","Food Standards Agency","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","East Midlands (England)","Outside London","SEO/HEO","30","30","35190","36540"
"In post","2022","Food Standards Agency","East of England","Outside London","EO","60","55","27670","26750"
"In post","2022","Food Standards Agency","East of England","Outside London","G6/G7","15","15","55440","55300"
"In post","2022","Food Standards Agency","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","East of England","Outside London","SEO/HEO","55","55","36040","37350"
"In post","2022","Food Standards Agency","London","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","London","London","EO","30","30","28960","29090"
"In post","2022","Food Standards Agency","London","London","G6/G7","70","70","58680","56130"
"In post","2022","Food Standards Agency","London","London","SCS level","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","London","London","SEO/HEO","135","130","37760","40350"
"In post","2022","Food Standards Agency","North East (England)","Outside London","EO","15","10","26550","26750"
"In post","2022","Food Standards Agency","North East (England)","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","North East (England)","Outside London","SEO/HEO","10","10","33890","30810"
"In post","2022","Food Standards Agency","North West (England)","Outside London","EO","50","50","26800","26750"
"In post","2022","Food Standards Agency","North West (England)","Outside London","G6/G7","15","15","53840","52070"
"In post","2022","Food Standards Agency","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","North West (England)","Outside London","SEO/HEO","35","35","34990","37350"
"In post","2022","Food Standards Agency","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","Outside London","EO","10","10","25840","26750"
"In post","2022","Food Standards Agency","Northern Ireland","Outside London","G6/G7","20","20","53500","52070"
"In post","2022","Food Standards Agency","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Northern Ireland","Outside London","SEO/HEO","70","65","34760","37350"
"In post","2022","Food Standards Agency","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","South East (England)","Outside London","EO","10","10","28490","29090"
"In post","2022","Food Standards Agency","South East (England)","Outside London","G6/G7","25","25","58050","56130"
"In post","2022","Food Standards Agency","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","South East (England)","Outside London","SEO/HEO","60","60","38000","40350"
"In post","2022","Food Standards Agency","South West (England)","Outside London","EO","55","50","26850","26750"
"In post","2022","Food Standards Agency","South West (England)","Outside London","G6/G7","20","15","53260","52070"
"In post","2022","Food Standards Agency","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","South West (England)","Outside London","SEO/HEO","40","40","35560","37350"
"In post","2022","Food Standards Agency","Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Wales","Outside London","EO","40","40","26780","26750"
"In post","2022","Food Standards Agency","Wales","Outside London","G6/G7","20","15","54400","52070"
"In post","2022","Food Standards Agency","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Wales","Outside London","SEO/HEO","90","85","35160","37350"
"In post","2022","Food Standards Agency","West Midlands (England)","Outside London","EO","55","55","27120","26750"
"In post","2022","Food Standards Agency","West Midlands (England)","Outside London","G6/G7","10","10","52770","52070"
"In post","2022","Food Standards Agency","West Midlands (England)","Outside London","SEO/HEO","55","50","34290","32480"
"In post","2022","Food Standards Agency","Yorkshire and The Humber","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Yorkshire and The Humber","Outside London","EO","70","65","26980","26750"
"In post","2022","Food Standards Agency","Yorkshire and The Humber","Outside London","G6/G7","50","50","54490","52070"
"In post","2022","Food Standards Agency","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Yorkshire and The Humber","Outside London","SEO/HEO","150","145","34480","34210"
"In post","2022","Foreign, Commonwealth and Development Office","London","London","AA/AO","220","215","28330","28250"
"In post","2022","Foreign, Commonwealth and Development Office","London","London","EO","435","425","31700","30760"
"In post","2022","Foreign, Commonwealth and Development Office","London","London","G6/G7","1710","1660","60880","59470"
"In post","2022","Foreign, Commonwealth and Development Office","London","London","SCS level","270","265","86850","78020"
"In post","2022","Foreign, Commonwealth and Development Office","London","London","SEO/HEO","1420","1400","39320","38600"
"In post","2022","Foreign, Commonwealth and Development Office","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","Overseas","AA/AO","20","20","23360","23250"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","Overseas","EO","75","75","27330","27470"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","Overseas","G6/G7","1040","1035","58690","56800"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","Overseas","SCS level","250","250","85340","76370"
"In post","2022","Foreign, Commonwealth and Development Office","Overseas","Overseas","SEO/HEO","825","820","35700","34260"
"In post","2022","Foreign, Commonwealth and Development Office","Scotland","Outside London","AA/AO","40","35","21740","21740"
"In post","2022","Foreign, Commonwealth and Development Office","Scotland","Outside London","EO","105","100","25920","26120"
"In post","2022","Foreign, Commonwealth and Development Office","Scotland","Outside London","G6/G7","300","290","54720","53480"
"In post","2022","Foreign, Commonwealth and Development Office","Scotland","Outside London","SCS level","15","15","79620","76870"
"In post","2022","Foreign, Commonwealth and Development Office","Scotland","Outside London","SEO/HEO","370","355","36350","33930"
"In post","2022","Foreign, Commonwealth and Development Office","South East (England)","Outside London","AA/AO","240","230","24390","25000"
"In post","2022","Foreign, Commonwealth and Development Office","South East (England)","Outside London","EO","240","235","28040","27330"
"In post","2022","Foreign, Commonwealth and Development Office","South East (England)","Outside London","G6/G7","175","160","61420","57760"
"In post","2022","Foreign, Commonwealth and Development Office","South East (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","South East (England)","Outside London","SEO/HEO","415","400","39970","39610"
"In post","2022","Foreign, Commonwealth and Development Office","South East (England)","Outside London","Unknown","65","65","21200","21600"
"In post","2022","HM Land Registry","East Midlands (England)","Outside London","AA/AO","220","210","22540","22600"
"In post","2022","HM Land Registry","East Midlands (England)","Outside London","EO","350","315","27150","27130"
"In post","2022","HM Land Registry","East Midlands (England)","Outside London","G6/G7","50","45","60170","59280"
"In post","2022","HM Land Registry","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","East Midlands (England)","Outside London","SEO/HEO","300","275","36670","33840"
"In post","2022","HM Land Registry","East of England","Outside London","AA/AO","85","80","22600","22600"
"In post","2022","HM Land Registry","East of England","Outside London","EO","90","80","27180","27130"
"In post","2022","HM Land Registry","East of England","Outside London","G6/G7","10","10","61610","60520"
"In post","2022","HM Land Registry","East of England","Outside London","SEO/HEO","115","100","36720","33840"
"In post","2022","HM Land Registry","London","London","AA/AO","60","55","25920","25850"
"In post","2022","HM Land Registry","London","London","EO","110","105","30810","30600"
"In post","2022","HM Land Registry","London","London","G6/G7","55","50","68030","68660"
"In post","2022","HM Land Registry","London","London","SCS level","10","10","100030","93410"
"In post","2022","HM Land Registry","London","London","SEO/HEO","170","165","41030","37290"
"In post","2022","HM Land Registry","North East (England)","Outside London","AA/AO","250","235","22600","22600"
"In post","2022","HM Land Registry","North East (England)","Outside London","EO","275","250","27150","27130"
"In post","2022","HM Land Registry","North East (England)","Outside London","G6/G7","20","20","58800","56750"
"In post","2022","HM Land Registry","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North East (England)","Outside London","SEO/HEO","185","170","36140","33840"
"In post","2022","HM Land Registry","North West (England)","Outside London","AA/AO","295","275","22600","22600"
"In post","2022","HM Land Registry","North West (England)","Outside London","EO","350","305","27160","27130"
"In post","2022","HM Land Registry","North West (England)","Outside London","G6/G7","35","30","61720","62840"
"In post","2022","HM Land Registry","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","North West (England)","Outside London","SEO/HEO","280","255","36320","33840"
"In post","2022","HM Land Registry","South West (England)","Outside London","AA/AO","350","325","22520","22600"
"In post","2022","HM Land Registry","South West (England)","Outside London","EO","505","445","27820","27130"
"In post","2022","HM Land Registry","South West (England)","Outside London","G6/G7","80","75","60740","59630"
"In post","2022","HM Land Registry","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","South West (England)","Outside London","SEO/HEO","640","580","38410","38450"
"In post","2022","HM Land Registry","Wales","Outside London","AA/AO","210","195","22600","22600"
"In post","2022","HM Land Registry","Wales","Outside London","EO","305","275","27130","27130"
"In post","2022","HM Land Registry","Wales","Outside London","G6/G7","20","15","60890","60520"
"In post","2022","HM Land Registry","Wales","Outside London","SEO/HEO","235","205","36170","33840"
"In post","2022","HM Land Registry","West Midlands (England)","Outside London","AA/AO","180","175","22600","22600"
"In post","2022","HM Land Registry","West Midlands (England)","Outside London","EO","225","200","27170","27130"
"In post","2022","HM Land Registry","West Midlands (England)","Outside London","G6/G7","30","25","62000","60520"
"In post","2022","HM Land Registry","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","West Midlands (England)","Outside London","SEO/HEO","180","160","36400","33840"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Outside London","AA/AO","100","95","22600","22600"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Outside London","EO","150","135","27160","27130"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Outside London","G6/G7","10","10","60730","60520"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Yorkshire and The Humber","Outside London","SEO/HEO","90","80","35970","33840"
"In post","2022","HM Revenue and Customs","East Midlands (England)","Outside London","AA/AO","825","745","21600","21250"
"In post","2022","HM Revenue and Customs","East Midlands (England)","Outside London","EO","1085","1025","26880","26820"
"In post","2022","HM Revenue and Customs","East Midlands (England)","Outside London","G6/G7","550","535","57580","55210"
"In post","2022","HM Revenue and Customs","East Midlands (England)","Outside London","SCS level","30","30","86790","79410"
"In post","2022","HM Revenue and Customs","East Midlands (England)","Outside London","SEO/HEO","1835","1760","35590","33370"
"In post","2022","HM Revenue and Customs","East of England","Outside London","AA/AO","280","240","21740","22030"
"In post","2022","HM Revenue and Customs","East of England","Outside London","EO","375","340","27430","26820"
"In post","2022","HM Revenue and Customs","East of England","Outside London","G6/G7","150","145","58100","55210"
"In post","2022","HM Revenue and Customs","East of England","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","East of England","Outside London","SEO/HEO","645","600","36810","35260"
"In post","2022","HM Revenue and Customs","London","London","AA/AO","895","800","25810","25860"
"In post","2022","HM Revenue and Customs","London","London","EO","1995","1890","31480","31020"
"In post","2022","HM Revenue and Customs","London","London","G6/G7","2425","2335","65990","62120"
"In post","2022","HM Revenue and Customs","London","London","SCS level","245","235","88940","82340"
"In post","2022","HM Revenue and Customs","London","London","SEO/HEO","4180","4040","40480","38020"
"In post","2022","HM Revenue and Customs","North East (England)","Outside London","AA/AO","4870","4050","21590","21250"
"In post","2022","HM Revenue and Customs","North East (England)","Outside London","EO","2610","2420","26710","26820"
"In post","2022","HM Revenue and Customs","North East (England)","Outside London","G6/G7","995","970","57130","55210"
"In post","2022","HM Revenue and Customs","North East (England)","Outside London","SCS level","40","40","81360","75080"
"In post","2022","HM Revenue and Customs","North East (England)","Outside London","SEO/HEO","3155","3025","35810","33370"
"In post","2022","HM Revenue and Customs","North West (England)","Outside London","AA/AO","4525","4030","21480","21250"
"In post","2022","HM Revenue and Customs","North West (England)","Outside London","EO","3260","3065","26760","26820"
"In post","2022","HM Revenue and Customs","North West (England)","Outside London","G6/G7","1660","1605","57570","55210"
"In post","2022","HM Revenue and Customs","North West (England)","Outside London","SCS level","70","70","80190","75500"
