"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Finance","AA/AO","200","175","22170","21250"
"In post","2022","Unknown","Finance","EO","370","360","26640","26590"
"In post","2022","Unknown","Finance","G6/G7","420","410","57970","55210"
"In post","2022","Unknown","Finance","SCS level","50","50","87410","81920"
"In post","2022","Unknown","Finance","SEO/HEO","905","890","37220","36820"
"In post","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","AA/AO","30","30","[c]","[c]"
"In post","2022","Unknown","Geography","EO","45","45","27530","26740"
"In post","2022","Unknown","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","SEO/HEO","60","55","35710","33290"
"In post","2022","Unknown","Human Resources","AA/AO","220","205","22130","21380"
"In post","2022","Unknown","Human Resources","EO","355","345","27390","26930"
"In post","2022","Unknown","Human Resources","G6/G7","245","240","58280","57290"
"In post","2022","Unknown","Human Resources","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","SEO/HEO","575","555","35990","36050"
"In post","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","G6/G7","20","15","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","SEO/HEO","50","45","51260","51360"
"In post","2022","Unknown","Intelligence Analysis","AA/AO","15","10","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","EO","150","145","27240","26670"
"In post","2022","Unknown","Intelligence Analysis","G6/G7","30","30","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","SEO/HEO","150","145","38240","37610"
"In post","2022","Unknown","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","G6/G7","15","10","[c]","[c]"
"In post","2022","Unknown","Internal Audit","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Unknown","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","EO","40","40","27060","26250"
"In post","2022","Unknown","International Trade","G6/G7","230","230","55240","51970"
"In post","2022","Unknown","International Trade","SCS level","35","35","83090","76170"
"In post","2022","Unknown","International Trade","SEO/HEO","285","280","36370","38160"
"In post","2022","Unknown","Knowledge and Information Management","AA/AO","45","45","22050","21260"
"In post","2022","Unknown","Knowledge and Information Management","EO","45","45","27090","26670"
"In post","2022","Unknown","Knowledge and Information Management","G6/G7","50","50","57040","54680"
"In post","2022","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","SEO/HEO","110","110","36480","35430"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","AA/AO","70","60","22460","22080"
"In post","2022","Unknown","Legal","EO","540","520","28290","26820"
"In post","2022","Unknown","Legal","G6/G7","1090","1015","57900","55610"
"In post","2022","Unknown","Legal","SCS level","45","45","94090","83230"
"In post","2022","Unknown","Legal","SEO/HEO","780","760","37130","37610"
"In post","2022","Unknown","Medicine","AA/AO","120","110","21090","20330"
"In post","2022","Unknown","Medicine","EO","65","60","31380","31530"
"In post","2022","Unknown","Medicine","G6/G7","220","185","71600","75870"
"In post","2022","Unknown","Medicine","SCS level","155","140","112850","112850"
"In post","2022","Unknown","Medicine","SEO/HEO","195","175","39550","39030"
"In post","2022","Unknown","Operational Delivery","AA/AO","17960","16505","22810","21790"
"In post","2022","Unknown","Operational Delivery","EO","12100","11505","29170","27570"
"In post","2022","Unknown","Operational Delivery","G6/G7","1550","1510","58730","55370"
"In post","2022","Unknown","Operational Delivery","SCS level","205","200","96830","89890"
"In post","2022","Unknown","Operational Delivery","SEO/HEO","5705","5485","37590","36820"
"In post","2022","Unknown","Operational Delivery","Unknown","3455","3115","27730","26000"
"In post","2022","Unknown","Operational Research","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Operational Research","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Operational Research","G6/G7","35","30","58540","58370"
"In post","2022","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","SEO/HEO","65","65","37360","36590"
"In post","2022","Unknown","Other","AA/AO","1375","1300","22040","21260"
"In post","2022","Unknown","Other","EO","955","925","27490","27570"
"In post","2022","Unknown","Other","G6/G7","400","385","59550","56540"
"In post","2022","Unknown","Other","SCS level","60","60","92760","88540"
"In post","2022","Unknown","Other","SEO/HEO","990","950","38650","38690"
"In post","2022","Unknown","Other","Unknown","1940","1940","37400","34160"
"In post","2022","Unknown","Planning","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Planning","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Planning","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","G6/G7","70","65","56070","58810"
"In post","2022","Unknown","Policy","AA/AO","105","100","22720","22090"
"In post","2022","Unknown","Policy","EO","570","560","27360","27500"
"In post","2022","Unknown","Policy","G6/G7","2180","2130","57630","55210"
"In post","2022","Unknown","Policy","SCS level","230","225","88250","78310"
"In post","2022","Unknown","Policy","SEO/HEO","2640","2590","36720","36500"
"In post","2022","Unknown","Policy","Unknown","35","35","[c]","[c]"
"In post","2022","Unknown","Project Delivery","AA/AO","35","30","22660","22600"
"In post","2022","Unknown","Project Delivery","EO","210","200","27180","26820"
"In post","2022","Unknown","Project Delivery","G6/G7","665","655","57870","55210"
"In post","2022","Unknown","Project Delivery","SCS level","40","40","96570","93460"
"In post","2022","Unknown","Project Delivery","SEO/HEO","1130","1095","37600","38160"
"In post","2022","Unknown","Project Delivery","Unknown","50","50","45790","47930"
"In post","2022","Unknown","Property","AA/AO","240","225","19240","19010"
"In post","2022","Unknown","Property","EO","305","300","26710","26350"
"In post","2022","Unknown","Property","G6/G7","195","190","56660","54850"
"In post","2022","Unknown","Property","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Property","SEO/HEO","485","475","37150","36500"
"In post","2022","Unknown","Psychology","AA/AO","25","25","[c]","[c]"
"In post","2022","Unknown","Psychology","EO","60","55","30310","31700"
"In post","2022","Unknown","Psychology","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Psychology","SEO/HEO","60","60","34330","30460"
"In post","2022","Unknown","Science and Engineering","AA/AO","140","135","22130","22310"
"In post","2022","Unknown","Science and Engineering","EO","285","275","25090","26020"
"In post","2022","Unknown","Science and Engineering","G6/G7","480","455","58600","55420"
"In post","2022","Unknown","Science and Engineering","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","SEO/HEO","775","740","38340","40060"
"In post","2022","Unknown","Science and Engineering","Unknown","105","105","39630","33000"
"In post","2022","Unknown","Security","AA/AO","1430","1405","28860","25540"
"In post","2022","Unknown","Security","EO","115","115","35730","32260"
"In post","2022","Unknown","Security","G6/G7","85","85","57860","55210"
"In post","2022","Unknown","Security","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","Security","SEO/HEO","220","220","38650","37450"
"In post","2022","Unknown","Security","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","EO","35","35","31820","33650"
"In post","2022","Unknown","Social Research","G6/G7","50","50","55830","54290"
"In post","2022","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","SEO/HEO","235","230","35710","37930"
"In post","2022","Unknown","Statistics","AA/AO","40","40","22180","22460"
"In post","2022","Unknown","Statistics","EO","50","50","27800","28310"
"In post","2022","Unknown","Statistics","G6/G7","110","105","55090","53360"
"In post","2022","Unknown","Statistics","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Statistics","SEO/HEO","260","255","36660","37280"
"In post","2022","Unknown","Tax","AA/AO","1575","1475","21310","21250"
"In post","2022","Unknown","Tax","EO","1605","1540","27290","26820"
"In post","2022","Unknown","Tax","G6/G7","410","395","59120","55210"
"In post","2022","Unknown","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Tax","SEO/HEO","1920","1855","35590","33370"
"In post","2022","Unknown","Unknown","AA/AO","1755","1645","22980","22140"
"In post","2022","Unknown","Unknown","EO","1725","1665","27930","27230"
"In post","2022","Unknown","Unknown","G6/G7","2880","2815","62940","62170"
"In post","2022","Unknown","Unknown","SCS level","360","355","101550","94000"
"In post","2022","Unknown","Unknown","SEO/HEO","4905","4810","35310","33250"
"In post","2022","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Veterinarian","SEO/HEO","30","25","39540","37240"
"Leaver CS","2022","Declared disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","SEO/HEO","45","[c]","37940","36510"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","G6/G7","35","[c]","58780","55610"
"Leaver CS","2022","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","AA/AO","1145","[c]","21270","21260"
"Leaver CS","2022","Declared disabled","Operational Delivery","EO","820","[c]","27970","27570"
"Leaver CS","2022","Declared disabled","Operational Delivery","G6/G7","45","[c]","57920","57540"
"Leaver CS","2022","Declared disabled","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","SEO/HEO","225","[c]","37000","35070"
"Leaver CS","2022","Declared disabled","Operational Delivery","Unknown","210","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","AA/AO","155","[c]","21270","21170"
"Leaver CS","2022","Declared disabled","Other","EO","85","[c]","26400","26930"
"Leaver CS","2022","Declared disabled","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","SEO/HEO","40","[c]","36800","36550"
"Leaver CS","2022","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","SEO/HEO","60","[c]","36080","34150"
"Leaver CS","2022","Declared disabled","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","SEO/HEO","45","[c]","37220","37320"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","SEO/HEO","55","[c]","37760","37400"
"Leaver CS","2022","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","AA/AO","45","[c]","28400","22240"
"Leaver CS","2022","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA/AO","340","[c]","21670","21260"
"Leaver CS","2022","Declared disabled","Unknown","EO","170","[c]","27590","27570"
"Leaver CS","2022","Declared disabled","Unknown","G6/G7","65","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO/HEO","155","[c]","37920","36130"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","EO","35","[c]","26230","26240"
"Leaver CS","2022","Declared non-disabled","Commercial","G6/G7","40","[c]","59230","58620"
"Leaver CS","2022","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","SEO/HEO","125","[c]","37130","37000"
"Leaver CS","2022","Declared non-disabled","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","SEO/HEO","125","[c]","37630","37520"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","AA/AO","60","[c]","21710","21260"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","EO","95","[c]","27710","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","SEO/HEO","45","[c]","37100","36400"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","AA/AO","60","[c]","20560","20920"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","EO","120","[c]","27420","26900"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","G6/G7","210","[c]","60190","59590"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","SEO/HEO","365","[c]","38910","38450"
"Leaver CS","2022","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Economics","SEO/HEO","35","[c]","36160","35070"
"Leaver CS","2022","Declared non-disabled","Finance","AA/AO","60","[c]","21750","21450"
"Leaver CS","2022","Declared non-disabled","Finance","EO","75","[c]","26870","26670"
"Leaver CS","2022","Declared non-disabled","Finance","G6/G7","80","[c]","59140","57020"
"Leaver CS","2022","Declared non-disabled","Finance","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","SEO/HEO","165","[c]","38310","36700"
"Leaver CS","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Geography","SEO/HEO","10","[c]","[c]","[c]"
